cell_id,rank_v08,rank_v10,co_derived_fp_candidate,independent_old_dsm_gap_candidate,co_derived_criteria_recomputed,old_vs_osm_completeness,reviewed_vs_osm_completeness,coverage_gain_vs_osm,old_building_density,v10_building_density,delta_building_density,transition_class,audit_flags
TP_0787,36.0,79.0,True,True,True,0.0,0.992279420025451,0.992279420025451,0.0,0.2668000000014753,0.2668000000014753,fp_candidate_outside_top_transition,old_top50_hazard;zero_old_completeness;high_coverage_gain;large_building_density_gain;possible_old_dsm_gap_false_positive
TP_0727,37.0,104.0,True,True,True,0.0,1.0009803286906578,1.0009803286906578,0.0,0.3692000000046741,0.3692000000046741,fp_candidate_outside_top_transition,old_top50_hazard;zero_old_completeness;high_coverage_gain;large_building_density_gain;possible_old_dsm_gap_false_positive
TP_0028,39.0,83.0,True,True,True,0.0,0.9987094271868956,0.9987094271868956,0.0,0.4307999999993652,0.4307999999993652,fp_candidate_outside_top_transition,old_top50_hazard;zero_old_completeness;high_coverage_gain;large_building_density_gain;possible_old_dsm_gap_false_positive
TP_0011,41.0,64.0,True,False,False,0.1394835191145876,0.9177129948094696,0.778229475694882,0.0503999999998698,0.3315999999991434,0.2811999999992736,fp_candidate_outside_top_transition,old_top50_hazard;low_old_completeness;high_coverage_gain;large_building_density_gain;possible_old_dsm_gap_false_positive
TP_0527,42.0,29.0,True,True,True,0.0,0.8338535769736147,0.8338535769736147,0.0,0.6971999999960432,0.6971999999960432,fp_candidate_outside_top_transition,old_top50_hazard;zero_old_completeness;high_coverage_gain;large_building_density_gain;possible_old_dsm_gap_false_positive
TP_0879,43.0,171.0,True,True,True,0.0,0.9988783777702508,0.9988783777702508,0.0,0.2688000000004742,0.2688000000004742,fp_candidate_outside_top_transition,old_top50_hazard;zero_old_completeness;high_coverage_gain;large_building_density_gain;possible_old_dsm_gap_false_positive
TP_0955,44.0,203.0,True,True,True,0.0,1.0005471434554598,1.0005471434554598,0.0,0.4387999999967754,0.4387999999967754,fp_candidate_outside_top_transition,old_top50_hazard;zero_old_completeness;high_coverage_gain;large_building_density_gain;possible_old_dsm_gap_false_positive
TP_0850,45.0,141.0,True,True,True,0.0,0.998900463277854,0.998900463277854,0.0,0.3287999999995634,0.3287999999995634,fp_candidate_outside_top_transition,old_top50_hazard;zero_old_completeness;high_coverage_gain;large_building_density_gain;possible_old_dsm_gap_false_positive
TP_0786,46.0,74.0,True,True,True,0.0,0.9989781996899674,0.9989781996899674,0.0,0.3923999999979872,0.3923999999979872,fp_candidate_outside_top_transition,old_top50_hazard;zero_old_completeness;high_coverage_gain;large_building_density_gain;possible_old_dsm_gap_false_positive
TP_0819,47.0,150.0,True,True,True,0.0,1.0267507323175136,1.0267507323175136,0.0,0.3171999999959034,0.3171999999959034,fp_candidate_outside_top_transition,old_top50_hazard;zero_old_completeness;high_coverage_gain;large_building_density_gain;possible_old_dsm_gap_false_positive
TP_0954,49.0,60.0,True,True,True,0.0,1.0015622941551212,1.0015622941551212,0.0,0.3276000000008521,0.3276000000008521,fp_candidate_outside_top_transition,old_top50_hazard;zero_old_completeness;high_coverage_gain;large_building_density_gain;possible_old_dsm_gap_false_positive
TP_0878,50.0,223.0,True,True,True,0.0,1.0062047881529568,1.0062047881529568,0.0,0.3967999999988379,0.3967999999988379,fp_candidate_outside_top_transition,old_top50_hazard;zero_old_completeness;high_coverage_gain;large_building_density_gain;possible_old_dsm_gap_false_positive
TP_0088,1.0,1.0,False,False,False,,,,0.0,0.0,0.0,old_top_nonfp_retained_top,old_top20_hazard
TP_0610,3.0,2.0,False,False,False,,,,0.0,0.1115999999993686,0.1115999999993686,old_top_nonfp_retained_top,old_top20_hazard;large_building_density_gain
TP_0059,4.0,4.0,False,False,False,,,,0.0,0.0,0.0,old_top_nonfp_retained_top,old_top20_hazard
TP_0060,5.0,32.0,False,True,False,0.0,1.0208646730065354,1.0208646730065354,0.0,0.0028000000000005,0.0028000000000005,old_top_nonfp_left_top,old_top20_hazard;zero_old_completeness;high_coverage_gain
TP_0089,6.0,16.0,False,True,False,0.0,1.0064276872546032,1.0064276872546032,0.0,0.035199999999877,0.035199999999877,old_top_nonfp_retained_top,old_top20_hazard;zero_old_completeness;high_coverage_gain
TP_0460,11.0,3.0,False,False,False,,,,0.0,0.0,0.0,old_top_nonfp_retained_top,old_top20_hazard
TP_0003,16.0,18.0,False,False,False,0.3586194543433075,0.9944695506966896,0.6358500963533822,0.056399999999766,0.1563999999993513,0.0999999999995852,old_top_nonfp_retained_top,old_top20_hazard;high_coverage_gain
TP_0575,20.0,5.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,old_top_nonfp_retained_top,old_top20_hazard;zero_old_completeness
TP_0639,25.0,22.0,False,False,False,,,,0.0,0.0547999999999083,0.0547999999999083,other,old_top50_hazard
TP_0171,26.0,6.0,False,False,False,,,,0.0,0.0,0.0,entering_v10_top_nonfp,old_top50_hazard
TP_0572,28.0,12.0,False,False,False,,,,0.0,0.0180000000001584,0.0180000000001584,entering_v10_top_nonfp,old_top50_hazard
TP_0544,32.0,36.0,False,False,False,,,,0.0,0.0452000000001471,0.0452000000001471,other,old_top50_hazard
TP_0120,34.0,13.0,False,False,False,1.1177066639582258,1.1177066639582258,0.0,0.1492000000003474,0.1492000000003474,0.0,entering_v10_top_nonfp,old_top50_hazard
TP_0766,38.0,10.0,False,False,False,1.2438397542322426,1.2589532384877984,0.0151134842555558,0.3291999999988383,0.3331999999988242,0.0039999999999859,entering_v10_top_nonfp,old_top50_hazard
TP_0366,40.0,25.0,False,True,False,0.0,1.0000391555387982,1.0000391555387982,0.0,0.0483999999995668,0.0483999999995668,other,old_top50_hazard;zero_old_completeness;high_coverage_gain
TP_0945,48.0,986.0,False,False,False,,,,0.0,1.0000000000011824,1.0000000000011824,other,old_top50_hazard;large_building_density_gain
TP_0378,51.0,30.0,False,False,False,0.0,0.9930734205190248,0.9930734205190248,0.0,0.0915999999995368,0.0915999999995368,other,zero_old_completeness;high_coverage_gain
TP_0577,52.0,140.0,False,False,False,0.0,1.0009473484058644,1.0009473484058644,0.0,0.2707999999977144,0.2707999999977144,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0243,53.0,94.0,False,False,False,0.6377172049062767,1.1268654152090476,0.4891482103027709,0.2935999999999359,0.5187999999998868,0.2251999999999508,other,large_building_density_gain
TP_0144,54.0,21.0,False,False,False,,,,0.0,0.0,0.0,other,
TP_0606,55.0,125.0,False,False,False,0.0,0.9972152344386704,0.9972152344386704,0.0,0.3011999999982139,0.3011999999982139,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0637,56.0,167.0,False,False,False,0.0,0.9970963899816327,0.9970963899816327,0.0,0.313600000002122,0.313600000002122,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0816,57.0,86.0,False,False,False,0.0,1.0049493031671326,1.0049493031671326,0.0,0.5028000000008048,0.5028000000008048,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0973,58.0,11.0,False,False,False,0.0,3.9509603339391264,3.9509603339391264,0.0,0.6520000000000356,0.6520000000000356,entering_v10_top_nonfp,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0452,59.0,26.0,False,False,False,0.97124002276566,0.97124002276566,0.0,0.3135999999965488,0.3135999999965488,0.0,other,
TP_0174,60.0,39.0,False,False,False,0.0311934461307939,1.5507598933594688,1.519566447228675,0.0056000000000067,0.2784000000003342,0.2728000000003275,other,low_old_completeness;high_coverage_gain;large_building_density_gain
TP_0917,61.0,24.0,False,False,False,0.0,2.4477867155912083,2.4477867155912083,0.0,0.4331999999955478,0.4331999999955478,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0782,62.0,122.0,False,False,False,0.0,1.0064734301828766,1.0064734301828766,0.0,0.4164000000005681,0.4164000000005681,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0788,63.0,201.0,False,False,False,0.0,0.9968782605400184,0.9968782605400184,0.0,0.459200000001278,0.459200000001278,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0888,64.0,17.0,False,False,False,0.0,0.6559232044144062,0.6559232044144062,0.0,0.3343999999952007,0.3343999999952007,entering_v10_top_nonfp,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0916,65.0,20.0,False,False,False,,,,0.0,0.2684000000017722,0.2684000000017722,entering_v10_top_nonfp,large_building_density_gain
TP_0794,66.0,121.0,False,False,False,0.3198197648562552,1.3211496135984024,1.0013298487421474,0.1436000000022359,0.5932000000092365,0.4496000000070005,other,high_coverage_gain;large_building_density_gain
TP_0234,67.0,76.0,False,False,False,0.0,0.9993064017392346,0.9993064017392346,0.0,0.1579999999992211,0.1579999999992211,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0758,68.0,197.0,False,False,False,0.0,0.989605720770705,0.989605720770705,0.0,0.3416000000033305,0.3416000000033305,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0905,69.0,178.0,False,False,False,0.0,1.2397206592458467,1.2397206592458467,0.0,0.4948000000059582,0.4948000000059582,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0641,70.0,38.0,False,False,False,0.0,3.806249063349553,3.806249063349553,0.0,0.2704000000016231,0.2704000000016231,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0200,71.0,33.0,False,False,False,,,,0.0,0.0,0.0,other,
TP_0944,72.0,28.0,False,False,False,0.0,2.919369328477792,2.919369328477792,0.0,0.6352000000023802,0.6352000000023802,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0373,73.0,8.0,False,False,False,0.0,0.9763959803609196,0.9763959803609196,0.0,0.3683999999995175,0.3683999999995175,entering_v10_top_nonfp,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0145,74.0,67.0,False,False,False,1.7608849886811595,1.7608849886811595,0.0,0.1808000000008748,0.1808000000008748,0.0,other,
TP_0607,75.0,91.0,False,False,False,0.0,0.9992677088778014,0.9992677088778014,0.0,0.1399999999998675,0.1399999999998675,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0136,76.0,37.0,False,False,False,0.0,1.00072543942899,1.00072543942899,0.0,0.1268000000000761,0.1268000000000761,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0931,77.0,120.0,False,False,False,0.0,1.051089269436158,1.051089269436158,0.0,0.2667999999989857,0.2667999999989857,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0875,78.0,218.0,False,False,False,0.0,0.9991710969807313,0.9991710969807313,0.0,0.3883999999965311,0.3883999999965311,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0932,79.0,160.0,False,False,False,0.0,3.789310841548256,3.789310841548256,0.0,0.4308000000032677,0.4308000000032677,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0349,80.0,46.0,False,False,False,0.0,1.0035665358336423,1.0035665358336423,0.0,0.085199999999862,0.085199999999862,other,zero_old_completeness;high_coverage_gain
TP_0230,81.0,62.0,False,False,False,0.0,0.9576082337050356,0.9576082337050356,0.0,0.2023999999997938,0.2023999999997938,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0036,82.0,155.0,False,False,False,0.0,0.973350650284238,0.973350650284238,0.0,0.3495999999988172,0.3495999999988172,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0236,83.0,41.0,False,False,False,0.0,21.682273064445848,21.682273064445848,0.0,0.2508000000008029,0.2508000000008029,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0746,84.0,31.0,False,False,False,0.0,1.0015055157098205,1.0015055157098205,0.0,0.1755999999986361,0.1755999999986361,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0982,85.0,111.0,False,False,False,0.0,0.9997518285899354,0.9997518285899354,0.0,0.4984000000032184,0.4984000000032184,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0752,86.0,181.0,False,False,False,0.0,1.001919501765448,1.001919501765448,0.0,0.2955999999980535,0.2955999999980535,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0925,87.0,77.0,False,False,False,0.0,0.993999536225648,0.993999536225648,0.0,0.1023999999992046,0.1023999999992046,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0717,88.0,27.0,False,False,False,0.0,0.9989759540694616,0.9989759540694616,0.0,0.5407999999979342,0.5407999999979342,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0561,89.0,92.0,False,False,False,0.0,0.9998789698065192,0.9998789698065192,0.0,0.618800000003872,0.618800000003872,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0831,90.0,59.0,False,False,False,0.0,0.0772397404637202,0.0772397404637202,0.0,0.0327999999999576,0.0327999999999576,other,zero_old_completeness
TP_0031,91.0,105.0,False,False,False,0.0,1.0021848788287848,1.0021848788287848,0.0,0.2519999999988402,0.2519999999988402,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0259,92.0,61.0,False,False,False,0.0,1.01397129003043,1.01397129003043,0.0,0.4327999999976303,0.4327999999976303,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0117,93.0,43.0,False,False,False,0.0,0.95488122068184,0.95488122068184,0.0,0.0047999999999807,0.0047999999999807,other,zero_old_completeness;high_coverage_gain
TP_0960,94.0,65.0,False,False,False,0.0,1.087246095420675,1.087246095420675,0.0,0.0587999999995069,0.0587999999995069,other,zero_old_completeness;high_coverage_gain
TP_0344,95.0,7.0,False,False,False,0.0,0.9999242983415376,0.9999242983415376,0.0,0.446400000000877,0.446400000000877,entering_v10_top_nonfp,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0041,96.0,199.0,False,False,False,0.0,1.0015617772276408,1.0015617772276408,0.0,0.3379999999995942,0.3379999999995942,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0815,97.0,100.0,False,False,False,0.0,1.0002377617198863,1.0002377617198863,0.0,0.3367999999991607,0.3367999999991607,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0555,98.0,55.0,False,False,False,0.0,0.9830072388116896,0.9830072388116896,0.0,0.2972000000001189,0.2972000000001189,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0956,99.0,257.0,False,False,False,0.0,0.9988446717809428,0.9988446717809428,0.0,0.3255999999992419,0.3255999999992419,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0903,100.0,196.0,False,False,False,0.0,1.0018541835830157,1.0018541835830157,0.0,0.4596000000017807,0.4596000000017807,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0672,101.0,113.0,False,False,False,0.0,1.4863877012473516,1.4863877012473516,0.0,0.2180000000025378,0.2180000000025378,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0673,102.0,101.0,False,False,False,0.0,0.9476879397809717,0.9476879397809717,0.0,0.3204000000029198,0.3204000000029198,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0207,103.0,44.0,False,False,False,0.0,77.41806279393481,77.41806279393481,0.0,0.4392000000001038,0.4392000000001038,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0605,104.0,147.0,False,False,False,0.0,0.9841364771184056,0.9841364771184056,0.0,0.1540000000005994,0.1540000000005994,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0803,105.0,54.0,False,False,False,0.0,0.9985914021503964,0.9985914021503964,0.0,0.1352000000010747,0.1352000000010747,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0258,106.0,78.0,False,False,False,0.0,0.9821441372562536,0.9821441372562536,0.0,0.0480000000001929,0.0480000000001929,other,zero_old_completeness;high_coverage_gain
TP_0142,107.0,72.0,False,False,False,,,,0.0,0.0,0.0,other,
TP_0674,108.0,57.0,False,False,False,0.0,1.0003707438559053,1.0003707438559053,0.0,0.2103999999997397,0.2103999999997397,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0720,109.0,255.0,False,False,False,0.0,1.1971049583997728,1.1971049583997728,0.0,0.3467999999989402,0.3467999999989402,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0078,110.0,47.0,False,False,False,0.9875596640641444,1.0440274974604424,0.0564678333962979,0.3148000000000687,0.3328000000000726,0.0180000000000039,other,
TP_0473,111.0,52.0,False,False,False,0.0,0.9809387965556904,0.9809387965556904,0.0,0.2020000000011941,0.2020000000011941,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0668,112.0,71.0,False,False,False,,,,0.0,0.0,0.0,other,
TP_0489,113.0,69.0,False,False,False,,,,0.0,0.0,0.0,other,
TP_0574,114.0,73.0,False,False,False,,,,0.0,0.0280000000001171,0.0280000000001171,other,
TP_0015,115.0,248.0,False,False,False,0.0,1.0020965990730673,1.0020965990730673,0.0,0.3776000000091213,0.3776000000091213,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0242,116.0,56.0,False,False,False,2.9126503111752307,2.9126503111752307,0.0,0.517999999997324,0.517999999997324,0.0,other,
TP_0696,117.0,289.0,False,False,False,0.0,1.0108243388842888,1.0108243388842888,0.0,0.36280000000163,0.36280000000163,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0274,118.0,87.0,False,False,False,0.1772974722338629,1.0165055074741476,0.8392080352402846,0.0419999999996737,0.2407999999981296,0.1987999999984558,other,low_old_completeness;high_coverage_gain;large_building_density_gain
TP_0699,119.0,126.0,False,False,False,0.0,0.9960594623511686,0.9960594623511686,0.0,0.3476000000044512,0.3476000000044512,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0655,120.0,63.0,False,False,False,1.0741722839186054,1.1398654649185862,0.0656931809999807,0.2419999999998151,0.2567999999998038,0.0147999999999886,other,
TP_0860,121.0,80.0,False,False,False,0.0,0.6649110738816765,0.6649110738816765,0.0,0.2640000000006243,0.2640000000006243,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0708,122.0,90.0,False,False,False,0.5167073058056819,1.0400390642498982,0.5233317584442163,0.0936000000003098,0.1884000000006237,0.0948000000003138,other,high_coverage_gain
TP_0168,123.0,81.0,False,False,False,1.2825610779659389,1.2825610779659389,0.0,0.1403999999987511,0.1403999999987511,0.0,other,
TP_0481,124.0,42.0,False,False,False,0.9803316084413202,0.9803316084413202,0.0,0.4723999999938045,0.4723999999938045,0.0,other,
TP_0877,125.0,278.0,False,False,False,0.0,0.985642087529132,0.985642087529132,0.0,0.3239999999999882,0.3239999999999882,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0488,126.0,53.0,False,False,False,,,,0.0,0.4579999999967176,0.4579999999967176,other,large_building_density_gain
TP_0229,127.0,85.0,False,False,False,0.0,0.9792428560397826,0.9792428560397826,0.0,0.0143999999999947,0.0143999999999947,other,zero_old_completeness;high_coverage_gain
TP_0659,128.0,134.0,False,False,False,0.0,0.9980763341956846,0.9980763341956846,0.0,0.3627999999993995,0.3627999999993995,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0737,129.0,45.0,False,False,False,0.7888883781016719,1.0510420545169967,0.2621536764153248,0.2599999999998912,0.3463999999998551,0.0863999999999639,other,
TP_0516,130.0,116.0,False,False,False,,,,0.0,0.7400000000035132,0.7400000000035132,other,large_building_density_gain
TP_0753,131.0,239.0,False,False,False,0.0,0.992458537326792,0.992458537326792,0.0,0.3000000000015825,0.3000000000015825,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0951,132.0,136.0,False,False,False,0.0,1.0006879451933084,1.0006879451933084,0.0,0.2164000000019799,0.2164000000019799,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0728,133.0,158.0,False,False,False,0.0,1.0033702510536142,1.0033702510536142,0.0,0.4563999999978996,0.4563999999978996,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0501,134.0,93.0,False,False,False,1.045194058574198,1.1127447909144812,0.067550732340283,0.3404000000013436,0.3624000000014304,0.0220000000000868,other,
TP_0846,135.0,179.0,False,False,False,0.0,0.9868190781480032,0.9868190781480032,0.0,0.2292000000021095,0.2292000000021095,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0043,136.0,183.0,False,False,False,0.0,1.0038076757777494,1.0038076757777494,0.0,0.3272000000002976,0.3272000000002976,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0545,137.0,84.0,False,False,False,,,,0.0,0.4504000000006308,0.4504000000006308,other,large_building_density_gain
TP_0845,138.0,144.0,False,False,False,0.0,1.003759383415862,1.003759383415862,0.0,0.2823999999995222,0.2823999999995222,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0622,139.0,117.0,False,False,False,0.2103418779013654,1.035529245052876,0.8251873671515104,0.0572000000006659,0.2816000000032782,0.2244000000026123,other,high_coverage_gain;large_building_density_gain
TP_0795,140.0,107.0,False,False,False,46.18337939514166,46.18337939514166,0.0,0.5279999999989531,0.5279999999989531,0.0,other,
TP_0761,141.0,232.0,False,False,False,0.0,0.9986567097887388,0.9986567097887388,0.0,0.4599999999977157,0.4599999999977157,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0265,142.0,115.0,False,False,False,0.0,1.018412499837792,1.018412499837792,0.0,0.5256000000002964,0.5256000000002964,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0623,143.0,95.0,False,False,False,1.0999744270075298,1.0999744270075298,0.0,0.343599999998575,0.343599999998575,0.0,other,
TP_0822,144.0,118.0,False,False,False,0.0,0.9959982633407962,0.9959982633407962,0.0,0.159999999998894,0.159999999998894,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0927,145.0,176.0,False,False,False,0.0,1.0082075231388916,1.0082075231388916,0.0,0.1548000000002844,0.1548000000002844,other,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0431,146.0,106.0,False,False,False,,,,0.0,0.0,0.0,other,
