cell_id,split_family,n_rows,true_neutral_fraction,pred_neutral_fraction,neutral_boundary_classification_accuracy,mean_true_delta_tmrt_p90_c,mean_pred_delta_tmrt_p90_c,MAE,spurious_promotion_flag,failure_type,claim_boundary
TP_0115,cell_group_holdout,10,1.0,1.0,1.0,0.0,-0.0134203983968114,0.0134203983968114,False,not-flagged,Neutral-boundary diagnostic only; do not promote neutral cells from model artifacts.
TP_0115,forcing_day_holdout,10,1.0,1.0,1.0,0.0,-0.033230435990832655,0.033230435990832655,False,not-flagged,Neutral-boundary diagnostic only; do not promote neutral cells from model artifacts.
TP_0115,hour_holdout,10,1.0,1.0,1.0,0.0,-0.028551305230381657,0.028551305230381657,False,not-flagged,Neutral-boundary diagnostic only; do not promote neutral cells from model artifacts.
TP_0115,spatial_holdout,10,1.0,1.0,1.0,0.0,-0.028853630464928105,0.028853630464928105,False,not-flagged,Neutral-boundary diagnostic only; do not promote neutral cells from model artifacts.
TP_0301,cell_group_holdout,10,1.0,0.0,0.0,0.0,-0.28244074194919844,0.28244074194919844,True,neutral-boundary-confusion,Neutral-boundary diagnostic only; do not promote neutral cells from model artifacts.
TP_0301,forcing_day_holdout,10,1.0,0.0,0.0,0.0,-0.06239413597878209,0.06239413597878209,True,neutral-boundary-confusion,Neutral-boundary diagnostic only; do not promote neutral cells from model artifacts.
TP_0301,hour_holdout,10,1.0,0.0,0.0,0.0,-0.06589053933378622,0.06589053933378622,True,neutral-boundary-confusion,Neutral-boundary diagnostic only; do not promote neutral cells from model artifacts.
TP_0301,spatial_holdout,10,1.0,0.0,0.0,0.0,-0.16134645867334232,0.16134645867334232,True,neutral-boundary-confusion,Neutral-boundary diagnostic only; do not promote neutral cells from model artifacts.
TP_0301,typology_holdout,10,1.0,0.0,0.0,0.0,-0.1111811412174722,0.1111811412174722,True,neutral-boundary-confusion,Neutral-boundary diagnostic only; do not promote neutral cells from model artifacts.
TP_0326,cell_group_holdout,10,1.0,0.0,0.0,0.0002966,-0.49584629444767614,0.4961428944476761,True,neutral-boundary-confusion,Neutral-boundary diagnostic only; do not promote neutral cells from model artifacts.
TP_0326,forcing_day_holdout,10,1.0,0.0,0.0,0.0002966,-0.06941984067058869,0.0697164406705887,True,neutral-boundary-confusion,Neutral-boundary diagnostic only; do not promote neutral cells from model artifacts.
TP_0326,hour_holdout,10,1.0,0.0,0.0,0.0002966,-0.07492095466554152,0.07521755466554152,True,neutral-boundary-confusion,Neutral-boundary diagnostic only; do not promote neutral cells from model artifacts.
TP_0326,spatial_holdout,10,1.0,0.0,0.0,0.0002966,-0.13544057991935513,0.1357371799193551,True,neutral-boundary-confusion,Neutral-boundary diagnostic only; do not promote neutral cells from model artifacts.
TP_0366,cell_group_holdout,10,1.0,0.0,0.0,-0.0208258,-0.15281320599130294,0.13198740599130293,True,neutral-boundary-confusion,Neutral-boundary diagnostic only; do not promote neutral cells from model artifacts.
TP_0366,forcing_day_holdout,10,1.0,0.0,0.0,-0.0208258,-0.09656103992106368,0.07573523992106368,True,neutral-boundary-confusion,Neutral-boundary diagnostic only; do not promote neutral cells from model artifacts.
TP_0366,hour_holdout,10,1.0,0.0,0.0,-0.0208258,-0.07448382918946085,0.053658029189460846,True,neutral-boundary-confusion,Neutral-boundary diagnostic only; do not promote neutral cells from model artifacts.
TP_0366,spatial_holdout,10,1.0,0.0,0.0,-0.0208258,-0.197524465818561,0.176698665818561,True,neutral-boundary-confusion,Neutral-boundary diagnostic only; do not promote neutral cells from model artifacts.
TP_0492,cell_group_holdout,10,1.0,0.0,0.0,0.0,-0.0744650439777236,0.0744650439777236,True,neutral-boundary-confusion,Neutral-boundary diagnostic only; do not promote neutral cells from model artifacts.
