prediction_source,validation_scheme,dataset_label,target_col,model,event_target,official_event_threshold_c,score_threshold_c,TP,FP,TN,FN,precision,recall,F1,specificity,false_alarm_ratio,miss_rate,critical_success_index,predicted_positive_count,official_positive_count,youden_J
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,28.7,439,2267,7732,35,0.1622320768662232,0.9261603375527426,0.2761006289308176,0.7732773277327732,0.8377679231337768,0.07383966244725738,0.1601605253557096,2706,474,0.6994376652855159
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,28.8,436,2167,7832,38,0.16749903956972723,0.919831223628692,0.28339291517712056,0.7832783278327833,0.8325009604302728,0.08016877637130802,0.1650889814464218,2603,474,0.7031095514614751
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,28.9,434,2082,7917,40,0.1724960254372019,0.9156118143459916,0.2903010033444816,0.7917791779177917,0.8275039745627981,0.08438818565400844,0.1697965571205008,2516,474,0.7073909922637833
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,29.0,429,1986,8013,45,0.17763975155279504,0.9050632911392406,0.2969885773624092,0.8013801380138014,0.822360248447205,0.0949367088607595,0.174390243902439,2415,474,0.7064434291530419
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,29.1,426,1920,8079,48,0.1815856777493606,0.8987341772151899,0.3021276595744681,0.8079807980798079,0.8184143222506394,0.10126582278481013,0.17794486215538846,2346,474,0.7067149752949979
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,29.2,417,1845,8154,57,0.1843501326259947,0.879746835443038,0.3048245614035088,0.8154815481548154,0.8156498673740054,0.12025316455696203,0.17981888745148772,2262,474,0.6952283835978534
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,29.3,417,1753,8246,57,0.19216589861751152,0.879746835443038,0.3154311649016642,0.8246824682468247,0.8078341013824885,0.12025316455696203,0.18724741805118994,2170,474,0.7044293036898628
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,29.4,406,1670,8329,68,0.1955684007707129,0.8565400843881856,0.31843137254901965,0.832983298329833,0.8044315992292871,0.14345991561181434,0.18936567164179105,2076,474,0.6895233827180185
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,29.5,402,1580,8419,72,0.20282542885973764,0.8481012658227848,0.3273615635179153,0.841984198419842,0.7971745711402624,0.1518987341772152,0.19571567672833495,1982,474,0.6900854642426268
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,29.6,386,1515,8484,88,0.20305102577590742,0.8143459915611815,0.32505263157894737,0.8484848484848485,0.7969489742240926,0.18565400843881857,0.19406737053795878,1901,474,0.6628308400460301
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,29.7,369,1434,8565,105,0.20465890183028287,0.7784810126582279,0.3241106719367589,0.8565856585658566,0.7953410981697171,0.22151898734177214,0.19339622641509435,1803,474,0.6350666712240844
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,29.8,361,1335,8664,113,0.21285377358490565,0.7616033755274262,0.3327188940092166,0.8664866486648665,0.7871462264150944,0.23839662447257384,0.19955776672194583,1696,474,0.6280900241922927
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,29.9,353,1244,8755,121,0.22103944896681277,0.7447257383966245,0.3408981168517624,0.8755875587558756,0.7789605510331872,0.2552742616033755,0.20547147846332944,1597,474,0.6203132971525
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,30.0,346,1195,8804,128,0.2245295262816353,0.729957805907173,0.34342431761786596,0.8804880488048805,0.7754704737183648,0.270042194092827,0.20730976632714201,1541,474,0.6104458547120535
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,30.1,339,1122,8877,135,0.23203285420944558,0.7151898734177216,0.3503875968992248,0.8877887788778878,0.7679671457905544,0.2848101265822785,0.212406015037594,1461,474,0.6029786522956093
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,30.2,327,1048,8951,147,0.23781818181818182,0.689873417721519,0.35370470524607894,0.8951895189518951,0.7621818181818182,0.310126582278481,0.21484888304862024,1375,474,0.5850629366734141
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,30.3,317,963,9036,157,0.24765625,0.6687763713080169,0.36145952109464086,0.9036903690369037,0.75234375,0.33122362869198313,0.22059846903270702,1280,474,0.5724667403449206
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,30.4,304,877,9122,170,0.2574089754445385,0.6413502109704642,0.36737160120845924,0.9122912291229123,0.7425910245554614,0.35864978902953587,0.22501850481125094,1181,474,0.5536414400933765
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,30.5,294,747,9252,180,0.2824207492795389,0.620253164556962,0.3881188118811881,0.9252925292529253,0.7175792507204611,0.379746835443038,0.24078624078624078,1041,474,0.5455456938098873
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,30.6,268,638,9361,206,0.2958057395143488,0.5654008438818565,0.3884057971014493,0.9361936193619362,0.7041942604856513,0.4345991561181435,0.24100719424460432,906,474,0.5015944632437928
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,30.7,250,541,9458,224,0.31605562579013907,0.5274261603375527,0.3952569169960475,0.9458945894589459,0.683944374209861,0.47257383966244726,0.24630541871921183,791,474,0.47332074979649863
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,30.8,226,455,9544,248,0.33186490455212925,0.4767932489451477,0.3913419913419913,0.9544954495449545,0.6681350954478708,0.5232067510548524,0.2432723358449946,681,474,0.4312886984901021
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,30.9,202,361,9638,272,0.35879218472468916,0.42616033755274263,0.3895853423336547,0.9638963896389638,0.6412078152753108,0.5738396624472574,0.24191616766467067,563,474,0.39005672719170636
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,31.0,174,299,9700,300,0.3678646934460888,0.3670886075949367,0.36747624076029567,0.9700970097009701,0.6321353065539113,0.6329113924050633,0.22509702457956016,473,474,0.3371856172959069
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,31.1,146,240,9759,328,0.37823834196891193,0.3080168776371308,0.3395348837209302,0.975997599759976,0.6217616580310881,0.6919831223628692,0.20448179271708683,386,474,0.2840144773971067
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,31.2,137,200,9799,337,0.4065281899109792,0.2890295358649789,0.33785450061652283,0.97999799979998,0.5934718100890207,0.7109704641350211,0.2032640949554896,337,474,0.26902753566495896
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,31.3,112,162,9837,362,0.40875912408759124,0.23628691983122363,0.29946524064171126,0.9837983798379838,0.5912408759124088,0.7637130801687764,0.1761006289308176,274,474,0.2200852996692073
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,31.4,100,120,9879,374,0.45454545454545453,0.2109704641350211,0.28818443804034577,0.987998799879988,0.5454545454545454,0.7890295358649789,0.16835016835016836,220,474,0.19896926401500914
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,31.5,84,89,9910,390,0.48554913294797686,0.17721518987341772,0.2596599690880989,0.9910991099109911,0.5144508670520231,0.8227848101265823,0.1492007104795737,173,474,0.16831429978440893
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,31.6,65,66,9933,409,0.4961832061068702,0.1371308016877637,0.21487603305785122,0.9933993399339934,0.5038167938931297,0.8628691983122363,0.12037037037037036,131,474,0.13053014162175725
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,31.7,48,44,9955,426,0.5217391304347826,0.10126582278481013,0.1696113074204947,0.9955995599559956,0.4782608695652174,0.8987341772151899,0.09266409266409266,92,474,0.0968653827408057
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,31.8,32,29,9970,442,0.5245901639344263,0.06751054852320675,0.11962616822429907,0.9970997099709971,0.47540983606557374,0.9324894514767933,0.0636182902584493,61,474,0.06461025849420388
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,31.9,23,17,9982,451,0.575,0.04852320675105485,0.08949416342412451,0.9982998299829983,0.425,0.9514767932489452,0.04684317718940937,40,474,0.04682303673405319
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,32.0,15,10,9989,459,0.6,0.03164556962025317,0.06012024048096192,0.998999899989999,0.4,0.9683544303797469,0.030991735537190084,25,474,0.030645469610252274
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,32.1,5,2,9997,469,0.7142857142857143,0.010548523206751054,0.020790020790020788,0.9997999799979999,0.2857142857142857,0.989451476793249,0.01050420168067227,7,474,0.010348503204751003
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,32.2,2,1,9998,472,0.6666666666666666,0.004219409282700422,0.008385744234800839,0.9998999899989999,0.3333333333333333,0.9957805907172996,0.004210526315789474,3,474,0.004119399281700353
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,32.3,0,1,9998,474,0.0,0.0,0.0,0.9998999899989999,1.0,1.0,0.0,1,474,-0.00010001000100012813
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,32.4,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,32.5,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,32.6,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,32.7,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,32.8,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,32.9,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,33.0,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,33.1,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,33.2,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,33.3,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,33.4,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,33.5,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,33.6,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,33.7,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,33.8,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,33.9,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,34.0,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,34.1,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,34.2,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,34.3,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,34.4,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge32,32.0,34.5,0,0,9999,474,,0.0,0.0,1.0,,1.0,0.0,0,474,0.0
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,27.0,119,4586,5768,0,0.025292242295430395,1.0,0.04933665008291874,0.5570793896078811,0.9747077577045696,0.0,0.025292242295430395,4705,119,0.557079389607881
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,27.1,119,4440,5914,0,0.02610221539811362,1.0,0.05087644292432663,0.5711802202047518,0.9738977846018864,0.0,0.02610221539811362,4559,119,0.5711802202047518
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,27.2,119,4282,6072,0,0.027039309247898206,1.0,0.05265486725663717,0.5864400231794475,0.9729606907521018,0.0,0.027039309247898206,4401,119,0.5864400231794475
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,27.3,119,4158,6196,0,0.027823240589198037,1.0,0.054140127388535034,0.5984160710836391,0.972176759410802,0.0,0.027823240589198037,4277,119,0.5984160710836393
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,27.4,119,4024,6330,0,0.028723147477673183,1.0,0.05584232754575316,0.611357929302685,0.9712768525223268,0.0,0.028723147477673183,4143,119,0.611357929302685
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,27.5,119,3932,6422,0,0.02937546284867934,1.0,0.05707434052757794,0.6202433841993432,0.9706245371513207,0.0,0.02937546284867934,4051,119,0.6202433841993433
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,27.6,119,3831,6523,0,0.03012658227848101,1.0,0.05849102973703612,0.6299980683793703,0.969873417721519,0.0,0.03012658227848101,3950,119,0.6299980683793702
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,27.7,119,3712,6642,0,0.031062385800052206,1.0,0.06025316455696202,0.6414912111261348,0.9689376141999478,0.0,0.031062385800052206,3831,119,0.6414912111261348
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,27.8,119,3607,6747,0,0.031937734836285564,1.0,0.061898569570871274,0.6516322194321036,0.9680622651637144,0.0,0.031937734836285564,3726,119,0.6516322194321036
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,27.9,118,3485,6869,1,0.03275048570635582,0.9915966386554622,0.06340677055346589,0.6634151052733244,0.9672495142936441,0.008403361344537815,0.032741398446170925,3603,119,0.6550117439287866
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,28.0,118,3386,6968,1,0.03367579908675799,0.9915966386554622,0.06513938724813689,0.6729766273903806,0.966324200913242,0.008403361344537815,0.03366619115549215,3504,119,0.6645732660458428
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,28.1,118,3267,7087,1,0.03485967503692762,0.9915966386554622,0.06735159817351598,0.684469770137145,0.9651403249630723,0.008403361344537815,0.03484937979917307,3385,119,0.6760664087926074
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,28.2,116,3136,7218,3,0.03567035670356704,0.9747899159663865,0.06882230792049836,0.6971218852617346,0.964329643296433,0.025210084033613446,0.035637480798771125,3252,119,0.6719118012281211
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,28.3,116,3006,7348,3,0.037155669442664956,0.9747899159663865,0.07158284480098734,0.7096774193548387,0.9628443305573351,0.025210084033613446,0.03712,3122,119,0.6844673353212252
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,28.4,116,2910,7444,3,0.038334434897554524,0.9747899159663865,0.0737678855325914,0.7189491983774386,0.9616655651024455,0.025210084033613446,0.03829646748101684,3026,119,0.6937391143438252
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,28.5,116,2798,7556,3,0.03980782429649966,0.9747899159663865,0.07649192218925156,0.7297662739038053,0.9601921757035004,0.025210084033613446,0.03976688378471032,2914,119,0.7045561898701918
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,28.6,115,2677,7677,4,0.041189111747851004,0.9663865546218487,0.07901064926142219,0.7414525787135406,0.958810888252149,0.03361344537815126,0.04113018597997139,2792,119,0.7078391333353893
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,28.7,114,2592,7762,5,0.04212860310421286,0.957983193277311,0.08070796460176992,0.7496619663898011,0.9578713968957872,0.04201680672268908,0.04205090372556252,2706,119,0.7076451596671121
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,28.8,114,2489,7865,5,0.043795620437956206,0.957983193277311,0.08376193975018369,0.7596098126327989,0.9562043795620438,0.04201680672268908,0.04371165644171779,2603,119,0.7175930059101099
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,28.9,114,2402,7952,5,0.04531001589825119,0.957983193277311,0.08652751423149906,0.7680123623720302,0.9546899841017488,0.04201680672268908,0.04522015073383578,2516,119,0.7259955556493412
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,29.0,114,2301,8053,5,0.04720496894409938,0.957983193277311,0.08997632202052093,0.7777670465520572,0.9527950310559006,0.04201680672268908,0.047107438016528926,2415,119,0.7357502398293683
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,29.1,113,2233,8121,6,0.04816709292412617,0.9495798319327731,0.09168356997971604,0.7843345566930655,0.9518329070758739,0.05042016806722689,0.04804421768707483,2346,119,0.7339143886258386
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,29.2,111,2151,8203,8,0.04907161803713528,0.9327731092436975,0.09323813523729525,0.7922542012748696,0.9509283819628647,0.06722689075630252,0.04889867841409692,2262,119,0.7250273105185672
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,29.3,111,2059,8295,8,0.05115207373271889,0.9327731092436975,0.09698558322411532,0.8011396561715279,0.9488479262672811,0.06722689075630252,0.05096418732782369,2170,119,0.7339127654152255
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,29.4,110,1966,8388,9,0.052986512524084775,0.9243697478991597,0.10022779043280182,0.8101216920996717,0.9470134874759152,0.07563025210084033,0.05275779376498801,2076,119,0.7344914399988314
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,29.5,110,1872,8482,9,0.055499495459132187,0.9243697478991597,0.10471204188481675,0.8192003090593007,0.9445005045408678,0.07563025210084033,0.055248618784530384,1982,119,0.7435700569584605
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,29.6,107,1794,8560,12,0.05628616517622304,0.8991596638655462,0.10594059405940594,0.8267336295151633,0.9437138348237769,0.10084033613445378,0.05593308938839519,1901,119,0.7258932933807096
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,29.7,102,1701,8653,17,0.056572379367720464,0.8571428571428571,0.10613943808532779,0.8357156654433069,0.9434276206322796,0.14285714285714285,0.056043956043956046,1803,119,0.6928585225861639
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,29.8,99,1597,8757,20,0.05837264150943396,0.8319327731092437,0.10909090909090909,0.8457600927177902,0.941627358490566,0.16806722689075632,0.057692307692307696,1696,119,0.677692865827034
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,29.9,98,1499,8855,21,0.061365059486537255,0.8235294117647058,0.11421911421911421,0.855225033803361,0.9386349405134627,0.17647058823529413,0.06056860321384425,1597,119,0.678754445568067
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,30.0,98,1443,8911,21,0.063595068137573,0.8235294117647058,0.1180722891566265,0.8606335715665443,0.936404931862427,0.17647058823529413,0.06274007682458387,1541,119,0.6841629833312501
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,30.1,97,1364,8990,22,0.06639288158795345,0.8151260504201681,0.12278481012658228,0.8682634730538922,0.9336071184120466,0.18487394957983194,0.06540795684423466,1461,119,0.6833895234740601
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,30.2,95,1280,9074,24,0.06909090909090909,0.7983193277310925,0.12717536813922356,0.8763762796986672,0.9309090909090909,0.20168067226890757,0.06790564689063616,1375,119,0.6746956074297596
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,30.3,93,1187,9167,26,0.07265625,0.7815126050420168,0.13295210864903503,0.8853583156268109,0.92734375,0.2184873949579832,0.07120980091883614,1280,119,0.6668709206688277
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,30.4,90,1091,9263,29,0.07620660457239628,0.7563025210084033,0.13846153846153847,0.8946300946494109,0.9237933954276037,0.24369747899159663,0.0743801652892562,1181,119,0.6509326156578141
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,30.5,86,955,9399,33,0.08261287223823247,0.7226890756302521,0.14827586206896554,0.9077651149314274,0.9173871277617676,0.2773109243697479,0.08007448789571694,1041,119,0.6304541905616796
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,30.6,77,829,9525,42,0.08498896247240618,0.6470588235294118,0.1502439024390244,0.91993432489859,0.9150110375275938,0.35294117647058826,0.08122362869198312,906,119,0.5669931484280017
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,30.7,70,721,9633,49,0.08849557522123894,0.5882352941176471,0.15384615384615383,0.9303650762990149,0.911504424778761,0.4117647058823529,0.08333333333333333,791,119,0.518600370416662
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,30.8,62,619,9735,57,0.09104258443465492,0.5210084033613446,0.155,0.9402163415105274,0.908957415565345,0.4789915966386555,0.08401084010840108,681,119,0.4612247448718718
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,30.9,56,507,9847,63,0.0994671403197158,0.47058823529411764,0.16422287390029325,0.9510334170368939,0.9005328596802842,0.5294117647058824,0.08945686900958466,563,119,0.42162165233101145
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,31.0,48,425,9929,71,0.1014799154334038,0.40336134453781514,0.16216216216216214,0.9589530616186981,0.8985200845665962,0.5966386554621849,0.08823529411764706,473,119,0.36231440615651334
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,31.1,43,343,10011,76,0.11139896373056994,0.36134453781512604,0.17029702970297028,0.9668727062005023,0.8886010362694301,0.6386554621848739,0.09307359307359307,386,119,0.32821724401562835
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,31.2,39,298,10056,80,0.11572700296735905,0.3277310924369748,0.17105263157894737,0.971218852617346,0.884272997032641,0.6722689075630253,0.09352517985611511,337,119,0.2989499450543207
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,31.3,37,237,10117,82,0.13503649635036497,0.31092436974789917,0.18829516539440203,0.9771102955379564,0.864963503649635,0.6890756302521008,0.10393258426966293,274,119,0.2880346652858554
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,31.4,33,187,10167,86,0.15,0.2773109243697479,0.19469026548672563,0.9819393471122272,0.85,0.7226890756302521,0.10784313725490197,220,119,0.2592502714819751
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,31.5,26,147,10207,93,0.15028901734104047,0.2184873949579832,0.1780821917808219,0.9858025883716438,0.8497109826589595,0.7815126050420168,0.09774436090225563,173,119,0.204289983329627
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,31.6,22,109,10245,97,0.16793893129770993,0.18487394957983194,0.17600000000000002,0.9894726675680896,0.8320610687022901,0.8151260504201681,0.09649122807017543,131,119,0.17434661714792155
loso_oof,loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,31.7,18,74,10280,101,0.1956521739130435,0.15126050420168066,0.17061611374407584,0.9928530036700792,0.8043478260869565,0.8487394957983193,0.09326424870466321,92,119,0.14411350787175992
