prediction_source,validation_scheme,dataset_label,target_col,model,event_target,official_event_threshold_c,score_threshold_c,TP,FP,TN,FN,precision,recall,F1,specificity,false_alarm_ratio,miss_rate,critical_success_index,predicted_positive_count,official_positive_count,youden_J
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,28.1,28,3000,7443,2,0.009247027741083224,0.9333333333333333,0.018312622629169394,0.7127262280953749,0.9907529722589168,0.06666666666666667,0.009240924092409241,3028,30,0.6460595614287081
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,28.2,27,2925,7518,3,0.009146341463414634,0.9,0.018108651911468814,0.7199080723929905,0.9908536585365854,0.1,0.009137055837563452,2952,30,0.6199080723929904
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,28.3,27,2831,7612,3,0.009447165850244927,0.9,0.018698060941828257,0.728909317246002,0.990552834149755,0.1,0.009437259699405802,2858,30,0.6289093172460021
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,28.4,27,2683,7760,3,0.00996309963099631,0.9,0.019708029197080295,0.7430814899932969,0.9900369003690037,0.1,0.009952082565425728,2710,30,0.6430814899932971
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,28.5,27,2552,7891,3,0.010469174098487785,0.9,0.020697585281717133,0.7556257780331322,0.9895308259015122,0.1,0.010457010069713401,2579,30,0.6556257780331323
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,28.6,27,2450,7993,3,0.010900282599919257,0.9,0.02153968887116075,0.7653930862778895,0.9890997174000807,0.1,0.010887096774193548,2477,30,0.6653930862778896
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,28.7,27,2335,8108,3,0.01143099068585944,0.9,0.0225752508361204,0.7764052475342335,0.9885690093141406,0.1,0.011416490486257928,2362,30,0.6764052475342335
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,28.8,26,2208,8235,4,0.011638316920322292,0.8666666666666667,0.022968197879858657,0.7885665038781959,0.9883616830796778,0.13333333333333333,0.01161751563896336,2234,30,0.6552331705448626
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,28.9,26,2102,8341,4,0.012218045112781954,0.8666666666666667,0.024096385542168676,0.798716843818826,0.9877819548872181,0.13333333333333333,0.012195121951219513,2128,30,0.6653835104854928
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,29.0,25,2026,8417,5,0.01218917601170161,0.8333333333333334,0.024026910139356077,0.8059944460404098,0.9878108239882983,0.16666666666666666,0.012159533073929961,2051,30,0.6393277793737431
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,29.1,25,1931,8512,5,0.01278118609406953,0.8333333333333334,0.025176233635448138,0.8150914488173896,0.9872188139059305,0.16666666666666666,0.012748597654258032,1956,30,0.648424782150723
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,29.2,25,1844,8599,5,0.01337613697164259,0.8333333333333334,0.026329647182727747,0.8234223882026238,0.9866238630283574,0.16666666666666666,0.013340448239060833,1869,30,0.6567557215359572
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,29.3,24,1752,8691,6,0.013513513513513514,0.8,0.026578073089700997,0.832232117207699,0.9864864864864865,0.2,0.013468013468013467,1776,30,0.632232117207699
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,29.4,24,1652,8791,6,0.014319809069212411,0.8,0.028135990621336465,0.8418079096045198,0.9856801909307876,0.2,0.014268727705112961,1676,30,0.6418079096045197
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,29.5,24,1550,8893,6,0.015247776365946633,0.8,0.029925187032418952,0.851575217849277,0.9847522236340533,0.2,0.015189873417721518,1574,30,0.6515752178492771
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,29.6,24,1422,9021,6,0.016597510373443983,0.8,0.03252032520325203,0.8638322321172077,0.983402489626556,0.2,0.01652892561983471,1446,30,0.6638322321172079
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,29.7,23,1332,9111,7,0.016974169741697416,0.7666666666666667,0.0332129963898917,0.8724504452743465,0.9830258302583026,0.23333333333333334,0.016886930983847283,1355,30,0.6391171119410131
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,29.8,23,1203,9240,7,0.018760195758564437,0.7666666666666667,0.03662420382165605,0.8848032174662454,0.9812398042414355,0.23333333333333334,0.0186536901865369,1226,30,0.6514698841329121
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,29.9,22,1081,9362,8,0.019945602901178604,0.7333333333333333,0.038834951456310676,0.8964856841903668,0.9800543970988214,0.26666666666666666,0.019801980198019802,1103,30,0.6298190175237002
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,30.0,21,918,9525,9,0.022364217252396165,0.7,0.043343653250773995,0.9120942257971847,0.9776357827476039,0.3,0.022151898734177215,939,30,0.6120942257971846
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,30.1,20,765,9678,10,0.025477707006369428,0.6666666666666666,0.049079754601226995,0.9267451881643206,0.9745222929936306,0.3333333333333333,0.025157232704402517,785,30,0.5934118548309872
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,30.2,16,630,9813,14,0.02476780185758514,0.5333333333333333,0.04733727810650889,0.9396725079000288,0.9752321981424149,0.4666666666666667,0.024242424242424242,646,30,0.4730058412333622
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,30.3,12,512,9931,18,0.022900763358778626,0.4,0.04332129963898917,0.9509719429282774,0.9770992366412213,0.6,0.02214022140221402,524,30,0.3509719429282774
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,30.4,11,438,10005,19,0.024498886414253896,0.36666666666666664,0.045929018789144044,0.9580580293019247,0.9755011135857461,0.6333333333333333,0.023504273504273504,449,30,0.32472469596859144
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,30.5,9,355,10088,21,0.024725274725274724,0.3,0.04568527918781726,0.966005936991286,0.9752747252747253,0.7,0.023376623376623377,364,30,0.26600593699128594
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,30.6,8,275,10168,22,0.028268551236749116,0.26666666666666666,0.05111821086261981,0.9736665709087426,0.9717314487632509,0.7333333333333333,0.02622950819672131,283,30,0.24033323757540925
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,30.7,7,198,10245,23,0.03414634146341464,0.23333333333333334,0.0595744680851064,0.9810399310542948,0.9658536585365853,0.7666666666666667,0.03070175438596491,205,30,0.21437326438762816
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,30.8,3,163,10280,27,0.018072289156626505,0.1,0.030612244897959183,0.984391458393182,0.9819277108433735,0.9,0.015544041450777202,166,30,0.08439145839318196
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,30.9,2,96,10347,28,0.02040816326530612,0.06666666666666667,0.03125,0.990807239299052,0.9795918367346939,0.9333333333333333,0.015873015873015872,98,30,0.057473905965718775
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,31.0,1,49,10394,29,0.02,0.03333333333333333,0.025,0.9953078617255577,0.98,0.9666666666666667,0.012658227848101266,50,30,0.028641195058891178
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,31.1,1,36,10407,29,0.02702702702702703,0.03333333333333333,0.029850746268656716,0.9965527147371445,0.972972972972973,0.9666666666666667,0.015151515151515152,37,30,0.0298860480704779
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,31.2,1,29,10414,29,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.9972230202049219,0.9666666666666667,0.9666666666666667,0.01694915254237288,30,30,0.030556353538255365
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,31.3,0,15,10428,30,0.0,0.0,0.0,0.9985636311404769,1.0,1.0,0.0,15,30,-0.0014363688595231405
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,31.4,0,13,10430,30,0.0,0.0,0.0,0.9987551469884133,1.0,1.0,0.0,13,30,-0.0012448530115867218
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,31.5,0,10,10433,30,0.0,0.0,0.0,0.9990424207603179,1.0,1.0,0.0,10,30,-0.0009575792396820937
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,31.6,0,4,10439,30,0.0,0.0,0.0,0.9996169683041272,1.0,1.0,0.0,4,30,-0.0003830316958728375
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,31.7,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,31.8,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,31.9,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,32.0,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,32.1,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,32.2,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,32.3,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,32.4,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,32.5,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,32.6,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,32.7,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,32.8,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,32.9,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,33.0,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,33.1,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,33.2,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,33.3,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,33.4,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,33.5,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,33.6,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,33.7,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,33.8,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,33.9,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,34.0,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,34.1,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,34.2,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,34.3,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,34.4,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,33.0,34.5,0,0,10443,30,,0.0,0.0,1.0,,1.0,0.0,0,30,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,27.0,619,3651,6199,4,0.1449648711943794,0.9935794542536116,0.25301451052524015,0.6293401015228426,0.8550351288056206,0.006420545746388443,0.14482919981282172,4270,623,0.6229195557764542
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,27.1,618,3499,6351,5,0.1501093028904542,0.9919743178170144,0.2607594936708861,0.6447715736040609,0.8498906971095458,0.008025682182985553,0.14992721979621543,4117,623,0.6367458914210753
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,27.2,618,3359,6491,5,0.15539351269801358,0.9919743178170144,0.26869565217391306,0.658984771573604,0.8446064873019864,0.008025682182985553,0.15519839276745354,3977,623,0.6509590893906183
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,27.3,616,3236,6614,7,0.15991692627206647,0.9887640449438202,0.2753072625698324,0.6714720812182741,0.8400830737279336,0.011235955056179775,0.15962684633324695,3852,623,0.6602361261620944
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,27.4,614,3105,6745,9,0.1650981446625437,0.985553772070626,0.28281897742975587,0.6847715736040609,0.8349018553374563,0.014446227929373997,0.16469957081545064,3719,623,0.6703253456746869
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,27.5,607,2999,6851,16,0.16833056017748196,0.9743178170144462,0.28706550011823123,0.6955329949238579,0.8316694398225181,0.025682182985553772,0.16758696852567642,3606,623,0.669850811938304
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,27.6,607,2906,6944,16,0.17278679191574153,0.9743178170144462,0.2935203094777563,0.7049746192893401,0.8272132080842585,0.025682182985553772,0.17200340039671294,3513,623,0.6792924363037862
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,27.7,606,2848,7002,17,0.17544875506658947,0.9727126805778491,0.29727740986019136,0.7108629441624366,0.8245512449334106,0.027287319422150885,0.17458945548833188,3454,623,0.6835756247402855
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,27.8,604,2739,7111,19,0.18067603948549207,0.9695024077046549,0.30458900655572363,0.7219289340101522,0.819323960514508,0.030497592295345103,0.17965496728138014,3343,623,0.6914313417148072
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,27.9,599,2619,7231,24,0.18614045991298944,0.9614767255216693,0.31189794324394693,0.7341116751269036,0.8138595400870106,0.038523274478330656,0.18476249228871067,3218,623,0.6955884006485729
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,28.0,585,2459,7391,38,0.1921813403416557,0.9390048154093098,0.31906190346332153,0.7503553299492386,0.8078186596583443,0.060995184590690206,0.1898118105126541,3044,623,0.6893601453585485
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,28.1,579,2337,7513,44,0.19855967078189302,0.9293739967897271,0.3272110765753038,0.762741116751269,0.801440329218107,0.07062600321027288,0.1956081081081081,2916,623,0.692115113540996
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,28.2,576,2247,7603,47,0.20403825717321997,0.9245585874799358,0.3343006384213581,0.7718781725888325,0.79596174282678,0.0754414125200642,0.20069686411149826,2823,623,0.6964367600687682
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,28.3,567,2124,7726,56,0.21070234113712374,0.9101123595505618,0.3421846710923355,0.7843654822335026,0.7892976588628763,0.0898876404494382,0.20640698944302877,2691,623,0.6944778417840642
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,28.4,560,1981,7869,63,0.22038567493112948,0.898876404494382,0.3539823008849558,0.7988832487309645,0.7796143250688705,0.10112359550561797,0.21505376344086022,2541,623,0.6977596532253465
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,28.5,549,1883,7967,74,0.22574013157894737,0.8812199036918138,0.35941080196399344,0.8088324873096446,0.7742598684210527,0.1187800963081862,0.21907422186751796,2432,623,0.6900523910014584
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,28.6,532,1789,8061,91,0.22921154674709177,0.8539325842696629,0.36141304347826086,0.8183756345177665,0.7707884532529082,0.14606741573033707,0.22056384742951907,2321,623,0.6723082187874294
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,28.7,520,1700,8150,103,0.23423423423423423,0.8346709470304976,0.3658107632782272,0.8274111675126904,0.7657657657657657,0.1653290529695024,0.2238484718037021,2220,623,0.6620821145431881
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,28.8,510,1629,8221,113,0.23842917251051893,0.8186195826645265,0.36929761042722664,0.8346192893401015,0.761570827489481,0.18138041733547353,0.22646536412078153,2139,623,0.653238872004628
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,28.9,493,1549,8301,130,0.2414299706170421,0.7913322632423756,0.36998123827392115,0.8427411167512691,0.7585700293829579,0.2086677367576244,0.22697974217311234,2042,623,0.6340733799936447
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,29.0,487,1456,8394,136,0.25064333504889347,0.7817014446227929,0.3795791114575214,0.8521827411167513,0.7493566649511065,0.21829855537720708,0.23424723424723426,1943,623,0.6338841857395443
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,29.1,484,1393,8457,139,0.257858284496537,0.7768860353130016,0.38719999999999993,0.8585786802030457,0.742141715503463,0.2231139646869984,0.2400793650793651,1877,623,0.6354647155160473
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,29.2,470,1298,8552,153,0.2658371040723982,0.7544141252006421,0.3931409452112087,0.8682233502538071,0.7341628959276018,0.24558587479935795,0.24466423737636647,1768,623,0.6226374754544493
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,29.3,459,1215,8635,164,0.27419354838709675,0.7367576243980738,0.3996517196343056,0.8766497461928934,0.7258064516129032,0.26324237560192615,0.249727965179543,1674,623,0.6134073705909673
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,29.4,442,1095,8755,181,0.28757319453480806,0.709470304975923,0.4092592592592592,0.8888324873096447,0.7124268054651919,0.29052969502407705,0.2572759022118743,1537,623,0.5983027922855677
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,29.5,429,976,8874,194,0.305338078291815,0.6886035313001605,0.4230769230769231,0.9009137055837564,0.6946619217081851,0.3113964686998395,0.2682926829268293,1405,623,0.5895172368839168
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,29.6,407,884,8966,216,0.3152594887683966,0.6532905296950241,0.4252873563218391,0.910253807106599,0.6847405112316034,0.3467094703049759,0.27007299270072993,1291,623,0.5635443368016231
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,29.7,381,772,9078,242,0.3304423243712056,0.6115569823434992,0.42905405405405406,0.9216243654822335,0.6695576756287944,0.3884430176565008,0.2731182795698925,1153,623,0.5331813478257326
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,29.8,357,701,9149,266,0.33742911153119093,0.5730337078651685,0.42474717430101133,0.9288324873096446,0.6625708884688091,0.42696629213483145,0.26963746223564955,1058,623,0.5018661951748131
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,29.9,319,597,9253,304,0.3482532751091703,0.5120385232744783,0.41455490578297594,0.9393908629441624,0.6517467248908297,0.48796147672552165,0.2614754098360656,916,623,0.4514293862186407
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,30.0,289,526,9324,334,0.35460122699386504,0.463884430176565,0.4019471488178025,0.9465989847715736,0.645398773006135,0.536115569823435,0.2515230635335074,815,623,0.41048341494813867
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,30.1,254,429,9421,369,0.3718887262079063,0.40770465489566615,0.3889739663093415,0.9564467005076143,0.6281112737920937,0.5922953451043339,0.2414448669201521,683,623,0.3641513554032805
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,30.2,227,336,9514,396,0.40319715808170514,0.36436597110754415,0.3827993254637437,0.9658883248730964,0.5968028419182948,0.6356340288924559,0.23670490093847757,563,623,0.3302542959806405
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,30.3,193,245,9605,430,0.4406392694063927,0.3097913322632424,0.36380772855796417,0.9751269035532995,0.5593607305936074,0.6902086677367576,0.22235023041474655,438,623,0.28491823581654185
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,30.4,159,180,9670,464,0.4690265486725664,0.2552166934189406,0.3305613305613305,0.9817258883248731,0.5309734513274337,0.7447833065810594,0.1980074719800747,339,623,0.23694258174381355
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,30.5,134,147,9703,489,0.47686832740213525,0.21508828250401285,0.29646017699115046,0.9850761421319797,0.5231316725978647,0.7849117174959872,0.17402597402597403,281,623,0.2001644246359926
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,30.6,98,116,9734,525,0.45794392523364486,0.15730337078651685,0.23416965352449223,0.9882233502538071,0.5420560747663551,0.8426966292134831,0.13261163734776726,214,623,0.14552672104032394
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,30.7,76,95,9755,547,0.4444444444444444,0.12199036918138041,0.19143576826196473,0.9903553299492386,0.5555555555555556,0.8780096308186196,0.10584958217270195,171,623,0.11234569913061909
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,30.8,44,74,9776,579,0.3728813559322034,0.07062600321027288,0.11875843454790823,0.99248730964467,0.6271186440677966,0.9293739967897271,0.06312769010043041,118,623,0.06311331285494282
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,30.9,22,47,9803,601,0.3188405797101449,0.03531300160513644,0.06358381502890173,0.9952284263959391,0.6811594202898551,0.9646869983948636,0.03283582089552239,69,623,0.03054142800107562
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,31.0,31.0,15,37,9813,608,0.28846153846153844,0.024077046548956663,0.044444444444444446,0.996243654822335,0.7115384615384616,0.9759229534510433,0.022727272727272728,52,623,0.020320701371291605
