prediction_source,validation_scheme,dataset_label,target_col,model,station_id,event_target,official_event_threshold_c,n,event_count,best_F1_threshold_if_enough_events,best_F1_if_enough_events,fixed_nominal_threshold,fixed_nominal_recall,fixed_nominal_F1,mapped_threshold,mapped_threshold_recall,mapped_threshold_F1,residual_bias_high_tail_official_minus_score,low_support,focus_station
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S141,ge31,31.0,388,53,29.2,0.5531914893617021,31.0,0.24528301886792453,0.3421052631578947,30.2,0.5660377358490566,0.5263157894736842,1.9600790538180624,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S142,ge31,31.0,388,84,28.3,0.7450980392156863,31.0,0.2261904761904762,0.36893203883495146,30.2,0.5595238095238095,0.6619718309859155,2.6149478877358385,False,True
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S143,ge31,31.0,388,54,30.2,0.638655462184874,31.0,0.3333333333333333,0.409090909090909,30.2,0.7037037037037037,0.638655462184874,1.3497636380042348,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S144,ge31,31.0,388,44,30.2,0.56,31.0,0.22727272727272727,0.33898305084745756,30.2,0.6363636363636364,0.56,1.7129107330263655,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S145,ge31,31.0,388,48,29.9,0.6271186440677967,31.0,0.4166666666666667,0.5128205128205129,30.2,0.6875,0.6055045871559634,1.4171266377762681,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S146,ge31,31.0,388,29,30.8,0.6333333333333333,31.0,0.5862068965517241,0.6181818181818182,30.2,0.7586206896551724,0.5176470588235293,0.8540739536599269,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S147,ge31,31.0,388,55,30.1,0.6495726495726496,31.0,0.21818181818181817,0.34285714285714286,30.2,0.6545454545454545,0.6486486486486486,1.74943649628308,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S148,ge31,31.0,388,21,30.1,0.430379746835443,31.0,0.3333333333333333,0.3414634146341463,30.2,0.7619047619047619,0.41558441558441556,0.796436228071934,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S149,ge31,31.0,388,31,30.4,0.5185185185185185,31.0,0.2903225806451613,0.3529411764705882,30.2,0.6774193548387096,0.48275862068965525,1.0416578741660694,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S150,ge31,31.0,388,34,30.3,0.5176470588235293,31.0,0.35294117647058826,0.45283018867924524,30.2,0.6470588235294118,0.4888888888888888,1.2674577509157392,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S151,ge31,31.0,388,58,30.3,0.6722689075630253,31.0,0.3103448275862069,0.4235294117647059,30.2,0.7068965517241379,0.6721311475409836,1.3833191402824998,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S153,ge31,31.0,388,37,30.4,0.4941176470588235,31.0,0.40540540540540543,0.47619047619047616,30.2,0.5675675675675675,0.45161290322580644,1.225981736878682,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S180,ge31,31.0,388,47,29.1,0.5652173913043478,31.0,0.3617021276595745,0.4657534246575342,30.2,0.574468085106383,0.5242718446601942,1.2504541879130768,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S184,ge31,31.0,388,36,30.5,0.5348837209302325,31.0,0.2777777777777778,0.3389830508474576,30.2,0.6944444444444444,0.5154639175257733,1.5551823551954354,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S187,ge31,31.0,388,47,30.3,0.5918367346938775,31.0,0.2553191489361702,0.3636363636363636,30.2,0.6170212765957447,0.5631067961165048,1.5347742378350173,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S124,ge33,33.0,388,0,,,33.0,,0.0,31.5,,0.0,,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S125,ge33,33.0,388,1,,,33.0,0.0,0.0,31.5,1.0,0.10526315789473684,2.354086260525456,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S126,ge33,33.0,388,1,,,33.0,0.0,0.0,31.5,0.0,0.0,2.3958825523015257,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S127,ge33,33.0,388,2,,,33.0,0.0,0.0,31.5,0.5,0.4,1.735251095045605,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S128,ge33,33.0,388,9,30.5,0.23728813559322035,33.0,0.0,0.0,31.5,0.2222222222222222,0.1904761904761905,3.0770043929711135,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S129,ge33,33.0,385,0,,,33.0,,0.0,31.5,,0.0,,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S130,ge33,33.0,388,0,,,33.0,,0.0,31.5,,0.0,,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S132,ge33,33.0,388,2,,,33.0,0.0,0.0,31.5,0.0,0.0,2.022884395826937,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S135,ge33,33.0,388,14,31.2,0.4571428571428571,33.0,0.0,0.0,31.5,0.35714285714285715,0.3703703703703704,2.476677609578716,False,True
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S137,ge33,33.0,388,26,30.4,0.5066666666666667,33.0,0.0,0.0,31.5,0.07692307692307693,0.125,2.771328502841807,False,True
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S139,ge33,33.0,388,0,,,33.0,,0.0,31.5,,0.0,,True,True
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S140,ge33,33.0,388,0,,,33.0,,0.0,31.5,,0.0,,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S141,ge33,33.0,388,6,31.5,0.2222222222222222,33.0,0.0,0.0,31.5,0.3333333333333333,0.2222222222222222,3.2431657728133207,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S142,ge33,33.0,388,32,30.3,0.5783132530120481,33.0,0.0,0.0,31.5,0.03125,0.05405405405405406,3.069235144884792,False,True
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S143,ge33,33.0,388,6,31.5,0.45454545454545453,33.0,0.0,0.0,31.5,0.8333333333333334,0.45454545454545453,1.5580966012084296,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S144,ge33,33.0,388,5,31.3,0.5,33.0,0.0,0.0,31.5,0.4,0.5,2.4344964414787404,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S145,ge33,33.0,388,3,,,33.0,0.0,0.0,31.5,1.0,0.375,1.3953525057165426,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S146,ge33,33.0,388,0,,,33.0,,0.0,31.5,,0.0,,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S147,ge33,33.0,388,4,,,33.0,0.0,0.0,31.5,0.25,0.28571428571428575,2.783367964277031,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S148,ge33,33.0,388,0,,,33.0,,0.0,31.5,,0.0,,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S149,ge33,33.0,388,0,,,33.0,,0.0,31.5,,0.0,,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S150,ge33,33.0,388,1,,,33.0,0.0,0.0,31.5,0.0,0.0,1.9681984659237735,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S151,ge33,33.0,388,3,,,33.0,0.0,0.0,31.5,0.3333333333333333,0.13333333333333333,1.7582509996841935,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S153,ge33,33.0,388,0,,,33.0,,0.0,31.5,,0.0,,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S180,ge33,33.0,388,1,,,33.0,0.0,0.0,31.5,1.0,0.16666666666666669,1.9445386297662068,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S184,ge33,33.0,388,2,,,33.0,0.0,0.0,31.5,1.0,0.2857142857142857,1.6241056424333884,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,S187,ge33,33.0,388,1,,,33.0,0.0,0.0,31.5,0.0,0.0,3.5688952322853993,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S124,ge31,31.0,388,10,29.5,0.3125,31.0,0.0,0.0,29.1,0.6,0.18750000000000003,2.054955595210198,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S125,ge31,31.0,388,52,28.6,0.6258503401360545,31.0,0.11538461538461539,0.19999999999999998,29.1,0.7307692307692307,0.5937499999999999,2.077261430886209,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S126,ge31,31.0,388,38,29.2,0.5,31.0,0.10526315789473684,0.18604651162790697,29.1,0.7105263157894737,0.47368421052631576,2.106552954501142,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S127,ge31,31.0,388,56,29.0,0.5833333333333334,31.0,0.0,0.0,29.1,0.5714285714285714,0.5818181818181818,2.656457403192044,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S128,ge31,31.0,388,57,28.7,0.6184210526315789,31.0,0.017543859649122806,0.034482758620689655,29.1,0.6491228070175439,0.5648854961832062,2.8344014976302403,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S129,ge31,31.0,385,47,28.6,0.5555555555555556,31.0,0.0,0.0,29.1,0.574468085106383,0.5346534653465347,2.427646400887395,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S130,ge31,31.0,388,32,29.4,0.4657534246575343,31.0,0.0,0.0,29.1,0.65625,0.4421052631578948,2.157814208457462,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S132,ge31,31.0,388,45,28.7,0.5915492957746479,31.0,0.1111111111111111,0.19607843137254902,29.1,0.7777777777777778,0.5691056910569106,1.8199156235433014,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S135,ge31,31.0,388,69,28.4,0.6966292134831461,31.0,0.028985507246376812,0.05633802816901409,29.1,0.6956521739130435,0.6620689655172414,2.7513448534019322,False,True
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S137,ge31,31.0,388,77,29.2,0.6573426573426574,31.0,0.0,0.0,29.1,0.6233766233766234,0.6486486486486486,3.2347021288780926,False,True
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S139,ge31,31.0,388,8,29.5,0.18181818181818182,31.0,0.0,0.0,29.1,0.125,0.07142857142857144,2.599759286147012,False,True
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S140,ge31,31.0,388,27,30.1,0.5957446808510639,31.0,0.18518518518518517,0.3125,29.1,0.8518518518518519,0.44660194174757284,1.349709309408163,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S141,ge31,31.0,388,53,28.7,0.5540540540540541,31.0,0.018867924528301886,0.037037037037037035,29.1,0.6415094339622641,0.5354330708661417,2.6592776140981558,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S142,ge31,31.0,388,84,28.4,0.7216494845360825,31.0,0.0,0.0,29.1,0.6071428571428571,0.68,3.5371336711844465,False,True
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S143,ge31,31.0,388,54,28.9,0.6619718309859154,31.0,0.12962962962962962,0.22580645161290322,29.1,0.7777777777777778,0.6268656716417911,2.0291999438310597,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S144,ge31,31.0,388,44,28.9,0.5565217391304348,31.0,0.0,0.0,29.1,0.5909090909090909,0.5306122448979591,2.763558800157728,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S145,ge31,31.0,388,48,29.6,0.6122448979591836,31.0,0.041666666666666664,0.07999999999999999,29.1,0.7708333333333334,0.5967741935483871,2.1825339100803505,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S146,ge31,31.0,388,29,29.8,0.6551724137931034,31.0,0.0,0.0,29.1,0.896551724137931,0.48598130841121495,1.5993609560583049,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S147,ge31,31.0,388,55,29.0,0.6386554621848739,31.0,0.0,0.0,29.1,0.6181818181818182,0.6238532110091743,2.8538471110099275,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S148,ge31,31.0,388,21,29.5,0.4444444444444445,31.0,0.0,0.0,29.1,0.6190476190476191,0.3291139240506329,1.9687526181465516,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S149,ge31,31.0,388,31,28.5,0.410958904109589,31.0,0.0,0.0,29.1,0.5483870967741935,0.3820224719101123,2.2241806435260516,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S150,ge31,31.0,388,34,29.3,0.5176470588235293,31.0,0.0,0.0,29.1,0.7058823529411765,0.4948453608247422,2.2984886643611406,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S151,ge31,31.0,388,58,28.8,0.6666666666666666,31.0,0.017241379310344827,0.03389830508474576,29.1,0.6896551724137931,0.6201550387596899,2.433026497040116,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S153,ge31,31.0,388,37,29.8,0.5974025974025973,31.0,0.10810810810810811,0.19047619047619047,29.1,0.7837837837837838,0.5132743362831859,1.7995162553805406,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S180,ge31,31.0,388,47,29.8,0.6206896551724138,31.0,0.0851063829787234,0.15384615384615383,29.1,0.7446808510638298,0.5691056910569106,1.8576019872156067,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S184,ge31,31.0,388,36,29.6,0.5194805194805195,31.0,0.027777777777777776,0.05405405405405406,29.1,0.75,0.49090909090909085,2.387510476885804,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S187,ge31,31.0,388,47,29.0,0.6206896551724138,31.0,0.0,0.0,29.1,0.723404255319149,0.6181818181818182,2.377692706525195,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S124,ge33,33.0,388,0,,,33.0,,0.0,30.2,,0.0,,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S125,ge33,33.0,388,1,,,33.0,0.0,0.0,30.2,1.0,0.06666666666666667,2.844538700110455,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S126,ge33,33.0,388,1,,,33.0,0.0,0.0,30.2,0.0,0.0,2.800093624758979,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S127,ge33,33.0,388,2,,,33.0,0.0,0.0,30.2,0.5,0.5,3.1427074168771423,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S128,ge33,33.0,388,9,30.5,0.26666666666666666,33.0,0.0,0.0,30.2,0.2222222222222222,0.17391304347826086,4.171522107673173,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S129,ge33,33.0,385,0,,,33.0,,0.0,30.2,,0.0,,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S130,ge33,33.0,388,0,,,33.0,,0.0,30.2,,0.0,,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S132,ge33,33.0,388,2,,,33.0,0.0,0.0,30.2,1.0,0.17391304347826084,2.2779724492727453,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S135,ge33,33.0,388,14,30.2,0.5294117647058824,33.0,0.0,0.0,30.2,0.6428571428571429,0.5294117647058824,3.335389220288325,False,True
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S137,ge33,33.0,388,26,29.4,0.4871794871794871,33.0,0.0,0.0,30.2,0.038461538461538464,0.060606060606060615,3.7979707139962384,False,True
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S139,ge33,33.0,388,0,,,33.0,,0.0,30.2,,0.0,,True,True
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S140,ge33,33.0,388,0,,,33.0,,0.0,30.2,,0.0,,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S141,ge33,33.0,388,6,30.4,0.14285714285714288,33.0,0.0,0.0,30.2,0.16666666666666666,0.1,4.106069815099646,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S142,ge33,33.0,388,32,29.2,0.5217391304347827,33.0,0.0,0.0,30.2,0.03125,0.05405405405405406,4.215806925143274,False,True
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S143,ge33,33.0,388,6,30.5,0.3809523809523809,33.0,0.0,0.0,30.2,0.6666666666666666,0.24242424242424243,2.478542255021866,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S144,ge33,33.0,388,5,30.2,0.5714285714285715,33.0,0.0,0.0,30.2,0.4,0.5714285714285715,3.94453256434324,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S145,ge33,33.0,388,3,,,33.0,0.0,0.0,30.2,1.0,0.2608695652173913,2.7417222587810386,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S146,ge33,33.0,388,0,,,33.0,,0.0,30.2,,0.0,,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S147,ge33,33.0,388,4,,,33.0,0.0,0.0,30.2,0.25,0.3333333333333333,4.037728233752213,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S148,ge33,33.0,388,0,,,33.0,,0.0,30.2,,0.0,,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S149,ge33,33.0,388,0,,,33.0,,0.0,30.2,,0.0,,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S150,ge33,33.0,388,1,,,33.0,0.0,0.0,30.2,0.0,0.0,3.427436477924765,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S151,ge33,33.0,388,3,,,33.0,0.0,0.0,30.2,0.3333333333333333,0.14285714285714288,3.563672976698971,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S153,ge33,33.0,388,0,,,33.0,,0.0,30.2,,0.0,,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S180,ge33,33.0,388,1,,,33.0,0.0,0.0,30.2,1.0,0.1,2.9392405291050174,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S184,ge33,33.0,388,2,,,33.0,0.0,0.0,30.2,0.5,0.125,3.0373669753605537,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,S187,ge33,33.0,388,1,,,33.0,0.0,0.0,30.2,0.0,0.0,3.8227865203194398,True,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_radiation,S124,ge31,31.0,388,10,30.8,0.2702702702702703,31.0,0.3,0.22222222222222224,29.3,0.8,0.18181818181818182,1.0921031602133617,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_radiation,S125,ge31,31.0,388,52,29.3,0.6562500000000001,31.0,0.3076923076923077,0.42105263157894735,29.3,0.8076923076923077,0.6562500000000001,1.6255386421552203,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_radiation,S126,ge31,31.0,388,38,29.1,0.512396694214876,31.0,0.2894736842105263,0.34920634920634924,29.3,0.7368421052631579,0.49122807017543857,1.6515655290089029,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_radiation,S127,ge31,31.0,388,56,29.2,0.6231884057971016,31.0,0.19642857142857142,0.3055555555555555,29.3,0.7321428571428571,0.6119402985074627,1.7031941946294538,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_radiation,S128,ge31,31.0,388,57,28.7,0.6289308176100629,31.0,0.2807017543859649,0.38554216867469876,29.3,0.7368421052631579,0.6086956521739131,2.164728212037373,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_radiation,S129,ge31,31.0,385,47,30.0,0.6153846153846153,31.0,0.23404255319148937,0.3492063492063492,29.3,0.7872340425531915,0.6065573770491803,1.4513764829683748,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_radiation,S130,ge31,31.0,388,32,30.1,0.49411764705882355,31.0,0.375,0.4615384615384615,29.3,0.8125,0.46428571428571436,1.1203851635896327,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_radiation,S132,ge31,31.0,388,45,29.1,0.609375,31.0,0.3333333333333333,0.42857142857142855,29.3,0.8,0.5853658536585367,1.3278419595981141,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_radiation,S135,ge31,31.0,388,69,28.7,0.6946107784431138,31.0,0.2318840579710145,0.3404255319148936,29.3,0.6666666666666666,0.6344827586206896,2.3135062052539612,False,True
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_radiation,S137,ge31,31.0,388,77,29.4,0.6923076923076923,31.0,0.2077922077922078,0.32989690721649484,29.3,0.7012987012987013,0.6835443037974684,2.5371604340673377,False,True
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_radiation,S139,ge31,31.0,388,8,30.0,0.1923076923076923,31.0,0.0,0.0,29.3,0.625,0.11764705882352941,1.487680901110127,False,True
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_radiation,S140,ge31,31.0,388,27,30.6,0.5161290322580645,31.0,0.48148148148148145,0.5,29.3,0.8148148148148148,0.4271844660194175,0.7970298387820802,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_radiation,S141,ge31,31.0,388,53,29.1,0.5611510791366905,31.0,0.2641509433962264,0.3544303797468354,29.3,0.6981132075471698,0.5522388059701492,2.092949216125154,False,False
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_radiation,S142,ge31,31.0,388,84,29.1,0.7441860465116279,31.0,0.2261904761904762,0.36538461538461536,29.3,0.7261904761904762,0.7393939393939394,2.7692240240186305,False,True
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_radiation,S143,ge31,31.0,388,54,29.1,0.637037037037037,31.0,0.2777777777777778,0.3703703703703704,29.3,0.7592592592592593,0.6307692307692309,1.5986382127898393,False,False
