prediction_source,validation_scheme,dataset_label,target_col,model,hour,event_target,official_event_threshold_c,n,event_count,best_F1_threshold_if_enough_events,best_F1_if_enough_events,fixed_nominal_threshold,fixed_nominal_recall,fixed_nominal_F1,mapped_threshold,mapped_threshold_recall,mapped_threshold_F1,residual_bias_high_tail_official_minus_score,low_support
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,9,ge31,31.0,432,18,27.7,0.19801980198019803,31.0,0.0,0.0,29.4,0.0,0.0,3.7995386978150614,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,10,ge31,31.0,432,42,28.9,0.38095238095238093,31.0,0.0,0.0,29.4,0.0,0.0,2.894506967628212,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,11,ge31,31.0,431,106,29.3,0.5146198830409356,31.0,0.0,0.0,29.4,0.7169811320754716,0.5066666666666666,2.0503989381177568,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,12,ge31,31.0,431,140,30.0,0.578512396694215,31.0,0.007142857142857143,0.013986013986013986,29.4,0.9785714285714285,0.5546558704453441,1.6200202676121214,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,13,ge31,31.0,431,117,30.2,0.44067796610169496,31.0,0.11965811965811966,0.18421052631578946,29.4,0.8376068376068376,0.4270152505446623,1.7209759392651987,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,14,ge31,31.0,405,103,28.3,0.4212860310421287,31.0,0.13592233009708737,0.2137404580152672,29.4,0.7087378640776699,0.378238341968912,1.8415544194104894,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,15,ge31,31.0,405,71,27.8,0.32558139534883723,31.0,0.0,0.0,29.4,0.5070422535211268,0.25622775800711745,2.398829550142846,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,16,ge31,31.0,459,21,29.4,0.18556701030927836,31.0,0.0,0.0,29.4,0.42857142857142855,0.18556701030927836,2.6003223821163357,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,17,ge31,31.0,459,4,,,31.0,0.0,0.0,29.4,0.0,0.0,3.2744393257038427,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,18,ge31,31.0,459,0,,,31.0,,0.0,29.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,19,ge31,31.0,459,0,,,31.0,,0.0,29.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,20,ge31,31.0,459,0,,,31.0,,0.0,29.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,21,ge31,31.0,432,0,,,31.0,,0.0,29.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,22,ge31,31.0,432,0,,,31.0,,0.0,29.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,23,ge31,31.0,432,0,,,31.0,,0.0,29.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,0,ge33,33.0,432,0,,,33.0,,0.0,30.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,1,ge33,33.0,432,0,,,33.0,,0.0,30.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,2,ge33,33.0,459,0,,,33.0,,0.0,30.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,3,ge33,33.0,432,0,,,33.0,,0.0,30.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,4,ge33,33.0,432,0,,,33.0,,0.0,30.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,5,ge33,33.0,432,0,,,33.0,,0.0,30.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,6,ge33,33.0,432,0,,,33.0,,0.0,30.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,7,ge33,33.0,432,0,,,33.0,,0.0,30.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,8,ge33,33.0,432,0,,,33.0,,0.0,30.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,9,ge33,33.0,432,0,,,33.0,,0.0,30.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,10,ge33,33.0,432,0,,,33.0,,0.0,30.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,11,ge33,33.0,431,3,,,33.0,0.0,0.0,30.4,0.0,0.0,3.929236386141047,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,12,ge33,33.0,431,12,30.3,0.11320754716981131,33.0,0.0,0.0,30.4,0.5,0.10714285714285712,3.088774796891958,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,13,ge33,33.0,431,8,30.6,0.06299212598425197,33.0,0.0,0.0,30.4,0.625,0.0606060606060606,2.926573293889539,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,14,ge33,33.0,405,6,30.9,0.08163265306122448,33.0,0.0,0.0,30.4,0.5,0.04411764705882353,3.6245394376285174,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,15,ge33,33.0,405,1,,,33.0,0.0,0.0,30.4,0.0,0.0,5.233801890002354,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,16,ge33,33.0,459,0,,,33.0,,0.0,30.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,17,ge33,33.0,459,0,,,33.0,,0.0,30.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,18,ge33,33.0,459,0,,,33.0,,0.0,30.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,19,ge33,33.0,459,0,,,33.0,,0.0,30.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,20,ge33,33.0,459,0,,,33.0,,0.0,30.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,21,ge33,33.0,432,0,,,33.0,,0.0,30.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,22,ge33,33.0,432,0,,,33.0,,0.0,30.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,23,ge33,33.0,432,0,,,33.0,,0.0,30.4,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,0,ge31,31.0,432,0,,,31.0,,0.0,30.0,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,1,ge31,31.0,432,0,,,31.0,,0.0,30.0,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,2,ge31,31.0,459,0,,,31.0,,0.0,30.0,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,3,ge31,31.0,432,0,,,31.0,,0.0,30.0,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,4,ge31,31.0,432,0,,,31.0,,0.0,30.0,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,5,ge31,31.0,432,0,,,31.0,,0.0,30.0,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,6,ge31,31.0,432,0,,,31.0,,0.0,30.0,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,7,ge31,31.0,432,0,,,31.0,,0.0,30.0,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,8,ge31,31.0,432,1,,,31.0,0.0,0.0,30.0,0.0,0.0,4.7516566035255,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,9,ge31,31.0,432,18,28.6,0.16091954022988506,31.0,0.0,0.0,30.0,0.0,0.0,3.0469393058157506,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,10,ge31,31.0,432,42,29.6,0.37333333333333335,31.0,0.0,0.0,30.0,0.3333333333333333,0.2978723404255319,2.022079528133052,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,11,ge31,31.0,431,106,29.7,0.4772727272727273,31.0,0.0,0.0,30.0,0.6320754716981132,0.4527027027027027,1.5157339092771946,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,12,ge31,31.0,431,140,30.1,0.5797872340425532,31.0,0.04285714285714286,0.08163265306122448,30.0,0.8285714285714286,0.5756823821339951,1.4080688212099228,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,13,ge31,31.0,431,117,30.1,0.43986254295532645,31.0,0.017094017094017096,0.029850746268656723,30.0,0.6068376068376068,0.4329268292682927,1.8175137715255785,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,14,ge31,31.0,405,103,27.0,0.40485829959514175,31.0,0.009708737864077669,0.01680672268907563,30.0,0.44660194174757284,0.3770491803278689,2.2335399628965997,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,15,ge31,31.0,405,71,27.1,0.3056768558951965,31.0,0.0,0.0,30.0,0.11267605633802817,0.13445378151260506,2.866507473341129,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,16,ge31,31.0,459,21,28.7,0.12444444444444447,31.0,0.0,0.0,30.0,0.0,0.0,2.9944619006255393,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,17,ge31,31.0,459,4,,,31.0,0.0,0.0,30.0,0.0,0.0,3.699630102176136,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,18,ge31,31.0,459,0,,,31.0,,0.0,30.0,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,19,ge31,31.0,459,0,,,31.0,,0.0,30.0,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,20,ge31,31.0,459,0,,,31.0,,0.0,30.0,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,21,ge31,31.0,432,0,,,31.0,,0.0,30.0,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,22,ge31,31.0,432,0,,,31.0,,0.0,30.0,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,23,ge31,31.0,432,0,,,31.0,,0.0,30.0,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,0,ge33,33.0,432,0,,,33.0,,0.0,30.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,1,ge33,33.0,432,0,,,33.0,,0.0,30.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,2,ge33,33.0,459,0,,,33.0,,0.0,30.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,3,ge33,33.0,432,0,,,33.0,,0.0,30.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,4,ge33,33.0,432,0,,,33.0,,0.0,30.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,5,ge33,33.0,432,0,,,33.0,,0.0,30.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,6,ge33,33.0,432,0,,,33.0,,0.0,30.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,7,ge33,33.0,432,0,,,33.0,,0.0,30.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,8,ge33,33.0,432,0,,,33.0,,0.0,30.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,9,ge33,33.0,432,0,,,33.0,,0.0,30.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,10,ge33,33.0,432,0,,,33.0,,0.0,30.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,11,ge33,33.0,431,3,,,33.0,0.0,0.0,30.7,0.0,0.0,3.6342377370618153,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,12,ge33,33.0,431,12,31.2,0.13333333333333333,33.0,0.0,0.0,30.7,0.4166666666666667,0.11235955056179775,2.8878762477900284,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,13,ge33,33.0,431,8,30.2,0.0628930817610063,33.0,0.0,0.0,30.7,0.25,0.0606060606060606,3.1820489302321153,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,14,ge33,33.0,405,6,30.6,0.04761904761904762,33.0,0.0,0.0,30.7,0.0,0.0,3.981844701517853,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,15,ge33,33.0,405,1,,,33.0,0.0,0.0,30.7,0.0,0.0,6.0620398290218915,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,16,ge33,33.0,459,0,,,33.0,,0.0,30.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,17,ge33,33.0,459,0,,,33.0,,0.0,30.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,18,ge33,33.0,459,0,,,33.0,,0.0,30.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,19,ge33,33.0,459,0,,,33.0,,0.0,30.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,20,ge33,33.0,459,0,,,33.0,,0.0,30.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,21,ge33,33.0,432,0,,,33.0,,0.0,30.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,22,ge33,33.0,432,0,,,33.0,,0.0,30.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,23,ge33,33.0,432,0,,,33.0,,0.0,30.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,0,ge31,31.0,432,0,,,31.0,,0.0,29.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,1,ge31,31.0,432,0,,,31.0,,0.0,29.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,2,ge31,31.0,459,0,,,31.0,,0.0,29.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,3,ge31,31.0,432,0,,,31.0,,0.0,29.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,4,ge31,31.0,432,0,,,31.0,,0.0,29.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,5,ge31,31.0,432,0,,,31.0,,0.0,29.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,6,ge31,31.0,432,0,,,31.0,,0.0,29.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,7,ge31,31.0,432,0,,,31.0,,0.0,29.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,8,ge31,31.0,432,1,,,31.0,0.0,0.0,29.7,0.0,0.0,4.9664981796968455,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,9,ge31,31.0,432,18,28.5,0.16901408450704225,31.0,0.0,0.0,29.7,0.0,0.0,3.099637104790859,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,10,ge31,31.0,432,42,29.6,0.4788732394366197,31.0,0.0,0.0,29.7,0.19047619047619047,0.2962962962962963,2.249923831840869,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,11,ge31,31.0,431,106,29.7,0.49710982658959535,31.0,0.0,0.0,29.7,0.8113207547169812,0.49710982658959535,1.6934053746160858,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,12,ge31,31.0,431,140,30.0,0.5670886075949367,31.0,0.06428571428571428,0.11920529801324502,29.7,0.9071428571428571,0.5619469026548672,1.4925822442643624,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,13,ge31,31.0,431,117,30.4,0.48372093023255813,31.0,0.03418803418803419,0.05925925925925927,29.7,0.7350427350427351,0.4490861618798956,1.7295643914336325,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,14,ge31,31.0,405,103,27.9,0.40733197556008144,31.0,0.019417475728155338,0.03305785123966942,29.7,0.5339805825242718,0.35947712418300654,2.142239576515332,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,15,ge31,31.0,405,71,27.2,0.30634573304157553,31.0,0.0,0.0,29.7,0.2676056338028169,0.2289156626506024,2.766339178578888,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,16,ge31,31.0,459,21,28.3,0.11594202898550725,31.0,0.0,0.0,29.7,0.0,0.0,3.047656210739438,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,17,ge31,31.0,459,4,,,31.0,0.0,0.0,29.7,0.0,0.0,3.580398286779343,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,18,ge31,31.0,459,0,,,31.0,,0.0,29.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,19,ge31,31.0,459,0,,,31.0,,0.0,29.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,20,ge31,31.0,459,0,,,31.0,,0.0,29.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,21,ge31,31.0,432,0,,,31.0,,0.0,29.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,22,ge31,31.0,432,0,,,31.0,,0.0,29.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,23,ge31,31.0,432,0,,,31.0,,0.0,29.7,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,0,ge33,33.0,432,0,,,33.0,,0.0,30.6,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,1,ge33,33.0,432,0,,,33.0,,0.0,30.6,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,2,ge33,33.0,459,0,,,33.0,,0.0,30.6,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,3,ge33,33.0,432,0,,,33.0,,0.0,30.6,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,4,ge33,33.0,432,0,,,33.0,,0.0,30.6,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,5,ge33,33.0,432,0,,,33.0,,0.0,30.6,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,6,ge33,33.0,432,0,,,33.0,,0.0,30.6,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,7,ge33,33.0,432,0,,,33.0,,0.0,30.6,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,8,ge33,33.0,432,0,,,33.0,,0.0,30.6,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,9,ge33,33.0,432,0,,,33.0,,0.0,30.6,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,10,ge33,33.0,432,0,,,33.0,,0.0,30.6,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,11,ge33,33.0,431,3,,,33.0,0.0,0.0,30.6,0.0,0.0,3.8893059446082874,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,12,ge33,33.0,431,12,30.3,0.09039548022598871,33.0,0.0,0.0,30.6,0.25,0.06818181818181818,3.0637544925401365,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,13,ge33,33.0,431,8,30.7,0.08219178082191782,33.0,0.0,0.0,30.6,0.375,0.07407407407407407,3.2186917151442347,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,14,ge33,33.0,405,6,30.6,0.044444444444444446,33.0,0.0,0.0,30.6,0.16666666666666666,0.044444444444444446,3.9248277635607205,False
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,15,ge33,33.0,405,1,,,33.0,0.0,0.0,30.6,0.0,0.0,5.730882610387852,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,16,ge33,33.0,459,0,,,33.0,,0.0,30.6,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,17,ge33,33.0,459,0,,,33.0,,0.0,30.6,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,18,ge33,33.0,459,0,,,33.0,,0.0,30.6,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,19,ge33,33.0,459,0,,,33.0,,0.0,30.6,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,20,ge33,33.0,459,0,,,33.0,,0.0,30.6,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,21,ge33,33.0,432,0,,,33.0,,0.0,30.6,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,22,ge33,33.0,432,0,,,33.0,,0.0,30.6,,0.0,,True
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,23,ge33,33.0,432,0,,,33.0,,0.0,30.6,,0.0,,True
future_holdout,future_holdout,hourly_max,official_wbgt_c_max,L1_full_dynamic,0,ge31,31.0,108,0,,,31.0,,0.0,30.2,,0.0,,True
future_holdout,future_holdout,hourly_max,official_wbgt_c_max,L1_full_dynamic,1,ge31,31.0,108,0,,,31.0,,0.0,30.2,,0.0,,True
future_holdout,future_holdout,hourly_max,official_wbgt_c_max,L1_full_dynamic,2,ge31,31.0,108,0,,,31.0,,0.0,30.2,,0.0,,True
future_holdout,future_holdout,hourly_max,official_wbgt_c_max,L1_full_dynamic,3,ge31,31.0,108,0,,,31.0,,0.0,30.2,,0.0,,True
future_holdout,future_holdout,hourly_max,official_wbgt_c_max,L1_full_dynamic,4,ge31,31.0,108,0,,,31.0,,0.0,30.2,,0.0,,True
future_holdout,future_holdout,hourly_max,official_wbgt_c_max,L1_full_dynamic,5,ge31,31.0,108,0,,,31.0,,0.0,30.2,,0.0,,True
future_holdout,future_holdout,hourly_max,official_wbgt_c_max,L1_full_dynamic,6,ge31,31.0,108,0,,,31.0,,0.0,30.2,,0.0,,True
future_holdout,future_holdout,hourly_max,official_wbgt_c_max,L1_full_dynamic,7,ge31,31.0,108,0,,,31.0,,0.0,30.2,,0.0,,True
future_holdout,future_holdout,hourly_max,official_wbgt_c_max,L1_full_dynamic,8,ge31,31.0,108,0,,,31.0,,0.0,30.2,,0.0,,True
future_holdout,future_holdout,hourly_max,official_wbgt_c_max,L1_full_dynamic,9,ge31,31.0,108,9,28.5,0.21052631578947367,31.0,0.0,0.0,30.2,0.0,0.0,3.0682399098538204,False
future_holdout,future_holdout,hourly_max,official_wbgt_c_max,L1_full_dynamic,10,ge31,31.0,108,26,29.3,0.4285714285714286,31.0,0.0,0.0,30.2,0.46153846153846156,0.37499999999999994,1.6153482021399808,False
future_holdout,future_holdout,hourly_max,official_wbgt_c_max,L1_full_dynamic,11,ge31,31.0,108,47,30.2,0.7049180327868853,31.0,0.2553191489361702,0.3428571428571428,30.2,0.9148936170212766,0.7049180327868853,1.1063968968589153,False
future_holdout,future_holdout,hourly_max,official_wbgt_c_max,L1_full_dynamic,12,ge31,31.0,108,79,30.4,0.8715083798882681,31.0,0.6329113924050633,0.7092198581560284,30.2,1.0,0.854054054054054,0.8530429683047417,False
