prediction_source,validation_scheme,dataset_label,target_col,model,event_target,official_event_threshold_c,bin_type,bin_lower,bin_upper,n,mean_prediction_score,mean_official_wbgt,event_rate_ge31,official_mean_exceedance_above31,official_mean_exceedance_above33,mean_residual,residual_MAE,residual_bias,residual_p90,station_count,event_count,low_support,event_rate_ge33
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge31,31.0,fixed_0p5c,27.0,27.5,678,27.245071679180224,27.322566371681418,0.025073746312684365,0.012389380530973465,0.0,0.07749469250119556,1.106742501712196,0.07749469250119556,2.184330385916248,27,17,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge31,31.0,fixed_0p5c,27.5,28.0,575,27.729054064214782,27.98486956521739,0.06434782608695652,0.04904347826086956,0.000695652173913041,0.25581550100261113,1.3398732669669011,0.25581550100261113,2.733760275339207,27,37,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge31,31.0,fixed_0p5c,28.0,28.5,449,28.25790572664087,28.48864142538976,0.12026726057906459,0.1042316258351893,0.004008908685968813,0.23073569874888414,1.6849441181926503,0.23073569874888414,2.909398380972353,27,54,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge31,31.0,fixed_0p5c,28.5,29.0,469,28.74933253390013,28.671215351812364,0.17484008528784648,0.12537313432835823,0.00447761194029851,-0.07811718208776382,1.9791625709707512,-0.07811718208776382,2.683387939563166,27,82,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge31,31.0,fixed_0p5c,29.0,29.5,477,29.23238860683147,28.968763102725365,0.2662473794549266,0.20545073375262057,0.0020964360587002098,-0.2636255041060986,2.1386421392976263,-0.2636255041060986,2.643521458531465,27,127,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge31,31.0,fixed_0p5c,29.5,30.0,362,29.738887276914088,28.51795580110497,0.22099447513812154,0.18508287292817688,0.009116022099447545,-1.22093147580911,2.405616726580721,-1.22093147580911,1.9434842032246589,27,80,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge31,31.0,fixed_0p5c,30.0,30.5,571,30.250874254074446,29.610683012259194,0.3117338003502627,0.23117338003502638,0.009982486865148878,-0.6401912418152507,1.6488584827474415,-0.6401912418152507,1.5846124312934045,27,178,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge31,31.0,fixed_0p5c,30.5,31.0,603,30.760896278248104,30.232504145936982,0.4262023217247098,0.38507462686567173,0.018905472636815905,-0.5283921323111214,1.5254515568108138,-0.5283921323111214,1.6289710028605564,27,257,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge31,31.0,fixed_0p5c,31.0,31.5,370,31.229312927106804,30.75378378378378,0.5594594594594594,0.5543243243243244,0.02918918918918922,-0.4755291433230223,1.3372974745966992,-0.4755291433230223,1.4422162946845163,26,207,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge31,31.0,fixed_0p5c,31.5,32.0,180,31.706763389979926,31.477777777777778,0.7,0.8388888888888889,0.05222222222222225,-0.2289856122021486,1.1152045258881618,-0.2289856122021486,1.4595635870557344,26,126,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge31,31.0,fixed_0p5c,32.0,32.5,33,32.121098942032255,30.233333333333334,0.45454545454545453,0.4181818181818182,0.0030303030303030732,-1.887765608698922,2.0652911310805515,-1.887765608698922,0.2946666443388708,23,15,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge31,31.0,fixed_0p5c,32.5,33.0,15,32.64635639247062,30.60666666666667,0.6,0.32666666666666655,0.0,-2.0396897258039597,2.0558027409951185,-2.0396897258039597,-0.6493459630256696,14,9,True,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge33,33.0,fixed_0p5c,27.0,27.5,678,27.245071679180224,27.322566371681418,,0.012389380530973465,0.0,0.07749469250119556,1.106742501712196,0.07749469250119556,2.184330385916248,27,0,False,0.0
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge33,33.0,fixed_0p5c,27.5,28.0,575,27.729054064214782,27.98486956521739,,0.04904347826086956,0.000695652173913041,0.25581550100261113,1.3398732669669011,0.25581550100261113,2.733760275339207,27,2,False,0.0034782608695652175
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge33,33.0,fixed_0p5c,28.0,28.5,449,28.25790572664087,28.48864142538976,,0.1042316258351893,0.004008908685968813,0.23073569874888414,1.6849441181926503,0.23073569874888414,2.909398380972353,27,3,False,0.0066815144766146995
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge33,33.0,fixed_0p5c,28.5,29.0,469,28.74933253390013,28.671215351812364,,0.12537313432835823,0.00447761194029851,-0.07811718208776382,1.9791625709707512,-0.07811718208776382,2.683387939563166,27,3,False,0.006396588486140725
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge33,33.0,fixed_0p5c,29.0,29.5,477,29.23238860683147,28.968763102725365,,0.20545073375262057,0.0020964360587002098,-0.2636255041060986,2.1386421392976263,-0.2636255041060986,2.643521458531465,27,8,False,0.016771488469601678
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge33,33.0,fixed_0p5c,29.5,30.0,362,29.738887276914088,28.51795580110497,,0.18508287292817688,0.009116022099447545,-1.22093147580911,2.405616726580721,-1.22093147580911,1.9434842032246589,27,7,False,0.019337016574585635
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge33,33.0,fixed_0p5c,30.0,30.5,571,30.250874254074446,29.610683012259194,,0.23117338003502638,0.009982486865148878,-0.6401912418152507,1.6488584827474415,-0.6401912418152507,1.5846124312934045,27,11,False,0.01926444833625219
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge33,33.0,fixed_0p5c,30.5,31.0,603,30.760896278248104,30.232504145936982,,0.38507462686567173,0.018905472636815905,-0.5283921323111214,1.5254515568108138,-0.5283921323111214,1.6289710028605564,27,31,False,0.05140961857379768
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge33,33.0,fixed_0p5c,31.0,31.5,370,31.229312927106804,30.75378378378378,,0.5543243243243244,0.02918918918918922,-0.4755291433230223,1.3372974745966992,-0.4755291433230223,1.4422162946845163,26,25,False,0.06756756756756757
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge33,33.0,fixed_0p5c,31.5,32.0,180,31.706763389979926,31.477777777777778,,0.8388888888888889,0.05222222222222225,-0.2289856122021486,1.1152045258881618,-0.2289856122021486,1.4595635870557344,26,28,False,0.15555555555555556
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge33,33.0,fixed_0p5c,32.0,32.5,33,32.121098942032255,30.233333333333334,,0.4181818181818182,0.0030303030303030732,-1.887765608698922,2.0652911310805515,-1.887765608698922,0.2946666443388708,23,1,False,0.030303030303030304
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge33,33.0,fixed_0p5c,32.5,33.0,15,32.64635639247062,30.60666666666667,,0.32666666666666655,0.0,-2.0396897258039597,2.0558027409951185,-2.0396897258039597,-0.6493459630256696,14,0,True,0.0
