prediction_source,validation_scheme,dataset_label,target_col,model,event_target,official_event_threshold_c,bin_type,quantile_bin,bin_lower,bin_upper,n,mean_prediction_score,mean_official_wbgt,event_rate_ge31,official_mean_exceedance_above31,official_mean_exceedance_above33,mean_residual,residual_MAE,residual_bias,residual_p90,station_count,event_count,low_support,event_rate_ge33
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge33,33.0,decile,7,27.424,28.447,1045,27.89120693604566,28.119425837320573,,0.06966507177033493,0.002105263157894733,0.2282189012749177,1.4494699763988028,0.2282189012749177,2.7930099079229334,27,5,False,0.004784688995215311
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge33,33.0,decile,8,28.447,29.541,1048,28.98232009718061,28.81145038167939,,0.1577290076335878,0.0033396946564885495,-0.1708697155012208,2.0457332311697236,-0.1708697155012208,2.652074141119906,27,12,False,0.011450381679389313
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge33,33.0,decile,9,29.541,30.639,1046,30.149111054721704,29.39674952198853,,0.2522944550669217,0.01080305927342258,-0.7523615327331815,1.861033949683551,-0.7523615327331815,1.7352260603457612,27,29,False,0.027724665391969407
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge33,33.0,decile,10,30.639,32.893,1048,31.18549117425432,30.60124045801527,,0.5116412213740459,0.027671755725190855,-0.5842507162390516,1.41681484974187,-0.5842507162390516,1.4633399187528242,27,73,False,0.06965648854961833
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,decile,1,22.403,25.006,1049,24.31706160706382,25.349189704480455,0.0,0.0,0.0,1.0321280974166358,1.097800764169734,1.0321280974166358,2.3409620797023223,26,0,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,decile,2,25.006,25.785,1050,25.45266476790694,25.58342857142857,0.0,0.0,0.0,0.13076380352163314,0.6405183018937853,0.13076380352163314,1.1362229230086456,27,0,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,decile,3,25.785,26.343,1044,26.079635573639514,25.90727969348659,0.004789272030651341,0.0019157088122605363,0.0,-0.17235588015292264,0.827679325385816,-0.17235588015292264,0.9901060914246371,27,5,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,decile,4,26.343,26.832,1049,26.601452618429196,26.133746425166827,0.002859866539561487,0.0010486177311725467,0.0,-0.4677061932623705,0.9748905646085271,-0.4677061932623705,0.747598001620797,27,3,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,decile,5,26.832,27.345,1047,27.096205869370014,26.400286532951288,0.0057306590257879654,0.0013371537726838572,0.0,-0.6959193364187266,1.1236072209956731,-0.6959193364187266,0.5848089887515276,27,6,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,decile,6,27.345,27.83,1045,27.577236020707243,26.824210526315785,0.024880382775119617,0.014258373205741632,0.0,-0.7530254943914563,1.457847452907327,-0.7530254943914563,1.6738327597887948,27,26,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,decile,7,27.83,28.361,1047,28.09215683703548,27.831041069723018,0.0725883476599809,0.05969436485195799,0.0016236867239732597,-0.2611157673124605,1.6446484985698666,-0.2611157673124605,2.5598635231026847,27,76,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,decile,8,28.361,28.934,1048,28.640451174555437,28.93549618320611,0.19561068702290077,0.14914122137404584,0.005629770992366417,0.2950450086506686,1.7335184437946662,0.2950450086506686,2.8702397379813074,27,205,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,decile,9,28.934,29.504,1046,29.219403273771743,29.765200764818356,0.3068833652007648,0.2606118546845124,0.011759082217973242,0.5457974910466119,1.6570854066372098,0.5457974910466119,2.764988366744685,27,321,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,decile,10,29.504,31.752,1048,30.033169532405235,30.525000000000002,0.5286259541984732,0.5142175572519084,0.024904580152671763,0.4918304675947636,1.6770471426480154,0.4918304675947636,2.5772466182455065,27,554,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,ge33,33.0,decile,1,22.403,25.006,1049,24.31706160706382,25.349189704480455,,0.0,0.0,1.0321280974166358,1.097800764169734,1.0321280974166358,2.3409620797023223,26,0,False,0.0
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,ge33,33.0,decile,2,25.006,25.785,1050,25.45266476790694,25.58342857142857,,0.0,0.0,0.13076380352163314,0.6405183018937853,0.13076380352163314,1.1362229230086456,27,0,False,0.0
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,ge33,33.0,decile,3,25.785,26.343,1044,26.079635573639514,25.90727969348659,,0.0019157088122605363,0.0,-0.17235588015292264,0.827679325385816,-0.17235588015292264,0.9901060914246371,27,0,False,0.0
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,ge33,33.0,decile,4,26.343,26.832,1049,26.601452618429196,26.133746425166827,,0.0010486177311725467,0.0,-0.4677061932623705,0.9748905646085271,-0.4677061932623705,0.747598001620797,27,0,False,0.0
