prediction_source,validation_scheme,dataset_label,target_col,model,event_target,operating_point,achievable,official_event_threshold_c,score_threshold_c,TP,FP,TN,FN,precision,recall,F1,specificity,false_alarm_ratio,miss_rate,critical_success_index,predicted_positive_count,official_positive_count,youden_J
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,ge32,fixed_nominal,True,32.0,32.0,0.0,1.0,10311.0,161.0,0.0,0.0,0.0,0.9999030256012412,1.0,1.0,0.0,1.0,161.0,-9.697439875877567e-05
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,ge32,best_F1,True,32.0,30.6,52.0,271.0,10041.0,109.0,0.1609907120743034,0.32298136645962733,0.21487603305785122,0.9737199379363848,0.8390092879256966,0.6770186335403726,0.12037037037037036,323.0,161.0,0.29670130439601206
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,ge32,recall_90,True,32.0,28.5,146.0,2357.0,7955.0,15.0,0.058330003995205756,0.906832298136646,0.10960960960960962,0.7714313421256789,0.9416699960047943,0.09316770186335403,0.05798252581413821,2503.0,161.0,0.6782636402623248
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,ge32,precision_70,False,32.0,,,,,,,,,,,,,,,
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,ge32,balanced_J,True,32.0,28.4,149.0,2480.0,7832.0,12.0,0.056675542031190566,0.9254658385093167,0.10681003584229391,0.7595034910783554,0.9433244579688095,0.07453416149068323,0.05641802347595608,2629.0,161.0,0.684969329587672
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,ge32,low_false_alarm_candidate,False,32.0,,,,,,,,,,,,,,,
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,ge33,fixed_nominal,True,33.0,33.0,0.0,0.0,10443.0,30.0,,0.0,0.0,1.0,,1.0,0.0,0.0,30.0,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,ge33,best_F1,True,33.0,30.4,14.0,472.0,9971.0,16.0,0.02880658436213992,0.4666666666666667,0.054263565891472874,0.9548022598870056,0.9711934156378601,0.5333333333333333,0.027888446215139442,486.0,30.0,0.4214689265536724
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,ge33,recall_90,True,33.0,28.8,27.0,2147.0,8296.0,3.0,0.012419503219871205,0.9,0.024500907441016337,0.7944077372402566,0.9875804967801288,0.1,0.01240238860817639,2174.0,30.0,0.6944077372402566
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,ge33,precision_70,False,33.0,,,,,,,,,,,,,,,
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,ge33,balanced_J,True,33.0,28.8,27.0,2147.0,8296.0,3.0,0.012419503219871205,0.9,0.024500907441016337,0.7944077372402566,0.9875804967801288,0.1,0.01240238860817639,2174.0,30.0,0.6944077372402566
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,ge33,low_false_alarm_candidate,False,33.0,,,,,,,,,,,,,,,
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_only,ge31,fixed_nominal,True,31.0,31.0,0.0,0.0,9850.0,623.0,,0.0,0.0,1.0,,1.0,0.0,0.0,623.0,0.0
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_only,ge31,best_F1,True,31.0,28.9,351.0,785.0,9065.0,272.0,0.3089788732394366,0.5634028892455859,0.39909039226833426,0.9203045685279188,0.6910211267605634,0.43659711075441415,0.24928977272727273,1136.0,623.0,0.48370745777350477
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_only,ge31,recall_90,True,31.0,28.1,561.0,2193.0,7657.0,62.0,0.2037037037037037,0.9004815409309791,0.3322475570032573,0.7773604060913706,0.7962962962962963,0.09951845906902086,0.19921875,2754.0,623.0,0.6778419470223498
blocked_time,blocked_date_cv,hourly_mean,official_wbgt_c_mean,L1_proxy_only,ge31,precision_70,False,31.0,,,,,,,,,,,,,,,
