prediction_source,validation_scheme,dataset_label,target_col,model,summary_level,official_excess,score_excess_proxy,official_threshold_c,score_threshold_c,n,official_positive_excess_count,score_positive_excess_count,MAE_exceedance,bias_exceedance,correlation_exceedance,zero_excess_false_negative_count,station_level_exceedance_bias,station_id
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,overall,official_excess31,score_excess31_nominal,31.0,31.0,10473,1112,598,0.10105304389393993,-0.0740900597536495,0.2880028481381284,773,,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,overall,official_excess31,score_excess31_mapped,31.0,30.2,10473,1112,1540,0.12962100437819826,0.008744045363516998,0.40494312870194377,414,,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,overall,official_excess33,score_excess33_nominal,33.0,33.0,10473,100,0,0.004392246729685862,-0.004392246729685862,,100,,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,6,20,0.021612581671785144,0.010270344453176282,0.1963749472526875,4,0.010270344453176282,S124
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,6,55,0.09055098908743214,0.08948424245229003,0.27320282227958176,0,0.08948424245229003,S124
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,0,0,0.0,0.0,,0,0.0,S124
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,50,32,0.11275539342691968,-0.06565651849108901,0.3860168370515881,31,-0.06565651849108901,S125
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,50,60,0.1399303852066297,0.02820367785255152,0.4838814633312827,14,0.02820367785255152,S125
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,1,0,0.002319587628865976,-0.002319587628865976,,1,-0.002319587628865976,S125
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,36,26,0.08279212395416892,-0.03857362556348457,0.2549258612266154,24,-0.03857362556348457,S126
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,36,56,0.13170747445963485,0.04680917882801972,0.322460323044479,16,0.04680917882801972,S126
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,0,0,0.0,0.0,,0,0.0,S126
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,51,15,0.09169601407216638,-0.08547135620677793,0.37172052936940864,41,-0.08547135620677793,S127
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,51,56,0.10127970080250905,-0.01019760422741367,0.5077408300057282,17,-0.01019760422741367,S127
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,2,0,0.0005154639175257805,-0.0005154639175257805,,2,-0.0005154639175257805,S127
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,52,23,0.17880564652103517,-0.1461816377017057,0.24775898616298914,39,-0.1461816377017057,S128
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,52,61,0.18875374467432127,-0.05519660246988687,0.41096538668258664,21,-0.05519660246988687,S128
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,8,0,0.01675257731958761,-0.01675257731958761,,8,-0.01675257731958761,S128
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,385,45,18,0.07175950326916689,-0.06182844903267087,0.3450088994143837,33,-0.06182844903267087,S129
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,385,45,52,0.10336203465499312,0.012500545133708074,0.40007633834946105,16,0.012500545133708074,S129
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,385,0,0,0.0,0.0,,0,0.0,S129
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,31,19,0.04127935817939063,-0.01739062991804942,0.18223121459497224,21,-0.01739062991804942,S130
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,31,56,0.09249863656238888,0.06090773122423463,0.3443999974939057,12,0.06090773122423463,S130
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,0,0,0.0,0.0,,0,0.0,S130
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,40,26,0.07429842945712282,-0.03426414931741415,0.37639787844881817,28,-0.03426414931741415,S132
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,40,57,0.12149208771472182,0.05324678627003498,0.4437453070528655,18,0.05324678627003498,S132
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,0,0,0.0,0.0,,0,0.0,S132
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,64,30,0.213665226164639,-0.17971715253722084,0.3525814389319657,44,-0.17971715253722084,S135
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,64,61,0.20256659266467206,-0.08741991488460056,0.4762766708964538,29,-0.08741991488460056,S135
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,9,0,0.010824742268041226,-0.010824742268041226,,9,-0.010824742268041226,S135
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,74,21,0.2720750512062812,-0.258684641117367,0.26833116159179865,58,-0.258684641117367,S137
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,74,59,0.2516174604806206,-0.17507054669044017,0.48255376913606673,37,-0.17507054669044017,S137
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,24,0,0.020618556701030945,-0.020618556701030945,,24,-0.020618556701030945,S137
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,6,0,0.00463917525773197,-0.00463917525773197,,6,-0.00463917525773197,S139
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,6,37,0.03353207080521804,0.02734650379490875,0.17471333574892775,4,0.02734650379490875,S139
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,0,0,0.0,0.0,,0,0.0,S139
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,23,26,0.04351245816223718,0.00833359093136079,0.31283215666756864,10,0.00833359093136079,S140
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,23,56,0.11536587985894758,0.09371639532286509,0.33680656552705646,7,0.09371639532286509,S140
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,0,0,0.0,0.0,,0,0.0,S140
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,51,23,0.1262524608992783,-0.10107854491820055,0.3108387989963143,39,-0.10107854491820055,S141
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,51,61,0.16005753005038892,-0.010093509686381737,0.37624449687816697,23,-0.010093509686381737,S141
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,5,0,0.004123711340206189,-0.004123711340206189,,5,-0.004123711340206189,S141
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,82,19,0.3440834943973525,-0.34166441685891485,0.32875660648633304,64,-0.34166441685891485,S142
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,82,58,0.29694136272724025,-0.2614199142507972,0.5830903306384091,37,-0.2614199142507972,S142
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,31,0,0.0463917525773196,-0.0463917525773196,,31,-0.0463917525773196,S142
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,51,34,0.11147087526868096,-0.054323439494478494,0.3583120112020299,34,-0.054323439494478494,S143
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,51,65,0.14982957939465394,0.0484862690158688,0.44972781586448113,15,0.0484862690158688,S143
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,3,0,0.0015463917525773232,-0.0015463917525773232,,3,-0.0015463917525773232,S143
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,42,15,0.09796117446154075,-0.09139919125832431,0.49135546006868247,32,-0.09139919125832431,S144
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,42,56,0.1122082763267446,-0.016125439278960065,0.486330357216911,15,-0.016125439278960065,S144
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,4,0,0.005670103092783531,-0.005670103092783531,,4,-0.005670103092783531,S144
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,46,30,0.10162702606463013,-0.07353158552691147,0.5429834795068627,26,-0.07353158552691147,S145
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,46,61,0.11665832457094835,0.018765652125708784,0.6219656854404515,13,0.018765652125708784,S145
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,3,0,0.0020618556701030855,-0.0020618556701030855,,3,-0.0020618556701030855,S145
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,25,26,0.047173737030993756,-0.012467742909495788,0.37205430698748393,11,-0.012467742909495788,S146
