prediction_source,validation_scheme,dataset_label,target_col,model,summary_level,official_excess,score_excess_proxy,official_threshold_c,score_threshold_c,n,official_positive_excess_count,score_positive_excess_count,MAE_exceedance,bias_exceedance,correlation_exceedance,zero_excess_false_negative_count,station_level_exceedance_bias,station_id
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,25,56,0.10444586820100155,0.07158672349632411,0.4081242052237193,6,0.07158672349632411,S146
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,0,0,0.0,0.0,,0,0.0,S146
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,54,15,0.1304351241041705,-0.12722393352636552,0.4918753226269149,42,-0.12722393352636552,S147
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,54,56,0.11925847168337503,-0.05195018154700126,0.583203230520525,18,-0.05195018154700126,S147
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,4,0,0.0038659793814433173,-0.0038659793814433173,,4,-0.0038659793814433173,S147
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,18,20,0.02783328150559978,-0.0019105588990627558,0.31660342080977194,11,-0.0019105588990627558,S148
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,18,56,0.09003458372924134,0.07882498403584268,0.4014121810268103,4,0.07882498403584268,S148
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,0,0,0.0,0.0,,0,0.0,S148
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,28,20,0.03750752071648194,-0.017116744466073096,0.2986729121022573,19,-0.017116744466073096,S149
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,28,56,0.09266895888603116,0.06361879846883232,0.4100064405800038,9,0.06361879846883232,S149
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,0,0,0.0,0.0,,0,0.0,S149
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,28,19,0.05735567861784576,-0.034916403113925666,0.21576469850268326,18,-0.034916403113925666,S150
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,28,56,0.08966961102591198,0.04338195802835838,0.42703455682178065,8,0.04338195802835838,S150
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,0,0,0.0,0.0,,0,0.0,S150
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,55,27,0.12640669818352174,-0.08146998739643882,0.2404783681240669,37,-0.08146998739643882,S151
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,55,64,0.1333866367105656,0.01609439069800681,0.47012380154882216,15,0.01609439069800681,S151
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,3,0,0.001030927835051561,-0.001030927835051561,,3,-0.001030927835051561,S151
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,35,26,0.06118759083296965,-0.024656099790288658,0.41903785127148263,20,-0.024656099790288658,S153
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,35,56,0.11007626907141191,0.06072670460121563,0.481314972530096,15,0.06072670460121563,S153
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,0,0,0.0,0.0,,0,0.0,S153
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,43,26,0.0720041988429918,-0.03548084205832993,0.4434497781383498,27,-0.03548084205832993,S180
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,43,56,0.11416341217084149,0.04990196233317436,0.5039215259788352,18,0.04990196233317436,S180
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,1,0,0.0015463917525773232,-0.0015463917525773232,,1,-0.0015463917525773232,S180
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,33,23,0.09002329020226382,-0.054429060382118075,0.31927124373968296,23,-0.054429060382118075,S184
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,33,61,0.1265126748677094,0.036555974849700745,0.42208711287968786,11,0.036555974849700745,S184
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,2,0,0.001288659793814433,-0.001288659793814433,,2,-0.001288659793814433,S184
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_nominal,31.0,31.0,388,43,19,0.08799257621728199,-0.07486485672217309,0.2930139150844898,31,-0.07486485672217309,S187
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess31,score_excess31_mapped,31.0,30.2,388,43,56,0.11099546855214303,0.003433504420110953,0.435689911177232,16,0.003433504420110953,S187
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_full_dynamic,station,official_excess33,score_excess33_nominal,33.0,33.0,388,0,0,0.0,0.0,,0,0.0,S187
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,overall,official_excess31,score_excess31_nominal,31.0,31.0,10473,1112,51,0.09995073237480824,-0.09926349359136498,0.08807849242495702,1070,,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,overall,official_excess31,score_excess31_mapped,31.0,29.1,10473,1112,1793,0.12969214166323745,0.0072389292590614536,0.4034550865872969,350,,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,overall,official_excess33,score_excess33_nominal,33.0,33.0,10473,100,0,0.004392246729685862,-0.004392246729685862,,100,,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_nominal,31.0,31.0,388,6,0,0.007216494845360827,-0.007216494845360827,,6,-0.007216494845360827,S124
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_mapped,31.0,29.1,388,6,54,0.05487341786658309,0.05026009253347204,0.2388166259131221,1,0.05026009253347204,S124
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess33,score_excess33_nominal,33.0,33.0,388,0,0,0.0,0.0,,0,0.0,S124
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_nominal,31.0,31.0,388,50,8,0.11257097552335431,-0.10727296298225097,0.1972683371141582,44,-0.10727296298225097,S125
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_mapped,31.0,29.1,388,50,76,0.1632696619046801,0.07641762128182104,0.523471832595469,13,0.07641762128182104,S125
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess33,score_excess33_nominal,33.0,33.0,388,1,0,0.002319587628865976,-0.002319587628865976,,1,-0.002319587628865976,S125
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_nominal,31.0,31.0,388,36,5,0.07375128524468093,-0.07194182903922472,0.24454301087827773,32,-0.07194182903922472,S126
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_mapped,31.0,29.1,388,36,76,0.1359046153745566,0.08073439542727767,0.49388360679137305,9,0.08073439542727767,S126
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess33,score_excess33_nominal,33.0,33.0,388,0,0,0.0,0.0,,0,0.0,S126
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_nominal,31.0,31.0,388,51,0,0.09639175257731963,-0.09639175257731963,,51,-0.09639175257731963,S127
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_mapped,31.0,29.1,388,51,54,0.0963982112513263,-0.04525597773480859,0.42641058236696244,22,-0.04525597773480859,S127
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess33,score_excess33_nominal,33.0,33.0,388,2,0,0.0005154639175257805,-0.0005154639175257805,,2,-0.0005154639175257805,S127
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_nominal,31.0,31.0,388,52,1,0.17590028542978098,-0.17590028542978098,0.030362079614991707,51,-0.17590028542978098,S128
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_mapped,31.0,29.1,388,52,74,0.19654827821651558,-0.051407362980061655,0.37534778042186984,17,-0.051407362980061655,S128
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess33,score_excess33_nominal,33.0,33.0,388,8,0,0.01675257731958761,-0.01675257731958761,,8,-0.01675257731958761,S128
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_nominal,31.0,31.0,385,45,0,0.0779220779220779,-0.0779220779220779,,45,-0.0779220779220779,S129
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_mapped,31.0,29.1,385,45,54,0.0875585780066594,-0.01999762103120219,0.36581521384300897,19,-0.01999762103120219,S129
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess33,score_excess33_nominal,33.0,33.0,385,0,0,0.0,0.0,,0,0.0,S129
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_nominal,31.0,31.0,388,31,0,0.03453608247422683,-0.03453608247422683,,31,-0.03453608247422683,S130
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_mapped,31.0,29.1,388,31,63,0.08185913913815004,0.04679264801857967,0.3517358596507995,11,0.04679264801857967,S130
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess33,score_excess33_nominal,33.0,33.0,388,0,0,0.0,0.0,,0,0.0,S130
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_nominal,31.0,31.0,388,40,6,0.0705310953495242,-0.06770595932431768,0.18703569258961983,36,-0.06770595932431768,S132
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_mapped,31.0,29.1,388,40,78,0.131619033222751,0.09071574307696337,0.5397172790372061,9,0.09071574307696337,S132
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess33,score_excess33_nominal,33.0,33.0,388,0,0,0.0,0.0,,0,0.0,S132
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_nominal,31.0,31.0,388,64,2,0.22048958078076958,-0.22048958078076958,0.19158908820596704,62,-0.22048958078076958,S135
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_mapped,31.0,29.1,388,64,76,0.18619230864794928,-0.07146865945137741,0.5716367674518877,20,-0.07146865945137741,S135
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess33,score_excess33_nominal,33.0,33.0,388,9,0,0.010824742268041226,-0.010824742268041226,,9,-0.010824742268041226,S135
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_nominal,31.0,31.0,388,74,0,0.27835051546391754,-0.27835051546391754,,74,-0.27835051546391754,S137
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_mapped,31.0,29.1,388,74,71,0.24455733036495392,-0.17838840990377997,0.5505606693693991,28,-0.17838840990377997,S137
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess33,score_excess33_nominal,33.0,33.0,388,24,0,0.020618556701030945,-0.020618556701030945,,24,-0.020618556701030945,S137
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_nominal,31.0,31.0,388,6,0,0.00463917525773197,-0.00463917525773197,,6,-0.00463917525773197,S139
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_mapped,31.0,29.1,388,6,20,0.012911192711199178,0.006024725008862184,0.28173239666767125,5,0.006024725008862184,S139
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess33,score_excess33_nominal,33.0,33.0,388,0,0,0.0,0.0,,0,0.0,S139
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_nominal,31.0,31.0,388,23,5,0.026328604832309782,-0.02503461254437936,0.23021109274310242,18,-0.02503461254437936,S140
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_mapped,31.0,29.1,388,23,76,0.14318774194262332,0.12764161192212303,0.4254564773549081,4,0.12764161192212303,S140
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess33,score_excess33_nominal,33.0,33.0,388,0,0,0.0,0.0,,0,0.0,S140
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,station,official_excess31,score_excess31_nominal,31.0,31.0,388,51,1,0.13079719264627582,-0.13079719264627582,0.09452469287686777,50,-0.13079719264627582,S141
