field,source_file,source_role
grass_fraction,data/grid/v10/toa_payoh_grid_v10_features_overhead_sensitivity.csv;data/grid/v10/toa_payoh_grid_v10_features_umep_with_veg.csv,canonical_alias
water_fraction,data/grid/v10/toa_payoh_grid_v10_features_overhead_sensitivity.csv;data/grid/v10/toa_payoh_grid_v10_features_umep_with_veg.csv,canonical_alias
built_up_fraction,data/grid/v10/toa_payoh_grid_v10_features_overhead_sensitivity.csv;data/grid/v10/toa_payoh_grid_v10_features_umep_with_veg.csv,canonical_alias
impervious_fraction,data/grid/v10/toa_payoh_grid_v10_features_overhead_sensitivity.csv;data/grid/v10/toa_payoh_grid_v10_features_umep_with_veg.csv,canonical_alias
overhead_fraction_total,data/grid/v10/toa_payoh_grid_v10_features_overhead_sensitivity.csv,canonical_alias
overhead_fraction_elevated_road,data/grid/v10/toa_payoh_grid_v10_features_overhead_sensitivity.csv,canonical_alias
overhead_fraction_elevated_rail,data/grid/v10/toa_payoh_grid_v10_features_overhead_sensitivity.csv,canonical_alias
overhead_area_pedestrian_bridge_m2,data/grid/v10/toa_payoh_grid_v10_features_overhead_sensitivity.csv,canonical_alias
overhead_area_covered_walkway_m2,data/grid/v10/toa_payoh_grid_v10_features_overhead_sensitivity.csv,canonical_alias
n_overhead_features,data/grid/v10/toa_payoh_grid_v10_features_overhead_sensitivity.csv,canonical_alias
pedestrian_shelter_fraction,data/grid/v10/toa_payoh_grid_v10_features_overhead_sensitivity.csv,canonical_alias
transport_deck_fraction,data/grid/v10/toa_payoh_grid_v10_features_overhead_sensitivity.csv,canonical_alias
distance_to_water,data/grid/v10/toa_payoh_grid_v10_features_overhead_sensitivity.csv;data/grid/v10/toa_payoh_grid_v10_features_umep_with_veg.csv,canonical_alias
distance_to_park,data/grid/v10/toa_payoh_grid_v10_features_overhead_sensitivity.csv;data/grid/v10/toa_payoh_grid_v10_features_umep_with_veg.csv,canonical_alias
distance_to_road,,canonical_alias
