prediction_source,dataset_label,target_col,model,event_target,official_event_threshold_c,validation_scheme,fold_id,calibrator,status,train_event_count,train_non_event_count,low_support_bins,n,event_count,event_rate,Brier,log_loss,ROC_AUC,average_precision,ECE_10,MCE_10,calibration_intercept,calibration_slope,mean_predicted_probability,observed_event_rate,probability_bias
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,blocked_date_calibration,date_block_1,isotonic_score_calibration,fit,992,7942,,1539.0,204.0,0.13255360623781676,0.07982241932585421,0.27060529545158507,0.9102665785415289,0.5335024626184621,0.03788575311482433,0.6984563988049175,-0.10717068773557567,0.5293160816697476,0.10881677540995649,0.13255360623781676,-0.023736830827860267
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,blocked_date_calibration,date_block_2,isotonic_score_calibration,fit,907,7028,,2538.0,289.0,0.11386918833727344,0.07378513396839279,0.22840600053308382,0.9030972627588424,0.45762666013330605,0.01837238521544706,0.21982758620689657,-0.18294557174858808,0.6991323822851405,0.10714389465564722,0.11386918833727344,-0.006725293681626221
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,blocked_date_calibration,date_block_3,isotonic_score_calibration,fit,1149,6732,,2592.0,47.0,0.018132716049382717,0.02646836990893869,0.0918215176928137,0.9336496258830415,0.12670782632235963,0.046624869414467106,0.6182736657149132,-1.5101272485164232,1.110814199813818,0.06475758546384981,0.018132716049382717,0.0466248694144671
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,blocked_date_calibration,date_block_4,isotonic_score_calibration,fit,783,7749,,1941.0,413.0,0.21277691911385885,0.0854260450648382,0.2558211801026352,0.9524446014984217,0.8113905757573302,0.06950571976349147,0.321778582988214,1.1161994061393439,1.209055900169442,0.14332821734972795,0.21277691911385885,-0.0694487017641309
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,blocked_date_calibration,date_block_5,isotonic_score_calibration,fit,953,7657,,1863.0,243.0,0.13043478260869565,0.06583741115744088,0.20466387849395068,0.9432886247015191,0.6116670795810166,0.03438099670867745,0.24233716475095785,-0.2784361976689333,1.1789666249552,0.1552421715070646,0.13043478260869565,0.02480738889836895
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,blocked_date_calibration,date_block_1,empirical_bin_calibration,fit,992,7942,0.0,1539.0,204.0,0.13255360623781676,0.07897563219939167,0.2509346853985811,0.9082470441360064,0.5040352665592435,0.029332669520207338,0.07022095976838832,0.01457412980940608,0.6396171744406913,0.11009369903603289,0.13255360623781676,-0.02245990720178387
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,blocked_date_calibration,date_block_2,empirical_bin_calibration,fit,907,7028,0.0,2538.0,289.0,0.11386918833727344,0.07500882277424803,0.22823974423284576,0.902564153849231,0.4315718326451557,0.026184923674792436,0.13866014338306532,-0.20187239020924355,0.7245062498686935,0.11041185317601732,0.11386918833727344,-0.0034573351612561254
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,blocked_date_calibration,date_block_3,empirical_bin_calibration,fit,1149,6732,0.0,2592.0,47.0,0.018132716049382717,0.02710937649065749,0.09495881339754804,0.9328888517326421,0.12444873354844607,0.049755612297252866,0.5554952018830346,-1.5657424004431668,1.1289213379835565,0.06788832834663558,0.018132716049382717,0.049755612297252866
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,blocked_date_calibration,date_block_4,empirical_bin_calibration,fit,783,7749,0.0,1941.0,413.0,0.21277691911385885,0.09584111090287373,0.2767518065139604,0.9427688792261957,0.7227349800515056,0.08055248531086795,0.2635900261744041,1.2695950872146757,1.3106332972288424,0.13222443380299087,0.21277691911385885,-0.08055248531086798
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,blocked_date_calibration,date_block_5,empirical_bin_calibration,fit,953,7657,0.0,1863.0,243.0,0.13043478260869565,0.06633305611684708,0.2057397089682839,0.9359155108469237,0.5604636786987964,0.02771226446610222,0.13584411549302025,-0.20589840478772234,1.5747173307725055,0.15683785523891816,0.13043478260869565,0.026403072630222513
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,future_block_calibration,final_date_block_5,logistic_score_calibration,fit,953,7657,,1863.0,243.0,0.13043478260869565,0.06244370018444527,0.19638859788286403,0.9468272112990905,0.6360497547623465,0.02803446158055781,0.11006676967440082,-0.27324982636502493,1.316018050793777,0.15619068922285587,0.13043478260869565,0.025755906614160218
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,future_block_calibration,final_date_block_5,logistic_score_calibration_balanced,fit,953,7657,,1863.0,243.0,0.13043478260869565,0.1388900863631825,0.4389717618877741,0.9468272112990905,0.6360497547623465,0.2020571176422636,0.6121584726025507,-3.008882096247115,1.2181030111412332,0.33249190025095926,0.13043478260869565,0.2020571176422636
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,future_block_calibration,final_date_block_5,isotonic_score_calibration,fit,953,7657,,1863.0,243.0,0.13043478260869565,0.06583741115744088,0.20466387849395068,0.9432886247015191,0.6116670795810166,0.03438099670867745,0.24233716475095785,-0.2784361976689333,1.1789666249552,0.1552421715070646,0.13043478260869565,0.02480738889836895
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,future_block_calibration,final_date_block_5,empirical_bin_calibration,fit,953,7657,0.0,1863.0,243.0,0.13043478260869565,0.06633305611684708,0.2057397089682839,0.9359155108469237,0.5604636786987964,0.02771226446610222,0.13584411549302025,-0.20589840478772234,1.5747173307725055,0.15683785523891816,0.13043478260869565,0.026403072630222513
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S124,logistic_score_calibration,fit,1186,8899,,388.0,10.0,0.02577319587628866,0.05827141043545055,0.1763030187487715,0.9063492063492063,0.14755249215084398,0.09629949526184231,0.8157348999613232,-2.2366256391610864,0.8638257453767101,0.12207269113813096,0.02577319587628866,0.09629949526184231
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S125,logistic_score_calibration,fit,1144,8941,,388.0,52.0,0.13402061855670103,0.06042874699605838,0.19139380914507653,0.9512934981684982,0.7222188317326609,0.022592053907602848,0.2709398862308795,0.3365187379156543,0.9650537220622918,0.11382451321888422,0.13402061855670103,-0.020196105337816808
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S126,logistic_score_calibration,fit,1158,8927,,388.0,38.0,0.0979381443298969,0.06789410535072314,0.2049626604452077,0.91593984962406,0.5340600042732522,0.03851013384375912,0.3692476117012433,-0.4488534315595705,0.7854283273895979,0.11425994409655009,0.0979381443298969,0.016321799766653183
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S127,logistic_score_calibration,fit,1140,8945,,388.0,56.0,0.14432989690721648,0.06460517307904576,0.207140228414105,0.9507852839931152,0.7881227588770543,0.0429618551263782,0.3146891117760595,0.808843062290248,1.2582401774821674,0.11005346614421405,0.14432989690721648,-0.034276430763002436
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S128,logistic_score_calibration,fit,1139,8946,,388.0,57.0,0.14690721649484537,0.07852686621720147,0.23531047530643032,0.934965813324853,0.6669327532781201,0.04215150214265548,0.5101258657248139,0.4588652860333163,0.9225210155874716,0.11266403094615457,0.14690721649484537,-0.0342431855486908
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S129,logistic_score_calibration,fit,1149,8939,,385.0,47.0,0.12207792207792208,0.053718167910807905,0.1763770910462527,0.955810147299509,0.7999305499948351,0.02805475373260261,0.35716808731445127,0.5074128172224139,1.3704320360643023,0.11075518262194609,0.12207792207792208,-0.011322739455975991
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S130,logistic_score_calibration,fit,1164,8921,,388.0,32.0,0.08247422680412371,0.05108428739798556,0.16096150570693044,0.9439080056179776,0.5781365576187472,0.04217842390540228,0.3586094599635669,-0.43976028717164584,1.1904388053944444,0.11271765950182863,0.08247422680412371,0.030243432697704922
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S132,logistic_score_calibration,fit,1151,8934,,388.0,45.0,0.11597938144329897,0.05997062884237547,0.1849977900555563,0.9429867184969225,0.6816604214258856,0.02566523383586173,0.2664789895646118,0.027024548408167128,1.000560246877458,0.11445855719046771,0.11597938144329897,-0.0015208242528312599
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S135,logistic_score_calibration,fit,1127,8958,,388.0,69.0,0.17783505154639176,0.08679125066658863,0.2595871844181523,0.9487074644495934,0.7575149125293786,0.06696685814693933,0.4202087003704479,1.0614794053692078,0.9780195249213217,0.11086819339945242,0.17783505154639176,-0.06696685814693934
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S137,logistic_score_calibration,fit,1119,8966,,388.0,77.0,0.19845360824742267,0.10293399586314327,0.3168850800030705,0.9366935315488369,0.7378684139076128,0.09404201106205581,0.8187953400368181,1.2846288085292439,0.9971793373175233,0.10863219172163911,0.19845360824742267,-0.08982141652578356
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S139,logistic_score_calibration,fit,1188,8897,,388.0,8.0,0.020618556701030927,0.03741341974853875,0.13922670419205557,0.9460526315789474,0.3902875277875278,0.0903920378134998,0.4386935897955347,-1.9770332999668072,1.694672427283941,0.11101059451453071,0.020618556701030927,0.09039203781349979
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S140,logistic_score_calibration,fit,1169,8916,,388.0,27.0,0.06958762886597938,0.04980502481492767,0.15379468743506736,0.9479839950754078,0.63355726452361,0.049767096085302,0.5335563922184242,-0.9090424262800955,1.12499341053879,0.11663990206094368,0.06958762886597938,0.0470522731949643
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S141,logistic_score_calibration,fit,1143,8942,,388.0,53.0,0.13659793814432988,0.07663014071700218,0.23901751593405263,0.9221064488876374,0.6362055751226636,0.0331046212185169,0.17294063058766201,0.1969996802833453,0.8389591109892375,0.11360262843899202,0.13659793814432988,-0.022995309705337863
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S142,logistic_score_calibration,fit,1112,8973,,388.0,84.0,0.21649484536082475,0.09736727781215326,0.2973553237140347,0.9661654135338347,0.902112189513721,0.1118021667700925,0.4994754724790269,2.3578467954395768,1.3986850874609884,0.10469267859073222,0.21649484536082475,-0.11180216677009253
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S143,logistic_score_calibration,fit,1142,8943,,388.0,54.0,0.13917525773195877,0.06579675691253609,0.20064069528812786,0.9479929030827234,0.6802948385853539,0.023037980461770958,0.16296002864590364,0.28155277977130105,0.9650200020209942,0.12100979975730956,0.13917525773195877,-0.018165457974649205
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S144,logistic_score_calibration,fit,1152,8933,,388.0,44.0,0.1134020618556701,0.05856812458309191,0.1882871173746231,0.9396802325581396,0.6889947264986938,0.02483756164150651,0.2719555544999809,0.15170252868722667,1.1529063170642075,0.1121994763270679,0.1134020618556701,-0.0012025855286021958
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S145,logistic_score_calibration,fit,1148,8937,,388.0,48.0,0.12371134020618557,0.05222027824647087,0.1668448554978659,0.9596200980392157,0.804961734927973,0.03207340524890387,0.25235844658519013,0.299774724677294,1.1926947477950147,0.11470935406186086,0.12371134020618557,-0.009001986144324708
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S146,logistic_score_calibration,fit,1167,8918,,388.0,29.0,0.07474226804123711,0.04421810468476621,0.14431768182834814,0.9574488521755835,0.75416082749085,0.05022206579954334,0.39523591242795464,-0.6992470058522411,1.3722680451457352,0.11576197395379079,0.07474226804123711,0.041019705912553675
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S147,logistic_score_calibration,fit,1141,8944,,388.0,55.0,0.14175257731958762,0.06144958501582902,0.2002729895889866,0.9532623532623532,0.8126898839022736,0.0498673259415022,0.3441449058143612,0.8310019719893122,1.3233482953017335,0.11005672599766778,0.14175257731958762,-0.03169585132191985
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S148,logistic_score_calibration,fit,1175,8910,,388.0,21.0,0.05412371134020619,0.05286998955032392,0.16895219309929674,0.9309718437783833,0.4243637562005888,0.06907632691054087,0.43191857768142694,-1.271324249451333,1.0930182125130001,0.12224332458167354,0.05412371134020619,0.06811961324146736
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S149,logistic_score_calibration,fit,1165,8920,,388.0,31.0,0.07989690721649484,0.05315353479989727,0.1717871877865545,0.9371103280021686,0.5538329695464479,0.041690097304209,0.2291776763767034,-0.6381233145830175,1.1341192747560698,0.12059655798176026,0.07989690721649484,0.040699650765265424
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S150,logistic_score_calibration,fit,1162,8923,,388.0,34.0,0.08762886597938144,0.0530579764356482,0.16807785305109652,0.9402625456962447,0.620629251152415,0.03662264528366939,0.2589209759949661,-0.360694941582153,1.1303493244912173,0.11278691411769778,0.08762886597938144,0.025158048138316347
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S151,logistic_score_calibration,fit,1138,8947,,388.0,58.0,0.14948453608247422,0.06285153846282876,0.1998897154047339,0.9552246603970742,0.7740713265824164,0.03627501583745754,0.33901311097104514,0.5350978809703492,1.1290279755253048,0.12337993105503489,0.14948453608247422,-0.02610460502743933
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S153,logistic_score_calibration,fit,1159,8926,,388.0,37.0,0.09536082474226804,0.05358802119153525,0.16880211998157962,0.9425579425579426,0.6930237380710683,0.037685903560175184,0.30862290792392083,-0.3407509608001532,1.0290593879625565,0.11487709409051254,0.09536082474226804,0.019516269348244505
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S180,logistic_score_calibration,fit,1149,8936,,388.0,47.0,0.1211340206185567,0.06214114273727233,0.18977647419199142,0.9442191302177575,0.6546603635513046,0.025195579081606224,0.2539085105239435,0.1298875742454298,1.0009137087356517,0.113638785168863,0.1211340206185567,-0.007495235449693702
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S184,logistic_score_calibration,fit,1160,8925,,388.0,36.0,0.09278350515463918,0.05811975453817053,0.18279893482070572,0.930871212121212,0.561041681234082,0.025135359793939417,0.3345153282624045,-0.46210705463153195,0.9368512798763056,0.11686993734924209,0.09278350515463918,0.024086432194602908
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S187,logistic_score_calibration,fit,1149,8936,,388.0,47.0,0.1211340206185567,0.060303133811676415,0.19102429115004474,0.9429088413302552,0.6839569048738904,0.016933549475434725,0.23477582072831038,0.28871100110438974,1.1287569418010843,0.11056701896703193,0.1211340206185567,-0.010567001651524771
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S124,logistic_score_calibration_balanced,fit,1186,8899,,388.0,10.0,0.02577319587628866,0.17167896060496732,0.5336173268335127,0.9063492063492063,0.14755249215084398,0.25222677951136346,0.7982508168536386,-3.9753660725156625,0.8163257556638892,0.2779999753876521,0.02577319587628866,0.2522267795113634
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S125,logistic_score_calibration_balanced,fit,1144,8941,,388.0,52.0,0.13402061855670103,0.0864471215478921,0.2759309222087676,0.9512934981684982,0.7222188317326609,0.10284199279098391,0.4970164239124306,-1.6471897779860698,0.9086991213761337,0.23686261134768494,0.13402061855670103,0.10284199279098391
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S126,logistic_score_calibration_balanced,fit,1158,8927,,388.0,38.0,0.0979381443298969,0.12167307318205853,0.37874902171308095,0.91593984962406,0.5340600042732522,0.15160938875806507,0.588583085843684,-2.0548050506211815,0.7436230340441945,0.24954753308796196,0.0979381443298969,0.15160938875806507
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S127,logistic_score_calibration_balanced,fit,1140,8945,,388.0,56.0,0.14432989690721648,0.09440451611465618,0.2929963909778371,0.9507852839931152,0.7881227588770543,0.12595765054500843,0.5432316240354831,-1.7828219986583804,1.1840543367975307,0.27028754745222494,0.14432989690721648,0.12595765054500846
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S128,logistic_score_calibration_balanced,fit,1139,8946,,388.0,57.0,0.14690721649484537,0.09758346443878854,0.30830969602053415,0.934965813324853,0.6669327532781201,0.1102437577421728,0.4796552950663676,-1.4442169773409426,0.8737365048387948,0.2550737810830324,0.14690721649484537,0.10816656458818705
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S129,logistic_score_calibration_balanced,fit,1149,8939,,385.0,47.0,0.12207792207792208,0.09996398156383608,0.3088939309209416,0.955810147299509,0.7999305499948351,0.14836001348651093,0.557244715718552,-2.3008306242680057,1.286910576926182,0.270437935564433,0.12207792207792208,0.14836001348651096
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S130,logistic_score_calibration_balanced,fit,1164,8921,,388.0,32.0,0.08247422680412371,0.1226875090171818,0.3753174603564905,0.9439080056179776,0.5781365576187472,0.18121903902679148,0.6525006860390565,-2.8555158817575927,1.118280086192904,0.2636932658309152,0.08247422680412371,0.18121903902679148
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S132,logistic_score_calibration_balanced,fit,1151,8934,,388.0,45.0,0.11597938144329897,0.10385228712885032,0.32140533534008764,0.9429867184969225,0.6816604214258856,0.13542287386473234,0.5456952191556461,-2.0237605008692574,0.9441342390895496,0.25140225530803134,0.11597938144329897,0.13542287386473237
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S135,logistic_score_calibration_balanced,fit,1127,8958,,388.0,69.0,0.17783505154639176,0.08031303505458914,0.25531095776791035,0.9487074644495934,0.7575149125293786,0.06793476493888026,0.40900095928913444,-0.9678005936252857,0.9278110618140912,0.244882846202642,0.17783505154639176,0.06704779465625024
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S137,logistic_score_calibration_balanced,fit,1119,8966,,388.0,77.0,0.19845360824742267,0.08833059382805472,0.2819063218869598,0.9366935315488369,0.7378684139076128,0.07275680929169495,0.19082507830961537,-0.792210078627193,0.9439645703014783,0.2614438129259052,0.19845360824742267,0.06299020467848251
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S139,logistic_score_calibration_balanced,fit,1188,8897,,388.0,8.0,0.020618556701030927,0.169494948016966,0.5154426430394667,0.9460526315789474,0.3902875277875278,0.29503336116897444,0.8522505490399337,-5.371676551390772,1.5864181264952895,0.3156519178700054,0.020618556701030927,0.2950333611689745
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S140,logistic_score_calibration_balanced,fit,1169,8916,,388.0,27.0,0.06958762886597938,0.12744475542791975,0.3905507672555789,0.9479839950754078,0.63355726452361,0.18277004639857608,0.6788381671513768,-3.187518013094907,1.0597901621102572,0.2523576752645555,0.06958762886597938,0.1827700463985761
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S141,logistic_score_calibration_balanced,fit,1143,8942,,388.0,53.0,0.13659793814432988,0.10827216245785556,0.3356664632734788,0.9221064488876374,0.6362055751226636,0.11934086386560744,0.40346799090756374,-1.5284198178062904,0.7915570443026808,0.25449761493430634,0.13659793814432988,0.11789967678997645
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S142,logistic_score_calibration_balanced,fit,1112,8973,,388.0,84.0,0.21649484536082475,0.06425873508788095,0.2133075094552999,0.9661654135338347,0.902112189513721,0.05801384348361197,0.28965467923505583,-0.5668779611180772,1.3223043969264665,0.258939007828734,0.21649484536082475,0.042444162467909274
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S143,logistic_score_calibration_balanced,fit,1142,8943,,388.0,54.0,0.13917525773195877,0.09295223153053973,0.2982720463099923,0.9479929030827234,0.6802948385853539,0.11360052301654566,0.4054057530666413,-1.7061570672197033,0.9122438881654655,0.25277578074850443,0.13917525773195877,0.11360052301654566
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S144,logistic_score_calibration_balanced,fit,1152,8933,,388.0,44.0,0.1134020618556701,0.11183492489392183,0.3442867821129907,0.9396802325581396,0.6889947264986938,0.15873985650861452,0.5584244147587702,-2.2059002351356116,1.0836112692296456,0.27214191836428464,0.1134020618556701,0.15873985650861455
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S145,logistic_score_calibration_balanced,fit,1148,8937,,388.0,48.0,0.12371134020618557,0.09367525147141942,0.28420281975104783,0.9596200980392157,0.804961734927973,0.12569117118919396,0.5413342088823692,-2.1453485827811054,1.121101314105569,0.24940251139537953,0.12371134020618557,0.12569117118919396
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,station_S146,logistic_score_calibration_balanced,fit,1167,8918,,388.0,29.0,0.07474226804123711,0.12464533663323552,0.3723633217015964,0.9574488521755835,0.75416082749085,0.18171643346354466,0.7820197232181184,-3.4790036816379084,1.2879416754463107,0.2564587015047818,0.07474226804123711,0.18171643346354466
