prediction_source,dataset_label,target_col,model,event_target,official_event_threshold_c,validation_scheme,calibrator,n_folds_evaluated,n,event_count,event_rate,Brier,log_loss,ROC_AUC,average_precision,ECE_10,MCE_10,calibration_intercept,calibration_slope,mean_predicted_probability,observed_event_rate,probability_bias
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,empirical_bin_calibration,27,10473,1196,0.11419841497183233,0.06306600524105119,0.19521394946584744,0.918059029000769,0.47916720972099913,0.009831589002824694,0.33059549577406716,-0.01570818294899101,0.980446649635026,0.11430753546530796,0.11419841497183233,0.00010912049347562569
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,blocked_date_calibration,logistic_score_calibration,5,10473,119,0.0113625513224482,0.010646287914134914,0.04542881984153134,0.9193467226566114,0.09012443474103164,0.0008300324827963697,0.24530690752081163,-0.12644209479214194,0.9448210692214308,0.010849003270627789,0.0113625513224482,-0.0005135480518204116
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,blocked_date_calibration,logistic_score_calibration_balanced,5,10473,119,0.0113625513224482,0.12662786953650784,0.3746402102902167,0.9231426006755802,0.12776524169795084,0.1939766325358595,0.8255174701547578,-4.397789133398833,0.8689690052035568,0.2053391838583077,0.0113625513224482,0.1939766325358595
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,blocked_date_calibration,isotonic_score_calibration,5,10473,119,0.0113625513224482,0.011010247392843054,0.04803534274899902,0.9008916295898309,0.06254247890840511,0.0036572766925337696,0.75,-1.0194407135010604,0.6346167504816587,0.010065857464177519,0.0113625513224482,-0.0012966938582706818
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,blocked_date_calibration,empirical_bin_calibration,5,10473,119,0.0113625513224482,0.010776146172729725,0.04660938048495004,0.9006684381305159,0.06376635095274395,0.0003488557656919321,0.0003488557656919321,-0.4727904540743449,0.8345315708001859,0.011013695556756268,0.0113625513224482,-0.0003488557656919321
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,future_block_calibration,logistic_score_calibration,1,1863,18,0.00966183574879227,0.009605737571169407,0.04276694145100149,0.9126769045468233,0.05434806453753948,0.007926021674079273,0.06701159697036702,-0.21827438137004082,1.160148003322139,0.017587857422871542,0.00966183574879227,0.007926021674079272
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,future_block_calibration,logistic_score_calibration_balanced,1,1863,18,0.00966183574879227,0.1792638700324798,0.5260708993678436,0.9126769045468233,0.05434806453753948,0.25892794577636985,0.8808432282695922,-5.263392337186729,1.044514897950189,0.2685897815251621,0.00966183574879227,0.25892794577636985
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,future_block_calibration,isotonic_score_calibration,1,1863,18,0.00966183574879227,0.009700441483114441,0.043017430415110726,0.9044715447154472,0.04987631523017879,0.0067366969023873145,0.20754716981132076,-0.6753336964094623,0.9605790868891945,0.016398532651179586,0.00966183574879227,0.006736696902387316
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,future_block_calibration,empirical_bin_calibration,1,1863,18,0.00966183574879227,0.00938857879066089,0.0422916104489472,0.9119241192411924,0.052478134110787174,0.008788317154839362,0.008788317154839362,5.261628668843272,3.4094435872815216,0.018450152903631632,0.00966183574879227,0.008788317154839362
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,station_grouped_calibration,logistic_score_calibration,27,10473,119,0.0113625513224482,0.010667758765237154,0.046162676064034514,0.9127921982005088,0.10003706119646515,0.001263829528728487,0.049214323261401155,-0.30616194767926236,0.8987187595234416,0.011379231576434888,0.0113625513224482,1.6680253986687404e-05
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,station_grouped_calibration,logistic_score_calibration_balanced,27,10473,119,0.0113625513224482,0.12664421845989776,0.37150745594668166,0.9225907090670922,0.12156956218109596,0.19491054131942817,0.8244268179128639,-4.416072304857916,0.9081472512888963,0.20627309264187638,0.0113625513224482,0.19491054131942817
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,station_grouped_calibration,isotonic_score_calibration,27,10473,119,0.0113625513224482,0.010940132662386406,0.050137064694109244,0.8977977901610712,0.08732619003270195,0.0016613404469309277,0.999999,-1.5196560756272,0.5108676208359155,0.011449912067251704,0.0113625513224482,8.736074480350346e-05
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,station_grouped_calibration,empirical_bin_calibration,27,10473,119,0.0113625513224482,0.010793585189061261,0.046902530487184055,0.8779098079254881,0.048853539371820305,4.405711126944517e-07,4.405711126944517e-07,-0.6498483955036031,0.7848742962163631,0.011362110751335506,0.0113625513224482,-4.405711126944517e-07
loso_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,ge31,31.0,blocked_date_calibration,logistic_score_calibration,5,10473,1196,0.11419841497183233,0.06448975988677741,0.1995052983847768,0.9311143861738834,0.594070171626753,0.014507873367446902,0.9055311705349016,-0.022616808134757038,0.958505262323479,0.11342301191357851,0.11419841497183233,-0.0007754030582538263
loso_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,ge31,31.0,blocked_date_calibration,logistic_score_calibration_balanced,5,10473,1196,0.11419841497183233,0.10907758237482922,0.3383204901630521,0.9363763477337955,0.625329141014895,0.14207737095268597,0.48962605390672603,-2.0149013192622767,0.9067065915106091,0.25627578592451833,0.11419841497183233,0.142077370952686
