dataset_label,target_col,model,event_target,calibrator,validation_scheme_count,mean_Brier,std_Brier,mean_log_loss,std_log_loss,mean_average_precision,std_average_precision,mean_ROC_AUC,std_ROC_AUC,mean_ECE,std_ECE,mean_probability_bias,std_probability_bias
hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge31,empirical_bin_calibration,3,0.04537490435127975,0.0015794055039163716,0.14694335905708708,0.0032302148412784834,0.2974588673296474,0.0359562214577045,0.9130224206746099,0.011800187198129973,0.011627118366096922,0.008226675258576628,0.00454907713469736,0.008351380427396351
hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge31,isotonic_score_calibration,3,0.044241091352830685,0.001781675454097072,0.14464273614439951,0.003405057829252483,0.3892090322128842,0.031330710626154654,0.9282608585369191,0.011987288821600066,0.015124138835105343,0.00641372543627927,0.003122637783180534,0.006843020794592014
hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge31,logistic_score_calibration,3,0.04340708257708689,0.001080815767250635,0.14135611683907587,0.001126847109787606,0.40613660072996804,0.018590508468709906,0.9315659879310806,0.009809153264661398,0.013176323144220391,0.008739962777389164,0.005338980563328692,0.008371839386937426
hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge31,logistic_score_calibration_balanced,3,0.13334107477400978,0.01917323248255707,0.4080805088696801,0.06162091036733643,0.42447541130005106,0.006363925249772452,0.9337802614235153,0.008151906138835027,0.1977279673842308,0.029877806528954262,0.1977279673842308,0.02987780652895429
hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,empirical_bin_calibration,3,0.002607030191967133,0.0003240909410434695,0.015549643634396851,0.0018226465048684153,0.013073327475251799,0.0015644315363341735,0.8780257533699295,0.026498583175395704,0.0009788860985040693,0.0013002787521820744,0.0009000070417820306,0.0013560715880673296
hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,isotonic_score_calibration,3,0.001931810050411967,0.00016779263201463542,0.011951264461636356,0.001013159099156758,0.01606301446000372,0.0059048029551031405,0.8906996383875706,0.03571622167997363,0.0012440508757292227,0.0006921233443796514,0.0012440508757292222,0.0006921233443796517
hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,logistic_score_calibration,3,0.002598998834229571,0.0003206288750589157,0.014885222646712064,0.0015591392462161856,0.021684862607185454,0.0019236334556578469,0.9122051890332447,0.016569669595689698,0.0008831511459423432,0.0010985842654576284,0.0007477826363402618,0.0011948491384598972
hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,ge33,logistic_score_calibration_balanced,3,0.14957866325337923,0.02572928601176511,0.440782546734189,0.07337931720914737,0.04378566501077282,0.02054357356140815,0.9220863428098308,0.008354405752770471,0.2369823244430361,0.03107827676294362,0.2369823244430361,0.03107827676294362
hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,empirical_bin_calibration,3,0.04526932741468004,0.0011454882719745163,0.145912319397444,0.0029093458836350616,0.3005483815286331,0.048595744465761925,0.9145346176387444,0.014752179689816618,0.013378894341473652,0.010357983957440699,0.003807171586941512,0.006794042733429531
hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,isotonic_score_calibration,3,0.04305172238416113,0.000932159436635217,0.141932041155524,0.005698070524169673,0.41141527523692584,0.05340118672657387,0.9324258410949818,0.016160200470019485,0.016241670920261297,0.007421112114617756,0.005693568388673628,0.009052524176396662
hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,logistic_score_calibration,3,0.04255780473092385,0.0004703400479432717,0.1388838693758229,0.0024478754960840414,0.43084401271396716,0.05170649689226639,0.9355363392075863,0.013587239296285036,0.012818982983549344,0.008800637280698551,0.0059578487473285315,0.009254627873312321
hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge31,logistic_score_calibration_balanced,3,0.13225359834438824,0.019390952125235034,0.40335583526425234,0.06182116757010642,0.4492335036517619,0.03601877973538638,0.9380328016607017,0.01171740416548699,0.19210535762228112,0.028933436568265896,0.1921053576222811,0.02893343656826589
hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge33,empirical_bin_calibration,3,0.0026077186567105455,0.00033237036487653395,0.016009327607827886,0.002188617215204493,0.012362581663116656,0.0009131864272432102,0.8643627190541207,0.037320998784702915,0.0008655389389102017,0.0011342870292702426,0.0007798800109974166,0.001194802028784342
hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge33,isotonic_score_calibration,3,0.0019143976339720075,0.00018360753798990864,0.0120165005597487,0.0012153149559809093,0.019452433507882855,0.007698965756018718,0.8917251742177547,0.06155649995448261,0.0013927057884496293,0.0007754333232939587,0.0013927057884496293,0.0007754333232939586
hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge33,logistic_score_calibration,3,0.0025987434917638334,0.0003301760539793744,0.014908417637590257,0.0017553766350862983,0.022500169708685066,0.0027680344377838703,0.915812650328594,0.026774576758181862,0.0009212692802213168,0.0011782497806373967,0.0008154622939360588,0.0012538065558211592
hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,ge33,logistic_score_calibration_balanced,3,0.1531252943579925,0.027270001098093556,0.4536244938532427,0.08052013557206932,0.031596993043158085,0.003681118009549462,0.9268290674926699,0.018374791196549785,0.2357495070943656,0.030912816212282042,0.2357495070943655,0.030912816212281986
