source_path,row_id,model_name,official_wbgt_c,model_score,station_id,hour_sgt,timestamp,date,cv_scheme,fold,residual_c,abs_error_c,obs_ge31,pred_ge31_fixed,obs_ge33,pred_ge33_fixed,ge31_event_class,observed_wbgt_bin,predicted_score_bin,ge33_exploratory_flag
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,816,M7_compact_weather_ridge,33.1,31.91636217214753,S142,12,2026-05-07 12:00:00+08:00,2026-05-07,time_block,time_block_01,1.183637827852472,1.183637827852472,True,True,True,False,hit,>=33,31-32,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,816,M7_compact_weather_ridge,33.1,31.8973234173266,S142,12,2026-05-07 12:00:00+08:00,2026-05-07,loso,S142,1.2026765826734014,1.2026765826734014,True,True,True,False,hit,>=33,31-32,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,816,M4_inertia_ridge,33.1,31.558529493132664,S142,12,2026-05-07 12:00:00+08:00,2026-05-07,time_block,time_block_01,1.5414705068673378,1.5414705068673378,True,True,True,False,hit,>=33,31-32,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,817,M7_compact_weather_ridge,33.1,31.513050167573716,S142,13,2026-05-07 13:00:00+08:00,2026-05-07,loso,S142,1.586949832426285,1.586949832426285,True,True,True,False,hit,>=33,31-32,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,603,M7_compact_weather_ridge,33.1,31.434188056442807,S137,12,2026-05-10 12:00:00+08:00,2026-05-10,loso,S137,1.6658119435571948,1.6658119435571948,True,True,True,False,hit,>=33,31-32,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,816,M4_inertia_ridge,33.1,31.41562391177828,S142,12,2026-05-07 12:00:00+08:00,2026-05-07,loso,S142,1.6843760882217218,1.6843760882217218,True,True,True,False,hit,>=33,31-32,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,817,M4_inertia_ridge,33.1,31.327129533434995,S142,13,2026-05-07 13:00:00+08:00,2026-05-07,loso,S142,1.7728704665650064,1.7728704665650064,True,True,True,False,hit,>=33,31-32,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,604,M7_compact_weather_ridge,33.1,31.21260152321189,S137,13,2026-05-10 13:00:00+08:00,2026-05-10,loso,S137,1.8873984767881105,1.8873984767881105,True,True,True,False,hit,>=33,31-32,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,817,M4_inertia_ridge,33.1,31.122139367315977,S142,13,2026-05-07 13:00:00+08:00,2026-05-07,time_block,time_block_01,1.977860632684024,1.977860632684024,True,True,True,False,hit,>=33,31-32,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,604,M4_inertia_ridge,33.1,31.10099661954182,S137,13,2026-05-10 13:00:00+08:00,2026-05-10,loso,S137,1.9990033804581806,1.9990033804581806,True,True,True,False,hit,>=33,31-32,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,603,M4_inertia_ridge,33.1,31.04627680938647,S137,12,2026-05-10 12:00:00+08:00,2026-05-10,loso,S137,2.053723190613532,2.053723190613532,True,True,True,False,hit,>=33,31-32,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,817,M7_compact_weather_ridge,33.1,31.037574577923472,S142,13,2026-05-07 13:00:00+08:00,2026-05-07,time_block,time_block_01,2.0624254220765295,2.0624254220765295,True,True,True,False,hit,>=33,31-32,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,604,M4_inertia_ridge,33.1,30.90632637808294,S137,13,2026-05-10 13:00:00+08:00,2026-05-10,time_block,time_block_04,2.1936736219170605,2.1936736219170605,True,False,True,False,miss,>=33,30.5-31,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,603,M4_inertia_ridge,33.1,30.713598136660057,S137,12,2026-05-10 12:00:00+08:00,2026-05-10,time_block,time_block_04,2.3864018633399446,2.3864018633399446,True,False,True,False,miss,>=33,30.5-31,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,976,M7_compact_weather_ridge,33.0,32.31073723902554,S144,13,2026-05-10 13:00:00+08:00,2026-05-10,time_block,time_block_04,0.6892627609744579,0.6892627609744579,True,True,True,False,hit,>=33,32-33,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,258,M7_compact_weather_ridge,33.0,32.01938371755636,S128,12,2026-05-07 12:00:00+08:00,2026-05-07,loso,S128,0.9806162824436413,0.9806162824436413,True,True,True,False,hit,>=33,32-33,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,258,M7_compact_weather_ridge,33.0,31.858394251931895,S128,12,2026-05-07 12:00:00+08:00,2026-05-07,time_block,time_block_01,1.1416057480681054,1.1416057480681054,True,True,True,False,hit,>=33,31-32,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,258,M4_inertia_ridge,33.0,31.809129886452403,S128,12,2026-05-07 12:00:00+08:00,2026-05-07,loso,S128,1.1908701135475965,1.1908701135475965,True,True,True,False,hit,>=33,31-32,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,258,M4_inertia_ridge,33.0,31.75825548438578,S128,12,2026-05-07 12:00:00+08:00,2026-05-07,time_block,time_block_01,1.2417445156142186,1.2417445156142186,True,True,True,False,hit,>=33,31-32,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,976,M7_compact_weather_ridge,33.0,31.48090554572108,S144,13,2026-05-10 13:00:00+08:00,2026-05-10,loso,S144,1.519094454278921,1.519094454278921,True,True,True,False,hit,>=33,31-32,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,976,M4_inertia_ridge,33.0,31.30847199915092,S144,13,2026-05-10 13:00:00+08:00,2026-05-10,loso,S144,1.691528000849079,1.691528000849079,True,True,True,False,hit,>=33,31-32,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,976,M4_inertia_ridge,33.0,31.23469218566541,S144,13,2026-05-10 13:00:00+08:00,2026-05-10,time_block,time_block_04,1.7653078143345908,1.7653078143345908,True,True,True,False,hit,>=33,31-32,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,757,M4_inertia_ridge,33.0,30.75115287804096,S141,15,2026-05-07 15:00:00+08:00,2026-05-07,loso,S141,2.2488471219590416,2.2488471219590416,True,False,True,False,miss,>=33,30.5-31,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,757,M7_compact_weather_ridge,33.0,30.321376901592537,S141,15,2026-05-07 15:00:00+08:00,2026-05-07,loso,S141,2.6786230984074635,2.6786230984074635,True,False,True,False,miss,>=33,30-30.5,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,757,M4_inertia_ridge,33.0,30.04920342636341,S141,15,2026-05-07 15:00:00+08:00,2026-05-07,time_block,time_block_01,2.950796573636591,2.950796573636591,True,False,True,False,miss,>=33,30-30.5,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,757,M7_compact_weather_ridge,33.0,29.61734957305593,S141,15,2026-05-07 15:00:00+08:00,2026-05-07,time_block,time_block_01,3.382650426944071,3.382650426944071,True,False,True,False,miss,>=33,29-30,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,108,M7_compact_weather_ridge,28.5,33.357711693666666,S125,13,2026-05-10 13:00:00+08:00,2026-05-10,time_block,time_block_04,-4.8577116936666656,4.8577116936666656,False,True,False,True,false_alarm,28-29,>=33,exploratory_only
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,914,M7_compact_weather_ridge,28.5,33.30704430207804,S143,13,2026-05-10 13:00:00+08:00,2026-05-10,time_block,time_block_04,-4.80704430207804,4.80704430207804,False,True,False,True,false_alarm,28-29,>=33,exploratory_only
