source_path,row_id,model_name,official_wbgt_c,model_score,station_id,hour_sgt,timestamp,date,cv_scheme,fold,residual_c,abs_error_c,obs_ge31,pred_ge31_fixed,obs_ge33,pred_ge33_fixed,ge31_event_class,observed_wbgt_bin,predicted_score_bin
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,542,M7_compact_weather_ridge,29.3,31.39785106925347,S135,13,2026-05-10 13:00:00+08:00,2026-05-10,loso,S135,-2.097851069253469,2.097851069253469,False,True,False,False,false_alarm,29-30,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,169,M7_compact_weather_ridge,30.9,31.394489180675556,S126,12,2026-05-10 12:00:00+08:00,2026-05-10,loso,S126,-0.4944891806755578,0.4944891806755578,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1284,M7_compact_weather_ridge,30.8,31.3888229574019,S149,11,2026-05-10 11:00:00+08:00,2026-05-10,loso,S149,-0.5888229574018986,0.5888229574018986,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,443,M4_inertia_ridge,29.5,31.38460912742753,S132,11,2026-05-07 11:00:00+08:00,2026-05-07,time_block,time_block_01,-1.884609127427531,1.884609127427531,False,True,False,False,false_alarm,29-30,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1435,M4_inertia_ridge,30.8,31.38460912742753,S153,11,2026-05-07 11:00:00+08:00,2026-05-07,time_block,time_block_01,-0.5846091274275302,0.5846091274275302,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1435,M4_inertia_ridge,30.8,31.382147747485448,S153,11,2026-05-07 11:00:00+08:00,2026-05-07,loso,S153,-0.5821477474854468,0.5821477474854468,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,45,M4_inertia_ridge,29.2,31.37176416692732,S124,12,2026-05-10 12:00:00+08:00,2026-05-10,loso,S124,-2.1717641669273213,2.1717641669273213,False,True,False,False,false_alarm,29-30,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1065,M4_inertia_ridge,30.7,31.370598496605407,S146,13,2026-05-07 13:00:00+08:00,2026-05-07,loso,S146,-0.6705984966054075,0.6705984966054075,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,629,M7_compact_weather_ridge,29.6,31.363331676888137,S139,11,2026-05-07 11:00:00+08:00,2026-05-07,time_block,time_block_01,-1.7633316768881357,1.7633316768881357,False,True,False,False,false_alarm,29-30,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,629,M7_compact_weather_ridge,29.6,31.357911223864857,S139,11,2026-05-07 11:00:00+08:00,2026-05-07,loso,S139,-1.7579112238648555,1.7579112238648555,False,True,False,False,false_alarm,29-30,31-32
