scenario,hour,metric_a,metric_b,spearman_r,n_cells,emphasis_pair
overhead_as_canopy,13,tmrt_mean_c,tmrt_p90_c,0.9452173913043478,24,True
overhead_as_canopy,13,tmrt_mean_c,tmrt_p95_c,0.8156521739130433,24,False
overhead_as_canopy,13,tmrt_mean_c,tmrt_max_c,0.6547826086956522,24,False
overhead_as_canopy,13,tmrt_mean_c,pct_pixels_tmrt_ge_40,0.9867362703364349,24,True
overhead_as_canopy,13,tmrt_mean_c,pct_pixels_tmrt_ge_45,0.9963035678011337,24,True
overhead_as_canopy,13,tmrt_mean_c,pct_pixels_tmrt_ge_50,0.9963035678011337,24,True
overhead_as_canopy,13,tmrt_mean_c,pct_pixels_tmrt_ge_55,0.9963035678011337,24,True
overhead_as_canopy,13,tmrt_p50_c,tmrt_p75_c,0.9686956521739128,24,False
overhead_as_canopy,13,tmrt_p50_c,tmrt_p90_c,0.9104347826086956,24,True
overhead_as_canopy,13,tmrt_p50_c,tmrt_p95_c,0.7391304347826086,24,False
overhead_as_canopy,13,tmrt_p50_c,tmrt_max_c,0.5626086956521739,24,False
overhead_as_canopy,13,tmrt_p50_c,pct_pixels_tmrt_ge_40,0.9471624490051809,24,False
overhead_as_canopy,13,tmrt_p50_c,pct_pixels_tmrt_ge_45,0.9567297464698796,24,False
overhead_as_canopy,13,tmrt_p50_c,pct_pixels_tmrt_ge_50,0.9567297464698796,24,False
overhead_as_canopy,13,tmrt_p50_c,pct_pixels_tmrt_ge_55,0.9567297464698796,24,False
overhead_as_canopy,13,tmrt_p75_c,tmrt_p90_c,0.9591304347826086,24,True
overhead_as_canopy,13,tmrt_p75_c,tmrt_p95_c,0.8182608695652173,24,False
overhead_as_canopy,13,tmrt_p75_c,tmrt_max_c,0.6373913043478261,24,False
overhead_as_canopy,13,tmrt_p75_c,pct_pixels_tmrt_ge_40,0.9715155698244141,24,False
overhead_as_canopy,13,tmrt_p75_c,pct_pixels_tmrt_ge_45,0.9819526216040856,24,False
overhead_as_canopy,13,tmrt_p75_c,pct_pixels_tmrt_ge_50,0.9819526216040856,24,False
overhead_as_canopy,13,tmrt_p75_c,pct_pixels_tmrt_ge_55,0.9819526216040856,24,False
overhead_as_canopy,13,tmrt_p90_c,tmrt_p95_c,0.9095652173913044,24,True
overhead_as_canopy,13,tmrt_p90_c,tmrt_max_c,0.7469565217391304,24,True
overhead_as_canopy,13,tmrt_p90_c,pct_pixels_tmrt_ge_40,0.9319417484931601,24,True
overhead_as_canopy,13,tmrt_p90_c,pct_pixels_tmrt_ge_45,0.9432485545878041,24,True
overhead_as_canopy,13,tmrt_p90_c,pct_pixels_tmrt_ge_50,0.9432485545878041,24,True
overhead_as_canopy,13,tmrt_p90_c,pct_pixels_tmrt_ge_55,0.9432485545878041,24,True
overhead_as_canopy,13,tmrt_p95_c,tmrt_max_c,0.8913043478260868,24,False
overhead_as_canopy,13,tmrt_p95_c,pct_pixels_tmrt_ge_40,0.7971298296724043,24,False
overhead_as_canopy,13,tmrt_p95_c,pct_pixels_tmrt_ge_45,0.8101761443969935,24,False
overhead_as_canopy,13,tmrt_p95_c,pct_pixels_tmrt_ge_50,0.8101761443969935,24,False
overhead_as_canopy,13,tmrt_p95_c,pct_pixels_tmrt_ge_55,0.8101761443969935,24,False
overhead_as_canopy,13,tmrt_max_c,pct_pixels_tmrt_ge_40,0.6292672468826891,24,False
overhead_as_canopy,13,tmrt_max_c,pct_pixels_tmrt_ge_45,0.647532087497114,24,False
overhead_as_canopy,13,tmrt_max_c,pct_pixels_tmrt_ge_50,0.647532087497114,24,False
overhead_as_canopy,13,tmrt_max_c,pct_pixels_tmrt_ge_55,0.647532087497114,24,False
overhead_as_canopy,13,pct_pixels_tmrt_ge_40,pct_pixels_tmrt_ge_45,0.9904306220095693,24,False
overhead_as_canopy,13,pct_pixels_tmrt_ge_40,pct_pixels_tmrt_ge_50,0.9904306220095693,24,False
overhead_as_canopy,13,pct_pixels_tmrt_ge_40,pct_pixels_tmrt_ge_55,0.9904306220095693,24,False
overhead_as_canopy,13,pct_pixels_tmrt_ge_45,pct_pixels_tmrt_ge_50,1.0,24,False
overhead_as_canopy,13,pct_pixels_tmrt_ge_45,pct_pixels_tmrt_ge_55,1.0,24,False
overhead_as_canopy,13,pct_pixels_tmrt_ge_50,pct_pixels_tmrt_ge_55,1.0,24,False
overhead_as_canopy,15,tmrt_mean_c,tmrt_p50_c,0.9591304347826086,24,False
overhead_as_canopy,15,tmrt_mean_c,tmrt_p75_c,0.9799999999999999,24,False
overhead_as_canopy,15,tmrt_mean_c,tmrt_p90_c,0.9434782608695651,24,True
overhead_as_canopy,15,tmrt_mean_c,tmrt_p95_c,0.7826086956521738,24,False
overhead_as_canopy,15,tmrt_mean_c,tmrt_max_c,0.6286956521739131,24,False
overhead_as_canopy,15,tmrt_mean_c,pct_pixels_tmrt_ge_40,0.9954338134861612,24,True
overhead_as_canopy,15,tmrt_mean_c,pct_pixels_tmrt_ge_45,0.9997825850610244,24,True
overhead_as_canopy,15,tmrt_mean_c,pct_pixels_tmrt_ge_50,0.9997825850610244,24,True
overhead_as_canopy,15,tmrt_mean_c,pct_pixels_tmrt_ge_55,0.9884757789663802,24,True
overhead_as_canopy,15,tmrt_p50_c,tmrt_p75_c,0.96,24,False
overhead_as_canopy,15,tmrt_p50_c,tmrt_p90_c,0.9130434782608695,24,True
overhead_as_canopy,15,tmrt_p50_c,tmrt_p95_c,0.7069565217391304,24,False
overhead_as_canopy,15,tmrt_p50_c,tmrt_max_c,0.5069565217391303,24,False
overhead_as_canopy,15,tmrt_p50_c,pct_pixels_tmrt_ge_40,0.9497717119500988,24,False
overhead_as_canopy,15,tmrt_p50_c,pct_pixels_tmrt_ge_45,0.9584692550998248,24,False
overhead_as_canopy,15,tmrt_p50_c,pct_pixels_tmrt_ge_50,0.9584692550998248,24,False
overhead_as_canopy,15,tmrt_p50_c,pct_pixels_tmrt_ge_55,0.9645575353046333,24,False
overhead_as_canopy,15,tmrt_p75_c,tmrt_p90_c,0.9634782608695651,24,True
overhead_as_canopy,15,tmrt_p75_c,tmrt_p95_c,0.806086956521739,24,False
overhead_as_canopy,15,tmrt_p75_c,tmrt_max_c,0.6313043478260869,24,False
overhead_as_canopy,15,tmrt_p75_c,pct_pixels_tmrt_ge_40,0.9806479901316266,24,False
overhead_as_canopy,15,tmrt_p75_c,pct_pixels_tmrt_ge_45,0.9789084815016813,24,False
overhead_as_canopy,15,tmrt_p75_c,pct_pixels_tmrt_ge_50,0.9789084815016813,24,False
overhead_as_canopy,15,tmrt_p75_c,pct_pixels_tmrt_ge_55,0.9649924124621196,24,False
overhead_as_canopy,15,tmrt_p90_c,tmrt_p95_c,0.8704347826086956,24,True
overhead_as_canopy,15,tmrt_p90_c,tmrt_max_c,0.7156521739130434,24,True
overhead_as_canopy,15,tmrt_p90_c,pct_pixels_tmrt_ge_40,0.9384649058554547,24,True
overhead_as_canopy,15,tmrt_p90_c,pct_pixels_tmrt_ge_45,0.9428136774303177,24,True
overhead_as_canopy,15,tmrt_p90_c,pct_pixels_tmrt_ge_50,0.9428136774303177,24,True
overhead_as_canopy,15,tmrt_p90_c,pct_pixels_tmrt_ge_55,0.9393346601704272,24,True
overhead_as_canopy,15,tmrt_p95_c,tmrt_max_c,0.9130434782608695,24,False
overhead_as_canopy,15,tmrt_p95_c,pct_pixels_tmrt_ge_40,0.7875625322077056,24,False
overhead_as_canopy,15,tmrt_p95_c,pct_pixels_tmrt_ge_45,0.7823440063178698,24,False
overhead_as_canopy,15,tmrt_p95_c,pct_pixels_tmrt_ge_50,0.7823440063178698,24,False
overhead_as_canopy,15,tmrt_p95_c,pct_pixels_tmrt_ge_55,0.7797347433729519,24,False
overhead_as_canopy,15,tmrt_max_c,pct_pixels_tmrt_ge_40,0.6318765098276068,24,False
overhead_as_canopy,15,tmrt_max_c,pct_pixels_tmrt_ge_45,0.6283974925677164,24,False
overhead_as_canopy,15,tmrt_max_c,pct_pixels_tmrt_ge_50,0.6283974925677164,24,False
overhead_as_canopy,15,tmrt_max_c,pct_pixels_tmrt_ge_55,0.6388345443473878,24,False
overhead_as_canopy,15,pct_pixels_tmrt_ge_40,pct_pixels_tmrt_ge_45,0.9956502827316225,24,False
overhead_as_canopy,15,pct_pixels_tmrt_ge_40,pct_pixels_tmrt_ge_50,0.9956502827316225,24,False
overhead_as_canopy,15,pct_pixels_tmrt_ge_40,pct_pixels_tmrt_ge_55,0.9808612440191388,24,False
overhead_as_canopy,15,pct_pixels_tmrt_ge_45,pct_pixels_tmrt_ge_50,1.0,24,False
overhead_as_canopy,15,pct_pixels_tmrt_ge_45,pct_pixels_tmrt_ge_55,0.9886907351022183,24,False
overhead_as_canopy,15,pct_pixels_tmrt_ge_50,pct_pixels_tmrt_ge_55,0.9886907351022183,24,False
overhead_as_canopy,16,tmrt_mean_c,tmrt_p50_c,0.9582608695652173,24,False
overhead_as_canopy,16,tmrt_mean_c,tmrt_p75_c,0.9773913043478261,24,False
overhead_as_canopy,16,tmrt_mean_c,tmrt_p90_c,0.9382608695652173,24,True
overhead_as_canopy,16,tmrt_mean_c,tmrt_p95_c,0.7713043478260868,24,False
overhead_as_canopy,16,tmrt_mean_c,tmrt_max_c,0.6113043478260869,24,False
overhead_as_canopy,16,tmrt_mean_c,pct_pixels_tmrt_ge_40,0.9895565105452495,24,True
overhead_as_canopy,16,tmrt_mean_c,pct_pixels_tmrt_ge_45,0.988686188196485,24,True
overhead_as_canopy,16,tmrt_mean_c,pct_pixels_tmrt_ge_50,0.9208856241454791,24,True
overhead_as_canopy,16,tmrt_mean_c,pct_pixels_tmrt_ge_55,,24,True
overhead_as_canopy,16,tmrt_p50_c,tmrt_p75_c,0.9434782608695651,24,False
overhead_as_canopy,16,tmrt_p50_c,tmrt_p90_c,0.8713043478260868,24,True
overhead_as_canopy,16,tmrt_p50_c,tmrt_p95_c,0.6939130434782607,24,False
overhead_as_canopy,16,tmrt_p50_c,tmrt_max_c,0.497391304347826,24,False
overhead_as_canopy,16,tmrt_p50_c,pct_pixels_tmrt_ge_40,0.9486513601533175,24,False
overhead_as_canopy,16,tmrt_p50_c,pct_pixels_tmrt_ge_45,0.9477810378045531,24,False
overhead_as_canopy,16,tmrt_p50_c,pct_pixels_tmrt_ge_50,0.8925370527432134,24,False
overhead_as_canopy,16,tmrt_p50_c,pct_pixels_tmrt_ge_55,,24,False
overhead_as_canopy,16,tmrt_p75_c,tmrt_p90_c,0.9591304347826086,24,True
overhead_as_canopy,16,tmrt_p75_c,tmrt_p95_c,0.7956521739130433,24,False
overhead_as_canopy,16,tmrt_p75_c,tmrt_max_c,0.6217391304347826,24,False
overhead_as_canopy,16,tmrt_p75_c,pct_pixels_tmrt_ge_40,0.9730203859187239,24,False
overhead_as_canopy,16,tmrt_p75_c,pct_pixels_tmrt_ge_45,0.9738907082674884,24,False
overhead_as_canopy,16,tmrt_p75_c,pct_pixels_tmrt_ge_50,0.9115837491541108,24,False
overhead_as_canopy,16,tmrt_p75_c,pct_pixels_tmrt_ge_55,,24,False
overhead_as_canopy,16,tmrt_p90_c,tmrt_p95_c,0.8599999999999999,24,True
overhead_as_canopy,16,tmrt_p90_c,tmrt_max_c,0.706086956521739,24,True
overhead_as_canopy,16,tmrt_p90_c,pct_pixels_tmrt_ge_40,0.9329855578755564,24,True
overhead_as_canopy,16,tmrt_p90_c,pct_pixels_tmrt_ge_45,0.9347262025730853,24,True
overhead_as_canopy,16,tmrt_p90_c,pct_pixels_tmrt_ge_50,0.8934229455995343,24,True
overhead_as_canopy,16,tmrt_p90_c,pct_pixels_tmrt_ge_55,,24,True
overhead_as_canopy,16,tmrt_p95_c,tmrt_max_c,0.9095652173913044,24,False
overhead_as_canopy,16,tmrt_p95_c,pct_pixels_tmrt_ge_40,0.7650133445640056,24,False
overhead_as_canopy,16,tmrt_p95_c,pct_pixels_tmrt_ge_45,0.7737165680516507,24,False
overhead_as_canopy,16,tmrt_p95_c,pct_pixels_tmrt_ge_50,0.7831292849875936,24,False
overhead_as_canopy,16,tmrt_p95_c,pct_pixels_tmrt_ge_55,,24,False
overhead_as_canopy,16,tmrt_max_c,pct_pixels_tmrt_ge_40,0.6144475782277451,24,False
overhead_as_canopy,16,tmrt_max_c,pct_pixels_tmrt_ge_45,0.6257617687616838,24,False
overhead_as_canopy,16,tmrt_max_c,pct_pixels_tmrt_ge_50,0.6971976779244755,24,False
overhead_as_canopy,16,tmrt_max_c,pct_pixels_tmrt_ge_55,,24,False
overhead_as_canopy,16,pct_pixels_tmrt_ge_40,pct_pixels_tmrt_ge_45,0.9991289198606274,24,False
overhead_as_canopy,16,pct_pixels_tmrt_ge_40,pct_pixels_tmrt_ge_50,0.91370746241455,24,False
overhead_as_canopy,16,pct_pixels_tmrt_ge_40,pct_pixels_tmrt_ge_55,,24,False
overhead_as_canopy,16,pct_pixels_tmrt_ge_45,pct_pixels_tmrt_ge_50,0.9181407834354842,24,False
overhead_as_canopy,16,pct_pixels_tmrt_ge_45,pct_pixels_tmrt_ge_55,,24,False
overhead_as_canopy,16,pct_pixels_tmrt_ge_50,pct_pixels_tmrt_ge_55,,24,False
