hour,metric,cell_id,base_value,overhead_value,base_rank,overhead_rank,rank_delta,abs_rank_delta,cell_metric_mean_abs_rank_delta,cell_metric_max_abs_rank_delta
10,tmrt_max_c,TP_0088,46.20726776123047,45.69082260131836,14,14,0.0,0.0,0.2,1.0
10,tmrt_max_c,TP_0627,46.177276611328125,46.177276611328125,15,12,-3.0,3.0,2.0,3.0
10,tmrt_max_c,TP_0575,46.11613464355469,45.30972671508789,16,16,0.0,0.0,0.0,0.0
10,tmrt_max_c,TP_0141,45.12124252319336,44.74517822265625,17,18,1.0,1.0,0.8,1.0
10,tmrt_max_c,TP_0409,44.77104187011719,44.77104187011719,18,17,-1.0,1.0,0.4,1.0
10,tmrt_max_c,TP_0254,44.35681915283203,44.35681915283203,19,19,0.0,0.0,0.4,1.0
10,tmrt_max_c,TP_0857,44.07084655761719,44.07084655761719,20,20,0.0,0.0,0.0,0.0
10,tmrt_max_c,TP_0433,42.15037536621094,42.15037536621094,21,21,0.0,0.0,0.0,0.0
10,tmrt_max_c,TP_0154,33.564231872558594,33.564231872558594,22,22,0.0,0.0,0.0,0.0
10,tmrt_max_c,TP_0492,33.074832916259766,33.074832916259766,23,23,0.0,0.0,0.0,0.0
10,tmrt_max_c,TP_0835,32.78053283691406,32.78053283691406,24,24,0.0,0.0,0.0,0.0
12,tmrt_max_c,TP_0098,62.37800979614258,62.25220489501953,1,9,8.0,8.0,2.4,8.0
12,tmrt_max_c,TP_0986,62.359745025634766,62.359745025634766,2,1,-1.0,1.0,0.2,1.0
12,tmrt_max_c,TP_0542,62.350494384765625,62.350494384765625,3,2,-1.0,1.0,0.2,1.0
12,tmrt_max_c,TP_0326,62.346927642822266,62.346927642822266,4,3,-1.0,1.0,0.2,1.0
12,tmrt_max_c,TP_0301,62.34635543823242,62.34635543823242,5,4,-1.0,1.0,0.2,1.0
12,tmrt_max_c,TP_0773,62.34486389160156,62.34486389160156,6,5,-1.0,1.0,0.2,1.0
12,tmrt_max_c,TP_0676,62.32976150512695,62.32976150512695,7,6,-1.0,1.0,0.2,1.0
12,tmrt_max_c,TP_0037,62.31979751586914,62.18844604492188,8,12,4.0,4.0,7.2,8.0
12,tmrt_max_c,TP_0115,62.31951522827149,62.31951522827149,9,7,-2.0,2.0,1.2,2.0
12,tmrt_max_c,TP_0565,62.3170051574707,62.30677032470703,10,8,-2.0,2.0,1.2,2.0
12,tmrt_max_c,TP_0059,62.24058151245117,62.24058151245117,11,10,-1.0,1.0,0.4,1.0
12,tmrt_max_c,TP_0960,62.21133804321289,62.21133804321289,12,11,-1.0,1.0,1.6,2.0
12,tmrt_max_c,TP_0366,62.16379928588867,62.10926818847656,13,14,1.0,1.0,1.0,2.0
12,tmrt_max_c,TP_0627,62.149940490722656,62.149940490722656,14,13,-1.0,1.0,2.0,3.0
12,tmrt_max_c,TP_0088,62.14235305786133,61.74421310424805,15,15,0.0,0.0,0.2,1.0
12,tmrt_max_c,TP_0575,62.000370025634766,61.537841796875,16,16,0.0,0.0,0.0,0.0
12,tmrt_max_c,TP_0141,61.47864532470703,61.47864532470703,17,17,0.0,0.0,0.8,1.0
12,tmrt_max_c,TP_0857,61.47490692138672,61.47490692138672,18,18,0.0,0.0,0.0,0.0
12,tmrt_max_c,TP_0254,61.20318984985352,61.20318984985352,19,19,0.0,0.0,0.4,1.0
12,tmrt_max_c,TP_0409,61.180057525634766,61.180057525634766,20,20,0.0,0.0,0.4,1.0
12,tmrt_max_c,TP_0154,61.12905883789063,61.12905883789063,21,21,0.0,0.0,0.0,0.0
12,tmrt_max_c,TP_0433,58.16933059692383,58.16933059692383,22,22,0.0,0.0,0.0,0.0
12,tmrt_max_c,TP_0492,36.19833755493164,36.19833755493164,23,23,0.0,0.0,0.0,0.0
12,tmrt_max_c,TP_0835,35.49665832519531,35.49665832519531,24,24,0.0,0.0,0.0,0.0
13,tmrt_max_c,TP_0301,62.62362289428711,62.62362289428711,1,1,0.0,0.0,0.2,1.0
13,tmrt_max_c,TP_0326,62.623565673828125,62.623565673828125,2,2,0.0,0.0,0.2,1.0
13,tmrt_max_c,TP_0773,62.62262725830078,62.62262725830078,3,3,0.0,0.0,0.2,1.0
13,tmrt_max_c,TP_0542,62.61772537231445,62.61772537231445,4,4,0.0,0.0,0.2,1.0
13,tmrt_max_c,TP_0986,62.6117057800293,62.6117057800293,5,5,0.0,0.0,0.2,1.0
13,tmrt_max_c,TP_0676,62.60250473022461,62.60250473022461,6,6,0.0,0.0,0.2,1.0
13,tmrt_max_c,TP_0037,62.57920837402344,61.602298736572266,7,15,8.0,8.0,7.2,8.0
13,tmrt_max_c,TP_0115,62.57856369018555,62.57856369018555,8,7,-1.0,1.0,1.2,2.0
13,tmrt_max_c,TP_0565,62.53916549682617,62.520606994628906,9,8,-1.0,1.0,1.2,2.0
13,tmrt_max_c,TP_0059,62.47140121459961,62.44775390625,10,9,-1.0,1.0,0.4,1.0
13,tmrt_max_c,TP_0960,62.42087173461914,62.42087173461914,11,10,-1.0,1.0,1.6,2.0
13,tmrt_max_c,TP_0098,62.38816833496094,62.38816833496094,12,11,-1.0,1.0,2.4,8.0
13,tmrt_max_c,TP_0088,62.3037109375,61.79562759399414,13,14,1.0,1.0,0.2,1.0
13,tmrt_max_c,TP_0366,62.30185317993164,62.30185317993164,14,12,-2.0,2.0,1.0,2.0
13,tmrt_max_c,TP_0627,62.26229476928711,62.26229476928711,15,13,-2.0,2.0,2.0,3.0
13,tmrt_max_c,TP_0575,62.158294677734375,61.40499114990234,16,16,0.0,0.0,0.0,0.0
13,tmrt_max_c,TP_0141,61.03553009033203,60.76849365234375,17,18,1.0,1.0,0.8,1.0
13,tmrt_max_c,TP_0409,60.78064727783203,60.78064727783203,18,17,-1.0,1.0,0.4,1.0
13,tmrt_max_c,TP_0254,60.47515106201172,60.47515106201172,19,19,0.0,0.0,0.4,1.0
13,tmrt_max_c,TP_0857,60.01369857788086,60.01369857788086,20,20,0.0,0.0,0.0,0.0
13,tmrt_max_c,TP_0154,59.8248176574707,59.8248176574707,21,21,0.0,0.0,0.0,0.0
13,tmrt_max_c,TP_0433,57.65642547607422,57.65642547607422,22,22,0.0,0.0,0.0,0.0
13,tmrt_max_c,TP_0492,36.305450439453125,36.305450439453125,23,23,0.0,0.0,0.0,0.0
13,tmrt_max_c,TP_0835,35.63786315917969,35.63786315917969,24,24,0.0,0.0,0.0,0.0
15,tmrt_max_c,TP_0773,60.86521911621094,60.86521911621094,1,1,0.0,0.0,0.2,1.0
15,tmrt_max_c,TP_0301,60.863189697265625,60.863189697265625,2,2,0.0,0.0,0.2,1.0
15,tmrt_max_c,TP_0326,60.86261749267578,60.86261749267578,3,3,0.0,0.0,0.2,1.0
15,tmrt_max_c,TP_0542,60.84501266479492,60.84501266479492,4,4,0.0,0.0,0.2,1.0
15,tmrt_max_c,TP_0676,60.84262847900391,60.84262847900391,5,5,0.0,0.0,0.2,1.0
15,tmrt_max_c,TP_0986,60.82783508300781,60.82783508300781,6,6,0.0,0.0,0.2,1.0
15,tmrt_max_c,TP_0037,60.80853271484375,59.78483581542969,7,15,8.0,8.0,7.2,8.0
15,tmrt_max_c,TP_0115,60.79265213012695,60.79265213012695,8,7,-1.0,1.0,1.2,2.0
15,tmrt_max_c,TP_0565,60.72161865234375,60.71427917480469,9,8,-1.0,1.0,1.2,2.0
15,tmrt_max_c,TP_0059,60.66500473022461,60.60914611816406,10,10,0.0,0.0,0.4,1.0
15,tmrt_max_c,TP_0960,60.64958953857422,60.64958953857422,11,9,-2.0,2.0,1.6,2.0
15,tmrt_max_c,TP_0098,60.54887771606445,60.54887771606445,12,11,-1.0,1.0,2.4,8.0
15,tmrt_max_c,TP_0366,60.49845123291016,60.49845123291016,13,12,-1.0,1.0,1.0,2.0
15,tmrt_max_c,TP_0088,60.47309875488281,59.81678009033203,14,14,0.0,0.0,0.2,1.0
15,tmrt_max_c,TP_0627,60.41565704345703,60.41565704345703,15,13,-2.0,2.0,2.0,3.0
15,tmrt_max_c,TP_0575,60.24355697631836,59.360477447509766,16,16,0.0,0.0,0.0,0.0
15,tmrt_max_c,TP_0141,58.63405227661133,57.41887283325195,17,18,1.0,1.0,0.8,1.0
15,tmrt_max_c,TP_0254,58.0178337097168,58.0178337097168,18,17,-1.0,1.0,0.4,1.0
15,tmrt_max_c,TP_0409,57.198856353759766,57.198856353759766,19,19,0.0,0.0,0.4,1.0
15,tmrt_max_c,TP_0857,56.04658126831055,56.04658126831055,20,20,0.0,0.0,0.0,0.0
15,tmrt_max_c,TP_0154,55.868614196777344,55.868614196777344,21,21,0.0,0.0,0.0,0.0
15,tmrt_max_c,TP_0433,55.08841323852539,55.08841323852539,22,22,0.0,0.0,0.0,0.0
15,tmrt_max_c,TP_0492,36.08007049560547,36.08007049560547,23,23,0.0,0.0,0.0,0.0
15,tmrt_max_c,TP_0835,35.53129959106445,35.53129959106445,24,24,0.0,0.0,0.0,0.0
16,tmrt_max_c,TP_0773,51.878787994384766,51.878787994384766,1,1,0.0,0.0,0.2,1.0
16,tmrt_max_c,TP_0301,51.87674331665039,51.87674331665039,2,2,0.0,0.0,0.2,1.0
16,tmrt_max_c,TP_0326,51.87617111206055,51.87617111206055,3,3,0.0,0.0,0.2,1.0
16,tmrt_max_c,TP_0542,51.856224060058594,51.856224060058594,4,4,0.0,0.0,0.2,1.0
16,tmrt_max_c,TP_0676,51.85166549682617,51.85166549682617,5,5,0.0,0.0,0.2,1.0
16,tmrt_max_c,TP_0986,51.836524963378906,51.836524963378906,6,6,0.0,0.0,0.2,1.0
16,tmrt_max_c,TP_0037,51.81732177734375,50.71839904785156,7,15,8.0,8.0,7.2,8.0
16,tmrt_max_c,TP_0115,51.80408477783203,51.80408477783203,8,7,-1.0,1.0,1.2,2.0
16,tmrt_max_c,TP_0565,51.722450256347656,51.72011566162109,9,8,-1.0,1.0,1.2,2.0
16,tmrt_max_c,TP_0059,51.673828125,51.60088348388672,10,10,0.0,0.0,0.4,1.0
16,tmrt_max_c,TP_0960,51.65543365478516,51.65543365478516,11,9,-2.0,2.0,1.6,2.0
16,tmrt_max_c,TP_0098,51.56306457519531,51.56306457519531,12,11,-1.0,1.0,2.4,8.0
16,tmrt_max_c,TP_0366,51.45416259765625,51.45416259765625,13,12,-1.0,1.0,1.0,2.0
16,tmrt_max_c,TP_0088,51.45397567749024,50.77604293823242,14,14,0.0,0.0,0.2,1.0
16,tmrt_max_c,TP_0627,51.3875732421875,51.3875732421875,15,13,-2.0,2.0,2.0,3.0
16,tmrt_max_c,TP_0575,51.25188827514648,50.25974655151367,16,16,0.0,0.0,0.0,0.0
16,tmrt_max_c,TP_0141,49.51350784301758,48.59983825683594,17,18,1.0,1.0,0.8,1.0
16,tmrt_max_c,TP_0254,48.93928146362305,48.93928146362305,18,17,-1.0,1.0,0.4,1.0
16,tmrt_max_c,TP_0409,48.29962158203125,48.29962158203125,19,19,0.0,0.0,0.4,1.0
16,tmrt_max_c,TP_0857,47.49138259887695,47.49138259887695,20,20,0.0,0.0,0.0,0.0
16,tmrt_max_c,TP_0433,46.38434600830078,46.38434600830078,21,21,0.0,0.0,0.0,0.0
16,tmrt_max_c,TP_0154,35.056941986083984,35.056941986083984,22,22,0.0,0.0,0.0,0.0
16,tmrt_max_c,TP_0492,34.730308532714844,34.730308532714844,23,23,0.0,0.0,0.0,0.0
16,tmrt_max_c,TP_0835,34.305545806884766,34.305545806884766,24,24,0.0,0.0,0.0,0.0
10,tmrt_mean_c,TP_0088,45.92864990234375,36.95838165283203,1,11,10.0,10.0,11.2,12.0
10,tmrt_mean_c,TP_0059,45.32170486450195,43.94067001342773,2,3,1.0,1.0,2.2,4.0
10,tmrt_mean_c,TP_0366,44.213905334472656,44.07563018798828,3,1,-2.0,2.0,1.8,2.0
10,tmrt_mean_c,TP_0575,44.13930130004883,36.737552642822266,4,12,8.0,8.0,6.6,8.0
10,tmrt_mean_c,TP_0986,43.97382354736328,43.97382354736328,5,2,-3.0,3.0,2.6,4.0
10,tmrt_mean_c,TP_0565,43.79014205932617,43.78419494628906,6,4,-2.0,2.0,2.2,3.0
10,tmrt_mean_c,TP_0960,43.39102935791016,43.22810745239258,7,5,-2.0,2.0,1.4,2.0
10,tmrt_mean_c,TP_0627,40.66410446166992,40.66408920288086,8,6,-2.0,2.0,2.0,2.0
10,tmrt_mean_c,TP_0115,40.12460708618164,40.12460708618164,9,7,-2.0,2.0,2.2,3.0
10,tmrt_mean_c,TP_0098,39.59673690795898,39.13882064819336,10,8,-2.0,2.0,2.4,3.0
10,tmrt_mean_c,TP_0037,39.52685546875,36.68032836914063,11,13,2.0,2.0,2.6,4.0
10,tmrt_mean_c,TP_0301,38.1929931640625,38.1929931640625,12,9,-3.0,3.0,3.0,3.0
10,tmrt_mean_c,TP_0326,38.02632141113281,37.90842056274414,13,10,-3.0,3.0,3.2,4.0
10,tmrt_mean_c,TP_0676,36.950801849365234,36.451908111572266,14,14,0.0,0.0,1.6,3.0
10,tmrt_mean_c,TP_0773,35.096160888671875,35.07929992675781,15,15,0.0,0.0,0.2,1.0
10,tmrt_mean_c,TP_0409,34.83635330200195,34.778663635253906,16,16,0.0,0.0,0.0,0.0
10,tmrt_mean_c,TP_0141,34.622074127197266,34.49148178100586,17,17,0.0,0.0,0.0,0.0
10,tmrt_mean_c,TP_0254,34.381370544433594,34.36996841430664,18,18,0.0,0.0,0.0,0.0
10,tmrt_mean_c,TP_0542,34.135581970214844,34.00318908691406,19,19,0.0,0.0,0.0,0.0
10,tmrt_mean_c,TP_0857,33.516380310058594,33.51471710205078,20,20,0.0,0.0,0.0,0.0
10,tmrt_mean_c,TP_0433,32.89397048950195,32.89397048950195,21,21,0.0,0.0,0.0,0.0
10,tmrt_mean_c,TP_0154,32.79429244995117,32.79429244995117,22,22,0.0,0.0,0.0,0.0
10,tmrt_mean_c,TP_0492,32.79103088378906,32.79103088378906,23,23,0.0,0.0,0.0,0.0
10,tmrt_mean_c,TP_0835,32.7736701965332,32.7736701965332,24,24,0.0,0.0,0.0,0.0
12,tmrt_mean_c,TP_0059,62.01827621459961,59.59553146362305,1,4,3.0,3.0,2.2,4.0
12,tmrt_mean_c,TP_0088,61.94522476196289,45.49380493164063,2,14,12.0,12.0,11.2,12.0
12,tmrt_mean_c,TP_0986,60.978057861328125,60.978057861328125,3,1,-2.0,2.0,2.6,4.0
12,tmrt_mean_c,TP_0366,60.7249870300293,60.53070068359375,4,2,-2.0,2.0,1.8,2.0
12,tmrt_mean_c,TP_0565,60.05807495117188,60.05384826660156,5,3,-2.0,2.0,2.2,3.0
12,tmrt_mean_c,TP_0960,59.45738220214844,59.23351287841797,6,5,-1.0,1.0,1.4,2.0
12,tmrt_mean_c,TP_0575,59.35875701904297,47.159061431884766,7,13,6.0,6.0,6.6,8.0
12,tmrt_mean_c,TP_0627,58.829811096191406,58.82980728149414,8,6,-2.0,2.0,2.0,2.0
12,tmrt_mean_c,TP_0115,54.574989318847656,54.574989318847656,9,7,-2.0,2.0,2.2,3.0
12,tmrt_mean_c,TP_0037,53.81845474243164,48.12201690673828,10,12,2.0,2.0,2.6,4.0
12,tmrt_mean_c,TP_0098,51.98918914794922,51.3526611328125,11,8,-3.0,3.0,2.4,3.0
12,tmrt_mean_c,TP_0301,51.06782531738281,51.06782531738281,12,9,-3.0,3.0,3.0,3.0
12,tmrt_mean_c,TP_0326,50.22969055175781,49.96697998046875,13,10,-3.0,3.0,3.2,4.0
12,tmrt_mean_c,TP_0676,49.41328811645508,48.18342590332031,14,11,-3.0,3.0,1.6,3.0
12,tmrt_mean_c,TP_0773,42.14907455444336,42.10809326171875,15,15,0.0,0.0,0.2,1.0
12,tmrt_mean_c,TP_0409,41.98249816894531,41.838748931884766,16,16,0.0,0.0,0.0,0.0
12,tmrt_mean_c,TP_0254,40.61389923095703,40.59488296508789,17,17,0.0,0.0,0.0,0.0
12,tmrt_mean_c,TP_0141,40.18996810913086,40.05991363525391,18,18,0.0,0.0,0.0,0.0
12,tmrt_mean_c,TP_0542,39.17309188842773,38.624794006347656,19,19,0.0,0.0,0.0,0.0
12,tmrt_mean_c,TP_0857,37.63712310791016,37.6284294128418,20,20,0.0,0.0,0.0,0.0
12,tmrt_mean_c,TP_0433,36.00526428222656,36.00526428222656,21,21,0.0,0.0,0.0,0.0
12,tmrt_mean_c,TP_0154,35.86693572998047,35.86693572998047,22,22,0.0,0.0,0.0,0.0
12,tmrt_mean_c,TP_0492,35.532508850097656,35.532508850097656,23,23,0.0,0.0,0.0,0.0
12,tmrt_mean_c,TP_0835,35.48797607421875,35.48797607421875,24,24,0.0,0.0,0.0,0.0
13,tmrt_mean_c,TP_0059,62.16756439208984,59.384613037109375,1,4,3.0,3.0,2.2,4.0
13,tmrt_mean_c,TP_0088,62.0717887878418,45.04721450805664,2,14,12.0,12.0,11.2,12.0
13,tmrt_mean_c,TP_0986,60.70177459716797,60.70177459716797,3,1,-2.0,2.0,2.6,4.0
13,tmrt_mean_c,TP_0366,60.643314361572266,60.34683609008789,4,2,-2.0,2.0,1.8,2.0
13,tmrt_mean_c,TP_0565,60.10262680053711,60.09688568115234,5,3,-2.0,2.0,2.2,3.0
13,tmrt_mean_c,TP_0960,59.56269836425781,59.28252029418945,6,5,-1.0,1.0,1.4,2.0
13,tmrt_mean_c,TP_0575,59.44791793823242,47.86001968383789,7,13,6.0,6.0,6.6,8.0
13,tmrt_mean_c,TP_0627,59.25275039672852,59.25273895263672,8,6,-2.0,2.0,2.0,2.0
13,tmrt_mean_c,TP_0037,54.51276397705078,48.9164924621582,9,11,2.0,2.0,2.6,4.0
13,tmrt_mean_c,TP_0115,54.38801193237305,54.38801193237305,10,7,-3.0,3.0,2.2,3.0
13,tmrt_mean_c,TP_0301,51.92428588867188,51.92428588867188,11,8,-3.0,3.0,3.0,3.0
13,tmrt_mean_c,TP_0098,51.41692352294922,50.94858932495117,12,9,-3.0,3.0,2.4,3.0
13,tmrt_mean_c,TP_0676,49.67695236206055,48.481971740722656,13,12,-1.0,1.0,1.6,3.0
13,tmrt_mean_c,TP_0326,49.49129867553711,49.234771728515625,14,10,-4.0,4.0,3.2,4.0
13,tmrt_mean_c,TP_0773,42.398529052734375,42.35115051269531,15,15,0.0,0.0,0.2,1.0
13,tmrt_mean_c,TP_0409,41.366973876953125,41.23764801025391,16,16,0.0,0.0,0.0,0.0
13,tmrt_mean_c,TP_0254,40.52610778808594,40.48944091796875,17,17,0.0,0.0,0.0,0.0
13,tmrt_mean_c,TP_0141,39.84480285644531,39.7197380065918,18,18,0.0,0.0,0.0,0.0
13,tmrt_mean_c,TP_0542,39.12554550170898,38.65592956542969,19,19,0.0,0.0,0.0,0.0
13,tmrt_mean_c,TP_0857,37.3398323059082,37.32865524291992,20,20,0.0,0.0,0.0,0.0
13,tmrt_mean_c,TP_0433,36.09662628173828,36.09662628173828,21,21,0.0,0.0,0.0,0.0
13,tmrt_mean_c,TP_0154,36.000545501708984,36.000545501708984,22,22,0.0,0.0,0.0,0.0
13,tmrt_mean_c,TP_0492,35.64285659790039,35.64285659790039,23,23,0.0,0.0,0.0,0.0
13,tmrt_mean_c,TP_0835,35.59840774536133,35.59840774536133,24,24,0.0,0.0,0.0,0.0
15,tmrt_mean_c,TP_0059,60.39198684692383,57.17896270751953,1,5,4.0,4.0,2.2,4.0
15,tmrt_mean_c,TP_0088,60.16714859008789,42.90199661254883,2,13,11.0,11.0,11.2,12.0
15,tmrt_mean_c,TP_0366,58.413536071777344,57.91175079345703,3,1,-2.0,2.0,1.8,2.0
15,tmrt_mean_c,TP_0565,57.59669876098633,57.5889892578125,4,2,-2.0,2.0,2.2,3.0
15,tmrt_mean_c,TP_0575,57.550575256347656,44.85420227050781,5,12,7.0,7.0,6.6,8.0
15,tmrt_mean_c,TP_0960,57.54804992675781,57.18424987792969,6,4,-2.0,2.0,1.4,2.0
15,tmrt_mean_c,TP_0986,57.46067428588867,57.46067428588867,7,3,-4.0,4.0,2.6,4.0
15,tmrt_mean_c,TP_0627,54.92466354370117,54.92464828491211,8,6,-2.0,2.0,2.0,2.0
15,tmrt_mean_c,TP_0115,51.66128921508789,51.66128921508789,9,7,-2.0,2.0,2.2,3.0
15,tmrt_mean_c,TP_0098,48.53771209716797,48.04864883422852,10,8,-2.0,2.0,2.4,3.0
15,tmrt_mean_c,TP_0037,47.56985092163086,42.47830581665039,11,14,3.0,3.0,2.6,4.0
15,tmrt_mean_c,TP_0301,47.52867126464844,47.52867126464844,12,9,-3.0,3.0,3.0,3.0
15,tmrt_mean_c,TP_0326,47.01081848144531,46.768192291259766,13,10,-3.0,3.0,3.2,4.0
15,tmrt_mean_c,TP_0676,46.6435546875,45.5583381652832,14,11,-3.0,3.0,1.6,3.0
15,tmrt_mean_c,TP_0773,41.34018325805664,41.31755065917969,15,15,0.0,0.0,0.2,1.0
15,tmrt_mean_c,TP_0254,39.27252578735352,39.26814270019531,16,16,0.0,0.0,0.0,0.0
15,tmrt_mean_c,TP_0409,38.86214828491211,38.81929397583008,17,17,0.0,0.0,0.0,0.0
15,tmrt_mean_c,TP_0141,38.76105880737305,38.6506462097168,18,18,0.0,0.0,0.0,0.0
15,tmrt_mean_c,TP_0542,37.97111511230469,37.49439239501953,19,19,0.0,0.0,0.0,0.0
15,tmrt_mean_c,TP_0857,36.15813446044922,36.1546745300293,20,20,0.0,0.0,0.0,0.0
15,tmrt_mean_c,TP_0433,35.89230728149414,35.89230728149414,21,21,0.0,0.0,0.0,0.0
15,tmrt_mean_c,TP_0154,35.68967056274414,35.68967056274414,22,22,0.0,0.0,0.0,0.0
15,tmrt_mean_c,TP_0492,35.55673599243164,35.55673599243164,23,23,0.0,0.0,0.0,0.0
15,tmrt_mean_c,TP_0835,35.520782470703125,35.520782470703125,24,24,0.0,0.0,0.0,0.0
16,tmrt_mean_c,TP_0059,51.373085021972656,48.92706298828125,1,1,0.0,0.0,2.2,4.0
16,tmrt_mean_c,TP_0088,51.13069915771485,38.448829650878906,2,13,11.0,11.0,11.2,12.0
16,tmrt_mean_c,TP_0366,49.25730514526367,48.84811782836914,3,2,-1.0,1.0,1.8,2.0
16,tmrt_mean_c,TP_0575,49.06554412841797,39.8033447265625,4,10,6.0,6.0,6.6,8.0
16,tmrt_mean_c,TP_0960,48.85976791381836,48.53822326660156,5,4,-1.0,1.0,1.4,2.0
16,tmrt_mean_c,TP_0565,48.6071891784668,48.59959411621094,6,3,-3.0,3.0,2.2,3.0
16,tmrt_mean_c,TP_0986,48.39816284179688,48.39816284179688,7,5,-2.0,2.0,2.6,4.0
16,tmrt_mean_c,TP_0627,45.93381881713867,45.93379974365234,8,6,-2.0,2.0,2.0,2.0
16,tmrt_mean_c,TP_0115,44.219017028808594,44.219017028808594,9,7,-2.0,2.0,2.2,3.0
16,tmrt_mean_c,TP_0098,42.00628662109375,41.669898986816406,10,8,-2.0,2.0,2.4,3.0
16,tmrt_mean_c,TP_0037,41.15784454345703,37.77617645263672,11,15,4.0,4.0,2.6,4.0
16,tmrt_mean_c,TP_0301,40.9310302734375,40.9310302734375,12,9,-3.0,3.0,3.0,3.0
16,tmrt_mean_c,TP_0676,40.20489883422852,39.49730682373047,13,12,-1.0,1.0,1.6,3.0
16,tmrt_mean_c,TP_0326,39.83237457275391,39.627220153808594,14,11,-3.0,3.0,3.2,4.0
16,tmrt_mean_c,TP_0773,37.91629409790039,37.90126419067383,15,14,-1.0,1.0,0.2,1.0
16,tmrt_mean_c,TP_0409,36.18276596069336,36.142555236816406,16,16,0.0,0.0,0.0,0.0
16,tmrt_mean_c,TP_0254,36.0684700012207,36.06061935424805,17,17,0.0,0.0,0.0,0.0
16,tmrt_mean_c,TP_0141,35.87596893310547,35.78506088256836,18,18,0.0,0.0,0.0,0.0
16,tmrt_mean_c,TP_0542,35.30764389038086,35.27682876586914,19,19,0.0,0.0,0.0,0.0
16,tmrt_mean_c,TP_0857,34.499046325683594,34.49740219116211,20,20,0.0,0.0,0.0,0.0
16,tmrt_mean_c,TP_0433,34.479736328125,34.479736328125,21,21,0.0,0.0,0.0,0.0
16,tmrt_mean_c,TP_0492,34.321495056152344,34.321495056152344,22,22,0.0,0.0,0.0,0.0
16,tmrt_mean_c,TP_0154,34.31984329223633,34.31984329223633,23,23,0.0,0.0,0.0,0.0
16,tmrt_mean_c,TP_0835,34.296932220458984,34.296932220458984,24,24,0.0,0.0,0.0,0.0
10,tmrt_p75_c,TP_0565,46.351409912109375,46.351409912109375,1,1,0.0,0.0,0.0,0.0
10,tmrt_p75_c,TP_0986,46.341156005859375,46.341156005859375,2,2,0.0,0.0,0.0,0.0
10,tmrt_p75_c,TP_0059,46.1701545715332,46.036502838134766,3,3,0.0,0.0,0.0,0.0
10,tmrt_p75_c,TP_0088,46.05084609985352,42.57065963745117,4,12,8.0,8.0,9.0,10.0
10,tmrt_p75_c,TP_0575,45.94954681396485,42.14024353027344,5,13,8.0,8.0,7.6,9.0
10,tmrt_p75_c,TP_0960,45.54219055175781,45.40798568725586,6,4,-2.0,2.0,2.0,2.0
10,tmrt_p75_c,TP_0366,45.30974197387695,45.20923614501953,7,6,-1.0,1.0,1.6,2.0
10,tmrt_p75_c,TP_0627,45.272682189941406,45.272682189941406,8,5,-3.0,3.0,3.0,5.0
10,tmrt_p75_c,TP_0098,44.48571395874024,43.84464263916016,9,9,0.0,0.0,0.6,1.0
10,tmrt_p75_c,TP_0037,44.46598052978516,43.04587936401367,10,11,1.0,1.0,2.0,3.0
10,tmrt_p75_c,TP_0115,44.433326721191406,44.433326721191406,11,7,-4.0,4.0,3.0,4.0
10,tmrt_p75_c,TP_0301,43.8730354309082,43.8730354309082,12,8,-4.0,4.0,3.6,4.0
10,tmrt_p75_c,TP_0326,43.26238632202149,43.11092758178711,13,10,-3.0,3.0,2.6,3.0
10,tmrt_p75_c,TP_0676,42.200565338134766,41.76403427124024,14,14,0.0,0.0,1.8,3.0
10,tmrt_p75_c,TP_0409,34.20868682861328,34.16686248779297,15,15,0.0,0.0,0.0,0.0
10,tmrt_p75_c,TP_0773,33.93756103515625,33.91455841064453,16,16,0.0,0.0,0.0,0.0
10,tmrt_p75_c,TP_0141,33.53565979003906,33.499794006347656,17,17,0.0,0.0,0.0,0.0
10,tmrt_p75_c,TP_0254,33.428096771240234,33.41234588623047,18,18,0.0,0.0,0.0,0.0
10,tmrt_p75_c,TP_0542,33.255069732666016,33.08254623413086,19,19,0.0,0.0,0.8,1.0
10,tmrt_p75_c,TP_0857,33.01247024536133,33.012176513671875,20,20,0.0,0.0,0.8,1.0
10,tmrt_p75_c,TP_0492,32.791316986083984,32.791316986083984,21,21,0.0,0.0,0.0,0.0
10,tmrt_p75_c,TP_0154,32.78314971923828,32.78314971923828,22,22,0.0,0.0,0.0,0.0
10,tmrt_p75_c,TP_0835,32.77736282348633,32.77736282348633,23,23,0.0,0.0,0.0,0.0
10,tmrt_p75_c,TP_0433,32.775516510009766,32.775516510009766,24,24,0.0,0.0,0.0,0.0
12,tmrt_p75_c,TP_0565,62.20302200317383,62.20302200317383,1,1,0.0,0.0,0.0,0.0
12,tmrt_p75_c,TP_0986,62.14831161499024,62.14831161499024,2,2,0.0,0.0,0.0,0.0
12,tmrt_p75_c,TP_0059,62.06294631958008,61.99455642700195,3,3,0.0,0.0,0.0,0.0
12,tmrt_p75_c,TP_0088,62.03030014038086,58.24211120605469,4,13,9.0,9.0,9.0,10.0
12,tmrt_p75_c,TP_0575,61.87078857421875,58.094970703125,5,14,9.0,9.0,7.6,9.0
12,tmrt_p75_c,TP_0037,61.796531677246094,60.997520446777344,6,8,2.0,2.0,2.0,3.0
12,tmrt_p75_c,TP_0960,61.7443962097168,61.63417053222656,7,5,-2.0,2.0,2.0,2.0
