cell_id,hour,tmrt_mean_c_base,tmrt_p75_c_base,tmrt_p90_c_base,tmrt_p95_c_base,tmrt_max_c_base,pct_pixels_tmrt_ge_40_base,pct_pixels_tmrt_ge_45_base,pct_pixels_tmrt_ge_50_base,pct_pixels_tmrt_ge_55_base,tmrt_mean_c_overhead_as_canopy,tmrt_p75_c_overhead_as_canopy,tmrt_p90_c_overhead_as_canopy,tmrt_p95_c_overhead_as_canopy,tmrt_max_c_overhead_as_canopy,pct_pixels_tmrt_ge_40_overhead_as_canopy,pct_pixels_tmrt_ge_45_overhead_as_canopy,pct_pixels_tmrt_ge_50_overhead_as_canopy,pct_pixels_tmrt_ge_55_overhead_as_canopy,delta_tmrt_mean_c,delta_tmrt_p75_c,delta_tmrt_p90_c,delta_tmrt_p95_c,delta_tmrt_max_c,delta_pct_pixels_ge_40,delta_pct_pixels_ge_45,delta_pct_pixels_ge_50,delta_pct_pixels_ge_55
TP_0492,16,34.321495056152344,34.31943893432617,34.331153869628906,34.399906158447266,34.730308532714844,0.0,0.0,0.0,0.0,34.321495056152344,34.31943893432617,34.331153869628906,34.399906158447266,34.730308532714844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0542,10,34.135581970214844,33.255069732666016,41.421348571777344,43.85076904296875,46.61781311035156,11.16,4.24,0.0,0.0,34.00318908691406,33.08254623413086,40.955623626708984,43.8022346496582,46.61781311035156,10.040000000000001,4.24,0.0,0.0,-0.13239288330078125,-0.17252349853515625,-0.4657249450683594,-0.048534393310546875,0.0,-1.1199999999999992,0.0,0.0,0.0
TP_0542,12,39.173091888427734,37.213050842285156,57.684173583984375,59.54205322265625,62.350494384765625,14.879999999999999,13.200000000000001,13.200000000000001,13.16,38.624794006347656,36.705772399902344,57.57993698120117,59.44976043701172,62.350494384765625,12.64,11.12,11.12,11.08,-0.5482978820800781,-0.5072784423828125,-0.10423660278320312,-0.09229278564453125,0.0,-2.2399999999999984,-2.080000000000002,-2.080000000000002,-2.08
TP_0542,13,39.125545501708984,37.297401428222656,55.490020751953125,59.004581451416016,62.61772537231445,15.0,12.68,12.68,10.36,38.65592956542969,36.791908264160156,55.009830474853516,58.916603088378906,62.61772537231445,12.72,10.8,10.8,10.0,-0.4696159362792969,-0.5054931640625,-0.4801902770996094,-0.08797836303710938,0.0,-2.2799999999999994,-1.879999999999999,-1.879999999999999,-0.35999999999999943
TP_0542,15,37.97111511230469,36.39769744873047,50.73564910888672,56.417423248291016,60.84501266479492,11.4,10.12,10.12,6.76,37.49439239501953,35.97370147705078,39.20256423950195,56.30280685424805,60.84501266479492,9.16,7.84,7.84,6.4799999999999995,-0.47672271728515625,-0.4239959716796875,-11.533084869384766,-0.11461639404296875,0.0,-2.24,-2.2799999999999994,-2.2799999999999994,-0.28000000000000025
TP_0542,16,35.30764389038086,34.456336975097656,35.841819763183594,47.4261589050293,51.856224060058594,5.96,5.88,4.24,0.0,35.27682876586914,34.35417938232422,35.702274322509766,47.348541259765625,51.856224060058594,5.88,5.88,4.24,0.0,-0.03081512451171875,-0.1021575927734375,-0.13954544067382812,-0.07761764526367188,0.0,-0.08000000000000007,0.0,0.0,0.0
TP_0565,10,43.79014205932617,46.351409912109375,46.43846893310547,46.466773986816406,46.51640701293945,88.24,46.32,0.0,0.0,43.78419494628906,46.351409912109375,46.43846893310547,46.466773986816406,46.50859451293945,88.24,45.519999999999996,0.0,0.0,-0.005947113037109375,0.0,0.0,0.0,-0.0078125,0.0,-0.8000000000000043,0.0,0.0
TP_0565,12,60.058074951171875,62.20302200317383,62.24494171142578,62.26586151123047,62.3170051574707,99.28,94.28,94.28,94.28,60.05384826660156,62.20302200317383,62.24494171142578,62.26586151123047,62.30677032470703,99.28,94.28,94.28,94.28,-0.0042266845703125,0.0,0.0,0.0,-0.010234832763671875,0.0,0.0,0.0,0.0
TP_0565,13,60.10262680053711,62.38699722290039,62.45024108886719,62.48262023925781,62.53916549682617,99.76,95.52000000000001,95.52000000000001,95.52000000000001,60.096885681152344,62.38699722290039,62.45024108886719,62.48262023925781,62.520606994628906,99.76,95.52000000000001,95.52000000000001,95.52000000000001,-0.005741119384765625,0.0,0.0,0.0,-0.018558502197265625,0.0,0.0,0.0,0.0
TP_0565,15,57.59669876098633,60.55488586425781,60.64634704589844,60.67668151855469,60.72161865234375,98.48,93.47999999999999,93.47999999999999,89.52,57.5889892578125,60.55488586425781,60.64634704589844,60.67668151855469,60.71427917480469,98.48,93.47999999999999,93.47999999999999,89.52,-0.007709503173828125,0.0,0.0,0.0,-0.0073394775390625,0.0,0.0,0.0,0.0
TP_0565,16,48.6071891784668,51.55021667480469,51.646671295166016,51.67728805541992,51.722450256347656,90.28,90.16,40.88,0.0,48.59959411621094,51.55021667480469,51.646671295166016,51.67728805541992,51.720115661621094,90.28,90.16,40.160000000000004,0.0,-0.007595062255859375,0.0,0.0,0.0,-0.0023345947265625,0.0,0.0,-0.7199999999999989,0.0
TP_0575,10,44.13930130004883,45.949546813964844,46.034671783447266,46.058143615722656,46.11613464355469,88.72,68.92,0.0,0.0,36.737552642822266,42.14024353027344,43.6960334777832,44.45736312866211,45.30972671508789,32.92,1.6400000000000001,0.0,0.0,-7.4017486572265625,-3.8093032836914062,-2.3386383056640625,-1.6007804870605469,-0.8064079284667969,-55.8,-67.28,0.0,0.0
TP_0575,12,59.35875701904297,61.87078857421875,61.931068420410156,61.95115280151367,62.000370025634766,94.72,91.2,91.2,91.2,47.159061431884766,58.094970703125,59.71934509277344,60.63970947265625,61.537841796875,58.24,42.08,42.08,42.08,-12.199695587158203,-3.77581787109375,-2.2117233276367188,-1.3114433288574219,-0.4625282287597656,-36.48,-49.120000000000005,-49.120000000000005,-49.120000000000005
TP_0575,13,59.44791793823242,61.99272918701172,62.071502685546875,62.098793029785156,62.158294677734375,95.67999999999999,91.52,91.52,91.52,47.86001968383789,57.510169982910156,59.15083694458008,60.338958740234375,61.404991149902344,67.84,45.800000000000004,45.800000000000004,43.88,-11.587898254394531,-4.4825592041015625,-2.920665740966797,-1.7598342895507812,-0.7533035278320312,-27.83999999999999,-45.71999999999999,-45.71999999999999,-47.63999999999999
TP_0575,15,57.550575256347656,60.05707550048828,60.15033721923828,60.183109283447266,60.24355697631836,93.67999999999999,91.72,91.72,89.72,44.85420227050781,54.29121398925781,56.575931549072266,57.99043655395508,59.360477447509766,46.839999999999996,39.48,39.48,16.28,-12.696372985839844,-5.765861511230469,-3.5744056701660156,-2.1926727294921875,-0.8830795288085938,-46.839999999999996,-52.24,-52.24,-73.44
TP_0575,16,49.06554412841797,51.060794830322266,51.15718078613281,51.185081481933594,51.251888275146484,90.96,90.8,69.19999999999999,0.0,39.8033447265625,45.65185546875,47.68716049194336,49.01500701904297,50.25974655151367,36.36,31.840000000000003,0.96,0.0,-9.262199401855469,-5.408939361572266,-3.470020294189453,-2.170074462890625,-0.9921417236328125,-54.599999999999994,-58.959999999999994,-68.24,0.0
TP_0627,10,40.66410446166992,45.272682189941406,45.73172378540039,45.89518737792969,46.177276611328125,64.60000000000001,39.44,0.0,0.0,40.66408920288086,45.272682189941406,45.73172378540039,45.89518737792969,46.177276611328125,64.60000000000001,39.44,0.0,0.0,-1.52587890625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0627,12,58.829811096191406,61.640193939208984,61.87651824951172,61.99498748779297,62.149940490722656,99.72,89.0,89.0,89.0,58.82980728149414,61.640193939208984,61.87651824951172,61.99498748779297,62.149940490722656,99.72,89.0,89.0,89.0,-3.814697265625e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0627,13,59.252750396728516,61.54139709472656,61.889766693115234,62.04275131225586,62.26229476928711,99.72,94.32000000000001,94.32000000000001,94.32000000000001,59.25273895263672,61.54139709472656,61.889766693115234,62.04275131225586,62.26229476928711,99.72,94.32000000000001,94.32000000000001,94.32000000000001,-1.1444091796875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0627,15,54.92466354370117,59.62833023071289,60.037662506103516,60.163536071777344,60.41565704345703,91.32000000000001,82.6,82.6,74.76,54.92464828491211,59.62833023071289,60.034671783447266,60.163536071777344,60.41565704345703,91.32000000000001,82.6,82.6,74.76,-1.52587890625e-05,0.0,-0.00299072265625,0.0,0.0,0.0,0.0,0.0,0.0
TP_0627,16,45.93381881713867,50.532772064208984,50.97169494628906,51.113746643066406,51.3875732421875,74.64,73.32,44.68,0.0,45.933799743652344,50.532772064208984,50.966793060302734,51.113746643066406,51.3875732421875,74.64,73.32,44.68,0.0,-1.9073486328125e-05,0.0,-0.004901885986328125,0.0,0.0,0.0,0.0,0.0,0.0
TP_0676,10,36.950801849365234,42.200565338134766,44.87749481201172,46.0554313659668,46.59663391113281,36.16,8.4,0.0,0.0,36.451908111572266,41.764034271240234,44.87749481201172,46.0554313659668,46.59663391113281,31.44,8.4,0.0,0.0,-0.49889373779296875,-0.43653106689453125,0.0,0.0,0.0,-4.719999999999995,0.0,0.0,0.0
TP_0676,12,49.41328811645508,60.27763366699219,61.46115493774414,62.02975845336914,62.32976150512695,62.839999999999996,52.92,52.92,52.92,48.18342590332031,60.16908264160156,61.46115493774414,62.02975845336914,62.32976150512695,56.48,47.68,47.68,47.68,-1.2298622131347656,-0.108551025390625,0.0,0.0,0.0,-6.359999999999999,-5.240000000000002,-5.240000000000002,-5.240000000000002
TP_0676,13,49.67695236206055,58.89885711669922,61.38622283935547,62.210540771484375,62.60250473022461,65.0,55.720000000000006,55.67999999999999,55.44,48.481971740722656,58.7650032043457,61.38622283935547,62.210540771484375,62.60250473022461,58.64,50.56,50.519999999999996,50.0,-1.1949806213378906,-0.13385391235351562,0.0,0.0,0.0,-6.359999999999999,-5.160000000000004,-5.159999999999997,-5.439999999999998
TP_0676,15,46.6435546875,55.39109802246094,59.42240905761719,60.45937728881836,60.842628479003906,57.879999999999995,47.44,47.4,28.76,45.5583381652832,55.156036376953125,59.42240905761719,60.45937728881836,60.842628479003906,52.080000000000005,42.480000000000004,42.44,26.0,-1.0852165222167969,-0.2350616455078125,0.0,0.0,0.0,-5.79999999999999,-4.959999999999994,-4.960000000000001,-2.7600000000000016
TP_0676,16,40.204898834228516,45.90538787841797,50.25367736816406,51.41358947753906,51.85166549682617,38.0,34.08,12.08,0.0,39.49730682373047,45.51223373413086,50.25367736816406,51.41358947753906,51.85166549682617,33.08,26.96,12.08,0.0,-0.7075920104980469,-0.3931541442871094,0.0,0.0,0.0,-4.920000000000002,-7.119999999999997,0.0,0.0
TP_0773,10,35.096160888671875,33.93756103515625,43.53472137451172,46.63153839111328,46.63153839111328,18.16,6.2,0.0,0.0,35.07929992675781,33.91455841064453,43.33869552612305,46.63153839111328,46.63153839111328,18.16,6.2,0.0,0.0,-0.0168609619140625,-0.02300262451171875,-0.19602584838867188,0.0,0.0,0.0,0.0,0.0,0.0
TP_0773,12,42.14907455444336,41.79146957397461,60.69436264038086,62.34486389160156,62.34486389160156,28.04,24.32,24.08,24.08,42.10809326171875,41.69425964355469,60.44285202026367,62.34486389160156,62.34486389160156,27.72,24.32,24.08,24.08,-0.040981292724609375,-0.09720993041992188,-0.2515106201171875,0.0,0.0,-0.3200000000000003,0.0,0.0,0.0
TP_0773,13,42.398529052734375,55.555973052978516,60.66888427734375,62.62262725830078,62.62262725830078,29.520000000000003,25.240000000000002,25.080000000000002,25.080000000000002,42.35115051269531,55.559139251708984,60.66888427734375,62.62262725830078,62.62262725830078,29.2,25.240000000000002,25.080000000000002,25.080000000000002,-0.0473785400390625,0.00316619873046875,0.0,0.0,0.0,-0.32000000000000384,0.0,0.0,0.0
TP_0773,15,41.34018325805664,41.035179138183594,57.8394775390625,60.86521911621094,60.86521911621094,26.040000000000003,24.2,24.2,20.76,41.31755065917969,40.97722625732422,57.76166534423828,60.86521911621094,60.86521911621094,25.96,24.2,24.2,20.560000000000002,-0.022632598876953125,-0.057952880859375,-0.07781219482421875,0.0,0.0,-0.08000000000000185,0.0,0.0,-0.1999999999999993
TP_0773,16,37.91629409790039,37.097694396972656,48.59166717529297,51.878787994384766,51.878787994384766,23.0,22.6,6.2,0.0,37.90126419067383,37.045738220214844,48.52738952636719,51.878787994384766,51.878787994384766,23.0,22.56,6.2,0.0,-0.0150299072265625,-0.0519561767578125,-0.06427764892578125,0.0,0.0,0.0,-0.0400000000000027,0.0,0.0
TP_0835,10,32.7736701965332,32.77736282348633,32.778629302978516,32.77884292602539,32.78053283691406,0.0,0.0,0.0,0.0,32.7736701965332,32.77736282348633,32.778629302978516,32.77884292602539,32.78053283691406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0835,12,35.48797607421875,35.491798400878906,35.49324035644531,35.493492126464844,35.49665832519531,0.0,0.0,0.0,0.0,35.48797607421875,35.491798400878906,35.49324035644531,35.493492126464844,35.49665832519531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0835,13,35.59840774536133,35.60281753540039,35.60452651977539,35.604820251464844,35.63786315917969,0.0,0.0,0.0,0.0,35.59840774536133,35.60281753540039,35.60452651977539,35.604820251464844,35.63786315917969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0835,15,35.520782470703125,35.52627182006836,35.5282096862793,35.52853775024414,35.53129959106445,0.0,0.0,0.0,0.0,35.520782470703125,35.52627182006836,35.5282096862793,35.52853775024414,35.53129959106445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0835,16,34.296932220458984,34.301605224609375,34.30322265625,34.30349349975586,34.305545806884766,0.0,0.0,0.0,0.0,34.296932220458984,34.301605224609375,34.30322265625,34.30349349975586,34.305545806884766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0857,10,33.516380310058594,33.01247024536133,33.4421501159668,42.923954010009766,44.07084655761719,5.96,0.0,0.0,0.0,33.51471710205078,33.012176513671875,33.435482025146484,42.856422424316406,44.07084655761719,5.96,0.0,0.0,0.0,-0.0016632080078125,-0.000293731689453125,-0.0066680908203125,-0.06753158569335938,0.0,0.0,0.0,0.0,0.0
TP_0857,12,37.637123107910156,36.817771911621094,38.09416961669922,58.0075798034668,61.47490692138672,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,37.6284294128418,36.793758392333984,38.06064224243164,57.982051849365234,61.47490692138672,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,-0.008693695068359375,-0.024013519287109375,-0.033527374267578125,-0.0255279541015625,0.0,0.0,0.0,0.0,0.0
TP_0857,13,37.3398323059082,37.18872833251953,38.12889099121094,38.42067337036133,60.01369857788086,3.88,3.8,3.8,3.8,37.32865524291992,37.17523193359375,38.1048583984375,38.35664749145508,60.01369857788086,3.88,3.8,3.8,3.8,-0.01117706298828125,-0.01349639892578125,-0.0240325927734375,-0.06402587890625,0.0,0.0,0.0,0.0,0.0
TP_0857,15,36.15813446044922,36.000267028808594,36.73271942138672,37.19444274902344,56.04658126831055,2.16,2.12,2.12,1.24,36.1546745300293,35.99775695800781,36.71847152709961,37.18870162963867,56.04658126831055,2.16,2.12,2.12,1.2,-0.003459930419921875,-0.00251007080078125,-0.014247894287109375,-0.005741119384765625,0.0,0.0,0.0,0.0,-0.040000000000000036
TP_0857,16,34.499046325683594,34.375911712646484,34.749969482421875,34.956783294677734,47.49138259887695,2.08,2.08,0.0,0.0,34.49740219116211,34.37493133544922,34.749969482421875,34.956783294677734,47.49138259887695,2.08,2.08,0.0,0.0,-0.001644134521484375,-0.000980377197265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0960,10,43.391029357910156,45.54219055175781,45.67003631591797,45.728057861328125,46.424774169921875,85.32,54.6,0.0,0.0,43.22810745239258,45.40798568725586,45.54765319824219,45.5943603515625,46.424774169921875,84.88,48.76,0.0,0.0,-0.16292190551757812,-0.13420486450195312,-0.12238311767578125,-0.133697509765625,0.0,-0.4399999999999977,-5.840000000000003,0.0,0.0
TP_0960,12,59.45738220214844,61.7443962097168,61.8186149597168,61.86381912231445,62.21133804321289,97.2,92.04,92.04,92.04,59.23351287841797,61.63417053222656,61.732120513916016,61.76615905761719,62.21133804321289,97.2,91.47999999999999,91.47999999999999,91.47999999999999,-0.22386932373046875,-0.11022567749023438,-0.08649444580078125,-0.09766006469726562,0.0,0.0,-0.5600000000000165,-0.5600000000000165,-0.5600000000000165
TP_0960,13,59.56269836425781,61.732177734375,61.81208419799805,61.85714340209961,62.42087173461914,97.68,92.84,92.84,92.84,59.28252029418945,61.60537338256836,61.725486755371094,61.768802642822266,62.42087173461914,97.68,92.16,92.16,92.16,-0.2801780700683594,-0.12680435180664062,-0.08659744262695312,-0.08834075927734375,0.0,0.0,-0.6800000000000068,-0.6800000000000068,-0.6800000000000068
TP_0960,15,57.54804992675781,59.7935676574707,59.9269905090332,59.97175598144531,60.64958953857422,95.88,92.44,92.44,91.12,57.18424987792969,59.666656494140625,59.80796813964844,59.88085174560547,60.64958953857422,95.52000000000001,91.47999999999999,91.47999999999999,89.84,-0.363800048828125,-0.12691116333007812,-0.11902236938476562,-0.09090423583984375,0.0,-0.3599999999999852,-0.960000000000008,-0.960000000000008,-1.2800000000000011
TP_0960,16,48.85976791381836,50.69757843017578,50.86534118652344,50.915096282958984,51.655433654785156,91.88,91.47999999999999,59.599999999999994,0.0,48.53822326660156,50.57981491088867,50.73733139038086,50.81889343261719,51.655433654785156,90.64,90.2,52.88,0.0,-0.3215446472167969,-0.11776351928710938,-0.12800979614257812,-0.09620285034179688,0.0,-1.2399999999999949,-1.279999999999987,-6.719999999999992,0.0
TP_0986,10,43.97382354736328,46.341156005859375,46.486412048339844,46.532527923583984,46.604835510253906,90.92,43.480000000000004,0.0,0.0,43.97382354736328,46.341156005859375,46.486412048339844,46.532527923583984,46.604835510253906,90.92,43.480000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0986,12,60.978057861328125,62.148311614990234,62.302886962890625,62.333438873291016,62.359745025634766,100.0,99.56,99.56,99.56,60.978057861328125,62.148311614990234,62.302886962890625,62.333438873291016,62.359745025634766,100.0,99.56,99.56,99.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0986,13,60.70177459716797,62.36227035522461,62.53352355957031,62.57070541381836,62.6117057800293,100.0,99.83999999999999,99.83999999999999,99.83999999999999,60.70177459716797,62.36227035522461,62.53352355957031,62.57070541381836,62.6117057800293,100.0,99.83999999999999,99.83999999999999,99.83999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0986,15,57.46067428588867,60.62211990356445,60.719337463378906,60.76736831665039,60.82783508300781,100.0,92.72,92.72,86.32,57.46067428588867,60.62211990356445,60.719337463378906,60.76736831665039,60.82783508300781,100.0,92.72,92.72,86.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0986,16,48.398162841796875,51.611812591552734,51.716400146484375,51.76886749267578,51.836524963378906,87.96000000000001,87.2,43.04,0.0,48.398162841796875,51.611812591552734,51.716400146484375,51.76886749267578,51.836524963378906,87.96000000000001,87.2,43.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
