run_id,cell_id,scenario,hour,tmrt_output_path,n_pixels,valid_pixel_count,tmrt_mean_c,tmrt_p50_c,tmrt_p75_c,tmrt_p90_c,tmrt_p95_c,tmrt_max_c,pct_pixels_tmrt_ge_40,pct_pixels_tmrt_ge_45,pct_pixels_tmrt_ge_50,pct_pixels_tmrt_ge_55
v12_n24_base_TP_0857_h10,TP_0857,base,10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0857\solweig_base\solweig_outputs_h10\Tmrt_average.tif,2500,2500,33.516380310058594,32.85054016113281,33.01247024536133,33.4421501159668,42.923954010009766,44.07084655761719,5.96,0.0,0.0,0.0
v12_n24_base_TP_0857_h12,TP_0857,base,12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0857\solweig_base\solweig_outputs_h12\Tmrt_average.tif,2500,2500,37.637123107910156,36.177223205566406,36.817771911621094,38.09416961669922,58.0075798034668,61.47490692138672,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001
v12_n24_base_TP_0857_h13,TP_0857,base,13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0857\solweig_base\solweig_outputs_h13\Tmrt_average.tif,2500,2500,37.3398323059082,36.390953063964844,37.18872833251953,38.12889099121094,38.42067337036133,60.01369857788086,3.88,3.8,3.8,3.8
v12_n24_base_TP_0857_h15,TP_0857,base,15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0857\solweig_base\solweig_outputs_h15\Tmrt_average.tif,2500,2500,36.15813446044922,35.6624641418457,36.000267028808594,36.73271942138672,37.19444274902344,56.04658126831055,2.16,2.12,2.12,1.24
v12_n24_base_TP_0857_h16,TP_0857,base,16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0857\solweig_base\solweig_outputs_h16\Tmrt_average.tif,2500,2500,34.499046325683594,34.183570861816406,34.375911712646484,34.749969482421875,34.956783294677734,47.49138259887695,2.08,2.08,0.0,0.0
v12_n24_overhead_as_canopy_TP_0857_h10,TP_0857,overhead_as_canopy,10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0857\solweig_overhead_as_canopy\solweig_outputs_h10\Tmrt_average.tif,2500,2500,33.51471710205078,32.85054016113281,33.012176513671875,33.435482025146484,42.856422424316406,44.07084655761719,5.96,0.0,0.0,0.0
v12_n24_overhead_as_canopy_TP_0857_h12,TP_0857,overhead_as_canopy,12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0857\solweig_overhead_as_canopy\solweig_outputs_h12\Tmrt_average.tif,2500,2500,37.6284294128418,36.17413330078125,36.793758392333984,38.06064224243164,57.982051849365234,61.47490692138672,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001
v12_n24_overhead_as_canopy_TP_0857_h13,TP_0857,overhead_as_canopy,13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0857\solweig_overhead_as_canopy\solweig_outputs_h13\Tmrt_average.tif,2500,2500,37.32865524291992,36.36859130859375,37.17523193359375,38.1048583984375,38.35664749145508,60.01369857788086,3.88,3.8,3.8,3.8
v12_n24_overhead_as_canopy_TP_0857_h15,TP_0857,overhead_as_canopy,15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0857\solweig_overhead_as_canopy\solweig_outputs_h15\Tmrt_average.tif,2500,2500,36.1546745300293,35.6624641418457,35.99775695800781,36.71847152709961,37.18870162963867,56.04658126831055,2.16,2.12,2.12,1.2
v12_n24_overhead_as_canopy_TP_0857_h16,TP_0857,overhead_as_canopy,16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0857\solweig_overhead_as_canopy\solweig_outputs_h16\Tmrt_average.tif,2500,2500,34.49740219116211,34.182762145996094,34.37493133544922,34.749969482421875,34.956783294677734,47.49138259887695,2.08,2.08,0.0,0.0
v12_n24_base_TP_0960_h10,TP_0960,base,10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0960\solweig_base\solweig_outputs_h10\Tmrt_average.tif,2500,2500,43.391029357910156,45.129791259765625,45.54219055175781,45.67003631591797,45.728057861328125,46.424774169921875,85.32,54.6,0.0,0.0
v12_n24_base_TP_0960_h12,TP_0960,base,12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0960\solweig_base\solweig_outputs_h12\Tmrt_average.tif,2500,2500,59.45738220214844,61.40612030029297,61.7443962097168,61.8186149597168,61.86381912231445,62.21133804321289,97.2,92.04,92.04,92.04
v12_n24_base_TP_0960_h13,TP_0960,base,13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0960\solweig_base\solweig_outputs_h13\Tmrt_average.tif,2500,2500,59.56269836425781,61.341522216796875,61.732177734375,61.81208419799805,61.85714340209961,62.42087173461914,97.68,92.84,92.84,92.84
v12_n24_base_TP_0960_h15,TP_0960,base,15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0960\solweig_base\solweig_outputs_h15\Tmrt_average.tif,2500,2500,57.54804992675781,59.38758850097656,59.7935676574707,59.9269905090332,59.97175598144531,60.64958953857422,95.88,92.44,92.44,91.12
v12_n24_base_TP_0960_h16,TP_0960,base,16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0960\solweig_base\solweig_outputs_h16\Tmrt_average.tif,2500,2500,48.85976791381836,50.257904052734375,50.69757843017578,50.86534118652344,50.915096282958984,51.655433654785156,91.88,91.47999999999999,59.599999999999994,0.0
v12_n24_overhead_as_canopy_TP_0960_h10,TP_0960,overhead_as_canopy,10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0960\solweig_overhead_as_canopy\solweig_outputs_h10\Tmrt_average.tif,2500,2500,43.22810745239258,44.97191619873047,45.40798568725586,45.54765319824219,45.5943603515625,46.424774169921875,84.88,48.76,0.0,0.0
v12_n24_overhead_as_canopy_TP_0960_h12,TP_0960,overhead_as_canopy,12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0960\solweig_overhead_as_canopy\solweig_outputs_h12\Tmrt_average.tif,2500,2500,59.23351287841797,61.26004409790039,61.63417053222656,61.732120513916016,61.76615905761719,62.21133804321289,97.2,91.47999999999999,91.47999999999999,91.47999999999999
v12_n24_overhead_as_canopy_TP_0960_h13,TP_0960,overhead_as_canopy,13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0960\solweig_overhead_as_canopy\solweig_outputs_h13\Tmrt_average.tif,2500,2500,59.28252029418945,61.12794494628906,61.60537338256836,61.725486755371094,61.768802642822266,62.42087173461914,97.68,92.16,92.16,92.16
v12_n24_overhead_as_canopy_TP_0960_h15,TP_0960,overhead_as_canopy,15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0960\solweig_overhead_as_canopy\solweig_outputs_h15\Tmrt_average.tif,2500,2500,57.18424987792969,59.155513763427734,59.666656494140625,59.80796813964844,59.88085174560547,60.64958953857422,95.52000000000001,91.47999999999999,91.47999999999999,89.84
v12_n24_overhead_as_canopy_TP_0960_h16,TP_0960,overhead_as_canopy,16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0960\solweig_overhead_as_canopy\solweig_outputs_h16\Tmrt_average.tif,2500,2500,48.53822326660156,50.07206344604492,50.57981491088867,50.73733139038086,50.81889343261719,51.655433654785156,90.64,90.2,52.88,0.0
v12_n24_base_TP_0986_h10,TP_0986,base,10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0986\solweig_base\solweig_outputs_h10\Tmrt_average.tif,2500,2500,43.97382354736328,44.40742492675781,46.341156005859375,46.486412048339844,46.532527923583984,46.604835510253906,90.92,43.480000000000004,0.0,0.0
v12_n24_base_TP_0986_h12,TP_0986,base,12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0986\solweig_base\solweig_outputs_h12\Tmrt_average.tif,2500,2500,60.978057861328125,61.103660583496094,62.148311614990234,62.302886962890625,62.333438873291016,62.359745025634766,100.0,99.56,99.56,99.56
v12_n24_base_TP_0986_h13,TP_0986,base,13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0986\solweig_base\solweig_outputs_h13\Tmrt_average.tif,2500,2500,60.70177459716797,60.67108917236328,62.36227035522461,62.53352355957031,62.57070541381836,62.6117057800293,100.0,99.83999999999999,99.83999999999999,99.83999999999999
v12_n24_base_TP_0986_h15,TP_0986,base,15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0986\solweig_base\solweig_outputs_h15\Tmrt_average.tif,2500,2500,57.46067428588867,58.24372863769531,60.62211990356445,60.719337463378906,60.76736831665039,60.82783508300781,100.0,92.72,92.72,86.32
v12_n24_base_TP_0986_h16,TP_0986,base,16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0986\solweig_base\solweig_outputs_h16\Tmrt_average.tif,2500,2500,48.398162841796875,49.111351013183594,51.611812591552734,51.716400146484375,51.76886749267578,51.836524963378906,87.96000000000001,87.2,43.04,0.0
v12_n24_overhead_as_canopy_TP_0986_h10,TP_0986,overhead_as_canopy,10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0986\solweig_overhead_as_canopy\solweig_outputs_h10\Tmrt_average.tif,2500,2500,43.97382354736328,44.40742492675781,46.341156005859375,46.486412048339844,46.532527923583984,46.604835510253906,90.92,43.480000000000004,0.0,0.0
v12_n24_overhead_as_canopy_TP_0986_h12,TP_0986,overhead_as_canopy,12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0986\solweig_overhead_as_canopy\solweig_outputs_h12\Tmrt_average.tif,2500,2500,60.978057861328125,61.103660583496094,62.148311614990234,62.302886962890625,62.333438873291016,62.359745025634766,100.0,99.56,99.56,99.56
v12_n24_overhead_as_canopy_TP_0986_h13,TP_0986,overhead_as_canopy,13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0986\solweig_overhead_as_canopy\solweig_outputs_h13\Tmrt_average.tif,2500,2500,60.70177459716797,60.67108917236328,62.36227035522461,62.53352355957031,62.57070541381836,62.6117057800293,100.0,99.83999999999999,99.83999999999999,99.83999999999999
v12_n24_overhead_as_canopy_TP_0986_h15,TP_0986,overhead_as_canopy,15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0986\solweig_overhead_as_canopy\solweig_outputs_h15\Tmrt_average.tif,2500,2500,57.46067428588867,58.24372863769531,60.62211990356445,60.719337463378906,60.76736831665039,60.82783508300781,100.0,92.72,92.72,86.32
v12_n24_overhead_as_canopy_TP_0986_h16,TP_0986,overhead_as_canopy,16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0986\solweig_overhead_as_canopy\solweig_outputs_h16\Tmrt_average.tif,2500,2500,48.398162841796875,49.111351013183594,51.611812591552734,51.716400146484375,51.76886749267578,51.836524963378906,87.96000000000001,87.2,43.04,0.0
