prediction_source,dataset_label,target_col,ablation_model,station_id,n,MAE,bias,official_ge_31_count,official_ge_33_count,fixed_31_recall,fixed_31_F1,residual_p90,residual_mean_high_tail
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,S126,388,0.8401227662467493,-0.04331346464934502,23,0,0.21739130434782608,0.3333333333333333,1.336653895912096,1.6977616667157889
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,S146,388,0.8355897984472241,-0.30536564398486027,10,0,0.4,0.5333333333333333,0.9177417941221574,1.1452689560811369
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,S180,388,0.8274579225895885,-0.1353056276450527,13,0,0.3076923076923077,0.4,1.0871444224450129,1.2315019431934158
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,S148,388,0.8272698762670718,-0.4887373822761702,4,0,0.0,,0.5734037130336928,1.3397542550044443
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,S140,388,0.8213962149858361,-0.21678153306469428,10,0,0.6,0.7058823529411764,1.061319793026395,0.6892456891252859
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,S144,388,0.8113853192314939,0.05392675178226722,21,1,0.0,,1.2993697635203976,1.7630339713447771
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,S184,388,0.7989978782391158,-0.08834260177003889,16,0,0.0625,0.1111111111111111,1.0333142655719445,1.0858305628695306
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,S153,388,0.7906488957733073,0.040386457658335234,16,0,0.3125,0.43478260869565216,1.1205038067798359,1.102529775222032
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,S130,388,0.7899629518660044,0.2987805174146196,10,0,0.0,,1.4829251537886596,1.5404048343397445
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,S145,388,0.7891131323080716,-0.02821716782700675,23,0,0.21739130434782608,0.3333333333333333,1.2923160801137112,1.327697359980507
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,S129,385,0.7543449005346166,0.14666472855123122,21,0,0.0,,1.2607292905630538,1.8332428299362107
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,S124,388,0.7520823011453448,-0.22613401575179817,2,0,0.0,,0.8959079032612614,0.958816513095174
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,S139,388,1.470282577066202,-0.607274429047694,0,0,,,1.7855215657164878,
