prediction_source,dataset_label,target_col,ablation_model,regime_type,regime_value,n,MAE,bias,official_ge_31_count,fixed_31_recall,fixed_31_F1,residual_mean
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,shortwave_radiation,q1_low,5238,0.8964350076770912,0.0005356254886580619,319,0.11912225705329153,0.20708446866485014,0.0005356254886580619
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,shortwave_radiation,q3,2622,0.8586186371353735,-0.04130190574003464,150,0.04666666666666667,0.08536585365853659,-0.04130190574003464
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,shortwave_radiation,q4_high,2613,0.8587621338973147,0.026523247132009743,154,0.1038961038961039,0.1777777777777778,0.026523247132009743
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,shortwave_radiation,q1_low,5229,0.9105673446353317,0.002497301074140471,318,0.08490566037735849,0.15211267605633802,0.002497301074140471
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,shortwave_radiation,q2,9,1.1591494996713076,-0.891493563351028,1,0.0,,-0.891493563351028
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,shortwave_radiation,q3,2619,0.8776471761071916,-0.04756823404360429,150,0.04666666666666667,0.08641975308641976,-0.04756823404360429
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,shortwave_radiation,q4_high,2616,0.8794806766048289,0.031500267624057866,154,0.07142857142857142,0.12790697674418605,0.031500267624057866
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,wind_speed_10m,low,3445,0.925646384116455,-0.011276988758705465,379,0.32189973614775724,0.4468864468864468,-0.011276988758705465
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,wind_speed_10m,medium,3513,0.944974693801641,-0.01121436338913058,404,0.2896039603960396,0.4216216216216216,-0.01121436338913058
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,wind_speed_10m,high,3515,0.9776023617613342,0.010383541520807634,413,0.28087167070217917,0.40773286467486813,0.010383541520807634
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,wind_speed_10m,low,3445,1.246597582992058,-0.020015746047037705,379,0.052770448548812667,0.09950248756218906,-0.020015746047037705
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,wind_speed_10m,medium,3513,1.2488863637786214,0.009164436704621637,404,0.039603960396039604,0.07565011820330969,0.009164436704621637
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,wind_speed_10m,high,3515,1.2960713990905943,0.011275546622732746,413,0.03631961259079903,0.06976744186046512,0.011275546622732746
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,wind_speed_10m,low,3445,0.9903682331630497,-0.023011206910401077,379,0.2955145118733509,0.4028776978417266,-0.023011206910401077
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,wind_speed_10m,medium,3513,0.9976376426678083,-0.004732610954604773,404,0.2896039603960396,0.3993174061433447,-0.004732610954604773
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,wind_speed_10m,high,3515,1.0420110217788021,0.02680629043268468,413,0.2469733656174334,0.35233160621761656,0.02680629043268468
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,wind_speed_10m,low,3445,1.1440083913623593,-0.01103220067766108,379,0.0158311345646438,0.030848329048843187,-0.01103220067766108
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,wind_speed_10m,medium,3513,1.1626303056537477,0.0036356139611453163,404,0.007425742574257425,0.01474201474201474,0.0036356139611453163
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,wind_speed_10m,high,3515,1.2127351830814754,-0.00021141993050712677,413,0.012106537530266344,0.023752969121140142,-0.00021141993050712677
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,wind_speed_10m,low,3445,0.9128330421936874,-0.015055952689484514,379,0.3034300791556728,0.4331450094161958,-0.015055952689484514
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,wind_speed_10m,medium,3513,0.9278723063950199,-0.010101190850388816,404,0.3094059405940594,0.44483985765124556,-0.010101190850388816
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,wind_speed_10m,high,3515,0.9683968071524629,0.013900384728012543,413,0.2929782082324455,0.42013888888888884,0.013900384728012543
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,wind_speed_10m,low,3445,0.9286640442982996,-0.019682094893346633,379,0.3007915567282322,0.43263757115749535,-0.019682094893346633
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,wind_speed_10m,medium,3513,0.9507745853299694,-0.007569493245781261,404,0.25495049504950495,0.38941398865784504,-0.007569493245781261
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,wind_speed_10m,high,3515,0.9825244850464597,0.015372255216950613,413,0.2566585956416465,0.38545454545454544,0.015372255216950613
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,wind_speed_10m,low,3499,0.8640385519305878,-0.005218170230497164,190,0.09473684210526316,0.16216216216216217,-0.005218170230497164
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,wind_speed_10m,medium,3459,0.8880172061922281,-0.020031624217607603,205,0.1073170731707317,0.18884120171673818,-0.020031624217607603
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,wind_speed_10m,high,3515,0.9140402362185267,0.013995776833048925,228,0.08771929824561403,0.15384615384615383,0.013995776833048925
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,wind_speed_10m,low,3611,1.1130255098464685,-0.013712058916035804,198,0.005050505050505051,0.010050251256281409,-0.013712058916035804
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,wind_speed_10m,medium,3487,1.121917525778962,-0.003105350591138359,205,0.0,,-0.003105350591138359
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,wind_speed_10m,high,3375,1.165149689794448,0.018778195288044933,220,0.0,,0.018778195288044933
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,wind_speed_10m,low,3611,0.9216487367924758,-0.01550413262778217,198,0.08585858585858586,0.14912280701754385,-0.01550413262778217
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,wind_speed_10m,medium,3355,0.935820628083445,-0.014119857064102868,198,0.09090909090909091,0.16,-0.014119857064102868
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,wind_speed_10m,high,3507,0.9663858819441749,0.029034555692619448,227,0.05286343612334802,0.09677419354838711,0.029034555692619448
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_weather,wind_speed_10m,low,3611,1.0354901365490725,-0.005233471368411097,198,0.0,,-0.005233471368411097
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_weather,wind_speed_10m,medium,3487,1.058076290950323,-0.00735707251615903,205,0.0,,-0.00735707251615903
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_weather,wind_speed_10m,high,3375,1.101657359414154,0.007138833422649437,220,0.0,,0.007138833422649437
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,wind_speed_10m,low,3445,0.8577188723856247,-0.007058873098942671,187,0.10695187165775401,0.18433179723502302,-0.007058873098942671
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,wind_speed_10m,medium,3513,0.8697201918936275,-0.020378519461179804,208,0.09134615384615384,0.16239316239316237,-0.020378519461179804
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,wind_speed_10m,high,3515,0.9048653038874666,0.016991411353668145,228,0.09649122807017543,0.16923076923076924,0.016991411353668145
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,wind_speed_10m,low,3445,0.8728768440895969,-0.011629987652072208,187,0.0748663101604278,0.13333333333333333,-0.011629987652072208
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,wind_speed_10m,medium,3513,0.8910721112012504,-0.018338022152063874,208,0.07692307692307693,0.13973799126637557,-0.018338022152063874
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,wind_speed_10m,high,3515,0.9199633969500722,0.019159379707666086,228,0.06578947368421052,0.11952191235059761,0.019159379707666086
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,relative_humidity_2m,high,5477,0.9597203537005384,0.002464722877741644,641,0.28861154446177845,0.4161979752530933,0.002464722877741644
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,relative_humidity_2m,low,4996,0.938437113086388,-0.011058131228084108,555,0.3063063063063063,0.43533930857874514,-0.011058131228084108
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,relative_humidity_2m,high,5477,1.273559149704615,0.007933166634503866,641,0.0374414976599064,0.07164179104477612,0.007933166634503866
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,relative_humidity_2m,low,4996,1.2534575608953566,-0.008121694609083496,555,0.04864864864864865,0.09230769230769231,-0.008121694609083496
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,relative_humidity_2m,high,5477,1.0117333433651412,0.003663616155821609,641,0.26833073322932915,0.3771929824561403,0.003663616155821609
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,relative_humidity_2m,low,4996,1.0083916777182402,-0.0043516382915145336,555,0.2864864864864865,0.39307787391841786,-0.0043516382915145336
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,relative_humidity_2m,high,5477,1.172363574038304,0.007481080259661626,641,0.0124804992199688,0.02446483180428135,0.007481080259661626
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,relative_humidity_2m,low,4996,1.1743711059905002,-0.013400928167921992,555,0.010810810810810811,0.021314387211367674,-0.013400928167921992
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,relative_humidity_2m,high,5477,0.947117030959844,0.0010779107948235935,641,0.28861154446177845,0.4161979752530933,0.0010779107948235935
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,relative_humidity_2m,low,4996,0.9249159410121696,-0.008886530339666696,555,0.3171171171171171,0.45128205128205123,-0.008886530339666696
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,relative_humidity_2m,high,5477,0.9638995117869797,0.0020331303581982213,641,0.26053042121684866,0.39155920281359907,0.0020331303581982213
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,relative_humidity_2m,low,4996,0.9434777201266696,-0.010307931257862099,555,0.2810810810810811,0.41434262948207173,-0.010307931257862099
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,relative_humidity_2m,high,5477,0.8974641269567971,0.0024526683642661297,340,0.08529411764705883,0.1514360313315927,0.0024526683642661297
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,relative_humidity_2m,low,4996,0.8791759040011584,-0.010365467347504608,283,0.10954063604240283,0.18674698795180722,-0.010365467347504608
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,relative_humidity_2m,high,5477,1.144630524119158,0.00735257683083405,340,0.0029411764705882353,0.005865102639296188,0.00735257683083405
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,relative_humidity_2m,low,4996,1.1197959069060193,-0.007453213863577099,283,0.0,,-0.007453213863577099
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,relative_humidity_2m,high,5477,0.9435188240027672,0.0037347974419354685,340,0.07058823529411765,0.12765957446808512,0.0037347974419354685
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,relative_humidity_2m,low,4996,0.9385937719560955,-0.004401289460458495,283,0.0812720848056537,0.14153846153846153,-0.004401289460458495
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_weather,relative_humidity_2m,high,5477,1.0656230619271887,0.006423606097338437,340,0.0,,0.006423606097338437
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_weather,relative_humidity_2m,low,4996,1.062918932640119,-0.011137050594247357,283,0.0,,-0.011137050594247357
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,relative_humidity_2m,high,5477,0.8874292864050495,0.00126853200751066,340,0.09117647058823529,0.16230366492146595,0.00126853200751066
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,relative_humidity_2m,low,4996,0.8667573841102443,-0.008633005522412817,283,0.10600706713780919,0.182370820668693,-0.008633005522412817
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,relative_humidity_2m,high,5477,0.9033051677932534,0.0019665577876315818,340,0.061764705882352944,0.11320754716981132,0.0019665577876315818
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,relative_humidity_2m,low,4996,0.885441551404025,-0.009590151443555062,283,0.08480565371024736,0.15047021943573669,-0.009590151443555062
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,hour_group,afternoon,1728,1.5214578500495946,0.04477198486689056,395,0.17215189873417722,0.27309236947791166,0.04477198486689056
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,hour_group,evening,1809,0.585830508525664,-0.062024293917943035,1,0.0,,-0.062024293917943035
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,hour_group,midday,1293,1.4357387463362794,-0.35206947301508884,611,0.469721767594108,0.5845213849287169,-0.35206947301508884
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,hour_group,morning,2592,1.0238672793091663,0.14085446437138424,189,0.0,,0.14085446437138424
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,hour_group,overnight,3051,0.5721728785338082,0.027276262992899647,0,,,0.027276262992899647
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,hour_group,afternoon,1728,1.6207981442166568,0.19407639268523316,395,0.04556962025316456,0.08633093525179855,0.19407639268523316
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,hour_group,evening,1809,1.2142767419702063,-1.1298276611249063,1,0.0,,-1.1298276611249063
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,hour_group,midday,1293,1.8966482972236285,0.7136358795033145,611,0.054009819967266774,0.10185185185185185,0.7136358795033145
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,hour_group,morning,2592,1.2839308149514763,0.8629095211298379,189,0.0,,0.8629095211298379
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,hour_group,overnight,3051,0.8062526047428752,-0.4746065129994286,0,,,-0.4746065129994286
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,hour_group,afternoon,1728,1.5688093842969262,-0.28700056379011823,395,0.2607594936708861,0.3468013468013469,-0.28700056379011823
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,hour_group,evening,1809,0.6909519434043688,-0.38594018299332405,1,0.0,,-0.38594018299332405
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,hour_group,midday,1293,1.5514218202813652,-0.15357418086651645,611,0.37315875613747956,0.4866595517609391,-0.15357418086651645
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,hour_group,morning,2592,1.1753138062731014,0.7653679666478251,189,0.0,,0.7653679666478251
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,hour_group,overnight,3051,0.5132585586115801,-0.19430834075564773,0,,,-0.19430834075564773
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,hour_group,afternoon,1728,1.5919149484771125,-0.11822808255290654,395,0.012658227848101266,0.02469135802469136,-0.11822808255290654
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,hour_group,evening,1809,1.104964314749317,-0.942144811255827,1,0.0,,-0.942144811255827
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,hour_group,midday,1293,1.7408201493273736,0.4599723212706995,611,0.014729950900163666,0.028938906752411574,0.4599723212706995
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,hour_group,morning,2592,1.202092786225105,0.8437256590294779,189,0.0,,0.8437256590294779
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,hour_group,overnight,3051,0.7118252734220257,-0.29466410683021277,0,,,-0.29466410683021277
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,hour_group,afternoon,1728,1.5362279648854342,0.11153412222023631,395,0.1291139240506329,0.22030237580993517,0.11153412222023631
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,hour_group,evening,1809,0.6855818888092562,-0.10391593219347565,1,0.0,,-0.10391593219347565
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,hour_group,midday,1293,1.3962316920438134,-0.281010234777431,611,0.49427168576104746,0.6003976143141152,-0.281010234777431
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,hour_group,morning,2592,0.9419421597689533,0.1080983105272694,189,0.042328042328042326,0.08040201005025126,0.1080983105272694
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,hour_group,overnight,3051,0.5462401847761759,0.013082590189524457,0,,,0.013082590189524457
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,hour_group,afternoon,1728,1.536816723120303,0.0009143222845488992,395,0.12658227848101267,0.21321961620469085,0.0009143222845488992
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,hour_group,evening,1809,0.6077744275877554,-0.0097075638276433,1,0.0,,-0.0097075638276433
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,hour_group,midday,1293,1.489398129745224,-0.35583389274695576,611,0.44680851063829785,0.576557550158395,-0.35583389274695576
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,hour_group,morning,2592,0.9975326009810468,0.18491331814713816,189,0.0,,0.18491331814713816
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,hour_group,overnight,3051,0.5658514569808423,-0.014285163176496056,0,,,-0.014285163176496056
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,hour_group,afternoon,1728,1.4261063511035943,0.03293446108731571,199,0.03015075376884422,0.057142857142857134,0.03293446108731571
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,hour_group,evening,1809,0.5446018458274248,-0.03193051892699961,0,,,-0.03193051892699961
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,hour_group,midday,1293,1.434480935935481,-0.2995695681101128,363,0.1487603305785124,0.24324324324324326,-0.2995695681101128
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,hour_group,morning,2592,0.8960479147841258,0.12796561315738186,61,0.0,,0.12796561315738186
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,hour_group,overnight,3051,0.550946339114491,0.005950682401001456,0,,,0.005950682401001456
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,hour_group,afternoon,1728,1.5147195058783294,0.11866070148343742,199,0.0,,0.11866070148343742
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,hour_group,evening,1809,1.028685719479912,-0.9524310882413795,0,,,-0.9524310882413795
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,hour_group,midday,1293,1.8486162290126658,0.6243217847607719,363,0.0027548209366391185,0.005494505494505495,0.6243217847607719
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,hour_group,morning,2592,1.0939274613064012,0.6815760863128455,61,0.0,,0.6815760863128455
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,hour_group,overnight,3051,0.7078312667933851,-0.3451187578214521,0,,,-0.3451187578214521
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,hour_group,afternoon,1728,1.4716122255435946,-0.2621274893571053,199,0.07035175879396985,0.12612612612612614,-0.2621274893571053
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,hour_group,evening,1809,0.6353553445891132,-0.3331384567715785,0,,,-0.3331384567715785
