prediction_source,dataset_label,target_col,ablation_model,hour_sgt,n,MAE,bias,official_ge_31_count,recall_at_31,mean_residual
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,14,405,1.5635354810148268,0.02962335608122114,176,0.30113636363636365,0.02962335608122114
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,15,405,1.847329221451603,0.025857130949078162,138,0.10869565217391304,0.025857130949078162
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,16,459,1.4833992104795504,0.06681329208887737,64,0.0,0.06681329208887737
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,17,459,1.2348556051779551,0.052786691795034785,17,0.0,0.052786691795034785
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,18,459,0.7234572972132292,-0.2236658129755548,1,0.0,-0.2236658129755548
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,19,459,0.5095040012275865,-0.14094010693956685,0,,-0.14094010693956685
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,20,459,0.5642797628561561,0.08066467619006064,0,,0.08066467619006064
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,21,432,0.5435966268231857,0.04196084067649082,0,,0.04196084067649082
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,22,432,0.5499209419964876,0.11539958359168062,0,,0.11539958359168062
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,23,432,0.5189242692706059,0.10779601699409268,0,,0.10779601699409268
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,0,432,0.7680804000565452,-0.514922780106174,0,,-0.514922780106174
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,1,432,0.7965186688522399,-0.5067176160562534,0,,-0.5067176160562534
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,2,459,0.8099863510913876,-0.44658621478648697,0,,-0.44658621478648697
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,3,432,0.7745704602481455,-0.42115937761359373,0,,-0.42115937761359373
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,4,432,0.8126488084055938,-0.10067325714291925,0,,-0.10067325714291925
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,5,432,0.7542714620388137,0.05244654063760476,0,,0.05244654063760476
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,6,432,0.8030070030660927,0.23188030565354664,0,,0.23188030565354664
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,7,432,1.0185596807641564,0.7200666503643096,0,,0.7200666503643096
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,8,432,1.6754173963327543,1.4513789567007653,5,0.0,1.4513789567007653
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,9,432,1.7375682573122342,1.4787526799394042,61,0.0,1.4787526799394042
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,10,432,1.7147610901948072,1.2429319934833967,123,0.0,1.2429319934833967
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,11,431,1.799529334332699,0.8816516695482345,180,0.0,0.8816516695482345
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,12,431,1.8565417925551455,0.6842270610029942,223,0.05829596412556054,0.6842270610029942
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,13,431,2.0338737647830403,0.5750289079587152,208,0.09615384615384616,0.5750289079587152
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,14,405,1.8301237648404114,0.7069848639115052,176,0.09090909090909091,0.7069848639115052
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,15,405,1.9938362431180787,0.36593959414451377,138,0.014492753623188406,0.36593959414451377
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,16,459,1.481279645956325,0.1249363439998255,64,0.0,0.1249363439998255
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,17,459,1.246466301719479,-0.3409938580577881,17,0.0,-0.3409938580577881
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,18,459,1.181776466084898,-0.9619527065207474,1,0.0,-0.9619527065207474
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,19,459,1.3538981337458202,-1.3339134153687948,0,,-1.3339134153687948
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,20,459,1.2742706000411939,-1.2337197161928946,0,,-1.2337197161928946
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,21,432,1.036717082136332,-0.9809683779979556,0,,-0.9809683779979556
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,22,432,0.8857294079138697,-0.7279594778030879,0,,-0.7279594778030879
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,23,432,0.7960007774855625,-0.6059781361257932,0,,-0.6059781361257932
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,0,432,0.4498754731612589,-0.14940276295354468,0,,-0.14940276295354468
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,1,432,0.4772767325030352,-0.1950633158389276,0,,-0.1950633158389276
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,2,459,0.5445827784063639,-0.2527106592881046,0,,-0.2527106592881046
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,3,432,0.5515944525112998,-0.28647027513492557,0,,-0.28647027513492557
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,4,432,0.5648396964504201,-0.16804701204416267,0,,-0.16804701204416267
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,5,432,0.5434955282315933,-0.1081182884361983,0,,-0.1081182884361983
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,6,432,0.5300767060036549,-0.02824954192176612,0,,-0.02824954192176612
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,7,432,0.7182318125647628,0.4748124424267395,0,,0.4748124424267395
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,8,432,1.7311540593726198,1.6104851664675617,5,0.0,1.6104851664675617
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,9,432,1.9272149533090284,1.664572051960357,61,0.0,1.664572051960357
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,10,432,1.6017097781569498,0.9787059693902574,123,0.0,0.9787059693902574
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,11,431,1.506834026056801,0.23890056835300877,180,0.05,0.23890056835300877
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,12,431,1.4218555396624684,-0.2355079474762942,223,0.4798206278026906,-0.2355079474762942
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,13,431,1.7255758951248268,-0.46411516347626386,208,0.5384615384615384,-0.46411516347626386
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,14,405,1.5992822700121714,-0.19302434821485157,176,0.4318181818181818,-0.19302434821485157
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,15,405,1.862852696258778,-0.35214878602282934,138,0.1956521739130435,-0.35214878602282934
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,16,459,1.5398376313418218,-0.3299529572068249,64,0.0,-0.3299529572068249
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,17,459,1.3114433157722383,-0.2694846350874311,17,0.0,-0.2694846350874311
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,18,459,0.8914812605250625,-0.5056425168137565,1,0.0,-0.5056425168137565
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,19,459,0.6389401976902261,-0.46356535122465453,0,,-0.46356535122465453
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,20,459,0.6357451955723785,-0.3198528514992229,0,,-0.3198528514992229
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,21,432,0.5918091933563978,-0.24649750177580834,0,,-0.24649750177580834
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,22,432,0.516270889553938,-0.16739651145003118,0,,-0.16739651145003118
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,23,432,0.4864121239575705,-0.1374177036715592,0,,-0.1374177036715592
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,0,432,0.6940876286047346,-0.32580481106304116,0,,-0.32580481106304116
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,1,432,0.6611627292534045,-0.2820013965182098,0,,-0.2820013965182098
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,2,459,0.6864117516544829,-0.26357248969849223,0,,-0.26357248969849223
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,3,432,0.6959625198207399,-0.2638336375378723,0,,-0.2638336375378723
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,4,432,0.670092878285456,-0.01225238286124671,0,,-0.01225238286124671
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,5,432,0.6116177118066122,0.04953543742638186,0,,0.04953543742638186
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,6,432,0.6608101301156789,0.1879601895029989,0,,0.1879601895029989
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,7,432,0.8831202605908194,0.6351410143518074,0,,0.6351410143518074
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,8,432,1.8289463398233623,1.711570670953718,5,0.0,1.711570670953718
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,9,432,1.7334163714694824,1.4884343496388768,61,0.0,1.4884343496388768
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,10,432,1.494645903544674,0.9897122923030848,123,0.0,0.9897122923030848
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,11,431,1.6154293594684426,0.5948141102758483,180,0.0,0.5948141102758483
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,12,431,1.7147829087562871,0.46536069943902214,223,0.026905829596412557,0.46536069943902214
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,13,431,1.8922481797573907,0.31974215409722806,208,0.014423076923076924,0.31974215409722806
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,14,405,1.6640919730022028,0.45918816474188506,176,0.028409090909090908,0.45918816474188506
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,15,405,1.9267015426851146,0.055916504853314605,138,0.0,0.055916504853314605
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,16,459,1.504775493429054,-0.23702476387786148,64,0.0,-0.23702476387786148
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,17,459,1.319968857584207,-0.6625733141994334,17,0.0,-0.6625733141994334
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,18,459,1.3131598367839072,-1.1772138003730952,1,0.0,-1.1772138003730952
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,19,459,1.2074151644306959,-1.1459378657538208,0,,-1.1459378657538208
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,20,459,0.985253078078427,-0.8159895421551152,0,,-0.8159895421551152
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,21,432,0.9020957337639194,-0.6098938633341172,0,,-0.6098938633341172
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,22,432,0.8320348250819878,-0.5018813773335248,0,,-0.5018813773335248
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,L1_proxy_weather,23,432,0.7446129263638452,-0.41524587886983494,0,,-0.41524587886983494
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,0,432,0.5982951094406004,0.4243933388175584,0,,0.4243933388175584
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,1,432,0.5038869617250983,0.17290549471734445,0,,0.17290549471734445
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,2,459,0.5326443392957999,-0.07874369197309027,0,,-0.07874369197309027
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,3,432,0.5744936083611301,-0.2985328069683249,0,,-0.2985328069683249
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,4,432,0.6242135678338604,-0.336919428182132,0,,-0.336919428182132
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,5,432,0.6581441375325724,-0.44816681131357183,0,,-0.44816681131357183
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,6,432,0.6622507718548575,-0.4443937050774488,0,,-0.4443937050774488
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,7,432,0.6272481423956904,0.05921262476490072,0,,0.05921262476490072
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,8,432,1.1426855351198486,0.603229385559959,5,0.0,0.603229385559959
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,9,432,1.3634082487325172,0.7690408989847825,61,0.0,0.7690408989847825
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,10,432,1.1979161229782347,0.10966747024499482,123,0.06504065040650407,0.10966747024499482
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,11,431,1.2842530055022439,-0.2951167971911955,180,0.37777777777777777,-0.2951167971911955
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,12,431,1.295503470198567,-0.3118638574541652,223,0.5829596412556054,-0.3118638574541652
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,13,431,1.608938600430629,-0.23605004968693227,208,0.5,-0.23605004968693227
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,14,405,1.5583245531967738,0.23015423176016792,176,0.2556818181818182,0.23015423176016792
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,15,405,1.8333846237076783,0.1740036930481793,138,0.043478260869565216,0.1740036930481793
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,16,459,1.5056309179959777,0.08546371888373384,64,0.0,0.08546371888373384
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,17,459,1.2851309701864342,-0.022180486532562327,17,0.0,-0.022180486532562327
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,18,459,0.8828227480496365,-0.4747516777400092,1,0.0,-0.4747516777400092
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,19,459,0.6855200837450776,-0.5622971964172876,0,,-0.5622971964172876
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,20,459,0.6210399565510519,0.4219043149179668,0,,0.4219043149179668
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,21,432,0.5446549467713838,0.21844312813160888,0,,0.21844312813160888
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,22,432,0.5167273461176541,0.14980305881740905,0,,0.14980305881740905
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,23,432,0.47427010100161154,0.06441130873306977,0,,0.06441130873306977
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,0,432,0.49919972025516396,0.1715216128607063,0,,0.1715216128607063
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,1,432,0.4867058429610638,0.03197330685296168,0,,0.03197330685296168
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,2,459,0.5510963088031542,-0.15784120146890893,0,,-0.15784120146890893
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,3,432,0.6034243621882792,-0.3478217842054341,0,,-0.3478217842054341
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,4,432,0.6707800626227306,-0.33749139490258195,0,,-0.33749139490258195
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,5,432,0.68910735399247,-0.4330150919111019,0,,-0.4330150919111019
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,6,432,0.7198388374963345,-0.4611762073333873,0,,-0.4611762073333873
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,7,432,0.6412444348154087,-0.08683542819712657,0,,-0.08683542819712657
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,8,432,1.2769161215408502,0.9553209656884433,5,0.0,0.9553209656884433
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,9,432,1.4205922684154344,0.8685302409108457,61,0.0,0.8685302409108457
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,10,432,1.237496589625783,0.2666554297251559,123,0.0,0.2666554297251559
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,11,431,1.3572670490822323,-0.24207731347258774,180,0.23333333333333334,-0.24207731347258774
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,12,431,1.4210051352626383,-0.40821219876625137,223,0.5650224215246636,-0.40821219876625137
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,13,431,1.6899222048908007,-0.4172121660020282,208,0.5048076923076923,-0.4172121660020282
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,14,405,1.5894110322626653,0.030889096840464824,176,0.25,0.030889096840464824
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,15,405,1.876053795305074,-0.03750386732634436,138,0.043478260869565216,-0.03750386732634436
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,16,459,1.5029005180163526,0.026614535634631772,64,0.0,0.026614535634631772
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,17,459,1.2249993564650175,-0.017335818958200994,17,0.0,-0.017335818958200994
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,18,459,0.7377519606139461,-0.2761578931812279,1,0.0,-0.2761578931812279
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,19,459,0.5008051195108979,-0.10501658778625352,0,,-0.10501658778625352
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,20,459,0.5791498835092336,0.13186987256821023,0,,0.13186987256821023
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,21,432,0.6137417666625182,0.22423572289596938,0,,0.22423572289596938
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,22,432,0.6005621928289955,0.28472449208122547,0,,0.28472449208122547
loso_sprint2a_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,23,432,0.550113905967614,0.26391107893983484,0,,0.26391107893983484
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,0,432,0.5699568630549743,0.3471049622714518,0,,0.3471049622714518
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,1,432,0.5328421493145157,0.14004781917215176,0,,0.14004781917215176
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,2,459,0.55130613556132,-0.04804903341148922,0,,-0.04804903341148922
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,3,432,0.5657318790232997,-0.24196187088201634,0,,-0.24196187088201634
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,4,432,0.6114527092632824,-0.2643802530284157,0,,-0.2643802530284157
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,5,432,0.6382261016696757,-0.3733812416243549,0,,-0.3733812416243549
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,6,432,0.6649936734734152,-0.38832651861438267,0,,-0.38832651861438267
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,7,432,0.5700813406328078,-0.24602760920203506,0,,-0.24602760920203506
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,8,432,0.9728903488959865,0.6404258416714249,1,0.0,0.6404258416714249
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,9,432,1.3497780044057213,0.88629041327959,18,0.0,0.88629041327959
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,10,432,1.1803180196271483,0.24881279343404866,42,0.0,0.24881279343404866
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,11,431,1.3197903537278854,-0.22060942778909032,106,0.02830188679245283,-0.22060942778909032
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,12,431,1.3740859032691295,-0.29092359016850067,140,0.22857142857142856,-0.29092359016850067
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,13,431,1.6095665508094277,-0.3871756863727474,117,0.1623931623931624,-0.3871756863727474
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,14,405,1.6001844944557306,-0.06259019343026974,103,0.05825242718446602,-0.06259019343026974
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,15,405,1.7501573224115687,0.056411736044263826,71,0.0,0.056411736044263826
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,16,459,1.3666063246056874,0.10768618209204002,21,0.0,0.10768618209204002
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,17,459,1.0460806881955202,0.021753957341977347,4,0.0,0.021753957341977347
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,18,459,0.5876566280220612,-0.23953413157520448,0,,-0.23953413157520448
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,19,459,0.4945942328062707,-0.07381891608770888,0,,-0.07381891608770888
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,20,459,0.5586491665478895,0.13918515677572424,0,,0.13918515677572424
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,21,432,0.5370639503151061,0.05134433606082752,0,,0.05134433606082752
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,22,432,0.5375082138300458,0.07692176385987287,0,,0.07692176385987287
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_full_dynamic,23,432,0.4878039364760728,0.035346371063735706,0,,0.035346371063735706
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,0,432,0.6637185599449201,-0.3694715402954202,0,,-0.3694715402954202
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,1,432,0.711010307109039,-0.38878499140881245,0,,-0.38878499140881245
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,2,459,0.7233494831317087,-0.32515619407864443,0,,-0.32515619407864443
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,3,432,0.688959633904291,-0.30153877263172724,0,,-0.30153877263172724
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,4,432,0.7390886626155644,-0.022806086691099875,0,,-0.022806086691099875
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,5,432,0.6944664954988805,0.10791781436904778,0,,0.10791781436904778
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,6,432,0.7446827655648887,0.27192835539920274,0,,0.27192835539920274
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,7,432,0.8184505790129762,0.46637215835652757,0,,0.46637215835652757
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,8,432,1.2230052057532657,0.9647116983833226,1,0.0,0.9647116983833226
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,9,432,1.5283076772651212,1.2358572566747152,18,0.0,1.2358572566747152
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_only,10,432,1.554652044743275,1.0426692346942568,42,0.0,1.0426692346942568
