cell_id,sunlit_hot_pocket_proxy_frac,open_high_svf_low_shade_frac,proxy_method,feature_version
TP_0670,0.17496819075930736,0.17496819075930736,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0672,0.5656392420435286,0.5656392420435286,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0673,0.43511160218270956,0.43511160218270956,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0674,0.6199541418032676,0.6199541418032676,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0676,0.09931587124016661,0.09931587124016661,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0677,0.23225750400668854,0.23225750400668854,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0680,0.16782160516070316,0.16782160516070316,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0681,0.21643500936974522,0.21643500936974522,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0684,0.36391809010615833,0.36391809010615833,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0691,0.16315626292347807,0.16315626292347807,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0693,0.14544296553898747,0.14544296553898747,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0704,0.7094935169032383,0.7094935169032383,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0707,0.2889943900702482,0.2889943900702482,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0710,0.15297579720305232,0.15297579720305232,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0711,0.5561218815382578,0.5561218815382578,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0713,0.3656832914418297,0.3656832914418297,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0718,0.299532035053995,0.299532035053995,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0719,0.12835417636844623,0.12835417636844623,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0720,0.26295732533379057,0.26295732533379057,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0722,0.026382226428892194,0.026382226428892194,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0727,0.33564053012501655,0.33564053012501655,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0740,0.1596064832988471,0.1596064832988471,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0744,0.04885083083783765,0.04885083083783765,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0745,0.267538917219632,0.267538917219632,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0746,0.0,0.0,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0747,0.20918761612486642,0.20918761612486642,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0759,0.1887637317141298,0.1887637317141298,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0762,0.04216430655771561,0.04216430655771561,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0767,0.22610939332150226,0.22610939332150226,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0772,0.6093486118164891,0.6093486118164891,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0773,0.027234973173592254,0.027234973173592254,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
TP_0774,0.22468697758008466,0.22468697758008466,compact open_pixel_fraction * compact svf/open_sky * (1 - compact shade_fraction),b86g_v0_1
