cell_id,neighbourhood_shade_mean,neighbourhood_overhead_frac,neighbourhood_open_frac,neighbourhood_context_radius_m,neighbourhood_context_source_status,feature_version
TP_0045,0.44563141866018907,0.02768388145559176,0.8011832781388935,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0049,0.5388847392128787,0.024710418009244423,0.8269285374858502,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0050,0.5482623055766933,0.013385814935437492,0.8005234522506203,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0052,0.6594396004334191,0.022752723326625205,0.8405728331749563,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0053,0.6406635299095618,0.02430239484607246,0.8307761034772965,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0056,0.4193328534084315,0.0020932047800327766,0.8053286855988481,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0059,0.3962943557132739,0.11988970269359002,0.8610222086862359,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0060,0.4205341822036482,0.10560662442353146,0.8596984432478179,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0063,0.5320785408241661,0.025310192343501563,0.7988485493745009,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0065,0.6069088265638921,0.049444541592608096,0.790370610472986,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0066,0.6293173859612925,0.03770547201267187,0.8072307999426711,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0067,0.5997257623892713,0.0368481420552999,0.8037697901239624,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0074,0.49142188590912894,0.030303683264382743,0.8236973419531404,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0081,0.6508621006382774,0.03907387376627522,0.8609413357174868,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0082,0.6705693148973542,0.03137446622840631,0.8530697848346904,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0083,0.6097636852270105,0.020580005139110364,0.8283037819432216,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0085,0.38685935142382133,0.00651044592634429,0.8186332232368525,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0088,0.4198639553462919,0.08798340931078753,0.9047235758208609,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0089,0.47860043780774514,0.08304043952376626,0.8852735092248785,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0090,0.4749148350927107,0.09028004348908003,0.8761526446928695,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0097,0.6672826526305882,0.05706932515524208,0.8976733615769084,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0098,0.5953191771283651,0.04717451803564956,0.893188468704572,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0099,0.5168346400989479,0.03679849297678397,0.8819378735192881,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0102,0.5225411379021999,0.01711551798082614,0.8674140126464789,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0103,0.5628856496416917,0.039398518020764814,0.8512592115799794,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0104,0.5176796503389662,0.048157230211026796,0.8401340793481795,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0108,0.4791157381348327,0.03564991639876653,0.8149300715587315,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0110,0.6040909288056111,0.05841144718721475,0.841711180440386,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0112,0.5893198193924352,0.055217505944293685,0.8766560622450628,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0114,0.4199261883108224,0.014010928424915803,0.84896193016341,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0115,0.3594763206132819,0.0031465199565806116,0.8591556105291908,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0116,0.3293463170928272,0.0,0.8558006535947712,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0117,0.5426814775029399,0.14784924541382236,0.909042404795,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0119,0.5650892304411511,0.07579314955302774,0.8638351618289735,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0122,0.6962968531656951,0.03206732875482731,0.8588689150622543,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0123,0.7230621709899245,0.05333295744941813,0.8857693263173699,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0126,0.6742176335548004,0.07202879070266063,0.9077509910275747,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0127,0.5799711961993967,0.042084838014166875,0.9022421667588023,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0133,0.5106537762972312,0.04316485837190283,0.8726756607040077,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0135,0.3970468141125907,0.030934486275901535,0.769536897506421,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0136,0.4348615678465896,0.03369988209963165,0.7800763139575356,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0139,0.5827296737167663,0.06425333770144592,0.8174142554979993,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0141,0.5662984727756792,0.08704836431647031,0.9230642982102925,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0146,0.551351548570847,0.13362984096017785,0.8768829557096459,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0153,0.7249791221191815,0.05600622758324445,0.8709508507196821,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0154,0.662095881578204,0.06400679323861835,0.848530103919976,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0159,0.4847193815458485,0.028505511532917284,0.8966923270294309,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0160,0.4904956538371109,0.012558777666512439,0.8540601478379957,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0162,0.5546874710222574,0.02063842056309114,0.862545945005221,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0165,0.3958908260305447,0.03036910458791406,0.7672738563228981,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0166,0.40077039143751936,0.0465019972521665,0.7617926230011671,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0168,0.5697104441289589,0.08038464653660307,0.8244071155495497,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0169,0.5464205388421483,0.10454318186675496,0.8638977177075727,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0170,0.5146723642548572,0.10400429781599459,0.9213881640311306,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0171,0.4735825125726093,0.05904214242140763,0.9529817653769941,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0183,0.6003591751012628,0.04077709521155575,0.7818163078492797,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0192,0.5856099752468995,0.013802921246898489,0.786329023714138,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0196,0.49998097645131623,0.08320634588434248,0.7745779032984583,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0197,0.5818669949529881,0.10417312176878016,0.8220328131078398,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0199,0.45422249569614725,0.09709614728613254,0.9002054307742358,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0206,0.43226488169767563,0.00128255575049909,0.78476449601769,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0207,0.5220619940942746,0.003682290269017155,0.7827893282965814,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0208,0.5752039256619467,0.008660133412709665,0.7601342027645261,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0212,0.5655515583815907,0.02816342357414977,0.7697722871722072,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0215,0.33855554291235684,0.025613966918936,0.75800044930375,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0218,0.5252230301363225,0.0,0.8266949216164015,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0221,0.558504749373459,0.00282990115383582,0.7812463865172475,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0226,0.5789174683456023,0.0908534540772598,0.7824726433733953,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0227,0.512197605758258,0.10672222207887276,0.8516817769223944,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0230,0.36915534064704514,0.046711518898513604,0.9152688226990529,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0233,0.48217948943983546,0.007907602093270167,0.8467727341062116,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0234,0.4697646994323294,0.010040586691690322,0.8019266452579954,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0236,0.49004640793799786,0.0064639428311565,0.7892341026096017,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0237,0.5398260496512496,0.00597540460986173,0.7550697364918818,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0245,0.38283726775009025,0.011590657863574414,0.7113767491565601,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0248,0.5854579890222398,0.0,0.7941898143408658,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0254,0.5404274450654053,0.033118165344518766,0.7655855829801465,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0255,0.5403223916870792,0.060513446884380616,0.7756601216191317,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0256,0.506831322517747,0.0848201196368298,0.8242915062822902,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0257,0.41633802257112407,0.07087513525152994,0.8453324537785877,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0263,0.4873847538100322,0.013874360722474811,0.8326143506480211,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0276,0.48752489135014165,0.000122112467734165,0.7445831024253303,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0277,0.5486228011392423,0.0,0.7464047478894098,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0278,0.6070365354152181,0.0027468638826694753,0.8044921798397977,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0285,0.4975156948289504,0.06261073578046439,0.7658880636487104,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0286,0.40646357085023865,0.05337295342254826,0.7807838402503361,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0293,0.5810516700844606,0.01029325863576474,0.8689504978171799,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0300,0.45603704552625,0.0033276812333200402,0.6939756431868489,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0301,0.4385225975346943,0.00226816509353776,0.6928537713533028,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0313,0.513550426359859,0.028021876857686888,0.719423740641401,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0318,0.41966470594948135,0.004938273252658335,0.8363284295994218,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0319,0.4549424618931202,0.0,0.8675102534148981,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0320,0.604372610300829,0.022092290937214584,0.9427612966716641,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0326,0.5781839239073843,0.000570306909408515,0.7521294125609403,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0337,0.4941732797209458,0.005151772247887275,0.7801149768295762,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0344,0.45034599849864765,0.02958970701739695,0.7520818275970326,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0346,0.4469484879361949,0.02465130280934429,0.8331773552616312,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0349,0.6654325826549252,0.021845657667197576,0.9364779643051868,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0355,0.530734683157939,0.00276159652997097,0.7494177435738189,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0359,0.4167925462803579,4.4070910637319996e-05,0.7185989893964313,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0361,0.4451786627874223,0.0005697796206584401,0.7452974948187885,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0365,0.5483501570327534,0.002087149720020875,0.8019432742641086,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0366,0.5538381148537834,0.004632188916188415,0.7841971553385247,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0371,0.6107490685043555,0.02158561011541108,0.7258585534921707,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0372,0.5549764016547162,0.05764544957206645,0.7642235320279638,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0373,0.5089380650930585,0.05464678866272963,0.7720305284835828,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0378,0.7223234577131904,0.024850011073709783,0.9043181611798526,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0379,0.6920713926485486,0.02462861857485497,0.8768808791713487,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0380,0.6807815256424601,0.027964386641131107,0.8647873249137223,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0381,0.7424216765866163,0.026812154959145667,0.8280765496998196,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0383,0.5751773936301282,0.01114109812346473,0.7993825338001542,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0403,0.5632512846512144,0.07225456583041409,0.8319956926557606,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0406,0.6532901656989055,0.0,0.8224048371814209,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0407,0.6456914959694481,0.030241286233748454,0.8467186171757639,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0409,0.7181753155476115,0.02481843371379212,0.8460771002390979,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0410,0.7361866348830262,0.027807106204573422,0.8129692798513999,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0412,0.6049218713937726,0.01630541436001349,0.7860945881078967,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0418,0.3912094581632144,0.004474511394518605,0.7857779154125974,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0430,0.5960202473939482,0.0662962775116169,0.820295791730081,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0431,0.5744037048480338,0.03668534901108193,0.8380029628454235,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0433,0.6456898836281315,0.05929437963269922,0.8266375594616544,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0438,0.720584574449971,0.026306942104010706,0.8263576642688634,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0448,0.44102246681358376,0.00517728702069137,0.796633736682978,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0454,0.5225888118920822,0.00279848084922798,0.7776099585616821,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0458,0.5681404719716326,0.05545922127973966,0.7904178286002881,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0460,0.6344695875663077,0.05792815790010232,0.8844655184965273,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0464,0.7847077025609015,0.0,0.8064533540240554,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0465,0.7197716772784961,0.010158701499718417,0.7741438900946154,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0467,0.7334799645970582,0.0247669054847906,0.8033004826887247,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0475,0.43812218849581014,0.007009218184155031,0.8066686490061856,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0489,0.6225506564564827,0.0885871335709487,0.8536162178179081,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0492,0.8438500595701464,0.0,0.8559552040481364,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0495,0.7257177388954639,0.006257542725299524,0.833510352319712,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0498,0.584760424675356,0.01826947977402881,0.769337844001738,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0519,0.6423642290651896,0.054972968100832874,0.8555735026810354,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0523,0.6825282964961737,0.019789489581333333,0.8630725480527516,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0538,0.44531710059360974,0.05777683518914719,0.8441648299243122,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0542,0.39633284101451927,0.081329629130214,0.863954406475434,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0543,0.40516167009013204,0.07672696731091479,0.8138675964410591,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0544,0.4358417159493736,0.11964953948396628,0.846389604931194,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0546,0.413118148043382,0.06907390288546378,0.8428952559211409,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0552,0.6764561171366242,0.04938401342598805,0.8929054269636848,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0554,0.5599135048184045,0.04688612623317921,0.8469745698855015,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0555,0.62974304265733,0.02872825783708448,0.8536027750137066,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0556,0.5617262081612484,0.02185035182836307,0.8366108051295701,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0560,0.4763400076147663,0.05988307961214133,0.8068869186521341,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0564,0.4343025441613616,0.033512271855520345,0.7852172454722695,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0565,0.4535357142811226,0.07046672951800495,0.8212350814092897,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0568,0.49448883725221043,0.08232275706773487,0.843290969392746,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0569,0.499598407814815,0.1084432716439876,0.8392974092235803,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0570,0.48702713446544815,0.09955813496605974,0.8572854298756282,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0571,0.442623670143061,0.07552893079809202,0.8764183043503978,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0572,0.44365050916080184,0.09108879815772045,0.8758231887371494,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0573,0.39773322883885615,0.14920498353679557,0.8649369780398528,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0575,0.426073370047608,0.08456491146437392,0.8409670253703059,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0581,0.5595559937429612,0.05014058791302245,0.9096831534980856,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0584,0.4894401498597653,0.036726440038561084,0.7982244737686234,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0587,0.5325344140596877,0.04181304630477704,0.8080740026025491,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0588,0.5566306665151397,0.04746710297461575,0.8151980123029604,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0589,0.5462248678306056,0.04627298249179829,0.8159857148593282,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0590,0.5133082228600339,0.04759222705112748,0.8224301506134418,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0592,0.4193713241413718,0.05636480194275064,0.7684186173160528,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0599,0.4335808169797666,0.10744724847527867,0.8350285643437095,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0600,0.42589110249688816,0.09227150637212034,0.8422108403345095,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0601,0.432058598031996,0.11504466054114589,0.8809888874101677,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0603,0.3504282353925997,0.09454681495879855,0.8667334323507798,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0605,0.4531518870803909,0.09014189813219128,0.846569459516026,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0608,0.5106842839598942,0.0,0.7982003464489883,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0610,0.45267331148118867,0.06461093680745922,0.9299835557102525,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0611,0.4565489483140645,0.04798886840167687,0.8987332821468302,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0612,0.4511538970450453,0.041826938723441336,0.8507929773255165,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0614,0.3861969746634003,0.04066671405164103,0.8031248676772019,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0616,0.4793368702983164,0.05160791180126022,0.8172818027431414,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0622,0.38407122342775735,0.046099911548140124,0.7837119021700802,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0623,0.34472607608717654,0.03862236656835039,0.7844166948192435,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0627,0.39233840625978755,0.060130907886288776,0.7925459981823104,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0628,0.37250058201675307,0.07567735784243387,0.783491284929101,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0632,0.3865459738231867,0.0698689702960493,0.8423855631880318,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0636,0.40891142099310934,0.0,0.7738498409805971,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0641,0.3913393384671608,0.042495304472368864,0.8352507091264396,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0646,0.5006060077303097,0.051444898842480644,0.8412347441471077,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0647,0.5394364218738981,0.060240404749183706,0.8646115531805018,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0649,0.41813476153161283,0.03746780085461006,0.8202951967040442,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0650,0.33266914600135206,0.030780922343651634,0.7718536475502138,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0651,0.32059059429324,0.023826145937360422,0.7818627900284141,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0657,0.36651010388275396,0.030102967951964814,0.7398266475229145,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0663,0.42676392513096995,0.02842169277816366,0.793845107366534,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0669,0.2408007314923171,0.03979176611085372,0.8210211994021417,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0670,0.27827748284908427,0.03172513686035493,0.7814876275624532,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0672,0.3817970168495152,0.013540946469878346,0.7245688555152887,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0673,0.4235585753538477,0.009375182007914026,0.761930868077594,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0674,0.46533176244568475,0.012695339504616704,0.7931154468922967,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0676,0.5042067743295917,0.020561089756753977,0.812169186180099,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0677,0.4924133680321422,0.021883272052374118,0.8307441183864194,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0680,0.2777765728605682,0.01862568949024071,0.7568279442476609,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0681,0.2849633644551305,0.014989090225047028,0.756180444367096,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0684,0.2617149534925436,0.010573297393331496,0.7186374283673326,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0691,0.4463954238279474,0.03409509240914175,0.8010711378645903,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0693,0.4167995101033828,0.0,0.7328481344794561,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
TP_0704,0.4851205295458089,0.023848416751907856,0.7715488216866977,250.0,CENTROID_RADIUS_CONTEXT,b86g_v0_1
