cell_id,typology_geometry_class,typology_shade_interaction,typology_support_count,feature_version
TP_0065,other|shade_high|overhead_low|open_high|built_mid,-0.074337114861588,26,b86g_v0_1
TP_0066,other|shade_mid|overhead_low|open_high|built_mid,-0.2784441094987748,26,b86g_v0_1
TP_0067,civic_institutional|shade_high|overhead_low|open_high|built_mid,0.30765221188445446,132,b86g_v0_1
TP_0074,residential|shade_mid|overhead_mid|open_mid|built_mid,0.00085406993711723,511,b86g_v0_1
TP_0081,residential|shade_mid|overhead_low|open_mid|built_mid,0.03308383058483744,511,b86g_v0_1
TP_0082,residential|shade_high|overhead_mid|open_high|built_mid,0.2236412038705159,511,b86g_v0_1
TP_0083,transport|shade_mid|overhead_mid|open_high|built_mid,0.06476703124215377,182,b86g_v0_1
TP_0085,residential|shade_high|overhead_low|open_high|built_mid,0.32621039945864716,511,b86g_v0_1
TP_0088,overhead_confounded_transport_deck|shade_mid|overhead_high|open_high|built_low,0.0,1,b86g_v0_1
TP_0089,transport|shade_mid|overhead_high|open_high|built_low,-0.11125388460295882,182,b86g_v0_1
TP_0090,residential|shade_high|overhead_mid|open_high|built_low,0.13157534817537198,511,b86g_v0_1
TP_0097,civic_institutional|shade_high|overhead_low|open_high|built_mid,0.21876259493962058,132,b86g_v0_1
TP_0098,civic_institutional|shade_mid|overhead_mid|open_high|built_mid,0.09337372213877143,132,b86g_v0_1
TP_0099,residential|shade_mid|overhead_mid|open_high|built_low,0.06122523028868543,511,b86g_v0_1
TP_0102,residential|shade_mid|overhead_high|open_high|built_low,-0.17159621790278456,511,b86g_v0_1
TP_0103,residential|shade_low|overhead_low|open_high|built_low,-0.2926214000722271,511,b86g_v0_1
TP_0104,residential|shade_low|overhead_low|open_high|built_low,-0.32578820308572365,511,b86g_v0_1
TP_0108,residential|shade_mid|overhead_low|open_high|built_mid,-0.140924333726752,511,b86g_v0_1
TP_0110,residential|shade_high|overhead_mid|open_high|built_mid,0.4461385440516251,511,b86g_v0_1
TP_0112,residential|shade_high|overhead_mid|open_mid|built_mid,0.29803479973805,511,b86g_v0_1
TP_0114,park_open_space|shade_mid|overhead_low|open_high|built_low,-0.2198908027464116,22,b86g_v0_1
TP_0115,water|shade_mid|overhead_low|open_high|built_low,-0.22921483555741884,22,b86g_v0_1
TP_0116,transport|shade_low|overhead_low|open_high|built_mid,-0.3714943496586957,182,b86g_v0_1
TP_0117,transport|shade_low|overhead_low|open_high|built_low,-0.3158483348189246,182,b86g_v0_1
TP_0119,transport|shade_mid|overhead_high|open_high|built_low,-0.04888783838615629,182,b86g_v0_1
TP_0122,transport|shade_high|overhead_high|open_high|built_low,0.24338979128274885,182,b86g_v0_1
TP_0123,transport|shade_high|overhead_low|open_high|built_low,0.20795107330654305,182,b86g_v0_1
TP_0126,transport|shade_high|overhead_low|open_high|built_low,0.15287651166310323,182,b86g_v0_1
TP_0127,transport|shade_high|overhead_high|open_high|built_low,0.29347119445902226,182,b86g_v0_1
TP_0133,civic_institutional|shade_high|overhead_low|open_mid|built_mid,0.21336268607842013,132,b86g_v0_1
TP_0135,civic_institutional|shade_mid|overhead_low|open_high|built_low,0.008388743723750924,132,b86g_v0_1
TP_0136,civic_institutional|shade_low|overhead_low|open_high|built_low,-0.31858894441895635,132,b86g_v0_1
TP_0139,transport|shade_mid|overhead_high|open_high|built_low,-0.0444305278820345,182,b86g_v0_1
TP_0141,residential|shade_high|overhead_low|open_high|built_mid,0.27739850499268515,511,b86g_v0_1
TP_0146,residential|shade_high|overhead_low|open_high|built_mid,0.3045213931765589,511,b86g_v0_1
TP_0153,transport|shade_high|overhead_mid|open_high|built_low,0.4820458869330706,182,b86g_v0_1
TP_0154,park_open_space|shade_high|overhead_low|open_high|built_low,0.16528174735365941,22,b86g_v0_1
TP_0159,civic_institutional|shade_mid|overhead_low|open_high|built_low,-0.007707645762119297,132,b86g_v0_1
TP_0160,civic_institutional|shade_high|overhead_low|open_high|built_low,0.2971835414820093,132,b86g_v0_1
TP_0162,civic_institutional|shade_mid|overhead_low|open_mid|built_high,-0.007625058439372667,132,b86g_v0_1
TP_0165,civic_institutional|shade_high|overhead_low|open_mid|built_mid,0.23608133594602243,132,b86g_v0_1
TP_0166,residential|shade_mid|overhead_low|open_mid|built_mid,-0.11277873483056267,511,b86g_v0_1
TP_0168,transport|shade_mid|overhead_high|open_high|built_low,-0.12257160769892872,182,b86g_v0_1
TP_0169,transport|shade_mid|overhead_high|open_high|built_low,0.024361843637826675,182,b86g_v0_1
TP_0170,transport|shade_mid|overhead_mid|open_high|built_low,0.08324342909872418,182,b86g_v0_1
TP_0171,transport|shade_low|overhead_high|open_high|built_low,-0.2869876417595521,182,b86g_v0_1
TP_0183,transport|shade_high|overhead_mid|open_high|built_mid,0.21017869432616287,182,b86g_v0_1
TP_0192,residential|shade_mid|overhead_low|open_high|built_mid,-0.0458154910404826,511,b86g_v0_1
TP_0196,residential|shade_low|overhead_mid|open_mid|built_mid,-0.2763728585806011,511,b86g_v0_1
TP_0197,residential|shade_mid|overhead_high|open_high|built_mid,-0.166045281581981,511,b86g_v0_1
TP_0199,transport|shade_high|overhead_high|open_high|built_low,0.4406055665844162,182,b86g_v0_1
TP_0206,civic_institutional|shade_high|overhead_low|open_high|built_mid,0.42582780170521695,132,b86g_v0_1
TP_0207,civic_institutional|shade_low|overhead_low|open_mid|built_mid,-0.2893177950193275,132,b86g_v0_1
TP_0208,civic_institutional|shade_mid|overhead_low|open_high|built_mid,-0.1041391158452672,132,b86g_v0_1
TP_0212,commercial|shade_low|overhead_mid|open_low|built_high,-0.09519990911673337,76,b86g_v0_1
TP_0215,residential|shade_mid|overhead_low|open_mid|built_mid,-0.1748800278691791,511,b86g_v0_1
TP_0218,commercial|shade_mid|overhead_low|open_mid|built_high,-0.0894982997587036,76,b86g_v0_1
TP_0221,residential|shade_high|overhead_low|open_high|built_low,0.3500148078236719,511,b86g_v0_1
TP_0226,residential|shade_mid|overhead_mid|open_high|built_mid,-0.11670701394103328,511,b86g_v0_1
TP_0227,residential|shade_high|overhead_high|open_high|built_mid,0.1460850803419279,511,b86g_v0_1
TP_0230,civic_institutional|shade_low|overhead_low|open_high|built_mid,-0.3175208749465452,132,b86g_v0_1
TP_0233,civic_institutional|shade_mid|overhead_low|open_high|built_low,0.04644816574663335,132,b86g_v0_1
TP_0234,residential|shade_low|overhead_low|open_high|built_mid,-0.4434750126840243,511,b86g_v0_1
TP_0236,civic_institutional|shade_low|overhead_low|open_high|built_mid,-0.33339711243197817,132,b86g_v0_1
TP_0237,residential|shade_low|overhead_low|open_high|built_low,-0.27434685545146975,511,b86g_v0_1
TP_0245,residential|shade_low|overhead_low|open_high|built_mid,-0.4183770942981379,511,b86g_v0_1
TP_0248,commercial|shade_mid|overhead_low|open_mid|built_mid,0.1450809576896372,76,b86g_v0_1
TP_0254,residential|shade_high|overhead_mid|open_mid|built_mid,0.2818942800251961,511,b86g_v0_1
TP_0255,residential|shade_high|overhead_mid|open_high|built_mid,0.3011476654437374,511,b86g_v0_1
TP_0256,residential|shade_high|overhead_mid|open_high|built_mid,0.39910943055773707,511,b86g_v0_1
TP_0257,residential|shade_high|overhead_mid|open_high|built_mid,0.11973997126909375,511,b86g_v0_1
TP_0263,residential|shade_mid|overhead_low|open_high|built_low,-0.1297770335984853,511,b86g_v0_1
TP_0276,residential|shade_mid|overhead_low|open_high|built_mid,-0.10635653914289189,511,b86g_v0_1
TP_0277,transport|shade_high|overhead_low|open_high|built_low,0.32769358489438105,182,b86g_v0_1
TP_0278,residential|shade_high|overhead_low|open_high|built_mid,0.23978727943660494,511,b86g_v0_1
TP_0285,residential|shade_mid|overhead_low|open_high|built_mid,-0.19026472906902747,511,b86g_v0_1
TP_0286,transport|shade_mid|overhead_mid|open_high|built_mid,-0.1763352812925555,182,b86g_v0_1
TP_0293,commercial|shade_mid|overhead_mid|open_high|built_mid,0.24769761014700825,76,b86g_v0_1
TP_0300,residential|shade_mid|overhead_low|open_mid|built_mid,0.03603332845254714,511,b86g_v0_1
TP_0301,residential|shade_mid|overhead_low|open_mid|built_mid,0.04804739846793782,511,b86g_v0_1
TP_0313,transport|shade_high|overhead_low|open_high|built_mid,0.22285712976438377,182,b86g_v0_1
TP_0318,water|shade_mid|overhead_low|open_high|built_mid,0.03245392983991413,22,b86g_v0_1
TP_0319,residential|shade_mid|overhead_low|open_high|built_mid,0.05601283018598413,511,b86g_v0_1
TP_0320,park_open_space|shade_mid|overhead_mid|open_high|built_low,-0.25244428979380307,22,b86g_v0_1
TP_0326,stable_high_rise_residential_estate|shade_mid|overhead_low|open_high|built_mid,0.0,1,b86g_v0_1
TP_0337,civic_institutional|shade_high|overhead_low|open_high|built_mid,0.25366241660263456,132,b86g_v0_1
TP_0344,commercial|shade_low|overhead_high|open_mid|built_mid,-0.13455722534422687,76,b86g_v0_1
TP_0346,residential|shade_mid|overhead_low|open_mid|built_mid,-0.003523986980112581,511,b86g_v0_1
TP_0349,park_open_space|shade_low|overhead_mid|open_high|built_low,-0.7067021509696582,22,b86g_v0_1
TP_0355,residential|shade_mid|overhead_low|open_high|built_mid,-0.05324347763869558,511,b86g_v0_1
TP_0359,commercial|shade_mid|overhead_low|open_mid|built_high,-0.03792042317302308,76,b86g_v0_1
TP_0361,residential|shade_mid|overhead_low|open_mid|built_mid,-0.23716532724838557,511,b86g_v0_1
TP_0365,residential|shade_mid|overhead_mid|open_high|built_mid,0.015357848267372298,511,b86g_v0_1
TP_0366,exposed_bus_stop_waiting_node|shade_low|overhead_low|open_high|built_low,0.0,1,b86g_v0_1
TP_0371,commercial|shade_high|overhead_low|open_mid|built_mid,0.35947968057396,76,b86g_v0_1
TP_0372,commercial|shade_mid|overhead_low|open_mid|built_high,0.21228533099843144,76,b86g_v0_1
TP_0373,commercial|shade_low|overhead_high|open_mid|built_mid,-0.1325422602147823,76,b86g_v0_1
TP_0378,park_open_space|shade_low|overhead_mid|open_high|built_low,-0.6853315671227809,22,b86g_v0_1
TP_0379,residential|shade_high|overhead_mid|open_high|built_low,0.14092512141601798,511,b86g_v0_1
TP_0380,residential|shade_high|overhead_low|open_high|built_low,0.4348152340959611,511,b86g_v0_1
TP_0381,residential|shade_mid|overhead_low|open_high|built_mid,-0.0766736124591001,511,b86g_v0_1
TP_0383,residential|shade_high|overhead_low|open_mid|built_high,0.13552052278071647,511,b86g_v0_1
TP_0403,residential|shade_mid|overhead_mid|open_high|built_low,-0.002784004973933718,511,b86g_v0_1
TP_0406,other|shade_mid|overhead_low|open_high|built_mid,-0.16861158249844332,26,b86g_v0_1
TP_0407,civic_institutional|shade_mid|overhead_low|open_high|built_mid,0.14154214396243914,132,b86g_v0_1
TP_0409,civic_institutional|shade_high|overhead_mid|open_high|built_low,0.35579460074970126,132,b86g_v0_1
TP_0410,residential|shade_mid|overhead_mid|open_high|built_low,0.08429063480278787,511,b86g_v0_1
TP_0412,residential|shade_mid|overhead_low|open_mid|built_mid,-0.08636030456657007,511,b86g_v0_1
TP_0418,residential|shade_mid|overhead_low|open_mid|built_mid,-0.2077147681535525,511,b86g_v0_1
TP_0430,commercial|shade_mid|overhead_low|open_high|built_low,0.16262635545687615,76,b86g_v0_1
TP_0431,transport|shade_mid|overhead_high|open_high|built_low,0.08619340608889059,182,b86g_v0_1
TP_0433,tree_shaded_reference|shade_high|overhead_low|open_high|built_low,0.0,1,b86g_v0_1
TP_0438,civic_institutional|shade_high|overhead_mid|open_mid|built_mid,0.5042679672972997,132,b86g_v0_1
TP_0448,residential|shade_mid|overhead_low|open_high|built_low,-0.027186590204786087,511,b86g_v0_1
TP_0454,residential|shade_high|overhead_mid|open_high|built_mid,0.10324913677596881,511,b86g_v0_1
TP_0458,commercial|shade_high|overhead_low|open_mid|built_mid,0.3074784446257664,76,b86g_v0_1
TP_0460,transport|shade_mid|overhead_high|open_high|built_low,-0.17677727382887642,182,b86g_v0_1
TP_0464,other|shade_high|overhead_low|open_high|built_mid,0.19328099400339627,26,b86g_v0_1
TP_0465,civic_institutional|shade_mid|overhead_low|open_mid|built_mid,0.05933968599109485,132,b86g_v0_1
TP_0467,residential|shade_high|overhead_low|open_high|built_mid,0.30547897637889543,511,b86g_v0_1
TP_0475,residential|shade_mid|overhead_mid|open_high|built_mid,0.06352168151124571,511,b86g_v0_1
TP_0489,transport|shade_low|overhead_low|open_high|built_low,-0.29340392358792033,182,b86g_v0_1
TP_0492,dense_shaded_low_svf|shade_high|overhead_low|open_mid|built_mid,0.0,1,b86g_v0_1
TP_0495,residential|shade_mid|overhead_low|open_high|built_mid,0.051076500376214584,511,b86g_v0_1
TP_0498,other|shade_high|overhead_low|open_high|built_low,-0.00035702557811323476,26,b86g_v0_1
TP_0519,other|shade_high|overhead_low|open_high|built_low,0.21672392822406428,26,b86g_v0_1
TP_0523,residential|shade_high|overhead_low|open_high|built_mid,0.20586561288087935,511,b86g_v0_1
TP_0538,transport|shade_high|overhead_high|open_high|built_low,0.24773468215657246,182,b86g_v0_1
TP_0542,river_edge_shaded_walkway|shade_high|overhead_high|open_high|built_low,0.0,1,b86g_v0_1
TP_0543,transport|shade_low|overhead_low|open_high|built_low,-0.297812079170963,182,b86g_v0_1
TP_0544,transport|shade_low|overhead_low|open_high|built_low,-0.4656438621059938,182,b86g_v0_1
TP_0546,transport|shade_mid|overhead_high|open_high|built_low,0.04342360514802013,182,b86g_v0_1
TP_0552,residential|shade_mid|overhead_low|open_high|built_low,-0.1039266487006198,511,b86g_v0_1
TP_0554,residential|shade_high|overhead_low|open_high|built_low,0.3577279776290363,511,b86g_v0_1
TP_0555,civic_institutional|shade_low|overhead_low|open_high|built_mid,-0.3344912705228186,132,b86g_v0_1
TP_0556,civic_institutional|shade_mid|overhead_mid|open_mid|built_high,-0.1253518982732021,132,b86g_v0_1
TP_0560,commercial|shade_mid|overhead_low|open_high|built_mid,-0.034660359463659474,76,b86g_v0_1
TP_0564,commercial|shade_low|overhead_high|open_mid|built_mid,-0.0949800480982658,76,b86g_v0_1
TP_0565,confident_hot_anchor|shade_low|overhead_low|open_mid|built_mid,0.0,1,b86g_v0_1
TP_0568,transport|shade_mid|overhead_high|open_high|built_low,-0.0492252479289752,182,b86g_v0_1
TP_0569,transport|shade_mid|overhead_high|open_high|built_low,-0.0700015614654958,182,b86g_v0_1
TP_0570,transport|shade_mid|overhead_high|open_high|built_low,-0.08834473440121321,182,b86g_v0_1
TP_0571,transport|shade_mid|overhead_high|open_high|built_low,0.03158186049682077,182,b86g_v0_1
TP_0572,transport|shade_low|overhead_high|open_high|built_low,-0.2586333270354772,182,b86g_v0_1
TP_0573,transport|shade_mid|overhead_low|open_high|built_mid,-0.16102938114091792,182,b86g_v0_1
TP_0575,transport|shade_mid|overhead_high|open_high|built_low,-0.09554235491630653,182,b86g_v0_1
TP_0581,residential|shade_mid|overhead_high|open_high|built_low,-0.040039056042923404,511,b86g_v0_1
TP_0584,civic_institutional|shade_mid|overhead_mid|open_high|built_low,0.11743804938218383,132,b86g_v0_1
TP_0587,transport|shade_mid|overhead_high|open_high|built_low,0.0389297723002745,182,b86g_v0_1
TP_0588,transport|shade_mid|overhead_high|open_high|built_low,0.00906659841685098,182,b86g_v0_1
TP_0589,transport|shade_mid|overhead_high|open_high|built_low,-0.0011916193830355803,182,b86g_v0_1
TP_0590,transport|shade_mid|overhead_high|open_high|built_low,0.028866962932100115,182,b86g_v0_1
TP_0592,transport|shade_mid|overhead_low|open_high|built_low,-0.034890339133319404,182,b86g_v0_1
TP_0599,residential|shade_mid|overhead_low|open_high|built_mid,0.07855611360944192,511,b86g_v0_1
TP_0600,residential|shade_mid|overhead_high|open_high|built_mid,-0.07471017853199619,511,b86g_v0_1
TP_0601,civic_institutional|shade_low|overhead_mid|open_high|built_mid,-0.18430401411872258,132,b86g_v0_1
TP_0603,transport|shade_high|overhead_high|open_high|built_low,0.2199842984397068,182,b86g_v0_1
TP_0605,residential|shade_low|overhead_low|open_high|built_mid,-0.3662900105715202,511,b86g_v0_1
TP_0608,residential|shade_mid|overhead_low|open_high|built_mid,-0.20186312812931678,511,b86g_v0_1
TP_0610,civic_institutional|shade_low|overhead_mid|open_high|built_low,-0.29305630168540747,132,b86g_v0_1
TP_0611,transport|shade_mid|overhead_high|open_high|built_low,-0.10301738446248682,182,b86g_v0_1
TP_0612,transport|shade_mid|overhead_high|open_high|built_low,-0.004834371708395624,182,b86g_v0_1
TP_0614,civic_institutional|shade_high|overhead_low|open_mid|built_mid,0.47895201963637246,132,b86g_v0_1
TP_0616,residential|shade_high|overhead_low|open_high|built_low,0.4251062940288791,511,b86g_v0_1
TP_0622,civic_institutional|shade_low|overhead_mid|open_high|built_mid,-0.22989579109462857,132,b86g_v0_1
TP_0623,residential|shade_low|overhead_mid|open_mid|built_mid,-0.3668739084076374,511,b86g_v0_1
TP_0627,street_canyon_wall_adjacent_low_svf|shade_mid|overhead_low|open_mid|built_high,0.0,1,b86g_v0_1
TP_0628,residential|shade_mid|overhead_low|open_high|built_mid,0.0588315899010835,511,b86g_v0_1
TP_0632,transport|shade_mid|overhead_high|open_high|built_low,0.06870747242534525,182,b86g_v0_1
TP_0636,residential|shade_mid|overhead_low|open_mid|built_mid,-0.2365264308015449,511,b86g_v0_1
TP_0641,civic_institutional|shade_low|overhead_low|open_high|built_mid,-0.3412680969696293,132,b86g_v0_1
TP_0646,civic_institutional|shade_high|overhead_low|open_high|built_mid,0.4260656148683929,132,b86g_v0_1
TP_0647,residential|shade_high|overhead_low|open_high|built_mid,0.25335402588569644,511,b86g_v0_1
TP_0649,civic_institutional|shade_high|overhead_mid|open_high|built_mid,0.25919607162211067,132,b86g_v0_1
TP_0650,civic_institutional|shade_mid|overhead_mid|open_high|built_low,-0.039342288894722355,132,b86g_v0_1
TP_0651,residential|shade_mid|overhead_mid|open_high|built_mid,-0.253617751147716,511,b86g_v0_1
TP_0657,residential|shade_mid|overhead_low|open_high|built_mid,-0.023187438680343175,511,b86g_v0_1
TP_0663,residential|shade_mid|overhead_low|open_mid|built_mid,0.038801251440121365,511,b86g_v0_1
TP_0669,civic_institutional|shade_high|overhead_mid|open_high|built_low,0.30843030602265187,132,b86g_v0_1
TP_0670,civic_institutional|shade_mid|overhead_mid|open_high|built_low,0.10773145470256251,132,b86g_v0_1
TP_0672,civic_institutional|shade_low|overhead_low|open_high|built_mid,-0.3236136250350018,132,b86g_v0_1
TP_0673,civic_institutional|shade_low|overhead_low|open_mid|built_mid,-0.322204311595933,132,b86g_v0_1
TP_0674,civic_institutional|shade_low|overhead_mid|open_high|built_mid,-0.29200968782640957,132,b86g_v0_1
TP_0676,residential|shade_high|overhead_mid|open_high|built_mid,0.09971694288380417,511,b86g_v0_1
TP_0677,residential|shade_low|overhead_mid|open_high|built_mid,-0.32223953804591077,511,b86g_v0_1
TP_0680,residential|shade_mid|overhead_mid|open_mid|built_mid,-0.22228911504568438,511,b86g_v0_1
TP_0681,residential|shade_mid|overhead_mid|open_high|built_mid,-0.1265867619475644,511,b86g_v0_1
TP_0684,residential|shade_low|overhead_mid|open_high|built_mid,-0.3008053640522995,511,b86g_v0_1
TP_0691,residential|shade_mid|overhead_low|open_high|built_mid,-0.0830042692801296,511,b86g_v0_1
TP_0693,residential|shade_mid|overhead_low|open_high|built_mid,-0.015240455877726988,511,b86g_v0_1
TP_0704,civic_institutional|shade_low|overhead_low|open_high|built_low,-0.2700972169752199,132,b86g_v0_1
TP_0707,residential|shade_low|overhead_low|open_high|built_mid,-0.3605439690414415,511,b86g_v0_1
TP_0710,residential|shade_mid|overhead_low|open_high|built_mid,-0.027538476252017774,511,b86g_v0_1
TP_0711,residential|shade_low|overhead_low|open_high|built_mid,-0.4165469660523357,511,b86g_v0_1
TP_0713,residential|shade_low|overhead_mid|open_high|built_mid,-0.283051550580346,511,b86g_v0_1
TP_0718,transport|shade_mid|overhead_mid|open_high|built_low,-0.041254320045541415,182,b86g_v0_1
TP_0719,civic_institutional|shade_mid|overhead_low|open_mid|built_mid,0.10412858394664282,132,b86g_v0_1
TP_0720,residential|shade_low|overhead_low|open_mid|built_mid,-0.260775985042005,511,b86g_v0_1
TP_0722,residential|shade_high|overhead_low|open_high|built_mid,0.23713179640162607,511,b86g_v0_1
TP_0727,commercial|shade_low|overhead_low|open_mid|built_mid,-0.1316603684298692,76,b86g_v0_1
TP_0740,residential|shade_mid|overhead_low|open_high|built_mid,-0.07973144519673919,511,b86g_v0_1
TP_0744,residential|shade_high|overhead_low|open_mid|built_mid,0.11123668762296379,511,b86g_v0_1
TP_0745,water|shade_mid|overhead_high|open_high|built_low,-0.012720002615870252,22,b86g_v0_1
TP_0746,transport|shade_high|overhead_high|open_high|built_mid,0.523216955532959,182,b86g_v0_1
TP_0747,civic_institutional|shade_mid|overhead_low|open_high|built_low,0.09913070980522004,132,b86g_v0_1
TP_0759,residential|shade_mid|overhead_low|open_mid|built_mid,-0.20475056497019428,511,b86g_v0_1
TP_0762,residential|shade_high|overhead_low|open_high|built_mid,0.16595175988600652,511,b86g_v0_1
TP_0767,residential|shade_mid|overhead_low|open_mid|built_mid,-0.24779521676798028,511,b86g_v0_1
TP_0772,civic_institutional|shade_low|overhead_low|open_high|built_low,-0.22335524067567317,132,b86g_v0_1
TP_0773,park_open_space|shade_high|overhead_low|open_high|built_low,-0.010780933045332675,22,b86g_v0_1
TP_0774,transport|shade_high|overhead_high|open_high|built_low,0.19009014339830543,182,b86g_v0_1
TP_0777,civic_institutional|shade_high|overhead_low|open_high|built_mid,0.31331848181049804,132,b86g_v0_1
TP_0786,commercial|shade_low|overhead_low|open_mid|built_mid,-0.18978092669725638,76,b86g_v0_1
TP_0787,transport|shade_low|overhead_low|open_high|built_mid,-0.33637282496362264,182,b86g_v0_1
TP_0792,residential|shade_high|overhead_low|open_high|built_mid,0.19333998249361906,511,b86g_v0_1
TP_0793,commercial|shade_high|overhead_high|open_mid|built_high,0.27688226252499043,76,b86g_v0_1
TP_0799,residential|shade_mid|overhead_low|open_high|built_low,0.025084922023772327,511,b86g_v0_1
TP_0808,transport|shade_high|overhead_mid|open_high|built_low,0.21585108802025,182,b86g_v0_1
TP_0815,commercial|shade_low|overhead_low|open_mid|built_mid,-0.20489152948977818,76,b86g_v0_1
TP_0817,transport|shade_mid|overhead_low|open_high|built_mid,0.005769490717073111,182,b86g_v0_1
TP_0822,transport|shade_mid|overhead_high|open_high|built_mid,-0.06626958894558149,182,b86g_v0_1
TP_0827,residential|shade_mid|overhead_low|open_high|built_mid,0.07400753857296927,511,b86g_v0_1
TP_0829,residential|shade_high|overhead_low|open_high|built_mid,0.37216086616906785,511,b86g_v0_1
TP_0830,water|shade_mid|overhead_high|open_high|built_low,0.027923950685573073,22,b86g_v0_1
TP_0831,transport|shade_high|overhead_high|open_high|built_low,0.523216955532959,182,b86g_v0_1
TP_0832,transport|shade_mid|overhead_high|open_high|built_low,0.05194709719152135,182,b86g_v0_1
TP_0834,residential|shade_high|overhead_low|open_high|built_low,0.3358187511040286,511,b86g_v0_1
TP_0835,grass_or_park_open|shade_high|overhead_low|open_high|built_low,0.0,1,b86g_v0_1
TP_0845,commercial|shade_low|overhead_low|open_high|built_mid,-0.19031339724748558,76,b86g_v0_1
TP_0851,transport|shade_high|overhead_high|open_high|built_low,0.3298797111286573,182,b86g_v0_1
TP_0855,residential|shade_high|overhead_low|open_mid|built_mid,0.10642782637780879,511,b86g_v0_1
TP_0857,hdb_canyon|shade_high|overhead_low|open_low|built_high,0.0,1,b86g_v0_1
TP_0858,water|shade_high|overhead_high|open_high|built_low,0.1889256625311171,22,b86g_v0_1
TP_0859,transport|shade_high|overhead_high|open_high|built_low,0.523216955532959,182,b86g_v0_1
TP_0860,transport|shade_high|overhead_high|open_high|built_mid,0.523216955532959,182,b86g_v0_1
TP_0861,transport|shade_mid|overhead_mid|open_high|built_low,-0.19904033339664262,182,b86g_v0_1
TP_0864,commercial|shade_high|overhead_mid|open_high|built_mid,0.6050332560500038,76,b86g_v0_1
TP_0871,residential|shade_mid|overhead_mid|open_high|built_low,-0.0873587457201555,511,b86g_v0_1
TP_0882,transport|shade_high|overhead_low|open_high|built_low,0.2115384379720886,182,b86g_v0_1
TP_0887,transport|shade_high|overhead_high|open_high|built_low,0.523216955532959,182,b86g_v0_1
TP_0888,transport|shade_high|overhead_high|open_mid|built_mid,0.523216955532959,182,b86g_v0_1
TP_0889,transport|shade_mid|overhead_high|open_mid|built_mid,0.023972420798360927,182,b86g_v0_1
TP_0890,transport|shade_mid|overhead_low|open_high|built_low,-0.08863163155279352,182,b86g_v0_1
TP_0892,residential|shade_high|overhead_low|open_high|built_low,0.43895277524038867,511,b86g_v0_1
TP_0893,commercial|shade_high|overhead_low|open_high|built_mid,0.3204046506178943,76,b86g_v0_1
TP_0899,residential|shade_mid|overhead_low|open_high|built_mid,-0.07137581150778327,511,b86g_v0_1
TP_0901,transport|shade_mid|overhead_low|open_high|built_low,-0.014646508436699679,182,b86g_v0_1
TP_0908,residential|shade_mid|overhead_mid|open_high|built_mid,-0.1775333594212149,511,b86g_v0_1
TP_0915,transport|shade_high|overhead_high|open_high|built_low,0.3759212199188573,182,b86g_v0_1
TP_0917,transport|shade_mid|overhead_high|open_mid|built_mid,-0.16654500171576792,182,b86g_v0_1
TP_0923,residential|shade_low|overhead_low|open_high|built_mid,-0.3538784479290523,511,b86g_v0_1
