cell_id,water_edge_contact_frac,park_edge_contact_frac,hardscape_edge_contact_frac,boundary_edge_source_status,feature_version
TP_0162,0.0,0.0,0.0044320566915785,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0165,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0166,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0168,0.0,0.0,0.4378284781205736,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0169,0.0,0.0,0.788426942794274,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0170,0.0,0.0,0.8417315621571765,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0171,0.0,0.0,1.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0183,0.0,0.0,0.2966563480084938,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0192,0.0,0.0,0.3092039956844536,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0196,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0197,0.0,0.0,0.0428231240234823,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0199,0.0,0.0,0.1773320812655884,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0206,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0207,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0208,0.0,0.0,0.1465294268596502,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0212,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0215,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0218,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0221,0.0038443616029822,0.0,0.3745969635060798,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0226,0.0,0.0,0.2668730434979335,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0227,0.0,0.2787184466019417,0.2150187244878054,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0230,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0233,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0234,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0236,0.0,0.0,0.0013753747757323,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0237,0.0,0.0,0.3185000236001999,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0245,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0248,0.0,0.2196050720370588,0.0266179706040855,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0254,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0255,0.0,0.0,0.2800215781254588,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0256,0.0,0.5754494778990342,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0257,0.0,0.4755506952038743,0.3576196863564729,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0263,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0276,0.0,0.0,0.0432914999892223,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0277,0.0,0.0,0.4872291723812091,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0278,0.0,0.0,0.285010024620376,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0285,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0286,0.0,0.0099601593625498,0.1679344402556738,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0293,0.0,0.0,0.1404021069075202,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0300,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0301,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0313,0.0,0.0,0.1142858050401176,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0318,0.3671416922300315,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0319,0.0678542447544341,0.0,0.1983660694011695,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0320,0.0,0.0372459624449424,0.3215746448510842,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0326,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0337,0.0,0.0,0.1817284676867775,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0344,0.0,0.0,0.2983819049611761,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0346,0.0,0.0,0.0821406857151438,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0349,0.0,0.1588324932598757,0.2529314335983651,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0355,0.0,0.0,0.2909559398638449,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0359,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0361,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0365,0.0,0.0,0.2178233197436701,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0366,0.0,0.0,0.2051495690266593,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0371,0.0,0.0,0.280000213328953,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0372,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0373,0.0,0.0,0.3757190151147835,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0378,0.0,0.0246436710572057,0.4372421187382484,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0379,0.0,0.2727484472049689,0.2540829783123485,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0380,0.0184255253399258,0.898872064276885,0.0060097320716067,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0381,0.0359083850931677,0.0660326086956521,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0383,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0403,0.1378547303854962,0.0,0.2898297709499991,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0406,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0407,0.0,0.0,0.1246281541001204,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0409,0.0,0.0,0.3209758742014174,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0410,0.0,0.0,0.3834884404877308,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0412,0.0,0.0,0.0004043644215346,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0418,0.0,0.0,0.1729374417547635,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0430,0.0,0.1329302763819095,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0431,0.1186672395609546,0.0668723877973516,0.6462787834026795,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0433,0.0566841159465583,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0438,0.0,0.0,0.0888254643873152,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0448,0.0,0.0,0.5533276610926484,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0454,0.0,0.0,0.5046353451835874,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0458,0.0016796218897699,0.0,0.0912457690315178,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0460,0.0060539780494473,0.0,0.926890696861436,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0464,0.2275390624999999,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0465,0.0,0.0,0.042406735074134,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0467,0.0,0.0,0.1286300924677433,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0475,0.0,0.0,0.2805088106406375,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0489,0.0,0.0,0.8258580856391055,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0492,0.3324661204519861,0.0296276162000543,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0495,0.0,0.0,0.1910639907602139,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0498,0.0,0.0,0.3267375554562775,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0519,0.0,0.0098963242224316,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0523,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0538,0.0,0.0,0.713318598396261,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0542,0.0648493320907113,0.0,0.1553686449874514,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0543,0.2837435758723288,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0544,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0546,0.0,0.0,0.5772225332192616,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0552,0.0,0.0,0.1811201990594592,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0554,0.0248427795789227,0.0,0.1433887417911098,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0555,0.2515604757979036,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0556,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0560,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0564,0.0,0.0,0.2474620111541663,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0565,0.0,0.0,0.4077691311094221,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0568,0.0,0.0,0.7755646639624031,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0569,0.0,0.0,0.5603248493489882,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0570,0.0,0.0,0.6477023587904578,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0571,0.0,0.0,0.6722705885220026,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0572,0.0012499999999999,0.0,0.5178541153703705,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0573,0.0,0.0,0.5922249698333975,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0575,0.0,0.0,1.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0581,0.0,0.0,0.7963316331718099,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0584,0.0,0.0,0.1923399680144832,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0587,0.1780789812897933,0.0,0.6399198424787679,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0588,0.0,0.0,1.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0589,0.0,0.0,0.9965331480670502,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0590,0.0,0.0,0.97135501533279,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0592,0.0,0.0,0.74734288247963,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0599,0.0,0.0,0.2843300762661675,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0600,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0601,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0603,0.0,0.0,0.585540687667588,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0605,0.0,0.0,0.2671122953906376,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0608,0.0,0.0,0.3773703164772579,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0610,0.0,0.0,0.5290700531225342,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0611,0.0,0.0,0.6710081223683932,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0612,0.0,0.0,0.5792647281978762,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0614,0.0,0.0,0.0253631329322369,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0616,0.267243711117122,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0622,0.0,0.0,0.1309669496538482,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0623,0.0,0.0,0.1426583475383901,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0627,0.0,0.0,7.569504345248792e-07,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0628,0.0,0.0,0.2985372747739558,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0632,0.0,0.0,0.6905320079763455,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0636,0.0,0.0,0.1695862191550856,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0641,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0646,0.0,0.0,0.2865233800882919,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0647,0.0,0.0,0.1163581838577457,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0649,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0650,0.0,0.0,0.1703258200436379,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0651,0.0,0.0,0.0125178706145524,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0657,0.0,0.0,0.0606218564003672,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0663,0.0,0.0,0.1734280539809088,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0669,0.0,0.0,0.1154412100232267,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0670,0.0,0.0,0.28720064744105,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0672,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0673,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0674,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0676,0.0,0.0,0.2369286106997508,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0677,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0680,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0681,0.0,0.0,0.2355054356722464,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0684,0.0,0.0,0.2868072885213497,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0691,0.0,0.0,0.1576159385980005,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0693,0.0,0.0,0.3697396757082985,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0704,0.222769971275522,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0707,0.0,0.0,0.1680500328478322,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0710,0.0,0.0,0.2012093374810171,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0711,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0713,0.0,0.0,0.2851648715755104,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0718,0.0,0.0,0.3063675941892635,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0719,0.0,0.0,0.2811182523776745,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0720,0.0,0.0,0.1415463223606112,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0722,0.0,0.0,0.147463524339657,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0727,0.0,0.0,0.2709349966490583,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0740,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0744,0.0132411530349191,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0745,0.4733660451422963,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0746,0.0,0.0,0.1099521811576705,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0747,0.0,0.0,0.1867961573397978,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0759,0.0,0.0,0.167830234395402,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0762,0.0,0.0,0.2053591023825052,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0767,0.0,0.0,0.0017833904186387,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0772,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0773,0.2916455102917626,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0774,0.3686256035802615,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0777,0.0,0.0,0.1522042463636846,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0786,0.0,0.0,0.1679020098154593,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0787,0.0,0.0,0.3560764452987391,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0792,0.0,0.0,0.2766977193374159,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0793,0.0,0.0,0.1510476077017424,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0799,0.0,0.0,0.27177206167673,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0808,0.0,0.0,0.4824970394442289,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0815,0.0,0.0,0.0813431126952821,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0817,0.0,0.0,0.2583418337792738,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0822,0.0,0.0,0.2857108595588861,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0827,0.0,0.0,0.423970154448581,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0829,0.0096905282900906,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0830,0.2954643628509719,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0831,0.0161762982065408,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0832,0.0,0.0,0.1481714103502288,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0834,0.0,0.2019083519849216,0.1776403400705992,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0835,0.0,0.9880436056734264,0.0207279148825744,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0845,0.0,0.0,0.2362392148554521,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0851,0.0,0.0,0.4199079155693768,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0855,0.3129853991922955,0.0,0.0636566618523133,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0857,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0858,0.1674909203307317,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0859,0.0370025237817899,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0860,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0861,0.0,0.0,0.4181154681680847,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0864,0.0,0.2969631404064599,0.2194095008197202,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0871,0.0,0.0,0.0977034474331935,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0882,0.0,0.0660673628012875,0.5450646252985887,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0887,0.0012499023513787,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0888,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0889,0.0,0.0,0.0017555267611149,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0890,0.3403470204914814,0.005927612467614,0.5722238423420398,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0892,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0893,0.0,0.0,0.0142455005653517,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0899,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0901,0.0,0.0,0.3744494244407286,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0908,0.0,0.0,0.3620377511788047,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0915,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0917,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0923,0.0,0.0,0.4313863613898486,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0925,0.0,0.0,0.4451893044635172,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0929,0.0,0.0,0.1506465158812711,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0933,0.0,0.0,0.0005092706746006,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0934,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0936,0.0,0.0,0.2380077143980008,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0939,0.0,0.0,0.3293425032974343,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0943,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0944,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0945,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0946,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0947,0.0,0.0,0.291697630164234,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0948,0.0,0.0,0.6164620532521125,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0954,0.0,0.0,0.1307194307626052,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0960,0.0,0.0,0.2484076525467858,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0963,0.0,0.0,0.0879728996116044,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0967,0.0,0.0,0.0029758075964268,COMPACT_PROXY_ONLY,b86g_v0_1
