cell_id,water_edge_contact_frac,park_edge_contact_frac,hardscape_edge_contact_frac,boundary_edge_source_status,feature_version
TP_0002,0.0,0.0,0.2408424982856742,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0003,0.0,0.0,0.4535387896289363,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0005,0.0,0.0,0.0233886337246692,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0006,0.0,0.0,0.0052474822666447,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0010,0.0,0.0,0.2905641335598114,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0018,0.0,0.0,0.0299961502559522,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0020,0.0943931039838471,0.0,0.0803865545107955,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0023,0.0,0.0,0.1777087959264806,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0024,0.191759543318706,0.0,0.3321261031389391,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0028,0.0,0.0,0.3217532437387226,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0037,0.0,0.0,0.2124919572906303,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0040,0.0,0.0,0.1673633700932788,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0041,0.0,0.0,0.1701278977362911,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0042,0.0,0.0,0.1945350807283727,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0045,0.2677007657569212,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0049,0.0646744679180083,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0050,0.0,0.0,0.1353222268973522,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0052,0.0,0.0,0.140430128374572,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0053,0.0137448947533773,0.0,0.0599155200242659,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0056,0.0,0.0,0.2518585970778226,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0059,0.0,0.0,0.3651908662704279,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0060,0.205473602484472,0.0,0.4212637639834071,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0063,0.0,0.0,0.1400147329469689,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0065,0.0,0.0,0.1692686004231384,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0066,0.0,0.0,0.2362840939372384,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0067,0.0,0.0,0.1677517787233872,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0074,0.0112965838509316,0.0,0.108139173540994,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0081,0.0,0.0,0.0181684859171185,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0082,0.0,0.0,0.1385621165170729,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0083,0.0,0.0,0.3391817539835134,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0085,0.0,0.0,0.0546452618342656,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0088,0.0,0.0,0.9035031155094836,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0089,0.0,0.0,0.6157342212482586,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0090,0.0305811591938759,0.0,0.2182616110469369,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0097,0.0,0.0,0.1687730174965547,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0098,0.0102335755019139,0.0,0.2111259617836643,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0099,0.3367615309126594,0.0,0.1644394097501556,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0102,0.4550425747988437,0.0,0.0324474840182084,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0103,0.6007929965061045,0.0,0.2393406812394682,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0104,0.5105651681443582,0.0,0.2721328064685566,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0108,0.0,0.0,0.1668156233837902,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0110,0.0,0.0,0.1494966859472334,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0112,0.0,0.0,0.0415843593930094,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0114,0.0648021561657747,0.0,0.4274383433526811,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0115,0.2951521099116781,0.0,0.2665571157438962,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0116,0.0,0.0,0.592522737312445,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0117,0.0,0.0,0.5471283929939784,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0119,0.0,0.0,0.6516203728800279,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0122,0.0788223748773307,0.0,0.5954030337029887,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0123,0.311953125,0.0,0.6649985275747798,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0126,0.0136604514229636,0.0,0.4356560710349367,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0127,0.0361747011485272,0.0,0.3195587583187114,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0133,0.0,0.0,0.2907612852546105,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0135,0.0,0.0,0.1880484226068559,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0136,0.0,0.0,0.2182807702051314,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0139,0.0896414342629481,0.0,0.276410131654088,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0141,0.02987931101824,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0146,0.0,0.0,0.2595570843140307,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0153,0.0,0.0,0.3673893155333372,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0154,0.0,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0159,0.9608932038834952,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
TP_0160,0.074803910204397,0.0,0.0,COMPACT_PROXY_ONLY,b86g_v0_1
