cell_id,overhead_patch_count,overhead_total_area_m2,overhead_mean_patch_area_m2,overhead_edge_density,overhead_total_area_proxy,overhead_shape_source_status,feature_version
TP_0519,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0523,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0538,8.0,3872.8432717960623,484.1054089745078,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0542,7.0,2399.21477330135,342.7449676144785,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0543,1.0,53.31661911406288,53.31661911406288,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0544,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0546,3.0,3641.34523490426,1213.7817449680867,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0552,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0554,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0555,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0556,2.0,317.2293002446146,158.6146501223073,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0560,4.0,84.62855283429214,21.157138208573034,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0564,5.0,1936.604327015392,387.3208654030784,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0565,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0568,2.0,1696.944960719391,848.4724803596955,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0569,13.0,3377.287917049521,259.79137823457853,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0570,7.0,2266.4571046485303,323.77958637836144,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0571,11.0,4506.315903929067,409.6650821753697,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0572,13.0,2046.675683251999,157.43659101938454,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0573,3.0,101.47633887604404,33.82544629201468,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0575,5.0,4354.587374919209,870.9174749838418,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0581,4.0,2374.738749766609,593.6846874416523,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0584,6.0,940.7980537899056,156.79967563165093,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0587,2.0,1407.175786682218,703.587893341109,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0588,2.0,2804.4596349058875,1402.2298174529437,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0589,3.0,2766.9087365475434,922.3029121825144,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0590,2.0,2602.07267500145,1301.036337500725,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0592,2.0,12.359776068437895,6.179888034218948,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0599,1.0,55.12543212524881,55.12543212524881,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0600,3.0,1741.4798917094613,580.4932972364871,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0601,2.0,1197.3690286490998,598.6845143245499,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0603,4.0,3423.806592040154,855.9516480100385,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0605,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0608,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0610,2.0,1010.9083672820352,505.4541836410176,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0611,2.0,2540.4344941026743,1270.2172470513372,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0612,2.0,2465.527688160986,1232.763844080493,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0614,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0616,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0622,6.0,234.63310652170085,39.10551775361681,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0623,6.0,247.90551115155907,41.31758519192651,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0627,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0628,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0632,6.0,3811.4438557873546,635.2406426312258,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0636,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0641,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0646,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0647,3.0,113.73803818000418,37.91267939333473,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0649,10.0,639.3527222086728,63.93527222086728,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0650,7.0,575.2095597524784,82.17279425035406,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0651,7.0,333.4936892541929,47.64195560774184,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0657,3.0,198.0520409752353,66.0173469917451,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0663,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0669,3.0,372.6114848519277,124.2038282839759,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0670,2.0,387.39963437405714,193.69981718702857,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0672,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0673,2.0,116.73688323475758,58.36844161737879,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0674,2.0,511.73318663179526,255.86659331589763,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0676,10.0,945.2897645483116,94.52897645483117,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0677,5.0,248.03699483333256,49.60739896666651,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0680,6.0,237.06556237034715,39.51092706172452,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0681,7.0,508.54036512413984,72.64862358916284,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0684,6.0,437.21995926234496,72.86999321039083,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0691,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0693,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0704,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0707,2.0,132.00690969930116,66.00345484965058,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0710,1.0,3.100718432737792,3.100718432737792,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0711,1.0,38.22353167824113,38.22353167824113,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0713,3.0,217.0666316815039,72.35554389383464,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0718,3.0,776.4616510572744,258.8205503524248,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0719,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0720,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0722,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0727,1.0,49.763097037941534,49.763097037941534,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0740,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0744,3.0,139.03317777708668,46.344392592362226,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0745,8.0,3210.136415667332,401.2670519584165,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0746,24.0,12965.8180126241,540.2424171926708,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0747,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0759,0.0,0.0,,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0762,2.0,48.57788979039016,24.28894489519508,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
TP_0767,5.0,197.32721774044447,39.46544354808889,,,COMPACT_VECTOR_DERIVED_NO_PERIMETER,b86g_v0_1
