cell_id,bus_stop_score_raw,bus_stop_count,mrt_exit_score_raw,mrt_exit_count,sport_facility_score_raw,sport_facility_count,hawker_centre_score_raw,hawker_centre_count,eldercare_score_raw,eldercare_count,preschool_score_raw,preschool_count
TP_0030,2.158397224849986,11,0.0,0,0.0,0,0.0,0,0.15572923288208665,1,0.0,0
TP_0031,2.2785125473932197,13,0.09987154036224716,1,0.0,0,0.0,0,0.18585288457039958,1,0.0,0
TP_0032,2.253791442951586,13,0.11990992191988345,1,0.0,0,0.0,0,0.2075955048372202,1,0.03279845712157643,1
TP_0033,2.4876335637066984,15,0.13726720492027963,1,0.0,0,0.0,0,0.2145825176174096,1,0.13164855270238826,3
TP_0034,3.0462785828230623,15,0.25270741110776357,2,0.0,0,0.0,0,0.20446494357956368,1,0.25579637935095756,3
TP_0035,2.9065283416318333,11,0.6126844356752079,5,0.0,0,0.0,0,0.18059593114659006,1,0.4950973745293701,3
TP_0036,3.1094743803551523,11,0.6812423024130834,5,0.0,0,0.0,0,0.14968194013260214,1,0.9440208346594723,4
TP_0037,3.2683606191545946,10,0.7227692304895492,5,0.03972258346746562,1,0.0,0,0.11806139721264491,1,1.2256906763245607,5
TP_0038,2.428472943984721,11,0.7283946454802529,5,0.05514690905269771,1,0.0,0,0.08973296400224642,1,0.7840023965006658,5
TP_0039,2.0284123840392736,11,0.6026208532121043,4,0.07185570137333376,1,0.0,0,0.0,0,0.4953662270037963,5
TP_0040,2.0086704528360366,11,0.45840750945378594,3,0.08577884549511183,1,0.05686334109249249,1,0.0,0,0.3506218941733801,6
TP_0041,2.0979851603443818,12,0.40224065747999105,3,0.0916818238676374,1,0.14147781516106434,2,0.0,0,0.21199843337586982,5
TP_0042,2.054998718681449,10,0.24634395733842043,2,0.08680924806186338,1,0.1905259781881387,2,0.0,0,0.14923097986873599,4
TP_0043,2.0029417643419145,12,0.0,0,0.0734590213549284,1,0.2475453283443771,2,0.0,0,0.18948554392181882,4
TP_0044,1.8992629746885898,12,0.0,0,0.05680840922213224,1,0.3055760358125763,2,0.16423290621280484,2,0.25756860087610645,3
TP_0045,2.0033334870702255,11,0.0,0,0.041140043375570264,1,0.3518173450312194,2,0.3074878498031631,3,0.4603054574904639,6
TP_0046,2.2952440556975593,12,0.0,0,0.0,0,0.3716877815735746,2,0.49482748140303146,4,0.6234802625266005,8
TP_0047,2.125517604190754,9,0.0,0,0.0,0,0.358011789346676,2,0.6505779971026977,4,0.7615892800893931,9
TP_0048,1.9771133666238279,11,0.0,0,0.0,0,0.31640499873167766,2,0.8474274519912728,4,0.9350490969800858,9
TP_0049,2.0267908306811124,10,0.0,0,0.04610016018353372,1,0.26048762768120376,2,1.0141475833796847,3,0.944552025255678,8
TP_0050,2.4508977621776706,9,0.0,0,0.07322624314946566,1,0.2032625515411408,2,1.306709082513808,3,0.7624492743357667,7
TP_0051,2.2010950734150168,9,0.0,0,0.11402451790946158,1,0.1526111110214945,2,1.6250295693805228,3,0.5726028499735781,6
TP_0052,2.027480086529049,9,0.0,0,0.17080908746483298,1,0.1115013777067202,2,1.689801509926999,3,0.4840879510152147,7
TP_0053,1.569473446507856,10,0.0,0,0.23555730059912244,1,0.0,0,1.2978871882017604,3,0.3963053229632105,4
TP_0054,1.0592452284012184,9,0.0,0,0.27355796884306893,1,0.0,0,0.9376951961100445,3,0.43865543559015663,6
TP_0055,0.673478890656055,7,0.0,0,0.247683133243376,1,0.0,0,0.6646682721705036,3,0.344780247384364,5
TP_0056,0.6299017887186706,8,0.10141312896416699,1,0.18464345381618313,1,0.0,0,0.4655719778838453,3,0.4138241258683978,8
TP_0057,0.5897613569551985,5,0.24630551777641957,2,0.12483217122527557,1,0.0,0,0.2524837721714118,2,0.5059859065327161,10
TP_0058,0.9451463082072284,6,0.3272074518229655,2,0.08066136544228836,1,0.0,0,0.3167831988280139,3,0.5036680856021672,8
TP_0059,2.290780942244157,12,0.0,0,0.0,0,0.0,0,0.21713369376069824,1,0.0,0
TP_0060,2.6325266366212556,12,0.0,0,0.0,0,0.0,0,0.3493077333956502,2,0.0,0
TP_0061,2.1458280616644276,12,0.0,0,0.0,0,0.0,0,0.40127240661346597,2,0.03160352941648634,1
TP_0062,2.199921084960545,14,0.3141014881266501,3,0.0,0,0.0,0,0.423697737282414,2,0.1253962973555327,3
TP_0063,2.427148181424292,13,0.6267736452590689,5,0.0,0,0.0,0,0.40889634604499975,2,0.2391217980753483,3
TP_0064,2.6213115671174494,12,0.7574428948605807,5,0.0,0,0.0,0,0.36403161114931776,2,0.4438214369817877,3
TP_0065,2.9530845936568326,9,0.7791338197535352,4,0.03650167205843226,1,0.0,0,0.30418918826840147,2,0.7718630669414179,4
TP_0066,2.6665406072950013,10,0.8740893065380021,4,0.05522953393280689,1,0.0,0,0.24254921578349686,2,0.898963426768143,4
TP_0067,1.9881825566656024,12,0.9169715778835202,4,0.08056183380813413,1,0.0,0,0.11634118724965337,1,0.7266420693141658,5
TP_0068,1.6386577498315975,12,0.8946645060129635,4,0.11075388587406308,1,0.0,0,0.08372963163505061,1,0.5375712272660199,5
TP_0069,1.6674538335618316,12,0.8129437491137814,4,0.1385251891641299,1,0.044463346954632256,1,0.0,0,0.3766581398006055,5
TP_0070,1.9370388953799982,12,0.69334413970634,4,0.15115019519948436,1,0.05934065662000913,1,0.0,0,0.24368056519721432,5
TP_0071,2.5903393730450603,13,0.4698433994798971,3,0.14068955505072145,1,0.14133128639946957,2,0.08320512628125887,1,0.2002075058884807,5
TP_0072,2.295899131759572,15,0.26802478106153954,2,0.11382097980167877,1,0.19803707318759173,3,0.10224558520613072,1,0.24437803894549584,5
TP_0073,2.0408395471121126,14,0.1024177394448068,1,0.0834286209457605,1,0.23261054091456007,3,0.21740098974480224,2,0.3066202557213161,3
TP_0074,2.2872674764779695,10,0.0,0,0.05746511641721398,1,0.238774649238601,2,0.45326506598746374,4,0.5494823315168778,6
TP_0075,2.4115842657264457,12,0.0,0,0.038091009077164874,1,0.2498111216823134,2,0.5968193870308323,4,0.6505663795641128,8
TP_0076,1.677973666785769,8,0.0,0,0.0,0,0.24235914535594077,2,0.7808518552068916,4,0.6947622624092725,11
TP_0077,1.5091952951407102,9,0.0,0,0.0,0,0.21880874556002328,2,1.0112791595299653,4,0.6597140350532544,10
TP_0078,1.7208079097057856,10,0.0,0,0.03735890462745511,1,0.18552602093082682,2,1.277798815274629,4,0.6110752968620933,10
TP_0079,2.2108227856435407,9,0.0,0,0.057065239599780326,1,0.14946003697097165,2,1.5325612210102812,4,0.4402101848103978,6
TP_0080,1.9930869676907903,8,0.0,0,0.08428704145345915,1,0.11570274295270776,2,1.613310876547478,3,0.3872623669136017,6
TP_0081,1.8273617574611065,8,0.0,0,0.11774049464855468,1,0.0,0,1.556504835070388,3,0.3528959704551175,5
TP_0082,1.3275509265352672,7,0.0,0,0.14993807547367285,1,0.0,0,1.2853830274369564,3,0.40859716147619995,3
TP_0083,0.8747555597991452,7,0.0,0,0.16600888910364703,1,0.0,0,0.9682853505962319,3,0.3975641457899007,2
TP_0084,0.5293931137713862,6,0.0,0,0.1552883619059875,1,0.0,0,0.6982503534922492,3,0.2478101936452835,3
TP_0085,0.5714803997599756,8,0.1273459338593576,1,0.12514203249059347,1,0.0,0,0.49209030278267574,3,0.2557250484412878,6
TP_0086,0.5436158479334534,4,0.3158346702187427,2,0.09104233820744431,1,0.0,0,0.34210633564439197,3,0.3477428118242919,9
TP_0087,1.0499158368840842,6,0.5594741415881266,3,0.06223493187766047,1,0.0,0,0.1117116995227786,1,0.3638670548966051,8
TP_0088,2.3158585924831354,11,0.0,0,0.0,0,0.0,0,0.3869583781088666,2,0.0,0
TP_0089,2.569540209808612,13,0.0,0,0.0,0,0.0,0,0.49530109488275714,2,0.0,0
TP_0090,2.0363109437700686,12,0.1111647990064829,1,0.0,0,0.0,0,0.5891205775450414,2,0.02610357582121156,1
TP_0091,2.095685463406058,14,0.5391501290193451,4,0.0,0,0.0,0,0.6309801550644365,2,0.10033458873974706,3
TP_0092,2.3651791114839615,13,0.7159245962292369,4,0.0,0,0.0,0,0.6010748097465968,2,0.23372144360772115,5
TP_0093,2.289947178426043,12,0.9178041075567942,4,0.0,0,0.0,0,0.5194615470548687,2,0.39087609020742653,6
TP_0094,2.0015490688529582,9,1.1217296601397992,4,0.04574583413591346,1,0.0,0,0.4199727368712419,2,0.5692358568823587,7
TP_0095,1.7452102510043082,10,1.2870985913807158,4,0.07209638082676295,1,0.0,0,0.3248692883257084,2,0.6475885552011712,7
TP_0096,1.5479543528653437,14,1.3651808558691023,4,0.11098270825590999,1,0.0,0,0.2436908046462219,2,0.6929919063353025,9
TP_0097,1.2758200057637052,11,1.3256558203889537,4,0.16338813084164122,1,0.0,0,0.17872246600519187,2,0.7082720446185864,8
TP_0098,1.373298248019373,11,1.1811675939811896,4,0.21979188649756531,1,0.022203333490318486,1,0.0,0,0.5600276988398271,8
TP_0099,1.665985087512106,10,0.9787250459465284,4,0.2491799542172312,1,0.0698236899612847,2,0.08733637037120456,1,0.30022109562400795,5
TP_0100,2.2979337904510033,12,0.7675153886679182,4,0.22463210772311185,1,0.08399306775074775,2,0.11455962261365205,1,0.22908641733055685,4
TP_0101,2.1069017385853117,13,0.4860531332946023,3,0.16916998459689858,1,0.15560715965940852,3,0.14477507636277892,1,0.25931030375131847,4
TP_0102,1.7323933907902744,9,0.25946249896818696,2,0.11564802641672338,1,0.17617564045144574,3,0.2840007069842717,2,0.42117517426017476,5
TP_0103,1.853716675565508,8,0.0,0,0.0753711123185348,1,0.18936001411737866,3,0.5451414228560096,4,0.7018587650355241,5
TP_0104,1.8305918406075696,10,0.0,0,0.047909133312975166,1,0.19227879255170516,3,0.7114930036148506,4,0.7814961197080201,7
TP_0105,1.38678016416068,10,0.0,0,0.0,0,0.18407821270407393,3,0.9237891930475466,4,0.6435519772806902,8
TP_0106,1.1374427956643225,9,0.0,0,0.0,0,0.19813659598420652,3,1.195860016606777,4,0.48963102624537735,7
TP_0107,1.3096968428617306,11,0.0,0,0.0,0,0.17915935868206562,3,1.521495447941272,4,0.4143333125595515,8
TP_0108,1.4586097111659644,9,0.0,0,0.041575667539573286,1,0.15495748306783177,3,1.8123248271721764,4,0.3329282705604278,8
TP_0109,1.4737452266028617,7,0.0,0,0.05839970699620571,1,0.0,0,1.8738706534400644,4,0.2540415487618588,6
TP_0110,1.4102648647967095,6,0.0,0,0.077111080860982,1,0.0,0,1.606705493902883,3,0.17338300480988156,2
TP_0111,1.2242418995303808,6,0.0,0,0.09327646349914917,1,0.0,0,1.3026939898949372,3,0.2403518588322533,2
TP_0112,0.8571494310556518,6,0.0,0,0.10071522905346744,1,0.0,0,0.9845418379498233,3,0.22169699922922007,1
TP_0113,0.5327456083149356,5,0.10579428457473689,1,0.09579819135099392,1,0.0,0,0.7129668501911087,3,0.1476141355459247,1
TP_0114,0.45961404322422006,5,0.2700135497433495,2,0.08098117333336327,1,0.0,0,0.5034746541077854,3,0.1664455741954422,3
TP_0115,0.5498945876690146,4,0.5169754979816374,3,0.062344904928618175,1,0.0,0,0.35017014039991834,3,0.22219220211213908,4
TP_0116,1.1311094066407628,6,0.7216672377839864,3,0.044890229916757216,1,0.0,0,0.17448879055770738,2,0.29634593649995983,4
TP_0117,2.4633562044153665,10,0.0,0,0.0,0,0.0,0,0.5046532889404554,2,0.03374541161151184,1
TP_0118,2.1163139838120792,10,0.1043123528697883,1,0.0,0,0.0,0,0.679985096210455,2,0.026141998471096002,1
TP_0119,1.9374776435178167,14,0.4929563282530486,4,0.0,0,0.0,0,0.8543106646608642,2,0.0,0
TP_0120,2.014886212033876,14,0.6896630952024869,4,0.0,0,0.0,0,0.938918129230521,2,0.0957245643991054,3
TP_0121,2.4523361606853213,11,0.9444810840070608,4,0.0,0,0.0,0,0.8719603340133004,2,0.21331115862122865,5
TP_0122,2.152911857062687,12,1.2535171840291186,4,0.0,0,0.0,0,0.7207994642956406,2,0.3668537380826355,7
TP_0123,1.8236553947714784,14,1.588356678142385,4,0.05301230996798944,1,0.0,0,0.5604526347508194,2,0.528490851334787,9
TP_0124,1.5662986069156528,15,1.88130817665284,4,0.08624693154137196,1,0.0,0,0.42015651055599246,2,0.6121825677580688,9
TP_0125,1.3348154663852405,14,2.0300575437188817,4,0.13917808395773656,1,0.0,0,0.3070726116528088,2,0.6841798057597231,10
TP_0126,1.286750152128966,13,1.957538421050764,4,0.2205157207940074,1,0.025057148937264385,1,0.2202573019051256,2,0.7300217711271144,10
TP_0127,1.4576020698494254,13,1.6937780114234209,4,0.33136680108169486,1,0.03149200881356556,1,0.3998441372517555,5,0.5595644275803207,7
TP_0128,1.812845067153587,12,1.349156797573816,4,0.4107117393191738,1,0.037795322978997174,1,0.29470888068726625,3,0.3626251509925741,5
TP_0129,1.938880571950282,10,1.01733512932248,4,0.3428975814986382,1,0.07929222967998761,2,0.34543234737443385,3,0.38417656951468315,8
TP_0130,1.9139539549889315,10,0.7409272936411326,4,0.23046305925875926,1,0.1314625457670146,3,0.47095135255357223,4,0.3910367243353566,7
TP_0131,1.8368529587685147,11,0.4432985583953744,3,0.14589162917048093,1,0.1383891007011434,3,0.6272433642488453,5,0.5173392433549585,7
TP_0132,1.7621161098242073,13,0.22436009146220726,2,0.09051564014884828,1,0.23952506531394235,5,0.7426642712561293,5,0.7611983678733056,7
TP_0133,1.3184694671886865,9,0.0,0,0.05566874071891547,1,0.24466800423250035,5,0.8397666930544132,4,0.8399088569675205,4
TP_0134,1.1301212170708652,10,0.0,0,0.0,0,0.20491549787199587,4,1.0703612113954897,4,0.7075528949427724,6
TP_0135,0.9507727530367076,10,0.0,0,0.0,0,0.19639955243310644,4,1.3759298280376966,4,0.5269965294955102,6
TP_0136,0.9370702417063266,10,0.0,0,0.0,0,0.07330852806204166,1,1.8729547210162802,5,0.3547872640886519,6
TP_0137,0.9216812826252988,7,0.0,0,0.0,0,0.07043215716493137,1,2.3704154454192263,5,0.23299653482098753,6
TP_0138,1.0465327942268436,5,0.0,0,0.038869323439603275,1,0.06374522677486574,1,2.3672716091765262,5,0.11799245126111793,3
TP_0139,1.3752063795387302,5,0.0,0,0.049165442300598286,1,0.0546914879991666,1,1.9537861060254738,5,0.08515635599685098,1
TP_0140,1.461321061511851,5,0.0,0,0.05745561217215894,1,0.0,0,1.4461294032749425,4,0.11412298488016986,1
TP_0141,0.9353326136991847,4,0.0,0,0.061096090675872426,1,0.0,0,0.999658778003995,3,0.11655761513563503,1
TP_0142,0.6166971757526026,5,0.11875519422371598,1,0.05870166990471333,1,0.0,0,0.7141826684804998,3,0.14387314998382345,3
TP_0143,0.49607897589529754,5,0.4244507428286221,3,0.05119901406520826,1,0.0,0,0.5013034485706189,3,0.1617779495549882,3
TP_0144,0.6940726434127927,7,0.6160048550321932,3,0.04110678689953031,1,0.0,0,0.3477598177778816,3,0.32583946355117605,6
TP_0145,1.111116822131202,7,0.8851418732651062,3,0.0,0,0.0,0,0.16907103217547587,2,0.514788002224364,6
TP_0146,2.537569123995116,11,0.236266001951009,2,0.0,0,0.0,0,0.6149837866468428,2,0.1587538669987207,3
TP_0147,1.8521048148939605,11,0.35138671910363395,3,0.0,0,0.0,0,0.8738552205804447,2,0.12247512682407884,3
TP_0148,1.5054736872554644,10,0.7009499288860702,5,0.0,0,0.0,0,1.1933428117662377,2,0.135896312471508,5
TP_0149,1.5678562069778277,10,0.8454445195530929,4,0.037915455858988825,1,0.0,0,1.3946756968107412,2,0.09546311518417609,2
TP_0150,1.930449638054117,11,1.1950960818812448,4,0.04448254114942699,1,0.0,0,1.2165377672601154,2,0.2226134129397433,4
TP_0151,1.8587484591552383,11,1.6486370558574488,4,0.047931058932056535,1,0.0,0,0.9488457514338091,2,0.5248423202440763,11
TP_0152,1.5911736552524411,11,2.184621510737551,4,0.10313002299516655,2,0.0,0,0.7120655686965609,2,0.7221177898571569,12
TP_0153,1.5265779811406257,13,2.7079493209473524,4,0.13465520834832853,2,0.0,0,0.5196844894156654,2,0.8119720091566276,12
TP_0154,1.5676652618347446,15,3.010607187338561,4,0.18729929477861204,2,0.025259839144490343,1,0.5278971190990166,4,0.8378003386296068,12
TP_0155,1.4822652451385285,12,2.8703411289747653,4,0.25102837107462533,1,0.03386875041731338,1,0.4571723710513021,4,0.7777949272871428,11
TP_0156,1.9356698311435117,14,2.367782900206584,4,0.41367183634643173,1,0.08007340607662203,2,0.5165157886375291,5,0.5939351600919014,7
TP_0157,2.5980766503355546,14,1.786981851438218,4,0.6718253621224272,1,0.09912029240093252,2,0.40950331359158765,3,0.5432919042620233,7
TP_0158,2.5113806866562745,13,1.2877105222153153,4,0.4348315840244318,1,0.11617993814268313,2,0.48455045850360834,3,0.5263438552844464,8
TP_0159,2.375524914481053,12,0.9053137395829607,4,0.26388974966750767,1,0.1273418937830142,2,0.6344003854360415,4,0.47927437824216607,7
TP_0160,2.5004966073443513,15,0.6274943167980946,4,0.16008678385940459,1,0.1811950948032685,3,0.821082034599157,5,0.5615828944836416,7
TP_0161,2.1071457702358507,16,0.3610149242012969,3,0.09710639758211927,1,0.1888340021794387,3,0.9603404681553706,5,0.763139886096889,8
TP_0162,1.440713522499986,11,0.0,0,0.05890120877593983,1,0.19035699068933223,3,1.1831109770894037,6,0.9199384011598921,7
TP_0163,1.2192879735349573,11,0.0,0,0.03572667820278432,1,0.1870182684787803,3,1.4477123672744725,7,0.9777259075135969,8
TP_0164,1.0353724507381943,11,0.0,0,0.0,0,0.17889698693541814,3,1.5962372681906525,5,0.7154523940167454,6
TP_0165,0.885330385328582,10,0.0,0,0.0,0,0.13157444619499875,2,2.0288427832610507,5,0.44680615212419,6
TP_0166,0.8880396453885746,9,0.0,0,0.0,0,0.10429365773222327,1,2.586603128286052,5,0.2490531411725691,5
TP_0167,0.9976122055921094,8,0.0,0,0.0,0,0.09279681858081695,1,2.6762534360853163,5,0.1478650589315341,4
TP_0168,1.246563277715082,5,0.0,0,0.0,0,0.07778492472026248,1,2.1541478826106157,5,0.09818424099088625,3
TP_0169,1.5738176755474609,4,0.0,0,0.03521129859305939,1,0.06214428991514399,1,1.5141374400934133,4,0.05950760135435008,1
TP_0170,1.0048091255266896,3,0.0,0,0.03706034060711056,1,0.0478379909863069,1,1.0946549706187074,4,0.06038257550025686,1
TP_0171,0.5566810792794163,3,0.1263449442660878,1,0.03584791111352989,1,0.0,0,0.7817986642731233,4,0.10591112731190483,3
TP_0172,0.5186188648802695,5,0.4694349494399773,3,0.0,0,0.0,0,0.4832714371095081,3,0.24641974154213425,6
TP_0173,0.6436341007242208,6,0.6921636784380734,3,0.0,0,0.0,0,0.33431871363865484,3,0.37362687137026557,5
TP_0174,1.1374050012021335,10,1.0160746445351678,3,0.0,0,0.0,0,0.0930820364981339,1,0.6351764133237542,5
TP_0175,1.927585060356019,8,0.5708300942844019,4,0.0,0,0.0,0,0.6827353351085141,2,0.2978891665545775,3
TP_0176,1.5773395207234477,12,0.8077220750460703,6,0.0,0,0.0,0,0.9948756028944198,2,0.21145468146992302,3
TP_0177,1.2838221790862883,10,1.0739283016796617,7,0.0454223349811512,1,0.0,0,1.433185625089671,2,0.19668077216582897,5
TP_0178,1.3072467580856615,8,1.2282287889881405,6,0.0595251276712166,1,0.0,0,1.887926931601991,2,0.20366949214939511,5
TP_0179,1.6205711724533785,7,1.5392171450941639,5,0.07206795188762688,1,0.03816244174201508,1,1.4972328299171989,2,0.37154674225399575,6
TP_0180,1.8381142950557838,9,2.046296275192611,4,0.078942760542927,1,0.03963744745933142,1,1.1507545208532473,2,0.726388006851788,9
TP_0181,1.768942340822928,10,2.8512304560481314,4,0.13095667209678888,2,0.03900434129253769,1,0.8520529081054782,2,1.066112013469567,10
TP_0182,2.031789688641181,14,3.7556295204324206,4,0.15539477883040126,2,0.02272489203015989,1,0.7702226849682382,4,1.1492797885725146,10
TP_0183,2.055668669334767,11,4.425324333051976,4,0.1962410662584743,2,0.0320510964140599,1,0.6405701345941194,4,1.1995848582868844,11
TP_0184,2.026284754447056,10,4.128082611083229,4,0.2672844476813478,2,0.08191891485181563,2,0.6489639574217098,5,1.0852272133025045,11
TP_0185,2.5055505169803354,16,3.128840761354122,4,0.3465999456048737,1,0.10916449639433785,2,0.6566074528910943,5,0.9147465291466218,12
TP_0186,3.1234909809634903,16,2.210782109285291,4,0.43834879541944033,1,0.13977790260759676,2,0.6414177412521052,4,0.7760622604089575,8
TP_0187,3.010716230928598,14,1.5249454073820956,4,0.3594877629768413,1,0.16894084078595556,2,0.6696496162332398,3,0.7551129937273335,8
TP_0188,3.0589353896791227,15,1.0406627950648857,4,0.23742082309740078,1,0.23908826745795184,3,0.7717526496038523,3,0.6322457665254957,8
TP_0189,3.6826981033208925,18,0.7061655800293716,4,0.1489772012568426,1,0.26104607814826314,3,1.065468499866189,5,0.6568876950962215,8
TP_0190,2.61518302679919,16,0.3983041014836273,3,0.09197560988910383,1,0.2702335954753813,3,1.239797478045825,5,0.7302496066527127,8
TP_0191,2.0052901484359333,14,0.0,0,0.056392129928358126,1,0.2707914043304078,3,1.4744125588423622,6,0.896435675152798,9
TP_0192,1.8247818011303725,13,0.0,0,0.0,0,0.2661732196272013,3,1.6720463592039974,7,1.087188882080253,8
TP_0193,1.5068395823768133,11,0.0,0,0.0,0,0.25586203494768883,3,1.829819550655617,7,0.8726761435461374,6
TP_0194,1.1603220936890837,10,0.0,0,0.0,0,0.2368566052836319,3,1.979145209102343,5,0.509913617171424,5
TP_0195,0.9623122479444706,9,0.0,0,0.0,0,0.15392922903034886,1,2.3710938136582134,5,0.28861711157871606,4
TP_0196,0.9559533480358077,9,0.0,0,0.0,0,0.13377000214702506,1,2.718584282166427,5,0.17437050183553013,4
TP_0197,0.933913528507722,6,0.0,0,0.0,0,0.10878683622055262,1,2.1442216889054717,5,0.0950182807061768,3
TP_0198,0.9399491430600846,2,0.0,0,0.0,0,0.08421408582765957,1,1.563496676968088,5,0.056632684426314514,2
TP_0199,0.7829895180299707,3,0.0,0,0.0,0,0.06293185640787509,1,1.0676517771493943,4,0.03114728605231107,1
TP_0200,0.5167613014579866,3,0.23363305761953582,2,0.0,0,0.0,0,0.7629674853738287,4,0.10842743256268317,4
TP_0201,0.5186479690998212,5,0.4901904766210047,3,0.0,0,0.0,0,0.5402030233843593,4,0.24259724218303813,5
TP_0202,0.6286995469884407,5,0.7276857286260989,3,0.0,0,0.0,0,0.2401822481273693,2,0.46726007120361607,6
TP_0203,1.1906626755429706,10,1.0779165581978751,3,0.0,0,0.0,0,0.09495387753878147,1,0.7529476046595058,6
TP_0204,1.6080111800548618,10,0.9556085068930779,5,0.0,0,0.0,0,0.6868316929718361,2,0.5327404493306033,3
TP_0205,1.1771645199614713,10,1.1916848066760286,7,0.04559540893927808,1,0.0,0,0.9868095232030696,2,0.33179320553951586,3
TP_0206,1.012806683598764,9,1.4394908075582475,8,0.06631498419257269,1,0.043668336259115356,1,1.3578487076137147,2,0.25524854798799457,5
TP_0207,1.3241962913326286,10,1.6757978912509746,8,0.0913269243548708,1,0.05104345367056809,1,1.6389756215337266,2,0.31057882921600494,7
TP_0208,2.1019684398098812,10,2.072104708196881,8,0.15286737512168042,2,0.056589045279136635,1,1.5909872350231202,2,0.5044767655437413,7
TP_0209,2.2248105711756896,9,2.447373600314925,5,0.1701478375140439,2,0.05912175350657775,1,1.304032342380407,2,0.9621879532059643,9
TP_0210,2.1990308590132357,11,3.398083991466125,4,0.213089763292027,3,0.05803151673569487,1,0.9619788253372457,2,1.6283331316921563,10
TP_0211,2.784342115741171,13,4.74862246011102,4,0.21755645413157748,3,0.08048512631884269,2,0.881773962839292,4,1.6213468337377523,12
TP_0212,3.203918219177553,11,6.026974206069026,4,0.1966475960852306,2,0.12072249654569,3,0.7476305106632661,4,1.753969155705369,13
