cell_id,elderly_pct_65plus,children_pct_under5,subzone_area_weighted,dominant_subzone,dominant_planning_area,demographic_vulnerability_raw,demographic_vulnerability_score,bus_stop_score_raw,bus_stop_count,mrt_exit_score_raw,mrt_exit_count,sport_facility_score_raw,sport_facility_count,hawker_centre_score_raw,hawker_centre_count,eldercare_score_raw,eldercare_count,preschool_score_raw,preschool_count,outdoor_exposure_raw,node_vulnerability_raw,outdoor_exposure_score_v071,node_vulnerability_score,vulnerability_score_v071
TP_0001,0.18305084745762712,0.05084745762711865,MALCOLM:1.00,MALCOLM,NOVENA,0.15,0.4027085842406489,1.5944105265232171,9,0.1090609547904495,1,0.0,0,0.0,0,0.10958841003388137,1,0.0,0,1.7034714813136667,0.10958841003388137,0.19581814853374935,0.007118447216394993,0.28403154313337275
TP_0002,0.18305084745762712,0.05084745762711865,MALCOLM:1.00,MALCOLM,NOVENA,0.15,0.4027085842406489,2.0261120986909296,10,0.24887103417782647,2,0.0,0,0.0,0,0.12751445586216656,1,0.0,0,2.274983132868756,0.12751445586216656,0.29503427339732236,0.01258875087145505,0.28567263422989075
TP_0003,0.18651479376965902,0.04652531839360495,MALCOLM:0.57 | BALESTIER:0.43,MALCOLM,NOVENA,0.15151742492564552,0.42510981058769853,2.4628957583716247,10,0.2951772423716544,2,0.0,0,0.0,0,0.1399420973370399,1,0.02900240162352916,1,2.758073000743279,0.16894449896056907,0.37890011326418555,0.02523152320180822,0.3051463243719314
TP_0004,0.19118100524205983,0.04070305272895467,BALESTIER:1.00,BALESTIER,NOVENA,0.15356151711378355,0.4552860460025982,2.552247357335327,14,0.3328229712124341,2,0.0,0,0.0,0,0.14384793607894716,1,0.11490466295765396,3,2.8850703285477612,0.25875259903660114,0.400947227611731,0.05263732048727201,0.3344914283480003
TP_0005,0.19118100524205983,0.04070305272895467,BALESTIER:1.00,BALESTIER,NOVENA,0.15356151711378355,0.4552860460025982,2.6572600420038883,13,0.35382514086166605,2,0.0,0,0.0,0,0.13817835942022882,1,0.21238983991604088,3,3.0110851828655543,0.3505681993362697,0.42282378163585127,0.0806557255902147,0.3428969498788831
TP_0006,0.19118100524205983,0.04070305272895467,BALESTIER:1.00,BALESTIER,NOVENA,0.15356151711378355,0.4552860460025982,2.6590836780698353,14,0.35264167884893627,2,0.0,0,0.0,0,0.12444638227002713,1,0.3720254162663914,3,3.0117253569187716,0.49647179853641854,0.4229349177581431,0.12517959882117707,0.3562541118481718
TP_0007,0.19118100524205983,0.04070305272895467,BALESTIER:1.00,BALESTIER,NOVENA,0.15356151711378355,0.4552860460025982,2.419099855307647,10,0.5354363923295974,4,0.0,0,0.0,0,0.105886769988076,1,0.5987393910082903,4,2.9545362476372445,0.7046261609963663,0.4130067180584987,0.18869988548610708,0.37531019784765085
TP_0008,0.19118100524205983,0.04070305272895467,BALESTIER:1.00,BALESTIER,NOVENA,0.15356151711378355,0.4552860460025982,2.5664156757338294,8,0.42108810775867656,3,0.0,0,0.0,0,0.08593962151076108,1,0.7172383523484603,5,2.987503783492506,0.8031779738592214,0.41872998047136417,0.21877391002451482,0.3843324052091731
TP_0009,0.19118100524205983,0.04070305272895467,BALESTIER:1.00,BALESTIER,NOVENA,0.15356151711378355,0.4552860460025982,2.251367961792198,10,0.4028067861985311,3,0.03640783380735817,1,0.0,0,0.0,0,0.6271563948647122,6,2.6905825817980875,0.6271563948647122,0.3671835755261697,0.16505924834358926,0.36821800670489546
TP_0010,0.19118100524205983,0.04070305272895467,BALESTIER:1.00,BALESTIER,NOVENA,0.15356151711378355,0.4552860460025982,2.354781960669398,12,0.3699387217285198,3,0.04555504801337327,1,0.048666576540360273,1,0.0,0,0.47406757215091055,6,2.770275730411291,0.5227341486912709,0.38101854347837893,0.1331938051564009,0.358658373748739
