candidate_id,candidate_role,candidate_family,regime_variable,regime_bin,n,n_obs_ge31,n_pred_ge31,n_ge31_hit,n_ge31_miss,n_ge31_false_alarm,ge31_miss_rate_among_observed,mean_official_wbgt_c,mean_prediction_wbgt_c,mean_residual_official_minus_pred_c,median_residual_official_minus_pred_c,p75_residual_official_minus_pred_c,p90_residual_official_minus_pred_c,mean_abs_error_c,p90_abs_error_c,max_abs_error_c
M7_compact_weather_ridge,score_comparator,current_oof_score,observed_wbgt_bin,30-31,280,0,68,0,0,68,,30.44857142857143,30.133627855545715,0.31494357302571324,0.2797904087591263,1.0923267697959576,1.9081978127093358,0.9532070243646871,1.9314297487626482,3.3195008902252354
M7_compact_weather_ridge,score_comparator,current_oof_score,observed_wbgt_bin,31-32,268,268,156,156,112,0,0.417910447761194,31.367910447761194,30.929876034357118,0.4380344134040759,0.11920177812083388,1.1522489316351097,2.215123234954918,0.9315568865524994,2.215123234954918,3.602815868981498
M7_compact_weather_ridge,score_comparator,current_oof_score,observed_wbgt_bin,32-33,110,110,54,54,56,0,0.509090909090909,32.358181818181826,30.76172539414329,1.5964564240385288,1.440469916321371,2.1432132468737466,3.1620190741667376,1.6162770235610524,3.1620190741667376,4.316459532049713
M7_compact_weather_ridge,score_comparator,current_oof_score,observed_wbgt_bin,>=33,30,30,21,21,9,0,0.3,33.34,31.231075387149318,2.108924612850683,2.0033235252839283,2.831173846931926,3.41188949490292,2.108924612850683,3.41188949490292,4.382650426944071
wbgt_proxy_v09_c,raw_proxy,existing_v09_proxy,observed_wbgt_bin,<28,1123,0,0,0,0,0,,26.083615316117545,25.673516420303127,0.4100988958144146,0.403591210046212,0.7695828060101775,1.2114525565062002,0.5893178771062356,1.2277010441231475,3.107487660223608
wbgt_proxy_v09_c,raw_proxy,existing_v09_proxy,observed_wbgt_bin,28-29,94,0,0,0,0,0,,28.49787234042553,26.788601999264806,1.709270341160726,1.737669098299838,2.26105186769734,2.8510686595106494,1.732823490330432,2.8510686595106494,3.641169640579271
wbgt_proxy_v09_c,raw_proxy,existing_v09_proxy,observed_wbgt_bin,29-30,113,0,0,0,0,0,,29.5141592920354,26.920832381405816,2.593326910629581,2.651826343600284,3.0162187890737115,3.3667479730608947,2.593326910629581,3.3667479730608947,4.608470335967272
wbgt_proxy_v09_c,raw_proxy,existing_v09_proxy,observed_wbgt_bin,30-31,140,0,0,0,0,0,,30.44857142857143,27.06394804827524,3.384623380296192,3.385967587307702,3.7552256765224286,4.174266316679635,3.384623380296192,4.174266316679635,5.036518845041719
wbgt_proxy_v09_c,raw_proxy,existing_v09_proxy,observed_wbgt_bin,31-32,134,134,0,0,134,0,1.0,31.36791044776119,27.528301491617267,3.839608956143929,3.8064382506155745,4.301079626182496,4.743801384824796,3.839608956143929,4.743801384824796,5.637899588694932
wbgt_proxy_v09_c,raw_proxy,existing_v09_proxy,observed_wbgt_bin,32-33,55,55,0,0,55,0,1.0,32.35818181818181,27.436632598210828,4.921549219970999,4.9709213759780155,5.345431158343144,5.613204830670792,4.921549219970999,5.613204830670792,6.098822270435836
wbgt_proxy_v09_c,raw_proxy,existing_v09_proxy,observed_wbgt_bin,>=33,15,15,0,0,15,0,1.0,33.34,27.515119008305113,5.824880991694884,5.928006918541552,6.232667783815868,6.605867208181885,5.824880991694884,6.605867208181885,6.998132251311709
stull_globe_shortwave_radiation_k0p002_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,<28,1123,0,0,0,0,0,,26.083615316117545,25.66932662090908,0.4142886952084633,0.4153356849865162,0.7695828060101775,1.2264425159347547,0.5891440064895964,1.2335982266803698,3.1232638729785407
stull_globe_shortwave_radiation_k0p002_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,28-29,94,0,0,0,0,0,,28.49787234042553,26.705156094418122,1.7927162460074075,1.8099151428536153,2.3144554392084205,2.8723951060925943,1.807186647202789,2.8723951060925943,3.65585444784244
stull_globe_shortwave_radiation_k0p002_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,29-30,113,0,0,0,0,0,,29.5141592920354,26.8267934074093,2.687365884626099,2.7069564205763825,3.108018992551006,3.466100619616268,2.687365884626099,3.466100619616268,4.621932837148449
stull_globe_shortwave_radiation_k0p002_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,30-31,140,0,0,0,0,0,,30.44857142857143,26.96045806483362,3.4881133637378094,3.499530214466855,3.8770592582321113,4.2706655785002425,3.4881133637378094,4.2706655785002425,5.053237309153403
stull_globe_shortwave_radiation_k0p002_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,31-32,134,134,0,0,134,0,1.0,31.36791044776119,27.3856231707615,3.982287276999696,3.953688710377703,4.426879620292143,4.848466744128575,3.982287276999696,4.848466744128575,5.701003979818722
stull_globe_shortwave_radiation_k0p002_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,32-33,55,55,0,0,55,0,1.0,32.35818181818181,27.299433931693446,5.058747886488376,5.090302337893242,5.443122457234805,5.731939692899131,5.058747886488376,5.731939692899131,6.18146421330778
stull_globe_shortwave_radiation_k0p002_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,>=33,15,15,0,0,15,0,1.0,33.34,27.374529590877913,5.965470409122089,6.096190491715966,6.379325194428695,6.728370206906759,5.965470409122089,6.728370206906759,7.104362651664822
stull_globe_shortwave_radiation_k0p003_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,<28,1123,0,0,0,0,0,,26.083615316117545,25.672679614552948,0.4109357015645924,0.40447822282100887,0.7695828060101775,1.2212500019237382,0.5880478080999546,1.2321945749429413,3.116953387876567
stull_globe_shortwave_radiation_k0p003_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,28-29,94,0,0,0,0,0,,28.49787234042553,26.7385344563568,1.7593378840687348,1.776175456081571,2.2897662568272272,2.863864527459814,1.7774413844538457,2.863864527459814,3.6499805249371704
stull_globe_shortwave_radiation_k0p003_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,29-30,113,0,0,0,0,0,,29.5141592920354,26.86440899700791,2.649750295027491,2.681706539164516,3.0798009560293167,3.42946872264608,2.649750295027491,3.42946872264608,4.616547836675977
stull_globe_shortwave_radiation_k0p003_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,30-31,140,0,0,0,0,0,,30.44857142857143,27.001854058210263,3.446717370361163,3.459066898019616,3.8267241768896625,4.232105873771999,3.446717370361163,4.232105873771999,5.046549923508731
stull_globe_shortwave_radiation_k0p003_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,31-32,134,134,0,0,134,0,1.0,31.36791044776119,27.442694499103805,3.925215948657388,3.8899758874657095,4.380176427645687,4.806600600407063,3.925215948657388,4.806600600407063,5.675762223369205
stull_globe_shortwave_radiation_k0p003_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,32-33,55,55,0,0,55,0,1.0,32.35818181818181,27.354313398300395,5.003868419881425,5.047291691288596,5.405101207994765,5.681656965239161,5.003868419881425,5.681656965239161,6.148407436159001
stull_globe_shortwave_radiation_k0p003_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,>=33,15,15,0,0,15,0,1.0,33.34,27.430765357848795,5.9092346421512065,6.028917062446197,6.320662230183565,6.679369007416809,5.9092346421512065,6.679369007416809,7.061870491523578
stull_globe_shortwave_radiation_k0p0045_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,<28,1123,0,0,0,0,0,,26.083615316117545,25.677709105018756,0.40590621109878605,0.37731418741960354,0.7646622542348549,1.2053091524664978,0.5864893472408785,1.2275455385811156,3.107487660223608
stull_globe_shortwave_radiation_k0p0045_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,28-29,94,0,0,0,0,0,,28.49787234042553,26.788601999264806,1.7092703411607266,1.7376690982998362,2.26105186769734,2.851068659510648,1.7328234903304327,2.851068659510648,3.641169640579271
stull_globe_shortwave_radiation_k0p0045_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,29-30,113,0,0,0,0,0,,29.5141592920354,26.920832381405816,2.5933269106295813,2.651826343600284,3.016218789073715,3.3667479730608947,2.5933269106295813,3.3667479730608947,4.608470335967276
stull_globe_shortwave_radiation_k0p0045_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,30-31,140,0,0,0,0,0,,30.44857142857143,27.063948048275236,3.3846233802961927,3.3859675873077038,3.755225676522434,4.174266316679635,3.3846233802961927,4.174266316679635,5.036518845041723
stull_globe_shortwave_radiation_k0p0045_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,31-32,134,134,0,0,134,0,1.0,31.36791044776119,27.528301491617267,3.839608956143929,3.8064382506155763,4.301079626182496,4.743801384824796,3.839608956143929,4.743801384824796,5.637899588694932
stull_globe_shortwave_radiation_k0p0045_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,32-33,55,55,0,0,55,0,1.0,32.35818181818181,27.436632598210828,4.921549219970999,4.9709213759780155,5.345431158343144,5.6132048306707905,4.921549219970999,5.6132048306707905,6.098822270435836
stull_globe_shortwave_radiation_k0p0045_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,>=33,15,15,0,0,15,0,1.0,33.34,27.515119008305113,5.824880991694885,5.9280069185415485,6.232667783815867,6.605867208181888,5.824880991694885,6.605867208181888,6.998132251311709
stull_globe_shortwave_radiation_k0p006_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,<28,1123,0,0,0,0,0,,26.083615316117545,25.682738595484558,0.40087672063297974,0.3695828060101789,0.7618747960011696,1.1653493590336277,0.5852071196329305,1.2264425159347547,3.0980219325706493
stull_globe_shortwave_radiation_k0p006_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,28-29,94,0,0,0,0,0,,28.49787234042553,26.838669542172806,1.6592027982527182,1.6996267101693263,2.232382879307603,2.8382727915614794,1.6882055962070186,2.8382727915614794,3.632358756221368
stull_globe_shortwave_radiation_k0p006_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,29-30,113,0,0,0,0,0,,29.5141592920354,26.977255765803726,2.536903526231671,2.6069523945540425,2.9683235191670505,3.317141172669204,2.536903526231671,3.317141172669204,4.600392835258575
stull_globe_shortwave_radiation_k0p006_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,30-31,140,0,0,0,0,0,,30.44857142857143,27.126042038340206,3.3225293902312223,3.3082839407426423,3.7007961696417917,4.11642675958727,3.3225293902312223,4.11642675958727,5.026487766574714
stull_globe_shortwave_radiation_k0p006_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,31-32,134,134,0,0,134,0,1.0,31.36791044776119,27.613908484130725,3.7540019636304685,3.7239139180917853,4.227312125903132,4.676028481550174,3.7540019636304685,4.676028481550174,5.600036954020656
stull_globe_shortwave_radiation_k0p006_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,32-33,55,55,0,0,55,0,1.0,32.35818181818181,27.51895179812124,4.839230020060576,4.915250487888677,5.294058548423273,5.544752696102419,4.839230020060576,5.544752696102419,6.04923710471267
stull_globe_shortwave_radiation_k0p006_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,>=33,15,15,0,0,15,0,1.0,33.34,27.599472658761442,5.740527341238561,5.8270967746369,6.14467333744817,6.532365408946963,5.740527341238561,6.532365408946963,6.934394011099833
stull_globe_shortwave_radiation_k0p008_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,<28,1123,0,0,0,0,0,,26.083615316117545,25.6894445827723,0.39417073334523794,0.3627458029780435,0.7565426519879601,1.160422972515601,0.5838207885384458,1.2264425159347547,3.085400962366702
stull_globe_shortwave_radiation_k0p008_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,28-29,94,0,0,0,0,0,,28.49787234042553,26.90542626605015,1.5924460743753748,1.6289641014093164,2.1858566630205223,2.8212116342959224,1.628715070709134,2.8212116342959224,3.620610910410832
stull_globe_shortwave_radiation_k0p008_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,29-30,113,0,0,0,0,0,,29.5141592920354,27.05248694500094,2.461672347034457,2.535142898963503,2.9046562992370326,3.273850916988286,2.461672347034457,3.273850916988286,4.58962283431363
stull_globe_shortwave_radiation_k0p008_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,30-31,140,0,0,0,0,0,,30.44857142857143,27.208834025093502,3.2397374034779283,3.2236200824259704,3.6454830949548347,4.0410708436811245,3.2397374034779283,4.0410708436811245,5.013112995285372
stull_globe_shortwave_radiation_k0p008_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,31-32,134,134,0,0,134,0,1.0,31.36791044776119,27.728051140815335,3.639859306945855,3.6138814747267283,4.150904087349708,4.603984544594355,3.639859306945855,4.603984544594355,5.5495534411216205
stull_globe_shortwave_radiation_k0p008_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,32-33,55,55,0,0,55,0,1.0,32.35818181818181,27.628710731335136,4.729471086846675,4.813908089814365,5.209975903837909,5.4573227965868165,4.729471086846675,5.4573227965868165,5.983123550415115
stull_globe_shortwave_radiation_k0p008_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,>=33,15,15,0,0,15,0,1.0,33.34,27.711944192703204,5.6280558072968,5.69254991609737,6.027347408957906,6.4343630099670674,5.6280558072968,6.4343630099670674,6.849409690817339
stull_globe_shortwave_radiation_k0p01_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,<28,1123,0,0,0,0,0,,26.083615316117545,25.696150570060045,0.3874647460574962,0.36170057266866706,0.7485339842421119,1.151111666137401,0.5832920302879486,1.2264425159347547,3.072779992162758
stull_globe_shortwave_radiation_k0p01_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,28-29,94,0,0,0,0,0,,28.49787234042553,26.9721829899275,1.5256893504980302,1.5569505671453001,2.105963640734135,2.804150477030365,1.5715709748467794,2.804150477030365,3.608863064600296
stull_globe_shortwave_radiation_k0p01_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,29-30,113,0,0,0,0,0,,29.5141592920354,27.127718124198154,2.3864411678372437,2.468914381710018,2.8409890793070147,3.2171623689346296,2.3864411678372437,3.2171623689346296,4.578852833368693
stull_globe_shortwave_radiation_k0p01_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,30-31,140,0,0,0,0,0,,30.44857142857143,27.291626011846795,3.1569454167246347,3.152834956787766,3.58774573894556,3.9635126194619295,3.1569454167246347,3.9635126194619295,4.9997382239960295
stull_globe_shortwave_radiation_k0p01_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,31-32,134,134,0,0,134,0,1.0,31.36791044776119,27.842193797499956,3.5257166502612405,3.5034427314715906,4.066753283506633,4.504269095005663,3.5257166502612405,4.504269095005663,5.499069928222589
stull_globe_shortwave_radiation_k0p01_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,32-33,55,55,0,0,55,0,1.0,32.35818181818181,27.738469664549047,4.619712153632776,4.709597255097954,5.1211377750323095,5.370295175292526,4.619712153632776,5.370295175292526,5.91700999611756
stull_globe_shortwave_radiation_k0p01_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,>=33,15,15,0,0,15,0,1.0,33.34,27.824415726644965,5.515584273355036,5.558003057557833,5.906832645306775,6.338911679115863,5.515584273355036,6.338911679115863,6.764425370534845
stull_globe_shortwave_radiation_k0p012_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,<28,1123,0,0,0,0,0,,26.083615316117545,25.702856557347786,0.38075875876975446,0.3610037890242914,0.746382560468275,1.151111666137401,0.5831893940254931,1.2275455385811156,3.0601590219588104
stull_globe_shortwave_radiation_k0p012_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,28-29,94,0,0,0,0,0,,28.49787234042553,27.03893971380484,1.4589326266206855,1.5170583851476636,2.019205494345706,2.7870893197648074,1.5183451086103414,2.7870893197648074,3.59711521878976
stull_globe_shortwave_radiation_k0p012_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,29-30,113,0,0,0,0,0,,29.5141592920354,27.202949303395375,2.3112099886400297,2.412234394243491,2.7815969071750004,3.16285700926588,2.3112099886400297,3.16285700926588,4.568082832423755
stull_globe_shortwave_radiation_k0p012_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,30-31,140,0,0,0,0,0,,30.44857142857143,27.37441799860009,3.0741534299713407,3.075812783295513,3.518976140786915,3.885954395242735,3.0741534299713407,3.885954395242735,4.986363452706684
stull_globe_shortwave_radiation_k0p012_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,31-32,134,134,0,0,134,0,1.0,31.36791044776119,27.956336454184566,3.411573993576626,3.3862283730612788,3.9747751005522582,4.403309447075459,3.411573993576626,4.403309447075459,5.448586415323554
stull_globe_shortwave_radiation_k0p012_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,32-33,55,55,0,0,55,0,1.0,32.35818181818181,27.848228597762944,4.5099532204188755,4.6052864203815425,5.045669002847957,5.283267553998238,4.5099532204188755,5.283267553998238,5.850896441820009
stull_globe_shortwave_radiation_k0p012_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,>=33,15,15,0,0,15,0,1.0,33.34,27.93688726058673,5.403112739413272,5.423456199018304,5.794902730916952,6.250683296720139,5.403112739413272,6.250683296720139,6.6794410502523505
stull_globe_shortwave_radiation_k0p002_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,<28,1123,0,0,0,0,0,,26.083615316117545,25.669041855255642,0.41457346086189883,0.4153356849865162,0.7695828060101775,1.2264425159347547,0.5892259223957431,1.2335982266803698,3.1237367375446397
stull_globe_shortwave_radiation_k0p002_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,28-29,94,0,0,0,0,0,,28.49787234042553,26.70288945684012,1.7949828835854065,1.811242511066098,2.3168368121732428,2.8733034864519333,1.8092535687644644,2.8733034864519333,3.656134866444031
stull_globe_shortwave_radiation_k0p002_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,29-30,113,0,0,0,0,0,,29.5141592920354,26.824667875729247,2.689491416306149,2.7078867943207214,3.10845079746435,3.467789923926492,2.689491416306149,3.467789923926492,4.622163484882606
stull_globe_shortwave_radiation_k0p002_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,30-31,140,0,0,0,0,0,,30.44857142857143,26.958305688860413,3.4902657397110133,3.500786580890603,3.880991009929721,4.27170919100579,3.4902657397110133,4.27170919100579,5.0536847532064755
stull_globe_shortwave_radiation_k0p002_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,31-32,134,134,0,0,134,0,1.0,31.36791044776119,27.381379765748836,3.9865306820123614,3.956921171561339,4.428080978937338,4.849591521615026,3.9865306820123614,4.849591521615026,5.7027884167511615
stull_globe_shortwave_radiation_k0p002_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,32-33,55,55,0,0,55,0,1.0,32.35818181818181,27.295943877640937,5.062237940540884,5.092463262130099,5.4440635356673095,5.7338103599150045,5.062237940540884,5.7338103599150045,6.183105003938014
stull_globe_shortwave_radiation_k0p002_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,>=33,15,15,0,0,15,0,1.0,33.34,27.372123547459704,5.9678764525402945,6.100357043497752,6.383775844753872,6.730067520500101,5.9678764525402945,6.730067520500101,7.105772107934648
stull_globe_shortwave_radiation_k0p003_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,<28,1123,0,0,0,0,0,,26.083615316117545,25.672252466072795,0.41136285004474565,0.4066453778330761,0.7695828060101775,1.2217320316405536,0.5881706819591748,1.2321945749429413,3.117662684725719
stull_globe_shortwave_radiation_k0p003_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,28-29,94,0,0,0,0,0,,28.49787234042553,26.735134499989805,1.7627378404357332,1.7782667259395737,2.2918102014060793,2.865227097998824,1.7805417667963586,2.865227097998824,3.6504011528395566
stull_globe_shortwave_radiation_k0p003_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,29-30,113,0,0,0,0,0,,29.5141592920354,26.861220699487827,2.6529385925475677,2.6837607781079598,3.080448663399334,3.4332484327701698,2.6529385925475677,3.4332484327701698,4.6168938082772115
stull_globe_shortwave_radiation_k0p003_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,30-31,140,0,0,0,0,0,,30.44857142857143,26.99862549425046,3.4499459343209677,3.4610308026083523,3.832777173021996,4.233671292530321,3.4499459343209677,4.233671292530321,5.047221089588337
stull_globe_shortwave_radiation_k0p003_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,31-32,134,134,0,0,134,0,1.0,31.36791044776119,27.43632939158481,3.931581056176388,3.8948245792411633,4.382843930952902,4.808274711498238,3.931581056176388,4.808274711498238,5.678438878767867
stull_globe_shortwave_radiation_k0p003_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,32-33,55,55,0,0,55,0,1.0,32.35818181818181,27.349078317221636,5.009103500960187,5.050872397748602,5.407211603317041,5.684245445435061,5.009103500960187,5.684245445435061,6.150868622104355
stull_globe_shortwave_radiation_k0p003_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,>=33,15,15,0,0,15,0,1.0,33.34,27.42715629272148,5.912843707278515,6.03516689011888,6.32733820567133,6.681914977806822,5.912843707278515,6.681914977806822,7.06398467592831
stull_globe_shortwave_radiation_k0p0045_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,<28,1123,0,0,0,0,0,,26.083615316117545,25.677068382298526,0.40654693381901613,0.3814334557928625,0.7646622542348549,1.2121068852394075,0.5866494769923304,1.2275455385811156,3.108551605497336
stull_globe_shortwave_radiation_k0p0045_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,28-29,94,0,0,0,0,0,,28.49787234042553,26.783502064714305,1.7143702757112245,1.7415019575636794,2.263011431165399,2.853112515319161,1.7374740638442017,2.853112515319161,3.6418005824328503
stull_globe_shortwave_radiation_k0p0045_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,29-30,113,0,0,0,0,0,,29.5141592920354,26.916049935125706,2.598109356909696,2.65490770201545,3.0384454623018087,3.372417538247028,2.598109356909696,3.372417538247028,4.60898929336912
stull_globe_shortwave_radiation_k0p0045_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,observed_wbgt_bin,30-31,140,0,0,0,0,0,,30.44857142857143,27.05910520233553,3.3894662262359,3.400465944686127,3.760108786411978,4.176614444817119,3.3894662262359,4.176614444817119,5.037525594161131
