cell_id,hour_sgt,fd01_forcing_day_id,fd02_forcing_day_id,contrast_direction,delta_tmrt_p90_fd01_c,delta_tmrt_p90_fd02_c,fd02_minus_fd01_delta_tmrt_p90_c,sign_stable,rank_fd01,rank_fd02,rank_drift,notes
TP_0313,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0318,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0319,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0326,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0337,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.014400,-0.048241,-0.033841,yes,76,68,8,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0346,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0349,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.098878,-0.117491,-0.018613,yes,49,56,7,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0361,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0365,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.007365,-0.026548,-0.019183,yes,84,76,8,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0366,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.012511,-0.024498,-0.011987,yes,80,80,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0378,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.046152,-0.030572,0.015580,yes,64,74,10,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0379,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.081319,-0.103407,-0.022088,yes,53,59,6,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0380,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.342515,-0.381648,-0.039133,yes,17,25,8,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0381,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.097333,-0.338943,-0.241610,yes,51,29,22,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0403,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.594666,-1.201770,-0.607104,yes,7,5,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0407,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.155471,-0.125831,0.029640,yes,38,54,16,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0409,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.456961,-0.286667,0.170294,yes,10,35,25,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0412,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0418,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0430,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.452021,-0.735935,-0.283914,yes,11,12,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0433,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.476264,-0.955488,-0.479224,yes,8,8,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0438,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.196137,-0.124153,0.071984,yes,32,55,23,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0448,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0454,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0458,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0465,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.001128,-0.014453,-0.013325,yes,99,88,11,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0475,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0489,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.059304,-0.164500,-0.105196,yes,59,48,11,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0492,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0498,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0542,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.365111,-0.593060,-0.227949,yes,16,19,3,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0543,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.200621,-0.300146,-0.099525,yes,30,33,3,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0552,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.460797,-1.046300,-0.585503,yes,9,6,3,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0554,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.005620,-0.008078,-0.002458,yes,89,95,6,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0555,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0560,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.005863,-0.024898,-0.019035,yes,88,79,9,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0565,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.016174,-0.020549,-0.004375,yes,75,84,9,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0569,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.097749,-0.195970,-0.098221,yes,50,46,4,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0575,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.106363,-0.476241,-0.369878,yes,48,24,24,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0584,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.006298,-0.009345,-0.003047,yes,87,93,6,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0587,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.087994,-0.155427,-0.067433,yes,52,50,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0592,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0599,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.159639,-0.298597,-0.138958,yes,37,34,3,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0600,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.412881,-0.735289,-0.322408,yes,15,13,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0608,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0614,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0616,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.113936,-0.176374,-0.062438,yes,45,47,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0627,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.056936,-0.088312,-0.031376,yes,61,61,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0628,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.072401,-0.087001,-0.014600,yes,55,62,7,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0647,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.006450,-0.015446,-0.008996,yes,86,87,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0657,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.031657,-0.039215,-0.007558,yes,69,72,3,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0663,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0669,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0670,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0676,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.014195,-0.024143,-0.009948,yes,77,83,6,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0691,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0693,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0707,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.004928,-0.008789,-0.003861,yes,90,94,4,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0710,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.048840,-0.107395,-0.058555,yes,63,58,5,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0711,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.041180,-0.076263,-0.035083,yes,65,64,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0718,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.441828,-0.811042,-0.369214,yes,12,11,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0719,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0720,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0740,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.027954,-0.047424,-0.019470,yes,70,69,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0744,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.118965,-0.161233,-0.042268,yes,44,49,5,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0745,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.962296,-1.658024,-0.695728,yes,4,3,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0746,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-1.205593,-1.979388,-0.773795,yes,2,2,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0747,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.138443,-0.271614,-0.133171,yes,41,36,5,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0759,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0772,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.164860,-0.337334,-0.172474,yes,35,30,5,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0773,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.260937,-0.495607,-0.234670,yes,19,22,3,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0792,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.003952,-0.007061,-0.003109,yes,93,96,3,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0799,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.013416,-0.025574,-0.012158,yes,79,77,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0808,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.133843,-0.259095,-0.125252,yes,43,37,6,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0817,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0822,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.007882,-0.013607,-0.005725,yes,83,89,6,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0835,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.107678,-0.228504,-0.120826,yes,46,43,3,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0857,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.143132,-2.991701,-0.848569,yes,1,1,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0864,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.247845,-0.685354,-0.437509,yes,21,16,5,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0871,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.253677,-0.713943,-0.460266,yes,20,15,5,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0882,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.200608,-0.221541,-0.020933,yes,31,44,13,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0889,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.435405,-0.812172,-0.376767,yes,13,10,3,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0890,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.431472,-0.719593,-0.288121,yes,14,14,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0892,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.224744,-0.611993,-0.387249,yes,26,17,9,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0893,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.013985,-0.025406,-0.011421,yes,78,78,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0899,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0901,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0908,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.002041,-0.005611,-0.003570,yes,96,97,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0933,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0934,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.020978,-0.024208,-0.003230,yes,73,82,9,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0936,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.079555,-0.148490,-0.068935,yes,54,51,3,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0947,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-1.009203,-1.566240,-0.557037,yes,3,4,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0948,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.857085,-1.031836,-0.174751,yes,5,7,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0960,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.006848,-0.013340,-0.006492,yes,85,90,5,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0963,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.001564,-0.018806,-0.017242,yes,98,86,12,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0967,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.058732,-0.112217,-0.053485,yes,60,57,3,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0986,12,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,103,102,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0005,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0006,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0018,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0020,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.027313,-0.030133,-0.002820,yes,74,75,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0023,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.115444,-0.123717,-0.008273,yes,50,55,5,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0028,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0037,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.353196,-0.507198,-0.154002,yes,25,21,4,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0040,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0041,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,-0.000171,-0.000171,no,100,100,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0049,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.003626,-0.005326,-0.001700,yes,95,94,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0050,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.014366,-0.015183,-0.000817,yes,84,85,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
