model_name,regime_variable,regime_bin,n,n_obs_ge31,n_ge31_hit,n_ge31_miss,n_ge31_false_alarm,mean_official_wbgt_c,mean_model_score,mean_residual_c,median_residual_c,p75_residual_c,p90_residual_c,mean_abs_error_c,p90_abs_error_c,ge31_miss_rate_among_observed,share_of_model_ge31_misses
M4_inertia_ridge,wind_bin,low,338,0,0,0,0,25.834023668639052,26.237995975204484,-0.40397230656542765,-0.27426146023146103,0.10255343954843621,0.43711321682866566,0.612728206001905,1.342485393656072,,0.0
M4_inertia_ridge,temperature_bin,low,339,0,0,0,0,25.159587020648974,25.72555742906945,-0.565970408420485,-0.5218961103758701,-0.1715213850666828,0.1304406718309099,0.6521621418857962,1.2956058937973132,,0.0
M4_inertia_ridge,temperature_bin,mid,337,0,0,0,0,26.264391691394653,26.4093226428049,-0.1449309514102372,-0.1245414033952521,0.33987069756596,0.7440421644288521,0.5901638763520752,1.2229847044109048,,0.0
M4_inertia_ridge,direct_radiation_bin,low,351,0,0,0,0,25.661253561253556,25.85776469763642,-0.19651113638285653,-0.1816482208380776,0.20732509375919855,0.5402520364567991,0.4813987222574417,1.025695691518905,,0.0
M4_inertia_ridge,direct_radiation_bin,mid,325,0,0,0,0,25.668000000000003,26.05068604978938,-0.38268604978937876,-0.3791540769498809,0.0709780254574283,0.4519348594109825,0.5994513709390439,1.2427002893345829,,0.0
M4_inertia_ridge,diffuse_radiation_bin,low,351,0,0,0,0,25.661253561253556,25.85776469763642,-0.19651113638285653,-0.1816482208380776,0.20732509375919855,0.5402520364567991,0.4813987222574417,1.025695691518905,,0.0
M4_inertia_ridge,diffuse_radiation_bin,mid,326,0,0,0,0,25.677914110429448,26.05970604448124,-0.3817919340517883,-0.374708343736609,0.0888014703426538,0.45042691050487704,0.6013459775418759,1.2489791214634653,,0.0
M7_compact_weather_ridge,combined_hot_humid_lowwind_highsw,other,1350,216,89,127,40,27.630074074074074,27.68060375402443,-0.050529679950354664,-0.16140296138251742,0.5076261972575518,1.3187107939964633,0.8252417306252803,1.7149466315904653,0.5879629629629629,1.0
M7_compact_weather_ridge,diffuse_radiation_bin,very_high,338,212,89,123,40,31.20769230769231,30.599101361825888,0.6085909458664216,0.4093317597071433,1.6113803567921332,2.6209552781102174,1.1877530118736814,2.6209552781102174,0.5801886792452831,0.968503937007874
M7_compact_weather_ridge,shortwave_3h_mean_bin,very_high,338,206,89,117,40,31.159171597633133,30.632367645139606,0.5268039524935314,0.30372737724204946,1.486741883840538,2.468830717951864,1.1418109201119877,2.468830717951864,0.5679611650485437,0.9212598425196851
M7_compact_weather_ridge,shortwave_bin,very_high,338,189,89,100,40,31.0792899408284,30.726518779288217,0.3527711615401908,0.15461523317390474,1.1641740258462754,2.0794044815330612,0.9958882164426167,2.1384122871214903,0.5291005291005291,0.7874015748031497
M7_compact_weather_ridge,humidity_bin,low,335,178,89,89,36,30.686268656716422,30.349854562699015,0.33641409401740385,0.1222265836248084,1.1191663823449591,2.0551254836442783,1.0040168620786594,2.114361351367946,0.5,0.7007874015748031
M7_compact_weather_ridge,temperature_bin,very_high,341,178,89,89,36,30.709970674486804,30.41164091855417,0.2983297559326346,0.0881533645071712,1.036243598368845,2.044175575995901,0.9725205875250515,2.0911934199276025,0.5,0.7007874015748031
M7_compact_weather_ridge,direct_radiation_bin,very_high,338,176,89,87,40,30.953254437869823,30.721673090074525,0.23158134779529893,0.08028952027653695,0.9845369813452488,1.807187616099878,0.9315530352896595,1.9984178202619782,0.4943181818181818,0.6850393700787402
M7_compact_weather_ridge,wind_bin,very_high,338,158,78,80,39,30.143195266272187,29.97698077990872,0.16621448636346708,0.0388048199306041,1.0324221686843824,2.0714259384454206,1.0810013431484986,2.1997261907777577,0.5063291139240507,0.6299212598425197
M7_compact_weather_ridge,cloud_cover_bin,very_high,544,108,38,70,17,27.827205882352942,27.75850609516371,0.0686997871892301,-0.10324247389588234,0.6794950364040426,1.7137630271638165,0.8910915935148913,1.987988098116576,0.6481481481481481,0.5511811023622047
M7_compact_weather_ridge,wind_bin,high,339,54,11,43,1,28.251327433628315,28.19507336578862,0.05625406783969961,-0.1117022798726417,0.7783949475011145,1.7220327425707502,0.9788223101743436,1.966045672305225,0.7962962962962963,0.33858267716535434
M7_compact_weather_ridge,direct_radiation_bin,high,338,40,0,40,0,28.227810650887573,28.126396545390648,0.10141410549692448,-0.15839758230274545,0.987482378291168,2.1682154961252316,1.14350180644202,2.276638089146203,1.0,0.31496062992125984
M7_compact_weather_ridge,humidity_bin,mid,337,38,0,38,4,28.4080118694362,28.261256929459353,0.1467549399768463,0.0427337426534535,0.8074084413456397,1.8220123597516238,0.9445124142113581,2.0076005746176735,1.0,0.2992125984251969
M7_compact_weather_ridge,temperature_bin,high,335,38,0,38,4,28.362985074626867,28.178888818928257,0.18409625569861088,0.0505957664810878,0.8587443875605469,1.8531888289309681,0.9541812063378389,2.036707945207357,1.0,0.2992125984251969
M7_compact_weather_ridge,cloud_cover_bin,mid,282,61,28,33,11,27.920921985815603,27.843931704141,0.07699028167460438,0.0123174618406114,0.7586759664248577,1.5717631576290787,0.8933182425416641,1.9018260071310475,0.5409836065573771,0.25984251968503935
M7_compact_weather_ridge,shortwave_bin,high,339,27,0,27,0,28.076401179940998,28.106310791276268,-0.029909611335264017,-0.2705704694287973,0.8074084413456397,1.759701766558576,1.086175481423436,2.0765097365551757,1.0,0.2125984251968504
M7_compact_weather_ridge,cloud_cover_bin,high,262,47,23,24,12,27.7263358778626,27.841635526647053,-0.1152996487844576,-0.1856986897205814,0.32524646831938586,0.8861039580790252,0.6694209857709331,1.4060551496610336,0.5106382978723404,0.1889763779527559
M7_compact_weather_ridge,shortwave_3h_mean_bin,high,339,10,0,10,0,27.996755162241886,28.200184193465734,-0.20342903122384548,-0.3343556785051547,0.4935532123523458,1.3208791101253072,0.9406832282073667,1.7703447499130143,1.0,0.07874015748031496
M7_compact_weather_ridge,wind_bin,mid,336,4,0,4,0,26.275,26.421195304728084,-0.14619530472808417,-0.2232191560186116,0.2758740803985837,0.8839523839202563,0.6257908191767766,1.256760200731513,1.0,0.031496062992125984
M7_compact_weather_ridge,diffuse_radiation_bin,high,339,4,0,4,0,27.950737463126842,28.229589852277645,-0.2788523891507997,-0.384403133999772,0.4241570353679034,1.0895110032935824,0.8887542829617859,1.6781872955212314,1.0,0.031496062992125984
M7_compact_weather_ridge,shortwave_bin,low,324,0,0,0,0,25.67376543209876,25.86140478304588,-0.18763935094711204,-0.16908566504103814,0.2764191970350165,0.6690317439822369,0.5554144834946012,1.139284376061142,,0.0
M7_compact_weather_ridge,shortwave_bin,mid,349,0,0,0,0,25.672206303724924,26.00606651170213,-0.33386020797720484,-0.3242525655971597,0.1748191913754802,0.6838780156098785,0.6570152960794509,1.3403038294815524,,0.0
M7_compact_weather_ridge,shortwave_3h_mean_bin,low,297,0,0,0,0,25.63198653198653,25.793704963555903,-0.1617184315693711,-0.1339338734062671,0.3155684806871939,0.6991052855302287,0.5571060557277258,1.1276130885026419,,0.0
M7_compact_weather_ridge,shortwave_3h_mean_bin,mid,376,0,0,0,0,25.705319148936173,26.04915422370959,-0.3438350747734191,-0.33731646898915096,0.16930596992335986,0.6391950992280151,0.6483833309384164,1.3328105233258203,,0.0
M7_compact_weather_ridge,humidity_bin,high,339,0,0,0,0,26.131563421828904,26.27941715430708,-0.1478537324781719,-0.1062583799548591,0.3185325895973232,0.8696273182128937,0.6421526314139188,1.3818856520871907,,0.0
M7_compact_weather_ridge,humidity_bin,very_high,339,0,0,0,0,25.33510324483776,25.866807636846328,-0.5317043920085723,-0.4705557679172294,-0.08241762912384584,0.35524117304273145,0.7130981177263461,1.4440473401635137,,0.0
M7_compact_weather_ridge,wind_bin,low,337,0,0,0,0,25.83560830860534,26.11556104134378,-0.27995273273843485,-0.2096706789813289,0.2493270590497189,0.6052211317677312,0.6130902194879418,1.3612028810526449,,0.0
M7_compact_weather_ridge,temperature_bin,low,336,0,0,0,0,25.15357142857143,25.73594873426477,-0.5823773056933365,-0.5219602756836714,-0.11461692214175562,0.2749312860199762,0.7202803966446402,1.5041343975571486,,0.0
M7_compact_weather_ridge,temperature_bin,mid,338,0,0,0,0,26.258284023668637,26.364612383586035,-0.10632835991739874,-0.0909266241054478,0.39486055497843514,0.95098948667696,0.6532008834387888,1.3558533244743276,,0.0
M7_compact_weather_ridge,cloud_cover_bin,low,262,0,0,0,0,26.81145038167939,27.182024822956606,-0.37057444127721567,-0.37065029897697777,0.2509574221211981,0.7957981940539991,0.7710628503942503,1.548832159498943,,0.0
M7_compact_weather_ridge,direct_radiation_bin,low,324,0,0,0,0,25.67376543209876,25.86140478304588,-0.18763935094711204,-0.16908566504103814,0.2764191970350165,0.6690317439822369,0.5554144834946012,1.139284376061142,,0.0
M7_compact_weather_ridge,direct_radiation_bin,mid,350,0,0,0,0,25.654571428571426,25.99734966125396,-0.3427782326825315,-0.33731646898915096,0.1748191913754802,0.683833233687784,0.6650100205330567,1.3422107935132463,,0.0
M7_compact_weather_ridge,diffuse_radiation_bin,low,324,0,0,0,0,25.67376543209876,25.86140478304588,-0.18763935094711204,-0.16908566504103814,0.2764191970350165,0.6690317439822369,0.5554144834946012,1.139284376061142,,0.0
M7_compact_weather_ridge,diffuse_radiation_bin,mid,349,0,0,0,0,25.669914040114612,26.009721197727345,-0.33980715761273333,-0.3242525655971597,0.1748191913754802,0.6838780156098785,0.6629622457149792,1.3598245425291189,,0.0
