model_name,regime_variable,regime_bin,n,n_obs_ge31,n_ge31_hit,n_ge31_miss,n_ge31_false_alarm,mean_official_wbgt_c,mean_model_score,mean_residual_c,median_residual_c,p75_residual_c,p90_residual_c,mean_abs_error_c,p90_abs_error_c,ge31_miss_rate_among_observed,share_of_model_ge31_misses
M4_inertia_ridge,combined_hot_humid_lowwind_highsw,other,1350,216,115,101,66,27.630074074074074,27.831281112089318,-0.20120703801524317,-0.2870592284058837,0.30724934648535646,1.0562375876235452,0.7620977889120429,1.6097603038802257,0.4675925925925926,1.0
M4_inertia_ridge,diffuse_radiation_bin,very_high,337,212,115,97,66,31.210385756676562,30.859923894212503,0.350461862464052,0.1513566413450107,1.1908701135475963,1.9876272950343776,1.0043412362211057,2.1037743963821747,0.45754716981132076,0.9603960396039604
M4_inertia_ridge,shortwave_3h_mean_bin,very_high,337,206,115,91,66,31.16557863501484,30.868413474821065,0.29716516019377126,0.0519261766269849,1.1630711509230274,1.883642323505757,0.9839172593277826,2.012443997305985,0.441747572815534,0.900990099009901
M4_inertia_ridge,shortwave_bin,very_high,337,188,115,73,66,31.079525222551926,30.945675820032108,0.13384940251982577,-0.0982247023553704,0.9548575871745442,1.6941956394247584,0.9046573629082374,1.8638226090690722,0.3882978723404255,0.7227722772277227
M4_inertia_ridge,humidity_bin,low,340,178,115,63,62,30.661470588235293,30.547681104099148,0.1137894841361482,-0.0982247023553704,0.892224668396536,1.666860992261297,0.9043569244211366,1.815741736824502,0.3539325842696629,0.6237623762376238
M4_inertia_ridge,temperature_bin,very_high,334,178,115,63,62,30.752095808383235,30.66246913146768,0.08962667691554937,-0.1221600948951504,0.8114144217965347,1.6634508041490093,0.8904505689119482,1.8450738605128834,0.3539325842696629,0.6237623762376238
M4_inertia_ridge,wind_bin,very_high,337,158,97,61,59,30.146587537091985,30.122923617872583,0.0236639192194066,-0.1846091274275316,0.8518385700238689,1.6343962302157529,0.9433815911867308,1.856040135184762,0.3860759493670886,0.6039603960396039
M4_inertia_ridge,direct_radiation_bin,very_high,337,176,115,61,66,30.958753709198813,30.92186097440661,0.03689273479220634,-0.1651571574356971,0.7943029523457135,1.5933488931775792,0.8750234866667201,1.7956321831091868,0.3465909090909091,0.6039603960396039
M4_inertia_ridge,direct_radiation_bin,high,337,40,0,40,0,28.24421364985163,28.513394593156146,-0.2691809433045137,-0.5056778682773242,0.5900924772266265,1.625025019766926,1.0983871007626766,2.113253550316875,1.0,0.39603960396039606
M4_inertia_ridge,cloud_cover_bin,high,413,81,42,39,21,27.83317191283293,27.915103390045523,-0.0819314772125915,-0.2283280120571689,0.4428871659743514,1.4128491738121982,0.8210687944532061,1.7905290653954644,0.48148148148148145,0.38613861386138615
M4_inertia_ridge,humidity_bin,mid,338,38,0,38,4,28.384911242603547,28.593190564821874,-0.20827932221832013,-0.2399567638503317,0.5028581624347472,1.3593248327147005,0.9204713410410814,1.902728250795394,1.0,0.37623762376237624
M4_inertia_ridge,temperature_bin,high,340,38,0,38,4,28.379999999999995,28.55899738920758,-0.17899738920758082,-0.21643721341047595,0.5216402395472493,1.4035987742164446,0.9160392134845088,1.8503016056678703,1.0,0.37623762376237624
M4_inertia_ridge,wind_bin,high,336,54,17,37,7,28.287499999999994,28.46166511444339,-0.17416511444338867,-0.3220889784071055,0.42168270339297015,1.3384584676702431,0.878278006151828,1.7401033139754443,0.6851851851851852,0.36633663366336633
M4_inertia_ridge,cloud_cover_bin,mid,393,77,43,34,29,27.82111959287532,27.98949766125943,-0.16837806838411384,-0.266529469313042,0.308652438607389,0.9909886418343007,0.7058051419491951,1.4743347020212274,0.44155844155844154,0.33663366336633666
M4_inertia_ridge,shortwave_bin,high,336,28,0,28,0,28.118154761904766,28.486359020124393,-0.36820425821962555,-0.583761977830255,0.3959833770650816,1.371596962956188,1.0695622390114958,2.035964706613326,1.0,0.27722772277227725
M4_inertia_ridge,cloud_cover_bin,low,413,31,17,14,6,27.18861985472155,27.533564370133377,-0.3449445154118262,-0.329486128925371,0.2365315597959885,0.7609286380807767,0.7540312125378887,1.6506177349345441,0.45161290322580644,0.13861386138613863
M4_inertia_ridge,cloud_cover_bin,very_high,131,27,13,14,10,27.80839694656489,28.030970499936927,-0.2225735533720387,-0.4001879524492864,0.13214870646956275,1.0621381720990115,0.7704907737244439,1.6024197657468626,0.5185185185185185,0.13861386138613863
M4_inertia_ridge,shortwave_3h_mean_bin,high,336,10,0,10,0,28.03184523809524,28.56385131279141,-0.532006074696172,-0.6316569277645243,0.027555064000270375,0.930941229074966,0.9900664500430827,1.90350758781989,1.0,0.09900990099009901
M4_inertia_ridge,diffuse_radiation_bin,high,336,4,0,4,0,27.989880952380947,28.574093957141958,-0.5842130047610067,-0.6563095542992077,-0.020721316779686874,0.8038835216302775,0.9683311852194397,1.8578272238635942,1.0,0.039603960396039604
M4_inertia_ridge,wind_bin,mid,339,4,1,3,0,26.267551622418882,26.51693841895406,-0.24938679653517762,-0.3001283397868981,0.1582014908415061,0.6827875474573099,0.6156603985418042,1.1769941692198362,0.75,0.0297029702970297
M4_inertia_ridge,shortwave_bin,low,351,0,0,0,0,25.661253561253556,25.85776469763642,-0.19651113638285653,-0.1816482208380776,0.20732509375919855,0.5402520364567991,0.4813987222574417,1.025695691518905,,0.0
M4_inertia_ridge,shortwave_bin,mid,326,0,0,0,0,25.680981595092025,26.061486841526328,-0.38050524643430306,-0.374708343736609,0.0888014703426538,0.45042691050487704,0.6000571162912804,1.2426535701746406,,0.0
M4_inertia_ridge,shortwave_3h_mean_bin,low,378,0,0,0,0,25.659523809523808,25.84976765010062,-0.1902438405768121,-0.1815153883038238,0.21146510649480896,0.5499949647047874,0.490982357002209,1.0397689021188994,,0.0
M4_inertia_ridge,shortwave_3h_mean_bin,mid,299,0,0,0,0,25.68494983277592,26.089993135350937,-0.4050433025750183,-0.3954802770332328,0.023101895921973502,0.4281549548166246,0.5986563226638276,1.2425134126948136,,0.0
M4_inertia_ridge,humidity_bin,high,336,0,0,0,0,26.09940476190476,26.312195038447346,-0.21279027654258872,-0.19876610049667676,0.22976111025605128,0.6834108893724871,0.592441199303112,1.245767739081609,,0.0
M4_inertia_ridge,humidity_bin,very_high,336,0,0,0,0,25.333928571428572,25.83518447053204,-0.5012558991034722,-0.4828676119869772,-0.06470225586456377,0.25724542690016244,0.6284854300307752,1.2586679741087465,,0.0
