cell_id,hazard_score_proxy_v07,rank_proxy_v07_hazard_score,hazard_score_umep_veg_v08,rank_umep_veg_v08_hazard_score,rank_change_proxy_minus_umep
TP_0804,0.5049050037479839,315.0,0.555656398603925,238.0,77.0
TP_0679,0.4099924377587186,480.0,0.4598768513168056,382.0,98.0
TP_0074,0.42446051781796,457.0,0.2922871348580999,637.0,-180.0
TP_0759,0.401109892031247,498.0,0.5602136126398819,231.0,267.0
TP_0046,0.4365648006784897,428.0,0.5082173315441137,303.0,125.0
TP_0937,0.4191148587239574,470.0,0.459182220710907,384.0,86.0
TP_0240,0.3760821924895079,549.0,0.3501073591518834,541.0,8.0
TP_0472,0.3950604729072023,508.0,0.4601354974919331,381.0,127.0
TP_0791,0.3716264523847891,559.0,0.2382424414576255,715.0,-156.0
TP_0286,0.5037912305790735,317.0,0.4880296443773909,343.0,-26.0
TP_0278,0.3597603405820598,583.0,0.1849457793263905,796.0,-213.0
TP_0136,0.5647011174678608,211.0,0.6692191885490303,76.0,135.0
TP_0028,0.3449116918961775,611.0,0.6977906087940797,39.0,572.0
TP_0295,0.3867042030925603,527.0,0.195895459875477,779.0,-252.0
TP_0503,0.5320675627395459,263.0,0.4738615500786642,366.0,-103.0
TP_0928,0.3340662854551464,628.0,0.5025851038316322,316.0,312.0
TP_0746,0.5012497066197357,324.0,0.6649472634760067,84.0,240.0
TP_0525,0.3778228006215945,544.0,0.1024847278226891,907.0,-363.0
TP_0855,0.4222761639868479,462.0,0.415134385013902,448.0,14.0
TP_0451,0.3947771169139717,510.0,0.373460632763362,512.0,-2.0
TP_0864,0.4579088145636749,398.0,0.1598762056343924,825.0,-427.0
TP_0339,0.3849419412465676,532.0,0.5356965389341971,263.0,269.0
TP_0072,0.392182802030688,515.0,0.2331754185102334,724.0,-209.0
TP_0429,0.448490615017966,413.0,0.1100121373227103,900.0,-487.0
TP_0594,0.3922806334064871,514.0,0.310959129575072,606.0,-92.0
TP_0441,0.3710108626100449,562.0,0.1997886299837512,773.0,-211.0
TP_0254,0.4638076443020194,385.0,0.1359214542009915,863.0,-478.0
TP_0721,0.3935078249996865,513.0,0.3329602393482629,571.0,-58.0
TP_0105,0.4811780682872098,353.0,0.2092190330345174,754.0,-401.0
TP_0832,0.4919162311625845,341.0,0.6163828187369239,158.0,183.0
TP_0770,0.3715811634948853,560.0,0.5612658613371708,227.0,333.0
TP_0444,0.3862097034378438,529.0,0.3264925298940737,582.0,-53.0
TP_0762,0.3714116824756314,561.0,0.2430148915804153,709.0,-148.0
TP_0438,0.5955923970339311,163.0,0.1330357050341059,865.0,-702.0
TP_0516,0.497061313490066,333.0,0.6337751300029879,130.0,203.0
TP_0939,0.4801649523887149,356.0,0.2012189033721597,772.0,-416.0
TP_0184,0.4418107764708744,419.0,0.2934743551895784,634.0,-215.0
TP_0039,0.4504563103415556,411.0,0.4826463643183074,356.0,55.0
TP_0076,0.3949086281380972,509.0,0.3650579247583918,519.0,-10.0
TP_0312,0.4843039176111028,351.0,0.4641581870738931,377.0,-26.0
TP_0742,0.3309376289938892,634.0,0.59794275904625,182.0,452.0
TP_0346,0.4078442349384365,484.0,0.3757045851084146,510.0,-26.0
TP_0840,0.3681630331380199,568.0,0.1949362766230178,781.0,-213.0
TP_0722,0.3833340975841603,537.0,0.1895163532307502,787.0,-250.0
TP_0040,0.3761205065099131,548.0,0.6123622545955675,162.0,386.0
TP_0173,0.5827537949212597,185.0,0.539008403385892,258.0,-73.0
TP_0917,0.4886726654512167,344.0,0.6810528814947432,61.0,283.0
TP_0767,0.4203933629026726,466.0,0.589048178083311,194.0,272.0
TP_0366,0.5473187891307982,244.0,0.6966924134389568,40.0,204.0
TP_0371,0.4341261326933146,433.0,0.2480655945232179,705.0,-272.0
TP_0261,0.3842048639248158,535.0,0.3927855088079328,486.0,49.0
TP_0544,0.4862647941599953,348.0,0.7001767306188182,32.0,316.0
TP_0836,0.468208377041951,379.0,0.1032553891430239,904.0,-525.0
TP_0181,0.311494351203832,676.0,0.1128188432096814,894.0,-218.0
TP_0748,0.5249089558529192,272.0,0.5238033037059294,285.0,-13.0
TP_0812,0.3724689325927801,556.0,0.3128565278231409,602.0,-46.0
TP_0314,0.457814249466263,400.0,0.5145440563358397,297.0,103.0
TP_0682,0.3704849824382429,563.0,0.5813031699106457,205.0,358.0
TP_0845,0.4293602822846618,441.0,0.6287538140465191,138.0,303.0
TP_0824,0.4714279074312983,369.0,0.1304950819873913,869.0,-500.0
TP_0646,0.509211165335093,299.0,0.2390017186053749,714.0,-415.0
TP_0710,0.3496378049171857,598.0,0.3352268652761394,569.0,29.0
TP_0112,0.3951415880260358,507.0,0.1006248242826938,911.0,-404.0
TP_0458,0.4375789412943892,426.0,0.372273670316793,513.0,-87.0
TP_0543,0.4735788608793189,365.0,0.5556041467169989,239.0,126.0
TP_0529,0.3740066631283649,551.0,0.2562517809267881,696.0,-145.0
TP_0309,0.3171984843773119,661.0,0.231934630304577,727.0,-66.0
TP_0243,0.4351130974711932,431.0,0.6852227238943891,53.0,378.0
TP_0639,0.5598006126642086,224.0,0.7047040703690517,25.0,199.0
TP_0041,0.3555238273813205,587.0,0.6596725550994448,96.0,491.0
TP_0790,0.3618377098911474,580.0,0.321901412530911,592.0,-12.0
TP_0974,0.4708399886628733,370.0,0.5358433259767053,262.0,108.0
TP_0888,0.4697261952148376,373.0,0.6796474224364323,64.0,309.0
TP_0092,0.3433200723836606,612.0,0.2342249191997879,721.0,-109.0
TP_0600,0.4301388393838656,439.0,0.4270636139970434,431.0,8.0
TP_0263,0.4299948551942419,440.0,0.3754493604728628,511.0,-71.0
TP_0364,0.3729074975543419,553.0,0.2868654274159232,641.0,-88.0
TP_0531,0.3633317180815319,576.0,0.3037965918199882,617.0,-41.0
TP_0342,0.4059826068038091,489.0,0.1240842809671939,879.0,-390.0
TP_0785,0.4258658032591702,452.0,0.4867038788247257,348.0,104.0
TP_0395,0.5537876344441381,233.0,0.2923556040647554,635.0,-402.0
TP_0756,0.4283905338416617,444.0,0.6988817809230385,35.0,409.0
TP_0298,0.3365410277553955,623.0,0.2587127068022976,692.0,-69.0
TP_0518,0.4689868882914237,375.0,0.2144828203553089,747.0,-372.0
TP_0020,0.3725931184023774,555.0,0.3539182372193729,537.0,18.0
TP_0945,0.458409674618974,397.0,0.686649268387304,48.0,349.0
TP_0186,0.408247349709432,483.0,0.3826907102936819,502.0,-19.0
TP_0535,0.3577163117189758,585.0,0.3433329384165978,557.0,28.0
TP_0533,0.3532727084547216,594.0,0.3449431558342337,554.0,40.0
TP_0024,0.4387860987054469,423.0,0.2971237804050831,625.0,-202.0
TP_0303,0.4801955453557786,355.0,0.4019847882265145,470.0,-115.0
TP_0973,0.4546660169057437,405.0,0.68306565392321,58.0,347.0
TP_0860,0.4542390924505513,406.0,0.6405145454485502,121.0,285.0
TP_0867,0.3467786821438405,605.0,0.2836085402802267,650.0,-45.0
TP_0381,0.4163073441541512,474.0,0.3119250955593683,605.0,-131.0
TP_0815,0.4177393698390969,472.0,0.6582438388981976,97.0,375.0
TP_0561,0.4270606517858358,446.0,0.6646415618403289,89.0,357.0
TP_0234,0.4148139636888379,477.0,0.6760476728663246,67.0,410.0
TP_0091,0.3263257946766659,646.0,0.1162505343270297,890.0,-244.0
TP_0209,0.2972392371345374,707.0,0.1390883446145037,859.0,-152.0
TP_0279,0.2925909857893187,715.0,0.1737552644364836,809.0,-94.0
TP_0728,0.4011257326337321,497.0,0.6323070395534813,133.0,364.0
TP_0276,0.3672810218713535,571.0,0.4303532645078948,422.0,149.0
TP_0244,0.4046879879828995,492.0,0.6107373711177257,163.0,329.0
TP_0498,0.4620132866527698,389.0,0.177425911533208,806.0,-417.0
TP_0212,0.4174536107210761,473.0,0.537897116519463,260.0,213.0
TP_0898,0.3105465490221115,680.0,0.2914189347304725,638.0,42.0
TP_0338,0.3199117830486442,655.0,0.4819434205388652,359.0,296.0
TP_0499,0.3265212314935838,645.0,0.2529927847927141,701.0,-56.0
TP_0281,0.2831143242757346,740.0,0.1519671716992759,837.0,-97.0
TP_0627,0.3719164596350502,558.0,0.5473997538074636,248.0,310.0
TP_0328,0.3990332147875471,501.0,0.5025250716410088,317.0,184.0
TP_0765,0.4010827694548107,499.0,0.4416842081122502,405.0,94.0
TP_0613,0.4054590044767256,490.0,0.2567671091298243,695.0,-205.0
TP_0443,0.3337914252281188,630.0,0.2215504794837285,738.0,-108.0
TP_0534,0.3308722043330794,635.0,0.2551476972345606,697.0,-62.0
TP_0026,0.3357480919921382,624.0,0.58759403916813,196.0,428.0
TP_0959,0.3533242896672647,593.0,0.2069926407748112,759.0,-166.0
TP_0313,0.4267906363704045,447.0,0.1973754182254302,777.0,-330.0
TP_0559,0.4089322699291774,482.0,0.4630327922347219,378.0,104.0
TP_0016,0.389782080244816,520.0,0.6082955912153273,168.0,352.0
TP_0562,0.4036665827121565,494.0,0.5444964851390336,251.0,243.0
TP_0218,0.4063885834608872,487.0,0.3846502005942676,498.0,-11.0
TP_0193,0.3916756405168393,516.0,0.4713238352983023,369.0,147.0
TP_0055,0.303477650480366,698.0,0.2923029779886529,636.0,62.0
TP_0050,0.3278562982294741,642.0,0.2785902153872047,661.0,-19.0
TP_0651,0.3552423123568017,588.0,0.5095838858770031,301.0,287.0
TP_0368,0.2830296752868387,741.0,0.2797513043550866,656.0,85.0
TP_0502,0.3423652017818401,616.0,0.4383938681271213,410.0,206.0
TP_0916,0.4250138179087261,455.0,0.6775101586012527,65.0,390.0
TP_0733,0.4566114099037498,402.0,0.159092774974986,826.0,-424.0
TP_0859,0.4213873795381275,464.0,0.6101182936472679,164.0,300.0
TP_0359,0.3973495400390023,502.0,0.5907200686015076,191.0,311.0
TP_0086,0.4936428352846264,339.0,0.4660660937156072,375.0,-36.0
TP_0624,0.3326295139551221,631.0,0.3985635387002032,478.0,153.0
TP_0782,0.3461274121287312,609.0,0.6805511772110031,62.0,547.0
TP_0515,0.4151724146862189,476.0,0.4272317446567563,430.0,46.0
TP_0019,0.3972927038775319,503.0,0.1485696463813873,843.0,-340.0
TP_0377,0.377338368814066,546.0,0.3931699356665394,484.0,62.0
TP_0962,0.2910940394960239,718.0,0.5870460337429539,197.0,521.0
TP_0479,0.3288254953940128,641.0,0.2550907565590044,698.0,-57.0
TP_0037,0.470607632819026,371.0,0.5599814864463177,233.0,138.0
TP_0668,0.5622003799101092,217.0,0.6475231718481699,112.0,105.0
TP_0816,0.3790125769352637,541.0,0.6832749643513284,57.0,484.0
TP_0332,0.2814284285822657,745.0,0.2083837516237397,755.0,-10.0
TP_0563,0.3763146069262995,547.0,0.3269354256466907,580.0,-33.0
TP_0968,0.3244109406975011,647.0,0.3831160864462808,500.0,147.0
TP_0818,0.2903975453127823,722.0,0.360757010950946,525.0,197.0
TP_0390,0.3204740990689312,654.0,0.3233525992660297,590.0,64.0
TP_0783,0.3160031175311557,663.0,0.3050340057429119,614.0,49.0
TP_0717,0.4089389777617233,481.0,0.6646623003358079,88.0,393.0
TP_0242,0.3703929824095135,564.0,0.6461274048325335,116.0,448.0
TP_0213,0.3844393013012717,534.0,0.5933472841220653,187.0,347.0
TP_0958,0.3700838901834119,565.0,0.07929954671746,934.0,-369.0
TP_0944,0.4074189569448074,486.0,0.6737684871275366,72.0,414.0
TP_0500,0.3324134748620558,632.0,0.5328380424684774,268.0,364.0
TP_0029,0.2873017713053504,735.0,0.519713526467391,289.0,446.0
TP_0677,0.3689942943583919,567.0,0.5288044848218504,274.0,293.0
TP_0068,0.311073788891373,679.0,0.348167113950572,547.0,132.0
TP_0481,0.3680742619674034,569.0,0.6395726552969382,124.0,445.0
TP_0738,0.3675909274007027,570.0,0.437787056928798,413.0,157.0
TP_0747,0.4684815456964406,377.0,0.2785609651452422,662.0,-285.0
TP_0299,0.3068952138676131,691.0,0.2050636069737178,761.0,-70.0
TP_0167,0.3353476263918233,625.0,0.4076818504619807,458.0,167.0
TP_0358,0.3788124321471452,543.0,0.5323023233091224,271.0,272.0
TP_0797,0.3240655882812834,648.0,0.4348294761760702,416.0,232.0
TP_0054,0.3806654655108238,540.0,0.2117637602146216,750.0,-210.0
TP_0196,0.3629330036353099,577.0,0.5731335519121025,215.0,362.0
TP_0871,0.3112573352689372,678.0,0.358041601793952,528.0,150.0
TP_0817,0.3904535258763372,518.0,0.3541435966145043,534.0,-16.0
TP_0425,0.2658687622283621,768.0,0.1221918144475169,884.0,-116.0
TP_0195,0.3617332025532211,581.0,0.4488162039630577,395.0,186.0
TP_0266,0.288363854543499,734.0,0.2032062799391057,767.0,-33.0
TP_0417,0.361382993884289,582.0,0.5040958558771352,313.0,269.0
TP_0048,0.3296613373124716,638.0,0.4558679750325677,390.0,248.0
TP_0022,0.3099627681898982,682.0,0.3195377462258356,594.0,88.0
TP_0910,0.4525180658093664,407.0,0.1756763635829319,808.0,-401.0
TP_0484,0.4699531847112242,372.0,0.50595794786105,310.0,62.0
TP_0176,0.3191204210828746,658.0,0.3383159782862965,566.0,92.0
TP_0626,0.3559710069175044,586.0,0.5479464320991235,247.0,339.0
TP_0330,0.3544061872126732,590.0,0.5161224784523679,293.0,297.0
TP_0383,0.3543725710594713,591.0,0.2597888762383922,689.0,-98.0
TP_0887,0.3915711776919903,517.0,0.6067238712157595,170.0,347.0
TP_0062,0.2901913929949833,723.0,0.2274255360157896,731.0,-8.0
TP_0969,0.382409872143549,538.0,0.0913588412048816,923.0,-385.0
TP_0166,0.3534842791747219,592.0,0.4740843065661628,365.0,227.0
TP_0469,0.321100667206603,653.0,0.1101594669201783,899.0,-246.0
TP_0070,0.2698859514804512,759.0,0.3918098221919544,489.0,270.0
TP_0831,0.3890888580480407,522.0,0.6625849939037424,90.0,432.0
TP_0560,0.3657033829944478,574.0,0.5067962991680176,307.0,267.0
TP_0127,0.3727270695535043,554.0,0.1167677268581279,888.0,-334.0
TP_0285,0.3507674307803414,596.0,0.401627320131366,471.0,125.0
TP_0680,0.3497224805996525,597.0,0.4969481144134358,328.0,269.0
TP_0081,0.3124636196266014,674.0,0.3267624854165504,581.0,93.0
TP_0975,0.3993766087546309,500.0,0.1534681447816292,834.0,-334.0
TP_0972,0.3860958253191958,530.0,0.5574666477145379,235.0,295.0
TP_0652,0.348372404656217,602.0,0.4665957900149152,373.0,229.0
TP_0837,0.3477151601616888,603.0,0.524210486105884,284.0,319.0
TP_0329,0.3464058047495778,608.0,0.4343699731792297,418.0,190.0
TP_0803,0.3790047280776628,542.0,0.6530363097822016,105.0,437.0
TP_0015,0.3430246012917494,615.0,0.6468968392398935,115.0,500.0
TP_0052,0.2779520617811743,748.0,0.2659593029486368,680.0,68.0
TP_0650,0.4491666434110394,412.0,0.5761918115734087,210.0,202.0
TP_0135,0.4425336179287454,417.0,0.3992347528621467,476.0,-59.0
TP_0963,0.2899266304550421,726.0,0.3541021175948136,536.0,190.0
TP_0616,0.3394731606303233,619.0,0.0816484625570577,930.0,-311.0
TP_0597,0.3054353514937141,694.0,0.427279495725509,429.0,265.0
TP_0412,0.3098679905388612,683.0,0.4025062125033222,469.0,214.0
TP_0204,0.3382210509957157,621.0,0.4071866796754275,459.0,162.0
TP_0828,0.3375208422903638,622.0,0.0802735578597286,932.0,-310.0
TP_0191,0.3226910344618244,650.0,0.1032164893395926,906.0,-256.0
TP_0049,0.3346029486003347,627.0,0.4990558309945977,321.0,306.0
TP_0843,0.2993239742658081,703.0,0.1864205149455215,789.0,-86.0
TP_0023,0.2527835755527213,792.0,0.1907399353722451,786.0,6.0
TP_0781,0.2904818876355207,720.0,0.5444311690020853,252.0,468.0
TP_0219,0.3465198081846459,607.0,0.4663641311043526,374.0,233.0
TP_0834,0.2507967105012436,795.0,0.0943576312102529,919.0,-124.0
TP_0496,0.2773742557503757,750.0,0.1519692943269198,836.0,-86.0
TP_0384,0.3306778127494282,636.0,0.5217932565789217,288.0,348.0
TP_0508,0.36717504954553,572.0,0.5335749501194956,267.0,305.0
TP_0678,0.329189942310403,639.0,0.5747965042104708,213.0,426.0
TP_0021,0.3291161942615083,640.0,0.3836383315149858,499.0,141.0
TP_0083,0.3488514310264085,600.0,0.2777248322194044,666.0,-66.0
TP_0211,0.347326410001446,604.0,0.138579518695554,860.0,-256.0
TP_0082,0.2646131644075867,769.0,0.2018630897829842,769.0,0.0
TP_0306,0.3491283964465603,599.0,0.1162965513841141,889.0,-290.0
TP_0905,0.4646740526865369,382.0,0.6753179713914604,69.0,313.0
TP_0422,0.272674732323654,756.0,0.1981762888073284,776.0,-20.0
TP_0043,0.4276378068293353,445.0,0.6310466649843602,136.0,309.0
TP_0670,0.3937500498033813,512.0,0.3319582415428426,574.0,-62.0
TP_0549,0.2676756268094119,763.0,0.131232990092518,868.0,-105.0
TP_0485,0.3338849185804297,629.0,0.58341692513105,201.0,428.0
TP_0215,0.3216210559414302,652.0,0.4299136686057172,423.0,229.0
TP_0750,0.2551651790814458,783.0,0.4501265826596716,393.0,390.0
TP_0337,0.4232921516051277,461.0,0.2611130916337098,687.0,-226.0
TP_0463,0.5046259768641796,316.0,0.1234018920597137,880.0,-564.0
TP_0288,0.4482671617936979,414.0,0.5493292597662108,245.0,169.0
TP_0966,0.2340417547182208,821.0,0.1408600523079841,855.0,-34.0
TP_0241,0.3223779707992055,651.0,0.4188651378921122,445.0,206.0
TP_0494,0.285186564437472,737.0,0.2321863998082315,726.0,11.0
TP_0510,0.3175449376378557,660.0,0.5580547295969577,234.0,426.0
TP_0660,0.4262958856059157,451.0,0.4253815037500154,432.0,19.0
TP_0164,0.3149619749927234,664.0,0.420480728150468,441.0,223.0
TP_0045,0.3146517754939203,665.0,0.1376658183476145,861.0,-196.0
TP_0205,0.3144525941527896,666.0,0.4297061168005696,425.0,241.0
TP_0097,0.4221095115503269,463.0,0.2549951922261484,699.0,-236.0
TP_0814,0.3139152736058014,667.0,0.4086386925394163,457.0,210.0
TP_0066,0.4012538019210045,496.0,0.4305575556235995,421.0,75.0
TP_0331,0.2550381228002581,784.0,0.209845593721587,752.0,32.0
TP_0622,0.4354706162508397,430.0,0.6284482846453151,139.0,291.0
TP_0841,0.2746879124884836,752.0,0.3300248112146642,576.0,176.0
TP_0702,0.4076329192838091,485.0,0.439655663359621,409.0,76.0
TP_0230,0.4953218400507396,335.0,0.6658622135774229,81.0,254.0
TP_0162,0.4627467713885715,386.0,0.4992101638750072,320.0,66.0
TP_0109,0.2616097157305357,775.0,0.1093942040907264,901.0,-126.0
TP_0598,0.3086870995541804,685.0,0.4875624013564338,345.0,340.0
TP_0304,0.2718907482918027,757.0,0.4482053561534801,396.0,361.0
TP_0889,0.341869190517132,617.0,0.4276867651161999,428.0,189.0
TP_0013,0.2546095383871986,787.0,0.4975555764324127,326.0,461.0
TP_0201,0.4555422285257289,404.0,0.5969090601931365,183.0,221.0
TP_0336,0.3069795846436851,690.0,0.4035542574483489,466.0,224.0
TP_0446,0.3064487980927722,692.0,0.4455888746085101,401.0,291.0
TP_0149,0.3060355300882275,693.0,0.3709480514116476,514.0,179.0
TP_0705,0.3312573766299968,633.0,0.0864523970980409,924.0,-291.0
TP_0004,0.250795430892449,796.0,0.5287285027043075,275.0,521.0
TP_0197,0.2616182175979222,774.0,0.5729901212536399,217.0,557.0
TP_0223,0.3027323280973486,700.0,0.3463669232696162,551.0,149.0
TP_0885,0.2661869039988097,767.0,0.1268140103337417,874.0,-107.0
TP_0392,0.2733975163728165,753.0,0.4187437159532101,446.0,307.0
TP_0542,0.2283372367724992,832.0,0.0946445974018297,918.0,-86.0
TP_0965,0.3239073646661716,649.0,0.2513920909211044,702.0,-53.0
TP_0486,0.3138163625171171,668.0,0.4362012036826327,414.0,254.0
TP_0343,0.3136595949874256,669.0,0.41489306023805,449.0,220.0
TP_0407,0.42651565778366,449.0,0.31882308678085,595.0,-146.0
TP_0844,0.259673987644291,777.0,0.2134685726158181,749.0,28.0
TP_0811,0.2676967396785364,762.0,0.4473218872848609,398.0,364.0
TP_0222,0.2488428152814226,800.0,0.1947622008757952,782.0,18.0
TP_0806,0.2361167283530656,817.0,0.0777197680534104,939.0,-122.0
TP_0183,0.3194073670283416,657.0,0.1814829324481997,802.0,-145.0
TP_0362,0.2490088127677465,799.0,0.3514101252831729,540.0,259.0
TP_0300,0.2938603134842351,709.0,0.3976524475511278,480.0,229.0
TP_0307,0.2933687192780643,712.0,0.4209759719247583,439.0,273.0
TP_0938,0.2919484494877096,716.0,0.3529854867924474,538.0,178.0
TP_0671,0.3755765163006979,550.0,0.4822247715956889,358.0,192.0
TP_0825,0.2910745029556994,719.0,0.0689219912037821,945.0,-226.0
TP_0647,0.2344721210184265,818.0,0.1533057581153968,835.0,-17.0
TP_0014,0.2421929549220152,807.0,0.3994376343905653,475.0,332.0
TP_0323,0.2566211293117333,780.0,0.0779352329115942,938.0,-158.0
TP_0416,0.2904465158616772,721.0,0.369669153199414,516.0,205.0
TP_0629,0.2900462707801326,725.0,0.2093258786020246,753.0,-28.0
TP_0194,0.2896177032834008,727.0,0.4062389675538174,463.0,264.0
TP_0175,0.2892448026474796,728.0,0.2689670949592033,677.0,51.0
TP_0264,0.2884219980838901,732.0,0.2699948804425885,673.0,59.0
TP_0511,0.2883741921577742,733.0,0.3934938294842742,483.0,250.0
TP_0426,0.2333236038148319,823.0,0.1853130869203548,795.0,28.0
TP_0896,0.2430253956004501,805.0,0.2840511029740845,648.0,157.0
TP_0017,0.3136205507573323,670.0,0.2804667153746165,654.0,16.0
TP_0061,0.2447596127283612,803.0,0.2678524897463022,678.0,125.0
TP_0161,0.4683674995874293,378.0,0.1562918350047356,831.0,-453.0
TP_0413,0.2807893178458986,746.0,0.3645848611565824,520.0,226.0
TP_0865,0.2917698888029728,717.0,0.4730558007749417,367.0,350.0
TP_0079,0.3467604307373986,606.0,0.1802338317138654,804.0,-198.0
TP_0056,0.3625892203392947,579.0,0.4398936232924721,408.0,171.0
TP_0372,0.2937700794084915,710.0,0.391368028260637,491.0,219.0
TP_0245,0.2792893899737372,747.0,0.6016770012346982,174.0,573.0
TP_0221,0.1445039328206236,952.0,0.0926340936327475,920.0,32.0
TP_0098,0.3734048264882962,552.0,0.3541148009457563,535.0,17.0
TP_0893,0.2890546313274748,729.0,0.2078839707127819,756.0,-27.0
TP_0895,0.3012338300711455,701.0,0.1495109189344458,840.0,-139.0
TP_0203,0.4265739200070678,448.0,0.5764857920894502,209.0,239.0
TP_0729,0.2778208656591698,749.0,0.5469225690991111,249.0,500.0
TP_0180,0.1962893291494059,890.0,0.0916307457157422,922.0,-32.0
TP_0512,0.2762256202154843,751.0,0.3675741141923043,518.0,233.0
TP_0259,0.4611598442452155,390.0,0.6612437335193311,92.0,298.0
TP_0774,0.3127581009254572,672.0,0.4223694399637246,438.0,234.0
TP_0805,0.4203821202964747,467.0,0.554142325557709,240.0,227.0
TP_0100,0.2299867979701303,828.0,0.3929681520145612,485.0,343.0
TP_0178,0.272730610214749,755.0,0.3808656796958154,505.0,250.0
TP_0936,0.3578419337873248,584.0,0.2908641519561474,639.0,-55.0
TP_0179,0.2184781922724994,849.0,0.1604882153455254,824.0,25.0
TP_0437,0.3862968015897067,528.0,0.1102602776422796,898.0,-370.0
TP_0334,0.2194023774885993,847.0,0.1805178166987935,803.0,44.0
TP_0214,0.2828149948355127,742.0,0.363367557056852,521.0,221.0
TP_0340,0.1892549129126048,899.0,0.2497615774590497,704.0,195.0
TP_0361,0.2681916044570169,760.0,0.486777365362639,347.0,413.0
TP_0523,0.2680687975602602,761.0,0.1704626995662597,815.0,-54.0
TP_0869,0.2676532027746561,764.0,0.3789104629569103,507.0,257.0
TP_0870,0.2673530238624086,765.0,0.2603119953896058,688.0,77.0
TP_0236,0.4212030372198901,465.0,0.6653692162275503,83.0,382.0
TP_0099,0.1903250126119787,898.0,0.2289860436009062,730.0,168.0
TP_0202,0.4505954596469479,410.0,0.293832991699808,632.0,-222.0
TP_0297,0.2643892588392526,770.0,0.4400450133271436,407.0,363.0
TP_0478,0.2627085183420212,771.0,0.2170800273201421,742.0,29.0
TP_0946,0.3002806148389975,702.0,0.3431395151399388,558.0,144.0
TP_0706,0.2317168655450175,825.0,0.2111758686908148,751.0,74.0
TP_0147,0.3874986800334412,526.0,0.1129353192712069,893.0,-367.0
TP_0208,0.3773548036426022,545.0,0.4822904799713617,357.0,188.0
TP_0810,0.2580207032504326,779.0,0.4945045489042177,331.0,448.0
TP_0057,0.210417066230772,865.0,0.5027230314625474,315.0,550.0
TP_0239,0.254704966962525,786.0,0.3475388716972525,549.0,237.0
TP_0527,0.4401489160747528,421.0,0.6945770504848768,42.0,379.0
TP_0648,0.2543640364893852,789.0,0.3570498534827696,530.0,259.0
TP_0700,0.1981595403164311,885.0,0.22080798765242,739.0,146.0
TP_0148,0.2533185968671657,791.0,0.1731497543525413,810.0,-19.0
TP_0310,0.2523935404138899,793.0,0.5710356855113125,220.0,573.0
TP_0101,0.2494413805232299,798.0,0.361708102269816,524.0,274.0
TP_0160,0.4347403939263065,432.0,0.1652827150269712,819.0,-387.0
TP_0554,0.1809052256789658,909.0,0.0780267379013782,937.0,-28.0
TP_0207,0.4339887681761688,434.0,0.6534235418781037,103.0,331.0
TP_0430,0.2616789860288591,773.0,0.1985070455652677,775.0,-2.0
TP_0250,0.2167486302359993,852.0,0.2380707002414737,716.0,136.0
TP_0683,0.2461918317993911,802.0,0.491211492967581,340.0,462.0
TP_0915,0.281796247203789,744.0,0.4298142915604059,424.0,320.0
TP_0301,0.242990246756246,806.0,0.329730483396034,577.0,229.0
TP_0777,0.3549822360129591,589.0,0.2670104130033839,679.0,-90.0
TP_0625,0.2409617028191031,808.0,0.3237161794358973,589.0,219.0
TP_0130,0.2672774728217234,766.0,0.1254227464789284,877.0,-111.0
TP_0462,0.4255513058182056,453.0,0.1571535727718783,828.0,-375.0
TP_0852,0.2441931293659374,804.0,0.0636910932145451,952.0,-148.0
TP_0067,0.3486270441136644,601.0,0.192878447123115,784.0,-183.0
TP_0152,0.1888169484571977,900.0,0.14532678258659,848.0,52.0
TP_0547,0.3671341388881349,573.0,0.0740509486378239,940.0,-367.0
TP_0504,0.2097103978059993,866.0,0.2458452201067684,706.0,160.0
TP_0238,0.2373548466680656,813.0,0.3085775306580751,611.0,202.0
TP_0063,0.1720362888199854,927.0,0.1827565042259171,800.0,127.0
TP_0174,0.4200542208442698,469.0,0.6827634745515521,60.0,409.0
TP_0857,0.2343910695810619,819.0,0.0653662492474133,949.0,-130.0
TP_0044,0.2369511922601374,814.0,0.3462586287809941,552.0,262.0
TP_0326,0.2336339599228161,822.0,0.2628930352476436,685.0,137.0
TP_0524,0.2329103300298761,824.0,0.1492114160198983,841.0,-17.0
TP_0085,0.187624058211432,901.0,0.1149336550623821,891.0,10.0
TP_0657,0.1863481802687401,904.0,0.2945642099232552,631.0,273.0
TP_0920,0.1973631096304139,888.0,0.0548824855479449,963.0,-75.0
TP_0150,0.229489780387312,829.0,0.201745536639065,771.0,58.0
TP_0712,0.2285916656568404,830.0,0.5233998919995205,286.0,544.0
TP_0380,0.1953929437481329,891.0,0.057840659065636,959.0,-68.0
TP_0321,0.2284895647385388,831.0,0.0665667756933462,947.0,-116.0
TP_0405,0.227855063620661,834.0,0.1556100913630372,832.0,2.0
TP_0325,0.2276418574828298,836.0,0.2138332133043025,748.0,88.0
TP_0703,0.4125249556537473,479.0,0.5981741220923569,181.0,298.0
TP_0769,0.2264336409654277,839.0,0.4225743160505668,437.0,402.0
TP_0302,0.2243949997905441,841.0,0.325107981532849,585.0,256.0
TP_0268,0.2240264839568018,842.0,0.2658463127648173,681.0,161.0
TP_0053,0.1784868716371047,915.0,0.2820835605461909,651.0,264.0
TP_0967,0.1913041817724758,896.0,0.1517400248905333,838.0,58.0
