timestamp_sgt,timestamp_utc,dataset_label,aoi_id,station_count,station_coverage_fraction,stations_present,aggregation_version,network_mean_wbgt_a_score_c,network_median_wbgt_a_score_c,network_p75_wbgt_a_score_c,network_p90_wbgt_a_score_c,network_max_wbgt_a_score_c,network_mean_p_ge31,network_median_p_ge31,network_p75_p_ge31,network_p90_p_ge31,network_max_p_ge31,anchor_S128_wbgt_a_score_c,anchor_S128_p_ge31,exclude_S142_network_p90_wbgt_a_score_c,exclude_S142_network_p90_p_ge31,exclude_high_event_stations_network_p90_wbgt_a_score_c,exclude_high_event_stations_network_p90_p_ge31,probability_any_independence_experimental,quality_flag,method_caveats,notes,missing_station_count
2026-05-07 12:00:00+08:00,2026-05-07 04:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,30.726256095909093,30.764348025983686,30.87333586147269,30.918429302781362,30.93495616287612,0.548087690602397,0.560245454458512,0.5942810233129775,0.6081342259449196,0.613166175265259,30.89718437216036,0.6016320191843249,30.91854573664368,0.6081697578887162,30.91372334409311,0.6066954079071148,0.9999999996201956,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-07 13:00:00+08:00,2026-05-07 05:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,30.130814287354795,30.15146630183082,30.389844383575216,30.40283643671542,30.7892397128844,0.36615034594581997,0.367558734336576,0.4409186036895626,0.44502482678960953,0.5680831789357393,30.15146630183082,0.367558734336576,30.404163879697645,0.44544474890346164,30.4068187656621,0.44628459313116586,0.9999965558531666,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-07 14:00:00+08:00,2026-05-07 06:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,29.714527426130054,29.696727100171287,30.030960016482602,30.084666988604024,30.11419941779313,0.2587649545827617,0.2450761639591399,0.3324720961364054,0.34790931390377333,0.3565365252425346,29.49203293231676,0.1998581368494982,30.085694531056205,0.3482079638463031,30.077141288910283,0.34574991280342854,0.9997311737329199,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-07 15:00:00+08:00,2026-05-07 07:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,28.457340350918976,28.481728193038776,28.59904543046916,28.62508609410357,28.87581262604872,0.06406400414369534,0.0641045957707939,0.0737306026450002,0.0760405037760124,0.1018972828473277,28.58296334527084,0.0723361851184005,28.6250867892237,0.0760405663184818,28.62508817946396,0.0760406914034206,0.833283740433737,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-07 16:00:00+08:00,2026-05-07 08:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,27.52903054502026,27.61200741403769,27.666893102421113,27.69792254688337,27.84963986482162,0.020263717216042157,0.0219936830335919,0.02355745473032855,0.02448906664526556,0.0295852869981137,27.61200741403769,0.0219936830335919,27.698284907358612,0.02450015719526695,27.699009628309096,0.02452233829526973,0.42477139145784215,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-07 17:00:00+08:00,2026-05-07 09:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,27.700620058029493,27.60004714586725,27.949498557287964,28.226482563789634,28.332392131259308,0.0269081340679886,0.0216666278910831,0.0334860782316892,0.047089499006991026,0.0535435848481805,27.95019373124428,0.0335148908485339,28.23113366862316,0.047358148740941755,28.2404358782902,0.04789544820884321,0.5221915176183358,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-07 18:00:00+08:00,2026-05-07 10:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,27.846112619984236,27.81340321347088,28.018155571566417,28.133503559996157,28.37983053984232,0.030721304811456733,0.0282816898929235,0.036454696088848,0.042021023111241104,0.0567070245973706,28.00702303767342,0.035953958448765,28.13738182309543,0.0422218295949181,28.145138349293987,0.0426234425622721,0.5698885674494376,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-07 19:00:00+08:00,2026-05-07 11:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,27.179819473655694,27.17636836891221,27.21256162353844,27.232927501604337,27.27489253560008,0.012790199727230066,0.012709123281735,0.0133041592614081,0.01365114107693118,0.0143935980586862,27.17636836891221,0.012709123281735,27.234123643115005,0.01367179670334075,27.23651592613634,0.01371310795615989,0.29359877529061384,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-07 20:00:00+08:00,2026-05-07 12:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,25.494478093192864,25.45807112264311,25.677240683720584,25.83299359280172,26.1070073954816,0.0015678350102277848,0.0014236404215732,0.0018840927835494501,0.00229937467367094,0.0032622224408557,25.38410366858995,0.00129514475943,25.83591694955924,0.00230799412365865,25.84176366307428,0.00232523302363407,0.04148366512702262,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-07 21:00:00+08:00,2026-05-07 13:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,25.843080089338944,25.85154853534616,25.975670369197353,26.254784884209517,26.584397463576305,0.002507548809303378,0.0023541415598986,0.0027586529016229502,0.00393926897460458,0.0059955240998263,25.81648047754648,0.0022509920329185,26.255812273310312,0.0039444380680364,26.25786705151191,0.00395477625490004,0.0655563130215957,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-07 22:00:00+08:00,2026-05-07 14:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,25.866697343298398,25.981375579245487,26.045426900813844,26.375148310992643,26.89519741688149,0.0027504232185241928,0.0027787696061556,0.00301563225897155,0.0045927263648455,0.0089004340679781,25.769803068077323,0.0021206572881901,26.376079680566505,0.00459818543644735,26.377942419714223,0.00460910357965105,0.0716994421314947,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-07 23:00:00+08:00,2026-05-07 15:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,26.007101022280178,26.10697445489868,26.294627760024113,26.5455753816448,27.27012827107832,0.003463664636533071,0.0032620852789274,0.00414461602531015,0.0057064759332267,0.0143073003008418,25.84181409149492,0.0023250447383674,26.546412743616305,0.0057125666623736,26.548087467559313,0.0057247481206674005,0.08950941446753546,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-08 00:00:00+08:00,2026-05-07 16:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,25.662019105043008,25.72318015197513,25.988610221046333,26.314881794495108,27.05768982021953,0.0023637680690938075,0.0019979930938955,0.00280461149976905,0.00425309997127194,0.0109367939275405,25.64625766857232,0.0018108982062935,26.31607900875467,0.0042596026996711,26.318473437273788,0.00427260815646942,0.06195102198002134,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-08 01:00:00+08:00,2026-05-07 17:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,25.82026006037074,25.876359507646992,26.21648182490813,26.4729570374545,27.20042641797169,0.0029082724590990964,0.0024299564302061,0.0037513818987971,0.005206714940527721,0.0131015627092156,25.77800181931305,0.0021429922561682,26.47956330255717,0.005250878449474651,26.492775832762515,0.00533920546736851,0.07570161336745829,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-08 02:00:00+08:00,2026-05-07 18:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,25.995197932974694,26.05164461956026,26.386632572974,26.605963978124624,27.40909323093036,0.0035951139532804884,0.0030396241320925,0.00466039897077155,0.00616257520786522,0.0170465354024332,25.90911856085731,0.0025338016340188,26.60723256735517,0.0061725408094124995,26.609769745816262,0.00619247201250706,0.09278474593597386,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-09 16:00:00+08:00,2026-05-09 08:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,27.75968101573587,27.76517042652761,28.095978390197487,28.167063482315587,28.368249443294367,0.028748555209332734,0.0266327768230896,0.0401629755142398,0.04377423195884994,0.0559188975035715,27.77595916129552,0.0269932917979433,28.167375639015674,0.0437909708421516,28.16799995241584,0.043824448608754916,0.5460148661786275,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-09 17:00:00+08:00,2026-05-09 09:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,27.307787832776125,27.37045413481846,27.46438144662387,27.5693655267941,27.892991372097864,0.01609825836259016,0.016236936302363,0.0182744393017992,0.020855029996582543,0.0312214719873537,27.214420827167583,0.0133353180562703,27.552164818836548,0.020404313413196748,27.54588848465951,0.02024499170925298,0.3550449564882403,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-09 18:00:00+08:00,2026-05-09 10:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,27.420730432443047,27.40091192427,27.443785210262384,27.634475039329512,27.729610108149984,0.01752012136560138,0.0168718676413613,0.01780851666706055,0.02262126189499572,0.0254773569947706,27.42422325861604,0.0173742494565826,27.63497024156409,0.02263529135293755,27.635960646033254,0.02266335026882121,0.37958103720397585,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-09 19:00:00+08:00,2026-05-09 11:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,27.005998164649125,27.04125184714844,27.077842469225523,27.106634565220055,27.159095196213087,0.010329923962391222,0.010711414051219,0.01121980373078215,0.01163605692800384,0.0124345387762529,27.083560446460805,0.0113010375458877,27.107093536276626,0.0116428204534141,27.10433754990749,0.011602233467214479,0.24450434025332857,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
