timestamp_sgt,timestamp_utc,dataset_label,aoi_id,station_count,station_coverage_fraction,stations_present,aggregation_version,network_mean_wbgt_a_score_c,network_median_wbgt_a_score_c,network_p75_wbgt_a_score_c,network_p90_wbgt_a_score_c,network_max_wbgt_a_score_c,network_mean_p_ge31,network_median_p_ge31,network_p75_p_ge31,network_p90_p_ge31,network_max_p_ge31,anchor_S128_wbgt_a_score_c,anchor_S128_p_ge31,exclude_S142_network_p90_wbgt_a_score_c,exclude_S142_network_p90_p_ge31,exclude_high_event_stations_network_p90_wbgt_a_score_c,exclude_high_event_stations_network_p90_p_ge31,probability_any_independence_experimental,quality_flag,method_caveats,notes,missing_station_count
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,25.44146343759028,25.461995320288608,25.750511294014576,25.929224239440835,26.740654828783804,0.0016614647099929885,0.0014308024817017,0.0020690512616215,0.0026032479895439805,0.0073140024256328,25.15032836687056,0.0009603884903256,25.937535275504665,0.00263115204656315,25.95415734763232,0.0026869601606014895,0.04392515773922312,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-07 03:00:00+08:00,2026-05-06 19:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,25.617600455525356,25.64472745256069,25.962987905311756,26.081200101755414,26.93660945814704,0.0020884303120761146,0.0018073594341321,0.00271430175472225,0.00315720849895614,0.0093806409064339,25.34243425737068,0.0012279271540406,26.08457449815203,0.00317086516138965,26.09132329094527,0.00319817848625667,0.0549172141226133,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-07 04:00:00+08:00,2026-05-06 20:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,25.732011930749135,25.81893702115403,26.114137373879423,26.266244685965834,27.1201232611255,0.0025110887778312333,0.0022580685061758,0.0032920544612351,0.0039990354601647,0.011836354276654,25.409161960428005,0.0013373233802174,26.271105737611713,0.0040239764063709,26.280827840903473,0.0040738582987833,0.06568875891067205,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-07 05:00:00+08:00,2026-05-06 21:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,25.89360260503747,25.94183110018264,26.24483467808988,26.370230519173038,27.25398033344219,0.003016046239841249,0.0026419159946351,0.0038895103850805,0.004565180415714341,0.0140185797454928,25.592297569501497,0.0016901918455343,26.373954428190515,0.0045869506046769,26.381402246225477,0.00463049098260202,0.07839485425822501,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-07 06:00:00+08:00,2026-05-06 22:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,25.90558112704044,26.011687643100423,26.285112054683758,26.482991986160286,27.36177202742193,0.0032223339908068666,0.0028884389349061,0.00409455365164885,0.005272824581279361,0.0160602908141758,25.6239983968344,0.0017600961076791,26.488918045886358,0.00531291096624085,26.500770165338494,0.0053930837361638295,0.08355940609496315,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-07 07:00:00+08:00,2026-05-06 23:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,25.997897060462737,26.17390688514614,26.456199517271543,26.572976103569317,27.401965773353805,0.0036535178357794446,0.0035529885458664,0.00509247022936425,0.00590902294320692,0.0168942678369862,25.737563642945435,0.002035060858658,26.57355752093649,0.005913399820842449,26.574720355670838,0.00592215357611351,0.09421860547719096,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-07 08:00:00+08:00,2026-05-07 00:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,27.398326672159097,27.527061992660755,27.859617224852315,27.914254592881445,28.72160187193038,0.020653138520567917,0.0197715268834683,0.0299620818058854,0.03206190834792164,0.0851922851432996,27.11538710704044,0.0117656241754393,27.91755100141685,0.0321934172439097,27.924143818487664,0.03245643503588582,0.4327682741309159,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-07 09:00:00+08:00,2026-05-07 01:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,28.154149988061643,28.23865050836778,28.404415899651248,28.46387657630416,29.13957077824864,0.047414150068813145,0.0477760675486215,0.0584149176105052,0.06275937374330529,0.1372231292347825,27.90120241424289,0.0315410928368164,28.46741974120357,0.06302729215633876,28.47450607100239,0.0635631289824057,0.7327031217412875,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-07 10:00:00+08:00,2026-05-07 02:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,28.88229485225882,28.890956613514653,28.964570057728913,29.018743736850727,29.680040537651223,0.10579444352771165,0.1036858204881064,0.11281427799614645,0.11991331270652078,0.2411441759391825,28.728956614963685,0.0859291898716856,29.020131517906343,0.12010111888650746,29.02290708001758,0.12047673124648078,0.9520580370744463,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
2026-05-07 11:00:00+08:00,2026-05-07 03:00:00+0000,hourly_max,ToaPayoh_or_OpenHeat_AOI_candidate,27,1.0,S124;S125;S126;S127;S128;S129;S130;S132;S135;S137;S139;S140;S141;S142;S143;S144;S145;S146;S147;S148;S149;S150;S151;S153;S180;S184;S187,v1.1-sprint4d-design-dry-run,29.708595928782998,29.68647840162519,29.865816263255482,30.109763808490207,30.14483010655035,0.25308703440610836,0.2426560656615057,0.2873132380028376,0.35523623988086106,0.36558544001455,29.704480324504058,0.2469177861311846,30.11094264529457,0.3555821597750065,30.113300318903303,0.3562739995632976,0.9996580542267628,low_support_station:1; not_operational_warning:27; ok_retrospective_diagnostic:27; station_bias_warning:4,S128 anchor is sensitivity only and not AOI truth; network_max is upper-bound sensitivity only; probability_any assumes station independence and is disabled by default,candidate pending human review; retrospective station-network diagnostic aggregation only; input_status=full_station_diagnostic,0
