cell_id,forcing_day_id,hour_sgt,base_tmrt_p90_c,overhead_tmrt_p90_c,delta_tmrt_mean_c,delta_tmrt_p50_c,delta_tmrt_p90_c,delta_tmrt_p95_c,delta_tmrt_max_c,within_slice_rank,rank_direction,notes
TP_0037,FD01_high_shortwave_hot_20260507,10,45.335340,44.895851,-0.352866,-0.194455,-0.439489,-0.494997,-0.021885,5,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0037,FD01_high_shortwave_hot_20260507,12,61.744261,61.596094,-0.668400,-0.521065,-0.148167,-0.215019,-0.011677,10,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0037,FD01_high_shortwave_hot_20260507,13,61.598778,61.245582,-0.663888,-0.441266,-0.353196,-0.358389,-0.014404,7,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0037,FD01_high_shortwave_hot_20260507,15,59.555224,59.084558,-0.612631,-11.077234,-0.470666,-0.416656,-0.000721,6,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0037,FD01_high_shortwave_hot_20260507,16,50.467068,49.993913,-0.418743,-0.353760,-0.473155,-0.462348,-0.002854,5,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0037,FD02_humid_hot_cloudy_or_diffuse_20260508,10,28.081336,27.957441,-0.035626,-0.003431,-0.123895,-0.226160,0.000000,7,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0037,FD02_humid_hot_cloudy_or_diffuse_20260508,12,51.947747,51.416779,-0.470792,-0.488514,-0.530968,-0.587114,-0.024830,5,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0037,FD02_humid_hot_cloudy_or_diffuse_20260508,13,58.075171,57.567973,-0.598506,-0.423293,-0.507198,-0.544693,-0.019138,5,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0037,FD02_humid_hot_cloudy_or_diffuse_20260508,15,42.953761,42.484601,-0.291853,-4.123688,-0.469160,-0.500684,-0.009091,5,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0037,FD02_humid_hot_cloudy_or_diffuse_20260508,16,46.330681,45.872292,-0.355929,-0.291701,-0.458389,-0.451625,-0.004082,5,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0059,FD01_high_shortwave_hot_20260507,10,46.255909,46.047962,-2.221593,-1.558201,-0.207947,-0.124304,0.000000,11,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0059,FD01_high_shortwave_hot_20260507,12,62.162001,62.024376,-3.901295,-1.068552,-0.137625,-0.079484,-0.081250,11,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0059,FD01_high_shortwave_hot_20260507,13,62.340733,62.151213,-4.035067,-1.277146,-0.189520,-0.157852,0.000000,12,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0059,FD01_high_shortwave_hot_20260507,15,60.533310,60.305692,-4.168627,-1.640892,-0.227618,-0.217244,0.000000,11,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0059,FD01_high_shortwave_hot_20260507,16,51.510086,51.279495,-3.078693,-1.681788,-0.230591,-0.206663,0.000000,11,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0059,FD02_humid_hot_cloudy_or_diffuse_20260508,10,28.558165,28.418648,-0.257764,-0.439323,-0.139517,-0.057924,0.000000,5,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0059,FD02_humid_hot_cloudy_or_diffuse_20260508,12,53.075005,52.819077,-3.038542,-1.629984,-0.255928,-0.173992,0.000000,10,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0059,FD02_humid_hot_cloudy_or_diffuse_20260508,13,59.182308,58.920418,-3.729282,-1.639784,-0.261890,-0.211212,0.000000,11,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0059,FD02_humid_hot_cloudy_or_diffuse_20260508,15,44.031979,43.794197,-2.056137,-1.432850,-0.237782,-0.195496,0.000000,9,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0059,FD02_humid_hot_cloudy_or_diffuse_20260508,16,47.333370,47.109669,-2.628395,-1.566720,-0.223701,-0.196633,0.000000,10,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0088,FD01_high_shortwave_hot_20260507,10,46.146439,45.918652,-2.777081,-3.312679,-0.227787,-0.151453,0.000000,10,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0088,FD01_high_shortwave_hot_20260507,12,62.050266,61.897778,-4.972153,-3.107160,-0.152488,-0.110268,-0.065800,9,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0088,FD01_high_shortwave_hot_20260507,13,62.214981,62.008815,-5.141010,-3.760651,-0.206166,-0.143542,0.000000,11,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0088,FD01_high_shortwave_hot_20260507,15,60.415730,60.201974,-5.280846,-4.547514,-0.213756,-0.143108,0.000000,13,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0088,FD01_high_shortwave_hot_20260507,16,51.401443,51.180496,-3.876375,-4.413448,-0.220947,-0.154976,0.000000,13,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
TP_0088,FD02_humid_hot_cloudy_or_diffuse_20260508,10,28.495220,28.377850,-0.254131,-0.306388,-0.117370,-0.053399,0.000000,8,most_negative_delta_rank_1,"overhead_as_canopy - base; Tmrt stability evidence only, not WBGT."
