probability_case_id,probability_case_label,probability_source_kind,policy_operating_point,station_id,policy_threshold,n_rows,n_ge31,n_ge33_exploratory,observed_event_rate,mean_probability,p_ge31_Brier,mean_probability_error_obs_minus_p,probability_bias_pred_minus_obs,mean_context_adjusted_probability_error_obs_minus_p,radiation_hot_support_count,very_high_shortwave_support_count,very_high_shortwave_3h_support_count,computed_TP,computed_FP,computed_FN,computed_TN,computed_precision,computed_recall,computed_false_alarm_ratio,computed_false_alarm_rate,computed_miss_rate,low_support_warning_flag,low_support_reason,source_policy_threshold_mean,source_policy_TP,source_policy_FP,source_policy_FN,source_policy_TN,source_policy_precision,source_policy_recall,source_policy_F1,source_policy_CSI,source_policy_false_alarm_ratio,source_policy_miss_rate,miss_rate_at_policy,false_alarm_ratio_at_policy,precision_at_policy,recall_at_policy,TP_at_policy,FP_at_policy,FN_at_policy,TN_at_policy,false_alarm_rate_note
current_companion_recall90,M4_inertia_ridge + isotonic_score_only recall90 policy,current_companion,recall_90,S180,0.3000000000000001,62,9,0,0.14516129032258066,0.12260423435970774,0.027315177479001675,0.022557055962872934,-0.022557055962872934,0.02106547391586257,26,16,15,9,4,0,49,0.6923076923076923,1.0,0.3076923076923077,0.07547169811320754,0.0,True,n_ge31<10,0.3000000000000001,9,4,0,49,0.6923076923076923,1.0,0.8181818181818181,0.6923076923076923,0.3076923076923077,0.0,0.0,0.3076923076923077,0.6923076923076923,1.0,9,4,0,49,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
current_companion_recall90,M4_inertia_ridge + isotonic_score_only recall90 policy,current_companion,recall_90,S132,0.2899999999999998,62,9,0,0.14516129032258066,0.12362288450081663,0.039680280880983666,0.02153840582176403,-0.02153840582176403,0.019684930037924295,25,16,15,9,4,0,49,0.6923076923076923,1.0,0.3076923076923077,0.07547169811320754,0.0,True,n_ge31<10,0.2899999999999998,9,4,0,49,0.6923076923076923,1.0,0.8181818181818181,0.6923076923076923,0.3076923076923077,0.0,0.0,0.3076923076923077,0.6923076923076923,1.0,9,4,0,49,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
current_companion_recall90,M4_inertia_ridge + isotonic_score_only recall90 policy,current_companion,recall_90,S145,0.3000000000000001,62,8,1,0.12903225806451613,0.11255134330487569,0.03129968298259102,0.016480914759640464,-0.016480914759640464,0.015277103855063359,25,14,15,8,4,0,50,0.6666666666666666,1.0,0.3333333333333333,0.07407407407407407,0.0,True,n_ge31<10,0.3000000000000001,8,4,0,50,0.6666666666666666,1.0,0.8,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,8,4,0,50,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
current_companion_recall90,M4_inertia_ridge + isotonic_score_only recall90 policy,current_companion,recall_90,S187,0.3000000000000001,62,8,0,0.12903225806451613,0.11911688642133508,0.03580254001965024,0.009915371643181061,-0.009915371643181061,0.012138081467259627,29,15,15,8,6,0,48,0.5714285714285714,1.0,0.42857142857142855,0.1111111111111111,0.0,True,n_ge31<10,0.3000000000000001,8,6,0,48,0.5714285714285714,1.0,0.7272727272727273,0.5714285714285714,0.4285714285714285,0.0,0.0,0.4285714285714285,0.5714285714285714,1.0,8,6,0,48,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
current_companion_recall90,M4_inertia_ridge + isotonic_score_only recall90 policy,current_companion,recall_90,S126,0.3000000000000001,62,8,0,0.12903225806451613,0.1219497735398,0.050207944388757,0.007082484524716159,-0.007082484524716159,0.00522900874087643,25,16,15,7,6,1,48,0.5384615384615384,0.875,0.46153846153846156,0.1111111111111111,0.125,True,n_ge31<10,0.3000000000000001,7,6,1,48,0.5384615384615384,0.875,0.6666666666666667,0.5,0.4615384615384615,0.125,0.125,0.4615384615384615,0.5384615384615384,0.875,7,6,1,48,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
current_companion_recall90,M4_inertia_ridge + isotonic_score_only recall90 policy,current_companion,recall_90,S144,0.3000000000000001,62,8,1,0.12903225806451613,0.1257362928136112,0.041336270261587364,0.0032959652509049367,-0.0032959652509049367,0.004625397992571957,30,16,16,8,6,0,48,0.5714285714285714,1.0,0.42857142857142855,0.1111111111111111,0.0,True,n_ge31<10,0.3000000000000001,8,6,0,48,0.5714285714285714,1.0,0.7272727272727273,0.5714285714285714,0.4285714285714285,0.0,0.0,0.4285714285714285,0.5714285714285714,1.0,8,6,0,48,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
current_companion_recall90,M4_inertia_ridge + isotonic_score_only recall90 policy,current_companion,recall_90,S125,0.3000000000000001,62,8,0,0.12903225806451613,0.13567672657812865,0.06041004361149713,-0.00664446851361259,0.00664446851361259,-0.011097630610884548,24,15,15,7,6,1,48,0.5384615384615384,0.875,0.46153846153846156,0.1111111111111111,0.125,True,n_ge31<10,0.3000000000000001,7,6,1,48,0.5384615384615384,0.875,0.6666666666666667,0.5,0.4615384615384615,0.125,0.125,0.4615384615384615,0.5384615384615384,0.875,7,6,1,48,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
current_companion_recall90,M4_inertia_ridge + isotonic_score_only recall90 policy,current_companion,recall_90,S153,0.3000000000000001,62,7,0,0.11290322580645161,0.12372140729188667,0.04101880117747634,-0.010818181485435051,0.010818181485435051,-0.012671657269274775,25,16,15,7,6,0,49,0.5384615384615384,1.0,0.46153846153846156,0.10909090909090909,0.0,True,n_ge31<10,0.3000000000000001,7,6,0,49,0.5384615384615384,1.0,0.7000000000000001,0.5384615384615384,0.4615384615384615,0.0,0.0,0.4615384615384615,0.5384615384615384,1.0,7,6,0,49,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
current_companion_recall90,M4_inertia_ridge + isotonic_score_only recall90 policy,current_companion,recall_90,S130,0.3000000000000001,62,6,0,0.0967741935483871,0.12051932547509009,0.046921991115683154,-0.023745131926702957,0.023745131926702957,-0.02188431583945377,28,15,15,6,8,0,48,0.42857142857142855,1.0,0.5714285714285714,0.14285714285714285,0.0,True,n_ge31<10,0.3000000000000001,6,8,0,48,0.4285714285714285,1.0,0.6,0.4285714285714285,0.5714285714285714,0.0,0.0,0.5714285714285714,0.4285714285714285,1.0,6,8,0,48,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
current_companion_recall90,M4_inertia_ridge + isotonic_score_only recall90 policy,current_companion,recall_90,S143,0.3000000000000001,62,7,0,0.11290322580645161,0.1382095188470028,0.04690205066726704,-0.025306293040551243,0.025306293040551243,-0.02651010394512835,23,14,15,7,6,0,49,0.5384615384615384,1.0,0.46153846153846156,0.10909090909090909,0.0,True,n_ge31<10,0.3000000000000001,7,6,0,49,0.5384615384615384,1.0,0.7000000000000001,0.5384615384615384,0.4615384615384615,0.0,0.0,0.4615384615384615,0.5384615384615384,1.0,7,6,0,49,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
current_companion_recall90,M4_inertia_ridge + isotonic_score_only recall90 policy,current_companion,recall_90,S184,0.3000000000000001,62,6,0,0.0967741935483871,0.12580312199839594,0.04855475843208409,-0.029028928450008838,0.029028928450008838,-0.03172500128849028,29,15,15,6,7,0,49,0.46153846153846156,1.0,0.5384615384615384,0.125,0.0,True,n_ge31<10,0.3000000000000001,6,7,0,49,0.4615384615384615,1.0,0.631578947368421,0.4615384615384615,0.5384615384615384,0.0,0.0,0.5384615384615384,0.4615384615384615,1.0,6,7,0,49,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
current_companion_recall90,M4_inertia_ridge + isotonic_score_only recall90 policy,current_companion,recall_90,S149,0.3000000000000001,62,5,0,0.08064516129032258,0.12360865189951185,0.05461009443044094,-0.042963490609189275,0.042963490609189275,-0.03881970213984191,32,16,17,5,8,0,49,0.38461538461538464,1.0,0.6153846153846154,0.14035087719298245,0.0,True,n_ge31<10,0.3000000000000001,5,8,0,49,0.3846153846153846,1.0,0.5555555555555556,0.3846153846153846,0.6153846153846154,0.0,0.0,0.6153846153846154,0.3846153846153846,1.0,5,8,0,49,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
current_companion_recall90,M4_inertia_ridge + isotonic_score_only recall90 policy,current_companion,recall_90,S148,0.2899999999999998,62,5,0,0.08064516129032258,0.12384788032488517,0.06841908816112091,-0.043202719034562596,0.043202719034562596,-0.03905893056521523,32,16,17,5,8,0,49,0.38461538461538464,1.0,0.6153846153846154,0.14035087719298245,0.0,True,n_ge31<10,0.2899999999999998,5,8,0,49,0.3846153846153846,1.0,0.5555555555555556,0.3846153846153846,0.6153846153846154,0.0,0.0,0.6153846153846154,0.3846153846153846,1.0,5,8,0,49,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
current_companion_recall90,M4_inertia_ridge + isotonic_score_only recall90 policy,current_companion,recall_90,S140,0.3099999999999999,62,4,0,0.06451612903225806,0.12626854734196485,0.04347262905623126,-0.0617524183097068,0.0617524183097068,-0.0636058940935465,25,16,15,4,9,0,49,0.3076923076923077,1.0,0.6923076923076923,0.15517241379310345,0.0,True,n_ge31<10,0.3099999999999999,4,9,0,49,0.3076923076923077,1.0,0.4705882352941176,0.3076923076923077,0.6923076923076923,0.0,0.0,0.6923076923076923,0.3076923076923077,1.0,4,9,0,49,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
current_companion_recall90,M4_inertia_ridge + isotonic_score_only recall90 policy,current_companion,recall_90,S150,0.3000000000000001,62,3,0,0.04838709677419355,0.12279388503571495,0.0646140682156067,-0.07440678826152142,0.07440678826152142,-0.07254597217427218,28,15,15,3,11,0,48,0.21428571428571427,1.0,0.7857142857142857,0.1864406779661017,0.0,True,n_ge31<10,0.3000000000000001,3,11,0,48,0.2142857142857142,1.0,0.3529411764705882,0.2142857142857142,0.7857142857142857,0.0,0.0,0.7857142857142857,0.2142857142857142,1.0,3,11,0,48,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
current_companion_recall90,M4_inertia_ridge + isotonic_score_only recall90 policy,current_companion,recall_90,S146,0.3099999999999999,62,3,0,0.04838709677419355,0.11921279703550956,0.05042123576465682,-0.070825700261316,0.070825700261316,-0.07267917604515571,25,16,15,3,10,0,49,0.23076923076923078,1.0,0.7692307692307693,0.1694915254237288,0.0,True,n_ge31<10,0.3099999999999999,3,10,0,49,0.2307692307692307,1.0,0.375,0.2307692307692307,0.7692307692307693,0.0,0.0,0.7692307692307693,0.2307692307692307,1.0,3,10,0,49,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
current_companion_recall90,M4_inertia_ridge + isotonic_score_only recall90 policy,current_companion,recall_90,S139,0.3000000000000001,62,1,0,0.016129032258064516,0.12195950247524151,0.06899121879932574,-0.105830470217177,0.105830470217177,-0.10616113180150338,31,17,17,1,11,0,50,0.08333333333333333,1.0,0.9166666666666666,0.18032786885245902,0.0,True,n_ge31<10,0.3000000000000001,1,11,0,50,0.0833333333333333,1.0,0.1538461538461538,0.0833333333333333,0.9166666666666666,0.0,0.0,0.9166666666666666,0.0833333333333333,1.0,1,11,0,50,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
current_companion_recall90,M4_inertia_ridge + isotonic_score_only recall90 policy,current_companion,recall_90,S124,0.3099999999999999,62,0,0,0.0,0.1268822180490889,0.07839738810326946,-0.1268822180490889,0.1268822180490889,-0.12273842957974153,32,16,17,0,13,0,49,0.0,,1.0,0.20967741935483872,,True,n_ge31<10,0.3099999999999999,0,13,0,49,0.0,,,0.0,1.0,,,1.0,0.0,,0,13,0,49,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S142,0.57,62,15,7,0.24193548387096775,0.14795403282724054,0.06540757316405671,0.09398145104372714,-0.09398145104372714,0.1360340651793068,29,15,15,10,0,5,47,1.0,0.6666666666666666,0.0,0.0,0.3333333333333333,False,,0.57,10,0,5,47,1.0,0.6666666666666666,0.8,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.6666666666666666,10,0,5,47,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S137,0.5,62,13,2,0.20967741935483872,0.14942907611726342,0.0826512075429053,0.060248343237575185,-0.060248343237575185,0.10230095737315485,29,15,15,9,2,4,47,0.8181818181818182,0.6923076923076923,0.18181818181818182,0.04081632653061224,0.3076923076923077,False,,0.5,9,2,4,47,0.8181818181818182,0.6923076923076923,0.7500000000000001,0.6,0.1818181818181818,0.3076923076923077,0.3076923076923077,0.1818181818181818,0.8181818181818182,0.6923076923076923,9,2,4,47,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S135,0.5499999999999998,62,11,0,0.1774193548387097,0.15742411254090766,0.04556077144723854,0.019995242297801967,-0.019995242297801967,0.06321943922520666,25,14,15,10,1,1,50,0.9090909090909091,0.9090909090909091,0.09090909090909091,0.0196078431372549,0.09090909090909091,False,,0.5499999999999998,10,1,1,50,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.8333333333333334,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.9090909090909092,0.9090909090909092,10,1,1,50,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S128,0.5300000000000002,62,11,2,0.1774193548387097,0.1578797574603635,0.030950705441915125,0.019539597378346086,-0.019539597378346086,0.06057637255724342,28,15,15,10,1,1,50,0.9090909090909091,0.9090909090909091,0.09090909090909091,0.0196078431372549,0.09090909090909091,False,,0.5300000000000002,10,1,1,50,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.8333333333333334,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.9090909090909092,0.9090909090909092,10,1,1,50,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S129,0.5499999999999998,62,10,0,0.16129032258064516,0.15046934898165018,0.03931517168930266,0.010820973598994888,-0.010820973598994888,0.05555894179062163,32,16,17,7,2,3,50,0.7777777777777778,0.7,0.2222222222222222,0.038461538461538464,0.3,False,,0.5499999999999998,7,2,3,50,0.7777777777777778,0.7,0.7368421052631577,0.5833333333333334,0.2222222222222222,0.3,0.3,0.2222222222222222,0.7777777777777778,0.7,7,2,3,50,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S141,0.5300000000000002,62,10,2,0.16129032258064516,0.15740379691260942,0.04471315214396696,0.003886525668035659,-0.003886525668035659,0.044923300846933,28,15,15,9,2,1,50,0.8181818181818182,0.9,0.18181818181818182,0.038461538461538464,0.1,False,,0.5300000000000002,9,2,1,50,0.8181818181818182,0.9,0.8571428571428572,0.75,0.1818181818181818,0.1,0.1,0.1818181818181818,0.8181818181818182,0.9,9,2,1,50,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S147,0.5499999999999998,62,10,0,0.16129032258064516,0.15992539229244593,0.027843642595509605,0.0013649302881991615,-0.0013649302881991615,0.04302013623740732,30,16,16,10,1,0,51,0.9090909090909091,1.0,0.09090909090909091,0.019230769230769232,0.0,False,,0.5499999999999998,10,1,0,51,0.9090909090909092,1.0,0.9523809523809524,0.9090909090909092,0.0909090909090909,0.0,0.0,0.0909090909090909,0.9090909090909092,1.0,10,1,0,51,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S180,0.5300000000000002,62,9,0,0.14516129032258066,0.15131486906593597,0.033385106160724466,-0.0061535787433553936,0.0061535787433553936,0.03476350045465379,26,16,15,8,2,1,51,0.8,0.8888888888888888,0.2,0.03773584905660377,0.1111111111111111,True,n_ge31<10,0.5300000000000002,8,2,1,51,0.8,0.8888888888888888,0.8421052631578948,0.7272727272727273,0.2,0.1111111111111111,0.1111111111111111,0.2,0.8,0.8888888888888888,8,2,1,51,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S126,0.5499999999999998,62,8,0,0.12903225806451613,0.15319069198610913,0.0701007071672875,-0.02415843392159307,0.02415843392159307,0.017748942639639914,25,16,15,6,4,2,50,0.6,0.75,0.4,0.07407407407407407,0.25,True,n_ge31<10,0.5499999999999998,6,4,2,50,0.6,0.75,0.6666666666666665,0.5,0.4,0.25,0.25,0.4,0.6,0.75,6,4,2,50,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S127,0.7299999999999996,62,10,0,0.16129032258064516,0.193076210800322,0.034463713744736904,-0.03178588821967691,0.03178588821967691,0.00986931772953125,30,16,16,9,1,1,51,0.9,0.9,0.1,0.019230769230769232,0.1,False,,0.7299999999999996,9,1,1,51,0.9,0.9,0.9,0.8181818181818182,0.1,0.1,0.1,0.1,0.9,0.9,9,1,1,51,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S144,0.5499999999999998,62,8,1,0.12903225806451613,0.16088716165806222,0.04323445732124928,-0.031854903593546154,0.031854903593546154,0.009800302355661998,30,16,16,7,4,1,50,0.6363636363636364,0.875,0.36363636363636365,0.07407407407407407,0.125,True,n_ge31<10,0.5499999999999998,7,4,1,50,0.6363636363636364,0.875,0.7368421052631579,0.5833333333333334,0.3636363636363636,0.125,0.125,0.3636363636363636,0.6363636363636364,0.875,7,4,1,50,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S145,0.5600000000000002,62,8,1,0.12903225806451613,0.16268433515782385,0.04758334381266813,-0.03365207709330781,0.03365207709330781,0.009572119834096922,25,14,15,8,3,0,51,0.7272727272727273,1.0,0.2727272727272727,0.05555555555555555,0.0,True,n_ge31<10,0.5600000000000002,8,3,0,51,0.7272727272727273,1.0,0.8421052631578948,0.7272727272727273,0.2727272727272727,0.0,0.0,0.2727272727272727,0.7272727272727273,1.0,8,3,0,51,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S151,0.6899999999999998,62,9,0,0.14516129032258066,0.178339853869007,0.04208281966332173,-0.03317856354642642,0.03317856354642642,0.006869589848674054,28,15,15,7,1,2,52,0.875,0.7777777777777778,0.125,0.018867924528301886,0.2222222222222222,True,n_ge31<10,0.6899999999999998,7,1,2,52,0.875,0.7777777777777778,0.823529411764706,0.7,0.125,0.2222222222222222,0.2222222222222222,0.125,0.875,0.7777777777777778,7,1,2,52,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S132,0.6899999999999998,62,9,0,0.14516129032258066,0.18308028742788424,0.04170754475153265,-0.037918997105303644,0.037918997105303644,0.003988379455929358,25,16,15,8,2,1,51,0.8,0.8888888888888888,0.2,0.03773584905660377,0.1111111111111111,True,n_ge31<10,0.6899999999999998,8,2,1,51,0.8,0.8888888888888888,0.8421052631578948,0.7272727272727273,0.2,0.1111111111111111,0.1111111111111111,0.2,0.8,0.8888888888888888,8,2,1,51,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S153,0.5600000000000002,62,7,0,0.11290322580645161,0.15400348174228745,0.053294228739437795,-0.04110025593583594,0.04110025593583594,0.0008071206253970638,25,16,15,6,4,1,51,0.6,0.8571428571428571,0.4,0.07272727272727272,0.14285714285714285,True,n_ge31<10,0.5600000000000002,6,4,1,51,0.6,0.8571428571428571,0.7058823529411764,0.5454545454545454,0.4,0.1428571428571428,0.1428571428571428,0.4,0.6,0.8571428571428571,6,4,1,51,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S125,0.57,62,8,0,0.12903225806451613,0.1810361706565821,0.06499664864887972,-0.05200391259206604,0.05200391259206604,-0.009959934415605968,24,15,15,7,4,1,50,0.6363636363636364,0.875,0.36363636363636365,0.07407407407407407,0.125,True,n_ge31<10,0.57,7,4,1,50,0.6363636363636364,0.875,0.7368421052631579,0.5833333333333334,0.3636363636363636,0.125,0.125,0.3636363636363636,0.6363636363636364,0.875,7,4,1,50,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S130,0.57,62,6,0,0.0967741935483871,0.15594582288986594,0.05860644686395083,-0.05917162934147896,0.05917162934147896,-0.01612871784267548,28,15,15,6,5,0,51,0.5454545454545454,1.0,0.45454545454545453,0.08928571428571429,0.0,True,n_ge31<10,0.57,6,5,0,51,0.5454545454545454,1.0,0.7058823529411764,0.5454545454545454,0.4545454545454545,0.0,0.0,0.4545454545454545,0.5454545454545454,1.0,6,5,0,51,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S187,0.7199999999999998,62,8,0,0.12903225806451613,0.1908864692100378,0.05060205677263992,-0.06185421114552176,0.06185421114552176,-0.01980159700994211,29,15,15,8,3,0,51,0.7272727272727273,1.0,0.2727272727272727,0.05555555555555555,0.0,True,n_ge31<10,0.7199999999999998,8,3,0,51,0.7272727272727273,1.0,0.8421052631578948,0.7272727272727273,0.2727272727272727,0.0,0.0,0.2727272727272727,0.7272727272727273,1.0,8,3,0,51,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S184,0.5799999999999997,62,6,0,0.0967741935483871,0.15840727130509216,0.06028099227328993,-0.06163307775670514,0.06163307775670514,-0.021586599941031598,29,15,15,5,4,1,52,0.5555555555555556,0.8333333333333334,0.4444444444444444,0.07142857142857142,0.16666666666666666,True,n_ge31<10,0.5799999999999997,5,4,1,52,0.5555555555555556,0.8333333333333334,0.6666666666666667,0.5,0.4444444444444444,0.1666666666666666,0.1666666666666666,0.4444444444444444,0.5555555555555556,0.8333333333333334,5,4,1,52,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S143,0.5900000000000003,62,7,0,0.11290322580645161,0.1816179661373921,0.058780458445607406,-0.06871474033094052,0.06871474033094052,-0.02548888671554438,23,14,15,6,4,1,51,0.6,0.8571428571428571,0.4,0.07272727272727272,0.14285714285714285,True,n_ge31<10,0.5900000000000003,6,4,1,51,0.6,0.8571428571428571,0.7058823529411764,0.5454545454545454,0.4,0.1428571428571428,0.1428571428571428,0.4,0.6,0.8571428571428571,6,4,1,51,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S148,0.57,62,5,0,0.08064516129032258,0.15239268969395608,0.08050853573309177,-0.07174752840363362,0.07174752840363362,-0.027009560212006848,32,16,17,3,5,2,52,0.375,0.6,0.625,0.08771929824561403,0.4,True,n_ge31<10,0.57,3,5,2,52,0.375,0.6,0.4615384615384615,0.3,0.625,0.4,0.4,0.625,0.375,0.6,3,5,2,52,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S149,0.5600000000000002,62,5,0,0.08064516129032258,0.1529317762834513,0.073547032356251,-0.07228661499312881,0.07228661499312881,-0.02754864680150206,32,16,17,4,5,1,52,0.4444444444444444,0.8,0.5555555555555556,0.08771929824561403,0.2,True,n_ge31<10,0.5600000000000002,4,5,1,52,0.4444444444444444,0.8,0.5714285714285714,0.4,0.5555555555555556,0.2,0.2,0.5555555555555556,0.4444444444444444,0.8,4,5,1,52,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S146,0.5499999999999998,62,3,0,0.04838709677419355,0.15282544253466376,0.07967415831362813,-0.1044383457604703,0.1044383457604703,-0.06253096919923729,25,16,15,3,6,0,53,0.3333333333333333,1.0,0.6666666666666666,0.1016949152542373,0.0,True,n_ge31<10,0.5499999999999998,3,6,0,53,0.3333333333333333,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,3,6,0,53,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S139,0.57,62,1,0,0.016129032258064516,0.13256501268010426,0.08431389609483116,-0.1164359804220398,0.1164359804220398,-0.07572469616469286,31,17,17,1,7,0,54,0.125,1.0,0.875,0.11475409836065574,0.0,True,n_ge31<10,0.57,1,7,0,54,0.125,1.0,0.2222222222222222,0.125,0.875,0.0,0.0,0.875,0.125,1.0,1,7,0,54,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
recall_first_challenger_selected_policy,cost_sensitive_logistic_score_weather selected policy,recall_first_challenger,selected_candidate_policy,S150,0.7299999999999996,62,3,0,0.04838709677419355,0.1904236878369213,0.11213585793294828,-0.14203659106272773,0.14203659106272773,-0.09899367956392432,28,15,15,3,8,0,51,0.2727272727272727,1.0,0.7272727272727273,0.13559322033898305,0.0,True,n_ge31<10,0.7299999999999996,3,8,0,51,0.2727272727272727,1.0,0.4285714285714285,0.2727272727272727,0.7272727272727273,0.0,0.0,0.7272727272727273,0.2727272727272727,1.0,3,8,0,51,false_alarm_ratio=FP/(TP+FP); computed_false_alarm_rate=FP/(FP+TN)
