station_id,metric_group,metric_name,probability_case_id,n_rows,n_ge31,estimate,ci_low,ci_high,bootstrap_iterations,stability_label,low_support_warning_flag
S187,score_residual,mean_score_residual_c,,62,8,-0.04247312844337757,-0.21602630426690642,0.1225558836931405,1000,no_station_signal,False
S187,score_residual_context_adjusted,mean_context_adjusted_score_residual_c,,62,8,-0.032854901090331554,-0.21104228803971953,0.14784637620663488,1000,no_station_signal,False
S187,high_tail_residual,mean_high_tail_residual_c,,62,8,0.7649228771587109,0.38960123982676936,1.2194636831828278,1000,unstable_low_support,True
S187,high_tail_residual_context_adjusted,mean_context_adjusted_high_tail_residual_c,,62,8,0.7651140115647593,0.46063747425898116,1.1112719595602085,1000,unstable_low_support,True
S124,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,0,-0.1268822180490889,-0.1930463285292322,-0.06521133321108499,1000,unstable_low_support,True
S124,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,0,-0.12273842957974153,-0.1862082438920804,-0.06901157663967604,1000,unstable_low_support,True
S124,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,0,,,,0,unstable_low_support,True
S125,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,8,-0.00664446851361259,-0.06750599489893858,0.057062519023191115,1000,unstable_low_support,True
S125,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,8,-0.011097630610884548,-0.07788225267043127,0.04950520445411323,1000,unstable_low_support,True
S125,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,8,0.25,0.0,0.6006249999999994,1000,unstable_low_support,True
S126,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,8,0.007082484524716159,-0.04741998849961993,0.06696918531603714,1000,unstable_low_support,True
S126,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,8,0.00522900874087643,-0.04642491061821183,0.061088586149406265,1000,unstable_low_support,True
S126,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,8,0.25,0.0,0.625,1000,unstable_low_support,True
S127,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,10,0.0369777306399874,-0.003423621916609425,0.08047792108850321,1000,no_station_signal,False
S127,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,10,0.03830716338165443,-0.001009098608085471,0.07801010908143424,1000,no_station_signal,False
S127,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,10,0.1,0.0,0.31302083333333286,1000,no_station_signal,False
S128,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,11,0.057614863522593526,0.010354597299830607,0.11520882038362072,1000,no_station_signal,False
S128,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,11,0.05455689694728274,0.0068040076629067555,0.10924121866974912,1000,no_station_signal,False
S128,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,11,0.2727272727272727,0.0,0.5714285714285714,1000,no_station_signal,False
S129,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,10,0.048779313710840225,-0.002642663572934388,0.10233068736572187,1000,no_station_signal,False
S129,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,10,0.052923102180187566,-0.0015135141915036095,0.11798555447902215,1000,no_station_signal,False
S129,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,10,0.3,0.0,0.625,1000,no_station_signal,False
S130,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,6,-0.023745131926702957,-0.07582240267242582,0.027936428508636015,1000,unstable_low_support,True
S130,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,6,-0.02188431583945377,-0.07645361797958224,0.032910094180055964,1000,unstable_low_support,True
S130,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,6,0.16666666666666666,0.0,0.5035714285714253,999,unstable_low_support,True
S132,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,9,0.02153840582176403,-0.0303483726858416,0.07375274868855028,1000,unstable_low_support,True
S132,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,9,0.019684930037924295,-0.027463539289892182,0.07324067143503847,1000,unstable_low_support,True
S132,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,9,0.2222222222222222,0.0,0.5559523809523806,1000,unstable_low_support,True
S135,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,11,0.06856791485367787,0.008176046458432912,0.129948004163639,1000,no_station_signal,False
S135,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,11,0.06736410394910079,0.014392158103708644,0.12931513881714482,1000,no_station_signal,False
S135,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,11,0.36363636363636365,0.09090909090909091,0.6876201923076922,1000,no_station_signal,False
S137,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,13,0.09370123477532767,0.020330078605521856,0.17844138900066184,1000,no_station_signal,False
S137,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,13,0.09592394459940624,0.023517170234023763,0.1818711299422461,1000,no_station_signal,False
S137,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,13,0.5384615384615384,0.23518099547511312,0.8181818181818182,1000,stable_positive_bias,False
S139,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,1,-0.105830470217177,-0.1667537174205683,-0.04975106747927388,1000,unstable_low_support,True
S139,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,1,-0.10616113180150338,-0.16737433495948645,-0.05085878239816843,1000,unstable_low_support,True
S139,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,1,0.0,0.0,0.0,659,unstable_low_support,True
S140,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,4,-0.0617524183097068,-0.10945202322525588,-0.016306231920425084,1000,unstable_low_support,True
S140,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,4,-0.0636058940935465,-0.116900238922138,-0.01976794729872302,1000,unstable_low_support,True
S140,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,4,0.0,0.0,0.0,984,unstable_low_support,True
S141,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,10,0.039545032070219664,-0.01855297287013862,0.10170651183983814,1000,no_station_signal,False
S141,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,10,0.036487065494908856,-0.014356586142346741,0.09471846949886736,1000,no_station_signal,False
S141,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,10,0.3,0.0,0.625,1000,no_station_signal,False
S142,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,15,0.12781318808989764,0.06270865418892947,0.1991768103761872,1000,stable_positive_bias,False
S142,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,15,0.1300358979139762,0.06590600802322963,0.19984028654586014,1000,stable_positive_bias,False
S142,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,15,0.4666666666666667,0.21428571428571427,0.75,1000,stable_positive_bias,False
S143,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,7,-0.025306293040551243,-0.08135585939573649,0.026952709183321284,1000,unstable_low_support,True
