station_id,n_rows,n_ge31,n_ge33_exploratory,event_rate_ge31,mean_score_residual_c,median_score_residual_c,std_score_residual_c,p10_score_residual_c,p90_score_residual_c,mean_context_adjusted_score_residual_c,mean_high_tail_residual_c,median_high_tail_residual_c,mean_context_adjusted_high_tail_residual_c,radiation_hot_support_count,very_high_shortwave_support_count,very_high_shortwave_3h_support_count,unique_date_count,unique_hour_count,low_support_warning_flag,low_support_reason
S137,62,13,2,0.20967741935483872,0.7650185008295689,0.810383730197989,0.810505562411959,-0.21656476308383713,1.8028089201465451,0.774636728182615,1.4705109842383117,1.5942138059547517,1.3474475166040991,29,15,15,5,24,False,
S142,62,15,7,0.24193548387096775,0.7629510493790546,0.3794109596815183,1.0604465431557304,-0.10629971679208801,2.6456342271194186,0.7725692767321004,2.2864677196295684,2.501890902067796,2.239616966087942,29,15,15,5,24,False,
S129,62,10,0,0.16129032258064516,0.396218479612664,0.442400997687848,0.6115969401661178,-0.3673616597395572,0.9899559211563398,0.4024329855830783,0.8234457347740278,0.7156886916722964,0.8411932543678887,32,16,17,5,24,False,
S127,62,10,0,0.16129032258064516,0.3607956829674949,0.4108940796022811,0.5430178297216978,-0.2031433521849365,0.9323724076092232,0.36042387326293135,0.5511491371385372,0.5588598743133915,0.5478105418721132,30,16,16,5,24,False,
S144,62,8,1,0.12903225806451613,0.3489265699621603,0.42786095523940126,0.5589506266786661,-0.43657953288139734,0.9826577704809452,0.34855476025759674,0.7938131847977141,0.9057382646075016,0.7951497989321954,30,16,16,5,24,True,n_ge31<10
S141,62,10,2,0.16129032258064516,0.3657637849240481,0.2825900435242339,0.8719657765953008,-0.5851018392049236,1.5215752256930402,0.3463860537607035,1.4614158551165555,1.4642393265169957,1.273987675856267,28,15,15,5,24,False,
S130,62,6,0,0.0967741935483871,0.2948503492205921,0.386421856468095,0.6566652845912907,-0.5754875568065657,0.9747135085206751,0.3003313237526002,0.21495176937677485,0.10152466780580838,0.15310997271475088,28,15,15,5,24,True,n_ge31<10
S132,62,9,0,0.14516129032258066,0.17601004803276407,0.35849180255420166,0.8316238093652665,-0.8581030263510218,0.9999863131203762,0.17341526029682514,0.12833312028971733,-0.1260873392513311,0.13871190238900583,25,16,15,5,24,True,n_ge31<10
S128,62,11,2,0.1774193548387097,0.1411934041494065,-0.10975885874685076,0.8773701925718731,-0.8012669535309342,1.1854150235774714,0.12181567298606204,1.2608131012553854,1.1622876317965805,1.15827974882328,28,15,15,5,24,False,
S147,62,10,0,0.16129032258064516,0.11525611845472927,0.140249405956979,0.6192980372686543,-0.5752507900905176,0.982395403689306,0.11488430875016571,0.8853499339877476,0.901139400384789,0.8820113387213236,30,16,16,5,24,False,
S153,62,7,0,0.11290322580645161,0.021879452125299983,0.07223725002186576,0.6437628747032805,-0.7104238823109214,0.7757861217530205,0.019284664389361026,0.19277516211217666,0.25480460336050825,0.18016348380303546,25,16,15,5,24,True,n_ge31<10
S126,62,8,0,0.12903225806451613,-0.011059002883514102,-0.1793935483939677,0.9180706887916398,-1.0276242812212715,1.4036301213566926,-0.013653790619453059,0.9362660736624604,0.7918539547835604,0.8099623131709625,25,16,15,5,24,True,n_ge31<10
S187,62,8,0,0.12903225806451613,-0.04247312844337757,-0.14825907065264943,0.7039411194660646,-0.7825747664139729,0.7818071346109452,-0.032854901090331554,0.7649228771587109,0.6385797429981732,0.7651140115647593,29,15,15,5,24,True,n_ge31<10
S125,62,8,0,0.12903225806451613,-0.07997779717770968,-0.016565316375867667,0.9222304960177811,-0.8312591637873915,0.7323349526239589,-0.08600360318942195,0.4854119094088021,0.4550255590542367,0.4667780094333425,24,15,15,5,24,True,n_ge31<10
S184,62,6,0,0.0967741935483871,-0.09618958239495394,0.0571833278229299,0.7958513535634396,-1.1479608383905888,0.5860465046933712,-0.11143006073726058,0.7567026568140474,0.8816562997931854,0.565122950332736,29,15,15,5,24,True,n_ge31<10
S145,62,8,1,0.12903225806451613,-0.15875805871590942,-0.17592552595575306,0.732393837492569,-1.1246327436643635,0.5200411714154228,-0.16569943638923346,0.9089059208076979,1.0336151384534418,0.8849772791642739,25,14,15,5,24,True,n_ge31<10
S135,62,11,0,0.1774193548387097,-0.16656613931409048,-0.41576705848643414,1.1504926084207951,-1.3411696177366708,1.4988674131642379,-0.17350751698741454,1.098076650337628,1.475525967466151,0.933017498539439,25,14,15,5,24,False,
S180,62,9,0,0.14516129032258066,-0.19382843021295373,-0.17234157625117064,0.7460373218136466,-1.1044770165443836,0.7742271112619286,-0.19228596512785479,0.09291247587126526,0.0676099901322118,0.07899404072577094,26,16,15,5,24,True,n_ge31<10
S151,62,9,0,0.14516129032258066,-0.18901769183765424,-0.2431837805879038,0.830804757233061,-0.9425837474456308,0.7341542309767476,-0.21892963442112026,0.8558188023903435,0.7351310126077308,0.7637863986876681,28,15,15,5,24,True,n_ge31<10
S143,62,7,0,0.11290322580645161,-0.22591683912089727,-0.06773464361368298,0.8024865716567554,-0.8721380604705136,0.5511962039586421,-0.24478468336659034,0.2057954567097866,0.20283725637550987,0.1900553343929694,23,14,15,5,24,True,n_ge31<10
S139,62,1,0,0.016129032258064516,-0.42485957934838814,-0.3567339618433216,0.8371323218931429,-1.5454044891158185,0.5428833738329313,-0.310599814760955,0.23768674094212017,0.23768674094212017,0.11089174938428428,31,17,17,5,24,True,n_ge31<10
S124,62,0,0,0.0,-0.32888721035307533,-0.15841767148744879,0.8633061921825007,-1.672322091170833,0.580309772793846,-0.32267270438266105,,,,32,16,17,5,24,True,n_ge31<10
S140,62,4,0,0.06451612903225806,-0.33467766496534856,-0.2895452876730715,0.8937202616629344,-1.4489689118626181,0.6945226510517281,-0.33727245270128753,-0.2646272851987206,-0.12319150727456396,-0.2826020842132424,25,16,15,5,24,True,n_ge31<10
S148,62,5,0,0.08064516129032258,-0.34560127807035035,-0.14264001683006633,0.7149570708290817,-1.4273208619474036,0.3108264403136171,-0.339386772099936,0.3319635832398369,-0.1178731413055587,0.304485261373606,32,16,17,5,24,True,n_ge31<10
S149,62,5,0,0.08064516129032258,-0.3598553485089175,-0.2701069970161303,0.6285901943089971,-1.1101040401514601,0.27737306343765006,-0.3536408425385032,0.2819316013604471,0.1679477431650369,0.2617350863379754,32,16,17,5,24,True,n_ge31<10
S150,62,3,0,0.04838709677419355,-0.39446936904189633,-0.4134103756118801,0.555329811814557,-1.0153487156105374,0.28783886336054565,-0.38898839450988826,0.3497421793034465,0.3036156854235763,0.23868628002268846,28,15,15,5,24,True,n_ge31<10
S146,62,3,0,0.04838709677419355,-0.4404295472961892,-0.4721872603628654,0.8589879669913723,-1.3482035588399175,0.47602460409628583,-0.4430243350321282,0.13317440880981954,0.13786515667977994,0.16665524551912383,25,16,15,5,24,True,n_ge31<10
