cell_id,lat,lon,land_use_hint,max_utci_c,mean_utci_c,p90_utci_c,max_wbgt_proxy_c,mean_wbgt_proxy_c,p90_wbgt_proxy_c,moderate_wbgt_hours,high_wbgt_hours,strong_utci_hours,very_strong_utci_hours,extreme_utci_hours,gvi_percent,svf,shade_fraction,building_density,road_fraction,elderly_proxy,outdoor_exposure_proxy,forecast_hours,hazard_utci_intensity_score,hazard_utci_duration_score,hazard_utci_relative_score,hazard_wbgt_relative_score,hazard_wbgt_intensity_score,hazard_wbgt_moderate_duration_score,hazard_wbgt_high_duration_score,hazard_wbgt_duration_score,hazard_score,vulnerability_score,exposure_score,risk_priority_score,peak_utci_category,peak_wbgt_category_sg,rank
TP_0986,1.3558631720661165,103.86521764134852,residential,40.96723624955848,31.58237600903833,37.99104508424591,29.479922639455232,26.944119602577047,28.593074226419724,0,0,36,9,0,1.02127559987727,0.7397841012286274,0.0806195763739852,0.4276000000050945,0.2884105562475178,0.55,0.4221026390618794,96,0.7483618124779241,0.375,0.9690355329949238,0.983756345177665,0.309990329931904,0.0,0.0,0.0,0.7181390916669094,0.7378296146044625,0.5963488843813387,0.7043993808497109,very strong heat stress,low,1
TP_0030,1.3269237101367777,103.84005773877472,residential,40.387863332914876,31.369260083387246,37.51059121180696,29.370881301498056,26.885223686431733,28.4959693637285,0,0,34,7,0,3.0419384156881195,0.7283689241411372,0.1236094847775175,0.280000000003336,0.3527385771027578,0.55,0.4381846442756894,96,0.7193931666457438,0.3541666666666667,0.949746192893401,0.9736040609137055,0.29636016268725696,0.0,0.0,0.0,0.7024794244297159,0.7378296146044625,0.6582150101419878,0.7039703060267484,very strong heat stress,low,2
TP_0452,1.3395847317549134,103.85443472018667,residential,40.76254854254095,31.48102781579979,37.815314113548624,29.4336340345001,26.911679908433612,28.549927894955907,0,0,35,8,0,5.77521338396576,0.696833166799623,0.0679315476190476,0.3135999999965488,0.2801100861430154,0.55,0.4200275215357538,96,0.7381274271270474,0.3645833333333333,0.9596954314720811,0.9807106598984772,0.3042042543125123,0.0,0.0,0.0,0.7117349286712051,0.7378296146044625,0.5730223123732252,0.6969298139911574,very strong heat stress,low,3
TP_0655,1.3459152827551295,103.85443477447006,residential,39.725021506708785,31.23682597344722,36.989357369119475,29.287939633448776,26.87629128810232,28.432923367069517,0,0,34,2,0,5.237934635274543,0.63811538166961,0.1439943141435678,0.2567999999998038,0.4175248804241164,0.55,0.4543812201060291,96,0.6862510753354393,0.3541666666666667,0.9166497461928934,0.9553299492385787,0.285992454181097,0.0,0.0,0.0,0.6827149947048892,0.7378296146044625,0.6926977687626775,0.6968887733904592,very strong heat stress,low,4
TP_0011,1.3260193045599993,103.84904327918773,residential,39.46198858054421,31.312598153961943,36.81042538582541,29.34033695007073,26.978448414141578,28.499217918290235,0,0,34,2,0,1.9394308405605871,0.5999486753098413,0.1705904761904761,0.3315999999991434,0.3948733843621772,0.55,0.4487183460905443,96,0.6730994290272104,0.3541666666666667,0.9022335025380711,0.9675126903553299,0.29254211875884106,0.0,0.0,0.0,0.681447975637749,0.7378296146044625,0.6835699797160243,0.6947340532118343,very strong heat stress,low,5
TP_0849,1.352245890610612,103.84634775468886,residential,39.93520432248154,31.195136131642357,37.146827998313725,29.219504779871663,26.769848753001813,28.354805552938632,0,0,34,3,0,6.6277018616970205,0.6291390222222886,0.1013370865587614,0.2696000000021969,0.3847999187900626,0.55,0.4461999796975156,96,0.6967602161240769,0.3541666666666667,0.9289340101522842,0.9350253807106599,0.27743809748395787,0.0,0.0,0.0,0.680415625584943,0.7378296146044625,0.6815415821501014,0.6937897365442063,very strong heat stress,low,6
TP_0027,1.3260191707359783,103.86342014685236,residential,39.783462229404485,31.288767090694666,37.05799915806551,29.293782568037933,26.881108741427223,28.439511667708125,0,0,34,2,0,2.7734624963156165,0.6499026963232006,0.1498857845721314,0.4104000000057183,0.3329306553551248,0.55,0.4332326638387812,96,0.6891731114702242,0.3541666666666667,0.9267005076142132,0.9593908629441624,0.28672282100474167,0.0,0.0,0.0,0.6869573012744764,0.7378296146044625,0.6480730223123732,0.6928252914960578,very strong heat stress,low,7
TP_0923,1.3540544988222354,103.8607247957078,residential,39.76423522672645,31.144902294768354,36.9987509016334,29.18932390851196,26.75629825651877,28.328577372840243,0,0,34,2,0,4.414123130816143,0.6546225945781775,0.1350635982648334,0.2632000000009288,0.4313863613898486,0.55,0.4578465903474621,96,0.6882117613363224,0.3541666666666667,0.9150253807106598,0.917766497461929,0.27366548856399486,0.0,0.0,0.0,0.6701012741397581,0.7378296146044625,0.6967545638945233,0.6896767859098548,very strong heat stress,low,8
TP_0985,1.355863183806636,103.86431907629846,residential,40.200456712339204,31.42613010957236,37.40763440807156,29.386114589652315,26.935586756729407,28.52196438073495,0,0,34,5,0,1.9101922981276087,0.6719439357664224,0.1232817121976683,0.4247999999970946,0.2705103010907568,0.55,0.4176275752726892,96,0.7100228356169602,0.3541666666666667,0.9479187817258883,0.9746192893401016,0.29826432370653944,0.0,0.0,0.0,0.7011120066133673,0.7378296146044625,0.5567951318458418,0.6879095252361904,very strong heat stress,low,9
TP_0012,1.326019298657583,103.8499418334554,residential,39.58091943176353,31.301263332529867,36.90109763732802,29.337436064627695,26.956855070671015,28.49140545610402,0,0,34,2,0,3.183793092421727,0.6466099853765699,0.179101838755304,0.3940000000010463,0.3005538286123534,0.55,0.4251384571530883,96,0.6790459715881767,0.3541666666666667,0.9090355329949238,0.966497461928934,0.29217950807846194,0.0,0.0,0.0,0.6836996350401505,0.7378296146044625,0.6166328600405679,0.686089514090005,very strong heat stress,low,10
TP_0638,1.3450108005608086,103.86521749993376,residential,39.70475426015008,31.22487334356445,36.978555137358995,29.246655857797528,26.83495520958294,28.39232097911064,0,0,34,2,0,4.3749924253018975,0.6144508797456879,0.1302102821222779,0.3179999999993406,0.3193198365573104,0.55,0.4298299591393276,96,0.6852377130075041,0.3541666666666667,0.9144162436548223,0.9431472081218274,0.28083198222469097,0.0,0.0,0.0,0.6778337451905151,0.7378296146044625,0.6348884381338742,0.6851909990972269,very strong heat stress,low,11
TP_0028,1.326019159582181,103.86431870102749,residential,39.75718665511799,31.181663695361383,37.01573330702021,29.19759453072894,26.770871601596497,28.339775631623038,0,0,34,2,0,4.944946808099322,0.6512152166514856,0.1389059618930546,0.4307999999993652,0.3217532437387226,0.55,0.4304383109346806,96,0.6878593327558995,0.3541666666666667,0.9176649746192894,0.9228426395939087,0.27469931634111733,0.0,0.0,0.0,0.6723345337471582,0.7378296146044625,0.6389452332657201,0.6823900072721224,very strong heat stress,low,12
