time,cell_count,max_wbgt_proxy_c,p90_wbgt_proxy_c,cells_moderate_or_high,cells_high,max_utci_c,p90_utci_c,cells_moderate_utci,cells_strong_utci,cells_very_strong_utci,cells_extreme_utci,wbgt_alert,utci_alert,combined_alert,neighbourhood_alert
2026-05-10 00:00:00+08:00,986,26.929052615818627,26.506733540883417,0,0,29.72572791222119,29.201420092075082,985,0,0,0,low,moderate,watch,watch
2026-05-10 01:00:00+08:00,986,26.77955051246509,26.35212381893841,0,0,29.241298244110872,28.59841128028966,985,0,0,0,low,moderate,watch,watch
2026-05-10 02:00:00+08:00,986,26.490194758710576,26.06548525116297,0,0,29.174710762566797,28.53778986288516,985,0,0,0,low,moderate,watch,watch
2026-05-10 03:00:00+08:00,986,26.3983387740837,25.97619247548571,0,0,29.086969322803142,28.483988472326608,985,0,0,0,low,moderate,watch,watch
2026-05-10 04:00:00+08:00,986,26.497492978182503,26.074666643761354,0,0,29.147625876067806,28.54667592714162,985,0,0,0,low,moderate,watch,watch
2026-05-10 05:00:00+08:00,986,26.491518365068938,26.067782439161952,0,0,29.09769145703943,28.48106715747704,985,0,0,0,low,moderate,watch,watch
2026-05-10 06:00:00+08:00,986,26.301631076866183,25.879805696887317,0,0,28.964253376931854,28.38774409695069,985,0,0,0,low,moderate,watch,watch
2026-05-10 07:00:00+08:00,986,26.2998710307971,25.87659861187573,0,0,28.887444882875293,28.325933259400855,985,0,0,0,low,moderate,watch,watch
2026-05-10 08:00:00+08:00,986,27.054802658144137,26.63345039045954,0,0,30.15917761645155,29.481450553464555,985,0,0,0,low,moderate,watch,watch
2026-05-10 09:00:00+08:00,986,27.754830506883113,27.338174334571413,0,0,33.384931596483355,32.25893098157418,985,167,0,0,low,strong,elevated,elevated
2026-05-10 10:00:00+08:00,986,28.51878701266773,27.958894834308904,0,0,36.814764101429724,34.89804898956195,985,685,0,0,low,strong,elevated,elevated
2026-05-10 11:00:00+08:00,986,29.093693472445707,28.444354459528267,0,0,39.47734898302826,36.9247570102904,985,855,29,0,low,very_strong,high,high
2026-05-10 12:00:00+08:00,986,29.368718713221767,28.67118409653125,0,0,41.14985355864897,38.19911135161905,985,902,116,0,low,very_strong,high,high
2026-05-10 13:00:00+08:00,986,29.908887707422217,29.154764022033046,0,0,42.945945320615934,39.62349279153956,985,947,238,0,low,very_strong,high,high
2026-05-10 14:00:00+08:00,986,29.304649921481328,28.611359707641824,0,0,40.46840985617594,37.60238626915107,985,853,61,0,low,very_strong,high,high
2026-05-10 15:00:00+08:00,986,28.933144264029355,28.219491926336687,0,0,40.35904086043596,37.33167204471387,985,783,55,0,low,very_strong,high,high
2026-05-10 16:00:00+08:00,986,29.133954607758202,28.48513711421082,0,0,39.991329708242546,37.392399742166845,985,895,54,0,low,very_strong,high,high
2026-05-10 17:00:00+08:00,986,28.07934169305717,27.625292549391904,0,0,35.023345996250285,33.68375005920143,985,573,0,0,low,strong,elevated,elevated
2026-05-10 18:00:00+08:00,986,27.225867618781983,26.8098284647845,0,0,32.097050639412764,31.240315314860954,985,1,0,0,low,strong,elevated,elevated
2026-05-10 19:00:00+08:00,986,26.925640046397184,26.5107752263277,0,0,30.60070180108553,29.889984777752343,985,0,0,0,low,moderate,watch,watch
2026-05-10 20:00:00+08:00,986,26.88259055496573,26.459385133609903,0,0,29.877002563676527,29.21911113968739,985,0,0,0,low,moderate,watch,watch
2026-05-10 21:00:00+08:00,986,26.881173994266582,26.45607224144164,0,0,29.65833415738269,28.99737005095686,985,0,0,0,low,moderate,watch,watch
2026-05-10 22:00:00+08:00,986,26.881797263937024,26.455680640776194,0,0,29.54835064676527,28.88847298553045,985,0,0,0,low,moderate,watch,watch
2026-05-10 23:00:00+08:00,986,26.892703943939292,26.467762976780897,0,0,29.589997701633315,28.948417923039116,985,0,0,0,low,moderate,watch,watch
2026-05-11 00:00:00+08:00,986,26.690739360344534,26.26506803185022,0,0,29.30849876173353,28.679952251096818,985,0,0,0,low,moderate,watch,watch
2026-05-11 01:00:00+08:00,986,26.582371746348922,26.15670294141369,0,0,29.0893158286605,28.456178184300082,985,0,0,0,low,moderate,watch,watch
2026-05-11 02:00:00+08:00,986,26.2816666782102,25.857126197853464,0,0,28.729532619165518,28.12708627786318,985,0,0,0,low,moderate,watch,watch
2026-05-11 03:00:00+08:00,986,25.8874142330281,25.463563412626623,0,0,28.367265146498514,27.79307009562467,984,0,0,0,low,moderate,watch,watch
2026-05-11 04:00:00+08:00,986,25.796904760407035,25.374390667882874,0,0,28.356975193355403,27.805694579945175,984,0,0,0,low,moderate,watch,watch
2026-05-11 05:00:00+08:00,986,25.33638582379854,24.91539445899091,0,0,27.41136518631698,26.794205806551435,908,0,0,0,low,moderate,watch,watch
2026-05-11 06:00:00+08:00,986,25.553401347657363,25.130403988672207,0,0,27.76729779538591,27.154559081845225,965,0,0,0,low,moderate,watch,watch
2026-05-11 07:00:00+08:00,986,25.67278069677703,25.25038150526756,0,0,28.134560785060714,27.50267236068199,981,0,0,0,low,moderate,watch,watch
2026-05-11 08:00:00+08:00,986,26.431912508898108,26.011399475216678,0,0,29.43579798223511,28.73632652763705,985,0,0,0,low,moderate,watch,watch
2026-05-11 09:00:00+08:00,986,26.902341086080384,26.488336116921303,0,0,32.203712491806314,31.148419962442723,985,1,0,0,low,strong,elevated,elevated
2026-05-11 10:00:00+08:00,986,27.719892587431023,27.18382144450608,0,0,35.182590693448596,33.412552165794324,985,365,0,0,low,strong,elevated,elevated
2026-05-11 11:00:00+08:00,986,28.431827537725617,27.79613159850726,0,0,37.93707154116632,35.50056061190351,985,626,0,0,low,strong,elevated,elevated
2026-05-11 12:00:00+08:00,986,28.95218206508637,28.258716112276254,0,0,39.78099223457326,36.90597593964421,985,753,39,0,low,very_strong,high,high
2026-05-11 13:00:00+08:00,986,29.167885554117106,28.425431155967882,0,0,40.804146627934514,37.65005223408053,985,789,68,0,low,very_strong,high,high
2026-05-11 14:00:00+08:00,986,29.300858630535636,28.580577816899766,0,0,40.805546840533715,37.771022203556115,985,839,74,0,low,very_strong,high,high
2026-05-11 15:00:00+08:00,986,29.09377376280413,28.42756205562065,0,0,39.542690537975496,36.89168707619449,985,821,29,0,low,very_strong,high,high
2026-05-11 16:00:00+08:00,986,28.981090209330407,28.343805284401927,0,0,39.037921213240445,36.58776534084789,985,836,11,0,low,very_strong,high,high
2026-05-11 17:00:00+08:00,986,28.569797700882088,28.03126411531781,0,0,37.01329039726687,35.2014371552472,985,800,0,0,low,strong,elevated,elevated
2026-05-11 18:00:00+08:00,986,28.02270959096726,27.61348681845198,0,0,34.202132027893875,33.19847629725193,985,563,0,0,low,strong,elevated,elevated
2026-05-11 19:00:00+08:00,986,27.80270956782582,27.391430933434712,0,0,31.874564793472267,31.168818120730112,985,0,0,0,low,moderate,watch,watch
2026-05-11 20:00:00+08:00,986,27.555628166985777,27.133313672263228,0,0,30.86181874525197,30.177067533715626,985,0,0,0,low,moderate,watch,watch
