cell_id,lat,lon,land_use_hint,max_utci_c,mean_utci_c,p90_utci_c,max_wbgt_proxy_c,mean_wbgt_proxy_c,p90_wbgt_proxy_c,moderate_wbgt_hours,high_wbgt_hours,strong_utci_hours,very_strong_utci_hours,extreme_utci_hours,gvi_percent,svf,shade_fraction,building_density,road_fraction,elderly_proxy,outdoor_exposure_proxy,forecast_hours,hazard_utci_intensity_score,hazard_utci_duration_score,hazard_utci_relative_score,hazard_wbgt_relative_score,hazard_wbgt_intensity_score,hazard_wbgt_moderate_duration_score,hazard_wbgt_high_duration_score,hazard_wbgt_duration_score,hazard_score,vulnerability_score,exposure_score,risk_priority_score,peak_utci_category,peak_wbgt_category_sg,rank
TP_0030,1.3269237101367777,103.84005773877472,residential,39.611617287958424,31.263561463206617,37.380956834976374,29.256001963433636,26.900746859244162,28.51798067928102,0,0,35,5,0,3.0419384156881195,0.7283689241411372,0.1236094847775175,0.280000000003336,0.3527385771027578,0.55,0.4381846442756894,96,0.6805808643979212,0.3645833333333333,0.9711675126903553,0.9847715736040609,0.28200024542920454,0.0,0.0,0.0,0.7049688377897491,0.7378296146044625,0.6582150101419878,0.705513742309969,very strong heat stress,low,1
TP_0986,1.3558631720661165,103.86521764134852,residential,40.16467537493167,31.470620153316066,37.87307673631251,29.361670627554147,26.958837621733736,28.609977392413917,0,0,35,10,0,1.02127559987727,0.7397841012286274,0.0806195763739852,0.4276000000050945,0.2884105562475178,0.55,0.4221026390618794,96,0.7082337687465834,0.3645833333333333,0.9884263959390863,0.9928934010152284,0.29520882844426843,0.0,0.0,0.0,0.7171889007790878,0.7378296146044625,0.5963488843813387,0.7038102624992616,very strong heat stress,low,2
TP_0655,1.3459152827551295,103.85443477447006,residential,38.982707396969204,31.140249508156455,36.85237228457936,29.17788823924644,26.89309756891586,28.454861553212936,0,0,34,3,0,5.237934635274543,0.63811538166961,0.1439943141435677,0.2567999999998038,0.4175248804241164,0.55,0.4543812201060291,96,0.6491353698484602,0.3541666666666667,0.9426395939086294,0.9695431472081218,0.27223602990580487,0.0,0.0,0.0,0.6865334177741099,0.7378296146044625,0.6926977687626775,0.699256195693376,very strong heat stress,low,3
TP_0452,1.3395847317549134,103.85443472018667,residential,39.96536034181911,31.37119033666787,37.689288421222706,29.315953983444306,26.926641960291235,28.568864714363066,0,0,35,9,0,5.77521338396576,0.696833166799623,0.0679315476190476,0.3135999999965488,0.2801100861430154,0.55,0.4200275215357538,96,0.6982680170909553,0.3645833333333333,0.981522842639594,0.9908629441624366,0.28949424793053824,0.0,0.0,0.0,0.71278755459866,0.7378296146044625,0.5730223123732252,0.6975824420661793,very strong heat stress,low,4
TP_0011,1.3260193045599993,103.84904327918773,residential,38.742307120393825,31.221790233743487,36.679485064988135,29.23431504254421,26.996172010799423,28.5161160721066,0,0,34,2,0,1.9394308405605871,0.5999486753098413,0.170590476190476,0.3315999999991434,0.3948733843621772,0.55,0.4487183460905443,96,0.6371153560196913,0.3541666666666667,0.9279187817258883,0.9807106598984772,0.2792893803180263,0.0,0.0,0.0,0.6851058015024382,0.7378296146044625,0.6835699797160243,0.6970019052479416,very strong heat stress,low,5
TP_0849,1.352245890610612,103.84634775468886,residential,39.173950458689426,31.09425128901594,36.99833041768897,29.105871232292856,26.785932212352023,28.37878487997085,0,0,34,4,0,6.6277018616970205,0.6291390222222886,0.1013370865587613,0.2696000000021969,0.3847999187900626,0.55,0.4461999796975156,96,0.6586975229344713,0.3541666666666667,0.9513705583756344,0.9441624365482234,0.26323390403660696,0.0,0.0,0.0,0.6816360560688737,0.7378296146044625,0.6815415821501014,0.6945464034442432,very strong heat stress,low,6
TP_0027,1.3260191707359783,103.86342014685236,residential,39.041128969207605,31.191985563208846,36.91599533563027,29.183717964952343,26.897885117976042,28.46192871978115,0,0,34,3,0,2.7734624963156165,0.6499026963232006,0.1498857845721314,0.4104000000057183,0.3329306553551248,0.55,0.4332326638387812,96,0.6520564484603802,0.3541666666666667,0.9491370558375634,0.9725888324873097,0.27296474561904294,0.0,0.0,0.0,0.6895825222032117,0.7378296146044625,0.6480730223123732,0.6944529284718737,very strong heat stress,low,7
TP_0985,1.355863183806636,103.86431907629846,residential,39.438868295365616,31.324696948212054,37.262085913937185,29.273701655332072,26.95175903048459,28.546138811423738,0,0,35,4,0,1.9101922981276087,0.6719439357664224,0.1232817121976682,0.4247999999970946,0.2705103010907568,0.55,0.4176275752726892,96,0.6719434147682808,0.3645833333333333,0.9692385786802029,0.9878172588832488,0.284212706916509,0.0,0.0,0.0,0.7043259385752517,0.7378296146044625,0.5567951318458418,0.6899021630525588,very strong heat stress,low,8
TP_0012,1.326019298657583,103.8499418334554,residential,38.85415958124925,31.208074647343135,36.76791163194511,29.230236082410755,26.974222250640832,28.51151964265403,0,0,34,2,0,3.183793092421727,0.6466099853765699,0.179101838755304,0.3940000000010463,0.3005538286123534,0.55,0.4251384571530883,96,0.6427079790624625,0.3541666666666667,0.9357360406091371,0.9796954314720813,0.2787795103013444,0.0,0.0,0.0,0.6875434541500791,0.7378296146044625,0.6166328600405679,0.6884726819381606,very strong heat stress,low,9
TP_0638,1.3450108005608086,103.86521749993376,residential,38.96168666479581,31.12845624012579,36.83676571200408,29.13613608658998,26.851736295161245,28.41326950155364,0,0,34,3,0,4.3749924253018975,0.6144508797456879,0.1302102821222779,0.3179999999993406,0.3193198365573104,0.55,0.4298299591393276,96,0.6480843332397906,0.3541666666666667,0.94,0.9543147208121827,0.2670170108237473,0.0,0.0,0.0,0.6806254339786647,0.7378296146044625,0.6348884381338742,0.6869218461458797,very strong heat stress,low,10
TP_0923,1.3540544988222354,103.8607247957078,residential,38.88204788953326,31.01167372990835,36.74590372601086,29.058796632052463,26.76787283346042,28.334459629902184,0,0,33,2,0,4.414123130816143,0.6546225945781775,0.149853543044737,0.2632000000009288,0.4313863613898486,0.55,0.4578465903474621,96,0.6441023944766631,0.34375,0.9250761421319796,0.9228426395939087,0.25734957900655786,0.0,0.0,0.0,0.6648471444833228,0.7378296146044625,0.6967545638945233,0.6864192255228649,very strong heat stress,low,11
TP_0028,1.326019159582181,103.86431870102749,residential,39.00896128264647,31.08333998198206,36.86981841789404,29.08581172086165,26.78731635328096,28.362315484347185,0,0,34,3,0,4.944946808099322,0.6512152166514856,0.1389059618930546,0.4307999999993652,0.3217532437387226,0.55,0.4304383109346806,96,0.6504480641323234,0.3541666666666667,0.9410152284263958,0.9350253807106599,0.26072646510770614,0.0,0.0,0.0,0.6748179441170827,0.7378296146044625,0.6389452332657201,0.6839297217014756,very strong heat stress,low,12
