cell_id,mean_building_height_m,tree_canopy_fraction,grass_fraction,water_fraction,built_up_fraction,ndvi_mean
TP_0047,22.668078071224226,0.024347143137639898,0.0,0.001335165913999607,0.9743176909483602,0.37137014211147784
TP_0048,21.124485491923803,0.0031257325935766197,0.0,0.5205126201453467,0.47636164726107694,0.2334174575668672
TP_0049,19.993448224266547,0.0,0.0,0.06467446791800834,0.9353255320819915,0.22605786357253846
TP_0050,19.895386023098634,0.0072681802196084555,0.0,0.0,0.9927318197803915,0.34749199672176473
TP_0051,20.134105994047474,0.1177741124725102,0.0,0.0,0.8822258875274898,0.6610056586547335
TP_0052,19.675855535986326,0.0,0.0,0.0,1.0,0.3503943586665468
TP_0053,18.251729439161053,0.19026861451460886,0.0,0.013744894753377318,0.7959864907320141,0.4158206695687532
TP_0054,16.916031459816697,0.0,0.0,0.0,1.0,0.43466677064806364
TP_0055,17.6009916785413,0.0,0.0,0.0,1.0,0.3585479918988508
TP_0056,21.397143035428385,0.0,0.0,0.0,1.0,0.35439225967207927
TP_0057,24.903210867118784,0.0,0.0,0.007343124165554071,0.9926568758344457,0.23490766867883597
TP_0058,22.156390266367776,0.0,0.0,0.2653172866520787,0.734682713347921,0.1649599089058101
TP_0059,10.256018929428096,0.0,0.0,0.0,1.0,0.029274101397451027
TP_0060,13.140263490684282,0.0,0.0,0.20547360248447208,0.794526397515528,0.04221964381825547
TP_0061,17.545753835190638,0.0,0.0,0.39469313661117766,0.6053068633888223,0.39204506807384604
TP_0062,24.01890622389937,0.0,0.0,0.13027444586778467,0.8697255541322154,0.3427933284896384
TP_0063,31.728482662273123,0.0,0.0,0.0,1.0,0.42662986421832555
TP_0064,37.028817067243644,0.0,0.0,0.0,1.0,0.3301886238013568
TP_0065,33.756835384480866,0.0,0.0,0.0,1.0,0.39995440158757556
TP_0066,23.379120028747284,0.0,0.0,0.0,1.0,0.31959903223328734
TP_0067,18.31335457157134,0.0,0.0,0.0,1.0,0.38604311274602215
TP_0068,19.793358955423283,0.0,0.0,0.0,1.0,0.3388504096941842
TP_0069,23.283767071092225,0.0,0.0,0.0,1.0,0.2768518754411408
TP_0070,25.372152065362677,0.04949149910721217,0.0,0.0,0.9505085008927877,0.36923475256740057
TP_0071,25.60491755033654,0.0,0.0,0.0,1.0,0.2802223237184761
TP_0072,24.873314277133584,0.0,0.0,0.0,1.0,0.22193994453815793
TP_0073,23.632387354273572,0.0,0.0,0.0,1.0,0.15482155930911967
TP_0074,21.90146768870562,0.0,0.0,0.011296583850931676,0.9887034161490683,0.20349119458258896
TP_0075,20.16049335187999,0.0,0.0,0.1906913866357667,0.8093086133642332,0.1822277497452078
TP_0076,19.3972888527614,0.0,0.0,0.0,1.0,0.31810016193304236
TP_0077,19.643084444065913,0.0,0.0,0.0,1.0,0.2943299555789492
TP_0078,19.22127835405645,0.0,0.0,0.0,1.0,0.22735772135160176
TP_0079,18.134926421481953,0.2614439680148337,0.0,0.0,0.7385560319851664,0.5587642058668005
TP_0080,16.76131975037642,0.5734637630526764,0.0,0.0,0.4265362369473234,0.6531401310396825
TP_0081,15.352312724679624,0.0,0.0,0.0,1.0,0.23895226741161638
TP_0082,14.040974231247242,0.0,0.0,0.0,0.9729792685767528,0.40635591442585073
TP_0083,13.229094133667315,0.0,0.0,0.0,0.5246408156959677,0.43315631130471305
TP_0084,13.891053388325988,0.0,0.0,0.0,1.0,0.38551380225918724
TP_0085,16.845317406545316,0.0,0.0,0.0,1.0,0.4523253990872926
TP_0086,19.886737267583484,0.0,0.0,0.4402654867256637,0.5597345132743363,0.12051280049634346
TP_0087,19.622678794361335,0.0,0.0,0.10100815017961298,0.898991849820387,0.12211476164597149
TP_0088,11.055673720896893,0.0,0.0,0.0,0.9766824200289028,0.05393933017572112
TP_0089,13.95677168807121,0.0,0.0,0.0,0.45057705896207906,0.07367864860199493
TP_0090,17.71002848985287,0.2497266052179347,0.0,0.03058115919387595,0.5390563974379002,0.45370767695905334
TP_0091,21.98920752585304,0.11929810787469577,0.0,0.18940880898170687,0.6912930831435974,0.43698829318281546
TP_0092,26.328583285354526,0.0,0.0,0.0,1.0,0.3326369200001335
TP_0093,28.622744760560106,0.0,0.0,0.011933267909715408,0.9880667320902846,0.3127963051662298
TP_0094,23.541376720494178,0.0,0.0,0.3406898168040311,0.659310183195969,0.36394691338723073
TP_0095,13.244902126734997,0.020020412970087147,0.0,0.047263876894088085,0.9327157101358248,0.5226278916182944
TP_0096,9.18481339045295,0.0,0.0,0.0,1.0,0.47522032973545064
TP_0097,13.37210147187567,0.0,0.0,0.0,1.0,0.3217233455455119
TP_0098,19.989392605510304,0.0,0.0,0.010233575501913913,0.9897664244980862,0.3115347192625257
TP_0099,23.52836514047131,0.11010794896957801,0.0,0.3367615309126594,0.5531305201177625,0.45039982044466553
TP_0100,22.903873852028394,0.0,0.0,0.4450998007890317,0.5549001992109684,0.24861972058740478
TP_0101,20.506165722685363,0.0,0.0,0.4920896635653437,0.5079103364346563,0.23863722406813812
TP_0102,18.808339586444934,0.0,0.0,0.45504257479884375,0.5449574252011562,0.045826756092410485
TP_0103,18.07774933266264,0.0,0.0,0.6007929965061045,0.39920700349389554,0.21742336936851084
TP_0104,17.603998516088573,0.0,0.0,0.5105651681443582,0.48943483185564196,0.22031805224265813
TP_0105,17.623961814430526,0.10010206485043573,0.0,0.0,0.8998979351495644,0.4757812083583218
TP_0106,18.292108426470854,0.0,0.0,0.0,1.0,0.3586657068203801
TP_0107,17.269089353447228,0.0,0.0,0.0,1.0,0.30618029153483145
TP_0108,14.101542839109898,0.007187500000000001,0.0,0.0,0.9928125,0.3192788151746391
TP_0109,10.15024284782073,0.34312070657507365,0.0,0.0,0.6568792934249263,0.5718607246714824
TP_0110,7.323073299301201,0.0,0.0,0.0,1.0,0.28876884025067556
TP_0111,6.311895788368798,0.0,0.0,0.0,0.9065996623611166,0.11028675356746352
TP_0112,6.437999510827467,0.0,0.0,0.0,0.6747256180916298,0.225287101912716
TP_0113,7.787925806401962,0.0,0.0,0.0,1.0,0.3621607795016884
TP_0114,10.953729977370624,0.0,0.0,0.06480215616577477,0.9351978438342252,0.20813301602063503
TP_0115,14.297424618081793,0.0,0.0,0.2951521099116781,0.704847890088322,0.07279007508309009
TP_0116,15.941101225379219,0.0,0.0,0.0,1.0,0.16730951924033513
TP_0117,12.525852708665287,0.0,0.0,0.0,1.0,0.10869192973831468
TP_0118,15.153623901631953,0.0,0.0,0.0,0.8814430966120991,0.30565322070541856
TP_0119,17.977002413326307,0.0,0.0,0.0,0.9325443324740254,0.3145304860845022
TP_0120,20.30263016800744,0.0,0.0,0.0,1.0,0.29590574918720025
TP_0121,21.875614069931274,0.0,0.0,0.0,1.0,0.32956464696215854
TP_0122,21.89068444732127,0.0,0.0,0.07882237487733072,0.9211776251226693,0.45647667628736793
TP_0123,16.280427957400686,0.02546875,0.0,0.31195312500000005,0.6625781250000001,0.43293209234495195
TP_0124,4.621115500468178,0.20962550051032422,0.0,0.1868964434325194,0.6034780560571561,0.46840696214748356
TP_0125,2.2932974172991756,0.23727489355052933,0.0,0.0,0.7627251064494706,0.500072171714479
TP_0126,5.202031610056508,0.1047693817468106,0.0,0.013660451422963689,0.8815701668302257,0.4204350736231101
TP_0127,14.994234336857795,0.04789436674740212,0.0,0.03617470114852722,0.9159309321040705,0.42674455319891286
TP_0128,21.517075928880246,0.39499097118630766,0.0,0.41422626992227374,0.1907827588914187,0.3517782749502835
TP_0129,20.891881019920113,0.36785156249999995,0.0,0.6276953124999999,0.004453124999999999,0.34999482670752063
TP_0130,18.124907642409873,0.38181604051348483,0.0,0.4444313586935186,0.0,0.29245098300438793
TP_0131,16.46950041908292,0.1778975741239892,0.0,0.26157271768428453,0.07543263408726905,0.18732373103946479
TP_0132,16.271443110410083,0.0,0.0,0.10151527047185367,0.7289785663814083,0.21974641960302296
TP_0133,16.45182269385334,0.058200851529237145,0.0,0.0,0.9417991484707628,0.3319031483624919
TP_0134,16.96843995876879,0.021552231774820404,0.0,0.0,0.9784477682251795,0.5769605126442069
TP_0135,17.970105585796027,0.0,0.0,0.0,1.0,0.3792317112193891
TP_0136,16.90199751111131,0.0,0.0,0.0,1.0,0.2553119475688308
TP_0137,13.102775799334049,0.0,0.0,0.0,1.0,0.2987020349776297
TP_0138,8.13747761980877,0.0,0.0,0.0,1.0,0.20515360084820386
TP_0139,4.305738544568411,0.0,0.0,0.08964143426294818,0.9103585657370518,0.13636296123635328
TP_0140,2.6917394170959557,0.0,0.0,0.0,1.0,0.14644196593909137
TP_0141,2.465781183730382,0.0,0.0,0.029879311018240054,0.9701206889817601,0.21211658938587616
TP_0142,2.284136605316111,0.0,0.0,0.0,1.0,0.13407578866430359
TP_0143,4.112516035023555,0.0,0.0,0.04980274208038748,0.9501972579196125,0.11422217191497418
TP_0144,10.98458824335152,0.0,0.0,0.0,1.0,0.13252605002127493
TP_0145,14.000369930900634,0.0,0.0,0.0,1.0,0.1985382679383682
TP_0146,14.512096157398249,0.0,0.0,0.0,1.0,0.2564095033411879
TP_0147,16.705969179752,0.0,0.0,0.0,1.0,0.42365767743078836
TP_0148,18.490728537634684,0.0,0.0,0.0,1.0,0.3543658846957316
TP_0149,19.96878144073959,0.0,0.0,0.0,1.0,0.22919151953826356
TP_0150,20.91902936517784,0.0,0.0,0.0,1.0,0.3201402930840138
TP_0151,20.83527638473099,0.0,0.0,0.0,1.0,0.35291481122017426
TP_0152,16.69250782840587,0.043353941267387945,0.0,0.0,0.956646058732612,0.4209363022281962
TP_0153,8.153704807527985,0.751825100963032,0.0,0.0,0.24817489903696802,0.7107658912518069
TP_0154,6.341982532493703,0.9803701843193322,0.0,0.0,0.019629815680667722,0.7220544796281451
TP_0155,7.427804128247485,0.7332246039142591,0.0,0.0013202858030444235,0.2654551102826964,0.6416479105417586
TP_0156,14.26145784031602,0.16185618793709672,0.0,0.01839187048413894,0.8197519415787642,0.2916558756527847
TP_0157,19.6833787612284,0.005785733700928047,0.0,0.0029899429192715415,0.9912243233798005,0.1276713812271332
TP_0158,20.23741981647851,0.0,0.0,0.7413833075734159,0.2586166924265843,0.03166369547634371
TP_0159,19.349372943767065,0.0,0.0,0.9608932038834952,0.004932038834951457,0.015878834202448275
TP_0160,18.566400394636464,0.0,0.0,0.07480391020439706,0.17565009080020091,0.005690626771050631
TP_0161,17.775909910886394,0.0,0.0,0.0,0.946062441752097,0.08825981323328176
TP_0162,17.120450499216023,0.03442546943821961,0.0,0.0,0.9655745305617803,0.17285603167802172
TP_0163,17.764130032687905,0.0,0.0,0.0,1.0,0.3340471850986923
TP_0164,19.202529515527704,0.0,0.0,0.0,1.0,0.28480984686096944
TP_0165,19.175472362987716,0.0,0.0,0.0,1.0,0.301770137233563
TP_0166,17.18763074760643,0.0,0.0,0.0,1.0,0.22459644971542647
TP_0167,13.98942901164932,0.0,0.0,0.0,1.0,0.2869669126055701
TP_0168,10.169853004574504,0.0,0.0,0.0,1.0,0.27506244899950794
TP_0169,6.123620265766025,7.767291933667326E-5,0.0,0.0,0.9999223270806633,0.3721820570283154
TP_0170,2.6538161880320446,0.049065059496213884,0.0,0.0,0.9509349405037861,0.4670561915650514
TP_0171,0.042853457100386204,0.0,0.0,0.0,1.0,0.19037239365009934
TP_0172,4.278822586008871,0.0,0.0,0.09608623420778113,0.9039137657922187,0.34453864800032163
TP_0173,12.187806135861786,0.0,0.0,0.3487613574590355,0.6512386425409644,0.1362875444151181
TP_0174,15.316266231103546,0.0,0.0,0.0,1.0,0.2162316934396625
TP_0175,16.160751848152998,0.0,0.0,0.0,1.0,0.40230349384324166
TP_0176,17.8419599846154,0.0,0.0,0.04005340453938584,0.9599465954606141,0.34040747291218226
TP_0177,18.556474156085873,0.0,0.0,0.0,1.0,0.4845374714318644
TP_0178,19.562885756673307,0.0,0.0,0.0,1.0,0.27202751533113795
TP_0179,20.664651600740278,0.0,0.0,0.0,1.0,0.43165047472258433
TP_0180,21.207026871995996,0.0,0.0,0.0,1.0,0.49898438284577706
TP_0181,19.321519032716335,0.0,0.0,0.0,1.0,0.49930126161250943
TP_0182,16.30314209088034,0.06412471530668341,0.0,0.0,0.9358752846933166,0.4156399603364891
TP_0183,14.543438163762097,0.045561112847764915,0.0,0.0,0.9544388871522349,0.36702627630024115
TP_0184,14.740179625735966,0.0,0.0,0.0,1.0,0.2091477475585465
TP_0185,15.98462825627877,0.0,0.0,0.0,1.0,0.17552969436217755
TP_0186,17.564123197353688,0.0,0.0,0.0,1.0,0.26262904363952905
TP_0187,19.236488527042784,0.0,0.0,0.0,1.0,0.3010433705307769
TP_0188,20.69835160382085,0.0,0.0,0.09985863504280218,0.9001413649571978,0.32219278169858834
TP_0189,21.20062936417583,0.0,0.0,0.010041808306958933,0.989958191693041,0.14672155203965204
TP_0190,19.9980106955213,0.0,0.0,0.0,1.0,0.3892374605385126
TP_0191,18.61263193331638,0.7183604891962644,0.0,0.0,0.28163951080373545,0.5591351079733297
TP_0192,19.15344146920853,0.13755595696222409,0.0,0.0,0.8624440430377759,0.29559775614397193
TP_0193,20.64353894397369,0.0,0.0,0.0,1.0,0.17053446604503994
TP_0194,21.384141903646395,0.0,0.0,0.0,1.0,0.2733967424380728
TP_0195,21.122925752473563,0.0,0.0,0.0,1.0,0.19792705835020383
TP_0196,19.875561154011336,0.0,0.0,0.0,1.0,0.20428493523545613
TP_0197,16.83687337942585,0.0,0.0,0.0,1.0,0.414813976682035
TP_0198,11.32981871553907,0.1437772454149157,0.0,0.0,0.8562227545850842,0.5866482027302797
TP_0199,5.083217510415434,0.569000547003204,0.0,0.0,0.4309994529967962,0.6960971739676217
TP_0200,2.3626151777252016,0.0,0.0,0.0,1.0,0.309245790495162
TP_0201,8.443909395286097,0.0,0.0,0.11008206330597888,0.889917936694021,0.32717702587638225
TP_0202,14.446644366829014,0.0,0.0,0.37236423607020847,0.6276357639297914,0.21943290649723063
TP_0203,17.256804965500216,0.0,0.0,0.0,1.0,0.22657411867907862
TP_0204,16.984615381380337,0.0,0.0,0.0,1.0,0.33165415266836873
TP_0205,17.885278211558155,0.0,0.0,0.0,1.0,0.3284764382799103
TP_0206,17.51634910100947,0.0,0.0,0.0,1.0,0.4922258766412969
TP_0207,18.11711096394219,0.0,0.0,0.0,1.0,0.15812015128811518
TP_0208,19.640683390998042,0.0,0.0,0.0,1.0,0.2892162182471487
TP_0209,21.032002678400346,0.0,0.0,0.0,1.0,0.48831739122799395
TP_0210,20.88693023480596,0.0,0.0,0.0,1.0,0.3742854668262619
TP_0211,19.901640545746496,0.0,0.0,0.0,1.0,0.4577001949726997
TP_0212,18.430061226986243,0.0,0.0,0.0,1.0,0.07399153270282215
TP_0213,16.337935567675203,0.0,0.0,0.0,1.0,0.14971287663053237
TP_0214,14.38179152935682,0.0,0.0,0.0,1.0,0.24437249091961588
TP_0215,14.065711423592104,0.0,0.0,0.0,1.0,0.15313313136670728
TP_0216,16.048631532888688,0.0,0.0,0.0,1.0,0.4493936796721804
TP_0217,19.061284703029227,0.0,0.0,0.0,1.0,0.27402309780002354
TP_0218,20.94011815258804,0.0,0.0,0.0,1.0,0.13108995731250958
TP_0219,20.71466802921158,0.006640260950605777,0.08822615719167441,0.0,0.90513358185772,0.19951764747954265
TP_0220,20.017836893715668,0.48261474269819193,0.5019703291608716,0.006026889197960129,0.009388038942976355,0.6607444549515988
TP_0221,20.087396256706658,0.6621233302267785,0.0,0.0038443616029822923,0.3340323081702393,0.6124316442109303
TP_0222,20.454336858127355,0.03732612055641421,0.0,0.0,0.9626738794435858,0.4238900964271357
TP_0223,20.36908858844397,0.0,0.0,0.0,1.0,0.27292295066018785
TP_0224,19.835214351907574,0.0,0.0,0.0,1.0,0.28644609326003245
TP_0225,18.80647980274344,0.0,0.0,0.0,1.0,0.20983880584161518
TP_0226,16.617185198587816,0.0,0.0,0.0,1.0,0.31819214227523285
TP_0227,12.68856039713887,0.0,0.2787184466019417,0.0,0.7212815533980586,0.5160352801066561
TP_0228,8.234564974001922,0.20186995325116863,0.10435420932658501,0.0,0.693775837422246,0.5437630617853747
TP_0229,6.597583479787599,0.0,0.0,0.0,1.0,0.3029169124889756
TP_0230,10.252757773407271,0.0,0.0,0.0,1.0,0.22922010288309644
TP_0231,14.550576058896091,0.0,0.0,0.08659185337630566,0.9134081466236943,0.3475859376631729
TP_0232,17.683700377944536,0.0,0.0,0.0,1.0,0.3306422933764151
TP_0233,16.587468145862278,0.0,0.0,0.0,1.0,0.3233468996080004
TP_0234,16.99739103687139,0.0,0.0,0.0,1.0,0.23491375393459926
TP_0235,16.093018731876843,0.0,0.0,0.0,1.0,0.2750535435551194
TP_0236,16.584355763122925,0.0,0.0,0.0,1.0,0.213934418074362
TP_0237,18.560109538894906,0.0,0.0,0.0,1.0,0.2729439125626634
TP_0238,20.73869298940553,0.0,0.0,0.0,1.0,0.320830387129381
TP_0239,21.76599186308682,0.0,0.0,0.0,1.0,0.27469451293244246
TP_0240,22.10759089281794,0.0,0.0,0.0,1.0,0.3110611035547504
TP_0241,20.924211649069395,0.0,0.0,0.0,1.0,0.1886240635262859
TP_0242,17.535156568477955,0.0,0.0,0.0,1.0,0.1346335704983235
TP_0243,13.529586995132272,0.0,0.0,0.0,1.0,0.12446972518771347
TP_0244,11.667563014551963,0.0,0.0,0.0,1.0,0.13632755327208979
TP_0245,13.29094604875564,0.0,0.0,0.0,1.0,0.3117078687496828
TP_0246,16.793035677248415,0.0,0.0,0.0,1.0,0.2881220636223005
TP_0247,19.51477598058145,0.0,0.0,0.0,1.0,0.19419201883904794
TP_0248,20.658829219208467,0.046048757507949595,0.21960507203705887,0.0,0.7343461704549916,0.378048690673044
TP_0249,21.128276574407714,0.16522146707288493,0.6788141551441293,0.0,0.15596437778298572,0.6145738634664383
TP_0250,21.08642297335247,5.496015388843089E-4,0.020138970674832172,0.0,0.9793114277862834,0.40592098915356195
TP_0251,20.610791663993915,0.058200851529237145,0.0,0.0,0.9417991484707628,0.5203882325504786
TP_0252,19.481541020296977,0.10158979391560354,0.0,0.0,0.8984102060843965,0.42872935208260576
TP_0253,17.693792933225627,0.0,0.0,0.0,1.0,0.2330822598079713
TP_0254,15.578211738915858,0.0,0.0,0.0,1.0,0.20935770301170853
TP_0255,13.638198299478729,0.0,0.0,0.0,1.0,0.3239770881368487
TP_0256,10.59446737969736,0.0,0.5754494778990342,0.0,0.2543770118552249,0.6234672165274576
TP_0257,1.423747636064703,0.0,0.4755506952038743,0.0,0.5244493047961254,0.5223416859565335
TP_0258,11.610394629070763,0.0,0.0,0.0,1.0,0.2898865730628254
TP_0259,12.55923189583628,0.0,0.0,0.0,1.0,0.24981635697843302
TP_0260,14.147711209813616,0.0,0.0,0.06884911289056367,0.9311508871094364,0.3072519572752188
TP_0261,17.301446080235763,0.0,0.0,0.05089446137020545,0.9491055386297945,0.35806032377327784
TP_0262,11.869935560747981,0.0,0.0,0.0,1.0,0.4301245845571221
TP_0263,14.170646600764822,0.0,0.0,0.0,1.0,0.2694369113595038
TP_0264,15.803637044409202,0.0,0.0,0.0,1.0,0.39882937595155926
TP_0265,17.586688029519458,0.0,0.0,0.0,1.0,0.18430629610705856
TP_0266,18.92718562129214,0.0,0.0,0.0,1.0,0.45925685120097987
TP_0267,20.175135952417243,0.0,0.0,0.0,1.0,0.5820667087674005
TP_0268,21.41213349548325,0.0,0.0,0.0,1.0,0.4073688424563846
TP_0269,22.370175767580406,0.0,0.0,0.0,1.0,0.3383733139510099
TP_0270,22.472000065594912,0.0,0.0,0.0,1.0,0.43789388104211263
TP_0271,21.240271626475696,0.0,0.0,0.0,1.0,0.35191807259285307
TP_0272,19.391501002704924,0.0,0.0,0.0,1.0,0.2815560560410401
TP_0273,18.14759240552495,0.0,0.0,0.0,1.0,0.27709834622591284
TP_0274,18.127131387184505,0.0,0.0,0.0,1.0,0.20934156026254988
TP_0275,18.866901403245777,0.0,0.0,0.0,1.0,0.26673938102578937
TP_0276,19.73652923856367,0.0,0.0,0.0,1.0,0.21518914796614408
TP_0277,20.436039606530464,0.3516802763819095,0.0,0.0,0.6483197236180903,0.5637623768947981
TP_0278,21.42478008858859,0.12808593749999994,0.0,0.0,0.8719140624999999,0.5138417338770078
TP_0279,23.853015861695425,0.0,0.0,0.0,1.0,0.578442843630742
TP_0280,27.053447890579708,0.0,0.0,0.0,1.0,0.45230559460827635
TP_0281,28.148756663952973,0.0,0.0,0.0,1.0,0.5451992447608899
TP_0282,25.22299505461984,0.0,0.0,0.0,1.0,0.29562259987041
TP_0283,19.66079725938024,0.0,0.0,0.0,1.0,0.25950998321686486
TP_0284,15.143668648321304,0.0,0.0,0.0,1.0,0.29156806570309785
TP_0285,14.321061672373794,0.0,0.0,0.0,0.8815908287856778,0.35924838152738314
TP_0286,16.148687488687624,0.0,0.009960159362549802,0.0,0.8887977501757676,0.328022074940041
TP_0287,17.02045961171605,0.0,0.0,0.0,1.0,0.4071897663809258
TP_0288,16.0632826033749,0.0,0.0,0.0,1.0,0.3318441970036101
TP_0289,15.410821127206495,0.0,0.0,0.3682681739676558,0.6317318260323441,0.4876731471720858
TP_0290,16.898585567548874,0.0,0.0,0.19867187500000008,0.8013281250000001,0.28186465736753047
TP_0291,5.982026070127218,0.0,0.0,0.0,1.0,0.4678142955097194
TP_0292,10.724077996499568,0.0,0.0,0.0,1.0,0.3643199678980904
TP_0293,15.974118671631674,0.02202217671830931,0.0,0.0,0.9779778232816908,0.2742742114094252
TP_0294,19.64517527694619,0.0,0.0,0.0,1.0,0.19968639927807708
TP_0295,20.03790241770746,0.0,0.0,0.0,1.0,0.36748566279523387
TP_0296,19.654233123736624,0.0,0.0,0.0,1.0,0.4464941722407764
TP_0297,20.347523093066947,0.0,0.0,0.0,1.0,0.35353242104729554
TP_0298,21.035120050073832,0.0,0.0,0.0,1.0,0.3886535827923684
TP_0299,22.401376845405487,0.0,0.0,0.0,1.0,0.33376495451543675
TP_0300,24.726977510680396,0.0,0.0,0.0,1.0,0.24203719678428864
TP_0301,27.19945905794501,0.0,0.0,0.0,1.0,0.3000790437525869
TP_0302,28.12893321856606,0.0,0.0,0.0,1.0,0.2544015486194309
TP_0303,26.399862095163748,0.0,0.0,0.0,1.0,0.2977532025362259
TP_0304,23.183507626232185,0.0,0.0,0.0,1.0,0.27665706697898157
TP_0305,21.013879788825218,0.5175625024150854,0.0,0.0,0.48243749758491433,0.6342726605299934
TP_0306,20.125702540845126,0.1653139683895771,0.0,0.0,0.834686031610423,0.5935002622647754
TP_0307,20.989700220176633,0.0,0.0,0.0,1.0,0.32684844406598984
TP_0308,26.41501836506371,0.0,0.0,0.0,1.0,0.37024783449792587
TP_0309,34.73595266297944,0.0,0.0,0.0,1.0,0.4125900707224392
TP_0310,39.52765860718099,0.0,0.0,0.0,1.0,0.1146807065396107
TP_0311,36.22860128455111,0.0,0.0,0.0,1.0,0.37708470165160024
TP_0312,26.996688564877658,0.0,0.0,0.0,1.0,0.310684987647704
TP_0313,18.927521188057483,0.0,0.0,0.0,1.0,0.3444688424100949
TP_0314,17.115417880842323,0.0,0.0,0.0,1.0,0.19159838424206077
TP_0315,19.818409017650257,0.0,0.0,0.0,1.0,0.25819976311134485
TP_0316,20.652913203892542,0.0,0.0,0.0,1.0,0.4054487123383425
TP_0317,18.968471199712827,0.0,0.0,0.0,1.0,0.31925777439880026
TP_0318,17.18449903433427,0.0,0.0,0.3671416922300315,0.6328583077699685,0.3199783932345405
TP_0319,16.617018092521132,0.0,0.0,0.0678542447544341,0.932145755245566,0.3155766878183493
TP_0320,4.881715928243435,0.0,0.03724596244494243,0.0,0.9627540375550577,0.5953723879840558
TP_0321,8.125855812280738,0.1555279406624985,0.11218981787115062,0.0,0.6679740592598347,0.6436014315351005
TP_0322,12.5230451295645,0.9739200989104396,0.0,0.0,0.026079901089560306,0.670074594694578
