timestamp_sgt,timestamp_utc,station_id,dataset_label,output_mode,spatial_scope,wbgt_a_score_c,wbgt_a_score_model_id,wbgt_a_score_version,p_ge31_diagnostic,p_ge31_calibrator_id,p_ge31_validation_context,ge31_screening_flag_best_f1_optional,ge31_screening_flag_high_recall_optional,p_ge33_exploratory_optional,is_retrospective,source_prediction_context,quality_flag,notes
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,S124,hourly_max,station_diagnostic,station,25.89598009518552,M4_like_inertia_ridge,v1.1-sprint4c-p_ge31-diagnostic-export,0.0024916317614673,logistic_score_calibration,blocked_date_calibration,False,False,,True,Sprint 3B held-out blocked-date retrospective diagnostic predictions; fold_id=date_block_1,ok_retrospective_diagnostic;not_operational_warning;station_bias_warning,Retrospective station diagnostic only; not operational warning probability; not prospective; not local WBGT; not 100m cell severity.
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,S125,hourly_max,station_diagnostic,station,24.746773902452333,M4_like_inertia_ridge,v1.1-sprint4c-p_ge31-diagnostic-export,0.0005730251627327,logistic_score_calibration,blocked_date_calibration,False,False,,True,Sprint 3B held-out blocked-date retrospective diagnostic predictions; fold_id=date_block_1,ok_retrospective_diagnostic;not_operational_warning,Retrospective station diagnostic only; not operational warning probability; not prospective; not local WBGT; not 100m cell severity.
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,S126,hourly_max,station_diagnostic,station,25.2139483987965,M4_like_inertia_ridge,v1.1-sprint4c-p_ge31-diagnostic-export,0.0010418245352832,logistic_score_calibration,blocked_date_calibration,False,False,,True,Sprint 3B held-out blocked-date retrospective diagnostic predictions; fold_id=date_block_1,ok_retrospective_diagnostic;not_operational_warning,Retrospective station diagnostic only; not operational warning probability; not prospective; not local WBGT; not 100m cell severity.
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,S127,hourly_max,station_diagnostic,station,25.7551562165034,M4_like_inertia_ridge,v1.1-sprint4c-p_ge31-diagnostic-export,0.0020813330620316,logistic_score_calibration,blocked_date_calibration,False,False,,True,Sprint 3B held-out blocked-date retrospective diagnostic predictions; fold_id=date_block_1,ok_retrospective_diagnostic;not_operational_warning,Retrospective station diagnostic only; not operational warning probability; not prospective; not local WBGT; not 100m cell severity.
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,S128,hourly_max,station_diagnostic,station,25.15032836687056,M4_like_inertia_ridge,v1.1-sprint4c-p_ge31-diagnostic-export,0.0009603884903256,logistic_score_calibration,blocked_date_calibration,False,False,,True,Sprint 3B held-out blocked-date retrospective diagnostic predictions; fold_id=date_block_1,ok_retrospective_diagnostic;not_operational_warning,Retrospective station diagnostic only; not operational warning probability; not prospective; not local WBGT; not 100m cell severity.
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,S129,hourly_max,station_diagnostic,station,25.88512782386992,M4_like_inertia_ridge,v1.1-sprint4c-p_ge31-diagnostic-export,0.0024573282497917,logistic_score_calibration,blocked_date_calibration,False,False,,True,Sprint 3B held-out blocked-date retrospective diagnostic predictions; fold_id=date_block_1,ok_retrospective_diagnostic;not_operational_warning,Retrospective station diagnostic only; not operational warning probability; not prospective; not local WBGT; not 100m cell severity.
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,S130,hourly_max,station_diagnostic,station,25.461995320288608,M4_like_inertia_ridge,v1.1-sprint4c-p_ge31-diagnostic-export,0.0014308024817017,logistic_score_calibration,blocked_date_calibration,False,False,,True,Sprint 3B held-out blocked-date retrospective diagnostic predictions; fold_id=date_block_1,ok_retrospective_diagnostic;not_operational_warning,Retrospective station diagnostic only; not operational warning probability; not prospective; not local WBGT; not 100m cell severity.
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,S132,hourly_max,station_diagnostic,station,25.176584728435348,M4_like_inertia_ridge,v1.1-sprint4c-p_ge31-diagnostic-export,0.0009931971660567,logistic_score_calibration,blocked_date_calibration,False,False,,True,Sprint 3B held-out blocked-date retrospective diagnostic predictions; fold_id=date_block_1,ok_retrospective_diagnostic;not_operational_warning,Retrospective station diagnostic only; not operational warning probability; not prospective; not local WBGT; not 100m cell severity.
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,S135,hourly_max,station_diagnostic,station,24.9091624564438,M4_like_inertia_ridge,v1.1-sprint4c-p_ge31-diagnostic-export,0.0007053919429458,logistic_score_calibration,blocked_date_calibration,False,False,,True,Sprint 3B held-out blocked-date retrospective diagnostic predictions; fold_id=date_block_1,ok_retrospective_diagnostic;not_operational_warning,Retrospective station diagnostic only; not operational warning probability; not prospective; not local WBGT; not 100m cell severity.
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,S137,hourly_max,station_diagnostic,station,25.52762761944157,M4_like_inertia_ridge,v1.1-sprint4c-p_ge31-diagnostic-export,0.0015560637532758,logistic_score_calibration,blocked_date_calibration,False,False,,True,Sprint 3B held-out blocked-date retrospective diagnostic predictions; fold_id=date_block_1,ok_retrospective_diagnostic;not_operational_warning;station_bias_warning,Retrospective station diagnostic only; not operational warning probability; not prospective; not local WBGT; not 100m cell severity.
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,S139,hourly_max,station_diagnostic,station,26.740654828783804,M4_like_inertia_ridge,v1.1-sprint4c-p_ge31-diagnostic-export,0.0073140024256328,logistic_score_calibration,blocked_date_calibration,False,False,,True,Sprint 3B held-out blocked-date retrospective diagnostic predictions; fold_id=date_block_1,ok_retrospective_diagnostic;not_operational_warning;low_support_station;station_bias_warning,Retrospective station diagnostic only; not operational warning probability; not prospective; not local WBGT; not 100m cell severity.
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,S140,hourly_max,station_diagnostic,station,25.209880741923765,M4_like_inertia_ridge,v1.1-sprint4c-p_ge31-diagnostic-export,0.0010364173056471,logistic_score_calibration,blocked_date_calibration,False,False,,True,Sprint 3B held-out blocked-date retrospective diagnostic predictions; fold_id=date_block_1,ok_retrospective_diagnostic;not_operational_warning,Retrospective station diagnostic only; not operational warning probability; not prospective; not local WBGT; not 100m cell severity.
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,S141,hourly_max,station_diagnostic,station,25.143477974536065,M4_like_inertia_ridge,v1.1-sprint4c-p_ge31-diagnostic-export,0.000952008141727,logistic_score_calibration,blocked_date_calibration,False,False,,True,Sprint 3B held-out blocked-date retrospective diagnostic predictions; fold_id=date_block_1,ok_retrospective_diagnostic;not_operational_warning,Retrospective station diagnostic only; not operational warning probability; not prospective; not local WBGT; not 100m cell severity.
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,S142,hourly_max,station_diagnostic,station,25.47613854179873,M4_like_inertia_ridge,v1.1-sprint4c-p_ge31-diagnostic-export,0.001456915113527,logistic_score_calibration,blocked_date_calibration,False,False,,True,Sprint 3B held-out blocked-date retrospective diagnostic predictions; fold_id=date_block_1,ok_retrospective_diagnostic;not_operational_warning;station_bias_warning,Retrospective station diagnostic only; not operational warning probability; not prospective; not local WBGT; not 100m cell severity.
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,S143,hourly_max,station_diagnostic,station,24.89749840757968,M4_like_inertia_ridge,v1.1-sprint4c-p_ge31-diagnostic-export,0.0006949410039815,logistic_score_calibration,blocked_date_calibration,False,False,,True,Sprint 3B held-out blocked-date retrospective diagnostic predictions; fold_id=date_block_1,ok_retrospective_diagnostic;not_operational_warning,Retrospective station diagnostic only; not operational warning probability; not prospective; not local WBGT; not 100m cell severity.
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,S144,hourly_max,station_diagnostic,station,25.74586637152575,M4_like_inertia_ridge,v1.1-sprint4c-p_ge31-diagnostic-export,0.0020567694612114,logistic_score_calibration,blocked_date_calibration,False,False,,True,Sprint 3B held-out blocked-date retrospective diagnostic predictions; fold_id=date_block_1,ok_retrospective_diagnostic;not_operational_warning,Retrospective station diagnostic only; not operational warning probability; not prospective; not local WBGT; not 100m cell severity.
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,S145,hourly_max,station_diagnostic,station,24.87026369991665,M4_like_inertia_ridge,v1.1-sprint4c-p_ge31-diagnostic-export,0.0006711372991209,logistic_score_calibration,blocked_date_calibration,False,False,,True,Sprint 3B held-out blocked-date retrospective diagnostic predictions; fold_id=date_block_1,ok_retrospective_diagnostic;not_operational_warning,Retrospective station diagnostic only; not operational warning probability; not prospective; not local WBGT; not 100m cell severity.
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,S146,hourly_max,station_diagnostic,station,25.40014084880574,M4_like_inertia_ridge,v1.1-sprint4c-p_ge31-diagnostic-export,0.0013219831205019,logistic_score_calibration,blocked_date_calibration,False,False,,True,Sprint 3B held-out blocked-date retrospective diagnostic predictions; fold_id=date_block_1,ok_retrospective_diagnostic;not_operational_warning,Retrospective station diagnostic only; not operational warning probability; not prospective; not local WBGT; not 100m cell severity.
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,S147,hourly_max,station_diagnostic,station,25.76394635032235,M4_like_inertia_ridge,v1.1-sprint4c-p_ge31-diagnostic-export,0.0021048448446639,logistic_score_calibration,blocked_date_calibration,False,False,,True,Sprint 3B held-out blocked-date retrospective diagnostic predictions; fold_id=date_block_1,ok_retrospective_diagnostic;not_operational_warning,Retrospective station diagnostic only; not operational warning probability; not prospective; not local WBGT; not 100m cell severity.
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,S148,hourly_max,station_diagnostic,station,25.97909045582381,M4_like_inertia_ridge,v1.1-sprint4c-p_ge31-diagnostic-export,0.002770672331659,logistic_score_calibration,blocked_date_calibration,False,False,,True,Sprint 3B held-out blocked-date retrospective diagnostic predictions; fold_id=date_block_1,ok_retrospective_diagnostic;not_operational_warning,Retrospective station diagnostic only; not operational warning probability; not prospective; not local WBGT; not 100m cell severity.
2026-05-07 02:00:00+08:00,2026-05-06 18:00:00+0000,S149,hourly_max,station_diagnostic,station,25.98278308189904,M4_like_inertia_ridge,v1.1-sprint4c-p_ge31-diagnostic-export,0.0027837687941864,logistic_score_calibration,blocked_date_calibration,False,False,,True,Sprint 3B held-out blocked-date retrospective diagnostic predictions; fold_id=date_block_1,ok_retrospective_diagnostic;not_operational_warning,Retrospective station diagnostic only; not operational warning probability; not prospective; not local WBGT; not 100m cell severity.
