dataset,model,event_threshold_c,threshold_c,precision,recall,f1,tp,fp,fn,tn,n_pos,n_pred_pos
hourly_max,M3_weather_ridge,31.0,30.5,0.6349206349206349,0.5016722408026756,0.5604857543204109,600,345,596,8932,1196,945
hourly_max,M3_weather_ridge,31.0,30.55,0.6524741081703107,0.47408026755852845,0.5491525423728814,567,302,629,8975,1196,869
hourly_max,M3_weather_ridge,31.0,30.6,0.6716417910447762,0.451505016722408,0.5399999999999999,540,264,656,9013,1196,804
hourly_max,M3_weather_ridge,31.0,30.65,0.680161943319838,0.4214046822742475,0.5203923593185339,504,237,692,9040,1196,741
hourly_max,M3_weather_ridge,31.0,30.7,0.6977777777777778,0.39381270903010035,0.5034740780331375,471,204,725,9073,1196,675
hourly_max,M3_weather_ridge,31.0,30.75,0.7329931972789115,0.3603678929765886,0.4831838565022421,431,157,765,9120,1196,588
hourly_max,M3_weather_ridge,31.0,30.8,0.7477638640429338,0.3494983277591973,0.47635327635327634,418,141,778,9136,1196,559
hourly_max,M3_weather_ridge,31.0,30.85,0.7442748091603053,0.32608695652173914,0.45348837209302323,390,134,806,9143,1196,524
hourly_max,M3_weather_ridge,31.0,30.9,0.7453798767967146,0.30351170568561875,0.43137254901960786,363,124,833,9153,1196,487
hourly_max,M3_weather_ridge,31.0,30.95,0.7657657657657657,0.2842809364548495,0.4146341463414634,340,104,856,9173,1196,444
hourly_max,M3_weather_ridge,31.0,31.0,0.770935960591133,0.2617056856187291,0.3907615480649189,313,93,883,9184,1196,406
hourly_max,M3_weather_ridge,31.0,31.05,0.7608695652173914,0.23411371237458195,0.35805626598465473,280,88,916,9189,1196,368
hourly_max,M3_weather_ridge,31.0,31.1,0.7739938080495357,0.20903010033444816,0.3291639236339697,250,73,946,9204,1196,323
hourly_max,M3_weather_ridge,31.0,31.15,0.7702702702702703,0.19063545150501673,0.30563002680965146,228,68,968,9209,1196,296
hourly_max,M3_weather_ridge,31.0,31.2,0.7865612648221344,0.16638795986622074,0.274672187715666,199,54,997,9223,1196,253
hourly_max,M3_weather_ridge,31.0,31.25,0.8127853881278538,0.1488294314381271,0.25159010600706716,178,41,1018,9236,1196,219
hourly_max,M3_weather_ridge,31.0,31.3,0.8226600985221675,0.13963210702341136,0.2387419585418156,167,36,1029,9241,1196,203
hourly_max,M3_weather_ridge,31.0,31.35,0.8690476190476191,0.12207357859531773,0.21407624633431085,146,22,1050,9255,1196,168
hourly_max,M3_weather_ridge,31.0,31.4,0.881578947368421,0.11204013377926421,0.19881305637982194,134,18,1062,9259,1196,152
hourly_max,M3_weather_ridge,31.0,31.45,0.8955223880597015,0.10033444816053512,0.1804511278195489,120,14,1076,9263,1196,134
hourly_max,M3_weather_ridge,31.0,31.5,0.8947368421052632,0.08528428093645485,0.15572519083969466,102,12,1094,9265,1196,114
hourly_max,M3_weather_ridge,31.0,31.55,0.8846153846153846,0.07692307692307693,0.14153846153846156,92,12,1104,9265,1196,104
hourly_max,M3_weather_ridge,31.0,31.6,0.8888888888888888,0.06688963210702341,0.12441679626749612,80,10,1116,9267,1196,90
hourly_max,M3_weather_ridge,31.0,31.65,0.8823529411764706,0.05016722408026756,0.0949367088607595,60,8,1136,9269,1196,68
hourly_max,M3_weather_ridge,31.0,31.7,0.8709677419354839,0.0451505016722408,0.08585055643879173,54,8,1142,9269,1196,62
hourly_max,M3_weather_ridge,31.0,31.75,0.8627450980392157,0.03678929765886288,0.07056936647955092,44,7,1152,9270,1196,51
hourly_max,M3_weather_ridge,31.0,31.8,0.868421052631579,0.027591973244147156,0.05348460291734197,33,5,1163,9272,1196,38
hourly_max,M3_weather_ridge,31.0,31.85,0.8620689655172413,0.020903010033444816,0.04081632653061224,25,4,1171,9273,1196,29
hourly_max,M3_weather_ridge,31.0,31.9,0.875,0.017558528428093644,0.034426229508196717,21,3,1175,9274,1196,24
hourly_max,M3_weather_ridge,31.0,31.95,0.8125,0.010869565217391304,0.021452145214521448,13,3,1183,9274,1196,16
hourly_max,M3_weather_ridge,31.0,32.0,0.7272727272727273,0.006688963210702341,0.013256006628003313,8,3,1188,9274,1196,11
hourly_max,M3_weather_ridge,31.0,32.05,0.7,0.005852842809364548,0.011608623548922056,7,3,1189,9274,1196,10
hourly_max,M3_weather_ridge,31.0,32.1,0.6666666666666666,0.0033444816053511705,0.0066555740432612314,4,2,1192,9275,1196,6
hourly_max,M3_weather_ridge,31.0,32.15,0.6666666666666666,0.0016722408026755853,0.0033361134278565474,2,1,1194,9276,1196,3
hourly_max,M3_weather_ridge,31.0,32.2,0.5,0.0008361204013377926,0.0016694490818030048,1,1,1195,9276,1196,2
hourly_max,M3_weather_ridge,31.0,32.25,0.0,0.0,,0,1,1196,9276,1196,1
hourly_max,M3_weather_ridge,31.0,32.3,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,32.35,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,32.4,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,32.45,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,32.5,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,32.55,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,32.6,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,32.65,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,32.7,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,32.75,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,32.8,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,32.85,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,32.9,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,32.95,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,33.0,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,33.05,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,33.1,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,33.15,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,33.2,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,33.25,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,33.3,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,33.35,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,33.4,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,33.45,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,33.5,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,33.55,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,33.6,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,33.65,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,33.7,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,33.75,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,33.8,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,33.85,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,33.9,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,33.95,,0.0,,0,0,1196,9277,1196,0
hourly_max,M3_weather_ridge,31.0,34.0,,0.0,,0,0,1196,9277,1196,0
hourly_max,M4_inertia_ridge,31.0,27.0,0.25377258235919237,0.9983277591973244,0.4046771733604474,1194,3511,2,5766,1196,4705
hourly_max,M4_inertia_ridge,31.0,27.05,0.25777202072538863,0.9983277591973244,0.40974605353466037,1194,3438,2,5839,1196,4632
hourly_max,M4_inertia_ridge,31.0,27.1,0.26189953937266947,0.9983277591973244,0.41494352736750656,1194,3365,2,5912,1196,4559
hourly_max,M4_inertia_ridge,31.0,27.15,0.266934942991281,0.9983277591973244,0.42123831363556186,1194,3279,2,5998,1196,4473
hourly_max,M4_inertia_ridge,31.0,27.2,0.2710747557373324,0.9974916387959866,0.42629980346614255,1193,3208,3,6069,1196,4401
hourly_max,M4_inertia_ridge,31.0,27.25,0.27440147329650094,0.9966555183946488,0.43032490974729243,1192,3152,4,6125,1196,4344
hourly_max,M4_inertia_ridge,31.0,27.3,0.27799859714753333,0.9941471571906354,0.4344966197697789,1189,3088,7,6189,1196,4277
hourly_max,M4_inertia_ridge,31.0,27.35,0.28224654926225606,0.9916387959866221,0.43942200815116716,1186,3016,10,6261,1196,4202
hourly_max,M4_inertia_ridge,31.0,27.4,0.2855418778662805,0.9891304347826086,0.4431541487169882,1183,2960,13,6317,1196,4143
hourly_max,M4_inertia_ridge,31.0,27.45,0.28836301536960235,0.9882943143812709,0.4464589235127479,1182,2917,14,6360,1196,4099
hourly_max,M4_inertia_ridge,31.0,27.5,0.2910392495680079,0.9857859531772575,0.4493996569468268,1179,2872,17,6405,1196,4051
hourly_max,M4_inertia_ridge,31.0,27.55,0.2943528235882059,0.9849498327759197,0.4532512504809542,1178,2824,18,6453,1196,4002
hourly_max,M4_inertia_ridge,31.0,27.6,0.2977215189873418,0.9832775919732442,0.45705402254178,1176,2774,20,6503,1196,3950
hourly_max,M4_inertia_ridge,31.0,27.65,0.3004380314351971,0.9749163879598662,0.4593263738428206,1166,2715,30,6562,1196,3881
hourly_max,M4_inertia_ridge,31.0,27.7,0.30357608979378753,0.9724080267558528,0.46270141237318474,1163,2668,33,6609,1196,3831
hourly_max,M4_inertia_ridge,31.0,27.75,0.3068992862807296,0.9707357859531772,0.4663587065675839,1161,2622,35,6655,1196,3783
hourly_max,M4_inertia_ridge,31.0,27.8,0.31105743424584004,0.9690635451505016,0.47094676960585125,1159,2567,37,6710,1196,3726
hourly_max,M4_inertia_ridge,31.0,27.85,0.31560283687943264,0.967391304347826,0.47593582887700536,1157,2509,39,6768,1196,3666
hourly_max,M4_inertia_ridge,31.0,27.9,0.3202886483485984,0.9648829431438127,0.4809335278182955,1154,2449,42,6828,1196,3603
hourly_max,M4_inertia_ridge,31.0,27.95,0.3245219347581552,0.9648829431438127,0.48569023569023567,1154,2402,42,6875,1196,3556
hourly_max,M4_inertia_ridge,31.0,28.0,0.3287671232876712,0.9632107023411371,0.4902127659574468,1152,2352,44,6925,1196,3504
hourly_max,M4_inertia_ridge,31.0,28.05,0.33410740203193035,0.9623745819397993,0.4960137901314372,1151,2294,45,6983,1196,3445
hourly_max,M4_inertia_ridge,31.0,28.1,0.3391432791728213,0.959866220735786,0.5012006112202576,1148,2237,48,7040,1196,3385
hourly_max,M4_inertia_ridge,31.0,28.15,0.343872327612165,0.9548494983277592,0.505645339827319,1142,2179,54,7098,1196,3321
hourly_max,M4_inertia_ridge,31.0,28.2,0.3508610086100861,0.9540133779264214,0.5130395683453237,1141,2111,55,7166,1196,3252
hourly_max,M4_inertia_ridge,31.0,28.25,0.35671782023175697,0.9523411371237458,0.5190248348143085,1139,2054,57,7223,1196,3193
hourly_max,M4_inertia_ridge,31.0,28.3,0.36418962203715566,0.9506688963210702,0.5266327003242242,1137,1985,59,7292,1196,3122
hourly_max,M4_inertia_ridge,31.0,28.35,0.3672077922077922,0.9456521739130435,0.528999064546305,1131,1949,65,7328,1196,3080
hourly_max,M4_inertia_ridge,31.0,28.4,0.3734302709847984,0.9448160535117057,0.5352913311226907,1130,1896,66,7381,1196,3026
hourly_max,M4_inertia_ridge,31.0,28.45,0.3784056508577195,0.9406354515050167,0.5396977692492204,1125,1848,71,7429,1196,2973
hourly_max,M4_inertia_ridge,31.0,28.5,0.3822923816060398,0.931438127090301,0.5420924574209245,1114,1800,82,7477,1196,2914
hourly_max,M4_inertia_ridge,31.0,28.55,0.3875043875043875,0.9230769230769231,0.5458590852904821,1104,1745,92,7532,1196,2849
hourly_max,M4_inertia_ridge,31.0,28.6,0.3921919770773639,0.9155518394648829,0.549147442326981,1095,1697,101,7580,1196,2792
hourly_max,M4_inertia_ridge,31.0,28.65,0.39584850691915513,0.9088628762541806,0.5514967021816337,1087,1659,109,7618,1196,2746
hourly_max,M4_inertia_ridge,31.0,28.7,0.40022172949002216,0.9055183946488294,0.5550999487442337,1083,1623,113,7654,1196,2706
hourly_max,M4_inertia_ridge,31.0,28.75,0.4054257724189902,0.8996655518394648,0.558961038961039,1076,1578,120,7699,1196,2654
hourly_max,M4_inertia_ridge,31.0,28.8,0.4114483288513254,0.8954849498327759,0.5638325875230324,1071,1532,125,7745,1196,2603
hourly_max,M4_inertia_ridge,31.0,28.85,0.4180746561886051,0.8896321070234113,0.5688318631381983,1064,1481,132,7796,1196,2545
hourly_max,M4_inertia_ridge,31.0,28.9,0.42170111287758344,0.887123745819398,0.5716594827586207,1061,1455,135,7822,1196,2516
hourly_max,M4_inertia_ridge,31.0,28.95,0.4295574502639058,0.8846153846153846,0.5783000819896147,1058,1405,138,7872,1196,2463
hourly_max,M4_inertia_ridge,31.0,29.0,0.43561076604554866,0.8795986622073578,0.5826640819717529,1052,1363,144,7914,1196,2415
hourly_max,M4_inertia_ridge,31.0,29.05,0.43867727082461283,0.8762541806020067,0.5846582984658298,1048,1341,148,7936,1196,2389
hourly_max,M4_inertia_ridge,31.0,29.1,0.443307757885763,0.8695652173913043,0.5872388481084132,1040,1306,156,7971,1196,2346
hourly_max,M4_inertia_ridge,31.0,29.15,0.4483954900260191,0.8645484949832776,0.5905197030268419,1034,1272,162,8005,1196,2306
hourly_max,M4_inertia_ridge,31.0,29.2,0.45225464190981435,0.8553511705685619,0.5916714864083286,1023,1239,173,8038,1196,2262
hourly_max,M4_inertia_ridge,31.0,29.25,0.4550359712230216,0.8461538461538461,0.591812865497076,1012,1212,184,8065,1196,2224
hourly_max,M4_inertia_ridge,31.0,29.3,0.4631336405529954,0.8403010033444817,0.5971479500891265,1005,1165,191,8112,1196,2170
hourly_max,M4_inertia_ridge,31.0,29.35,0.46701225259189444,0.8285953177257525,0.5973477998794455,991,1131,205,8146,1196,2122
hourly_max,M4_inertia_ridge,31.0,29.4,0.4682080924855491,0.8127090301003345,0.5941320293398533,972,1104,224,8173,1196,2076
hourly_max,M4_inertia_ridge,31.0,29.45,0.4722085587801279,0.802675585284281,0.5946113347785692,960,1073,236,8204,1196,2033
hourly_max,M4_inertia_ridge,31.0,29.5,0.4788092835519677,0.7934782608695652,0.5972309628697294,949,1033,247,8244,1196,1982
hourly_max,M4_inertia_ridge,31.0,29.55,0.4819773429454171,0.782608695652174,0.5965583173996175,936,1006,260,8271,1196,1942
hourly_max,M4_inertia_ridge,31.0,29.6,0.4850078905839032,0.7709030100334449,0.5954149176622537,922,979,274,8298,1196,1901
hourly_max,M4_inertia_ridge,31.0,29.65,0.4883846569421934,0.7558528428093646,0.593370528388579,904,947,292,8330,1196,1851
hourly_max,M4_inertia_ridge,31.0,29.7,0.4925124792013311,0.7424749163879598,0.5921973991330443,888,915,308,8362,1196,1803
hourly_max,M4_inertia_ridge,31.0,29.75,0.5011441647597255,0.7324414715719063,0.595108695652174,876,872,320,8405,1196,1748
hourly_max,M4_inertia_ridge,31.0,29.8,0.5088443396226415,0.7215719063545151,0.5968188105117566,863,833,333,8444,1196,1696
hourly_max,M4_inertia_ridge,31.0,29.85,0.5118829981718465,0.7023411371237458,0.5921748325696159,840,801,356,8476,1196,1641
hourly_max,M4_inertia_ridge,31.0,29.9,0.519724483406387,0.6939799331103679,0.594343000358038,830,767,366,8510,1196,1597
hourly_max,M4_inertia_ridge,31.0,29.95,0.5252074026802808,0.6881270903010034,0.5957292797683676,823,744,373,8533,1196,1567
hourly_max,M4_inertia_ridge,31.0,30.0,0.5282284231018819,0.6806020066889632,0.5948118377785897,814,727,382,8550,1196,1541
hourly_max,M4_inertia_ridge,31.0,30.05,0.5323549032688459,0.6672240802675585,0.5922077922077922,798,701,398,8576,1196,1499
hourly_max,M4_inertia_ridge,31.0,30.1,0.5400410677618069,0.6596989966555183,0.5939028980052691,789,672,407,8605,1196,1461
hourly_max,M4_inertia_ridge,31.0,30.15,0.5465444287729196,0.6479933110367893,0.5929609793420045,775,643,421,8634,1196,1418
hourly_max,M4_inertia_ridge,31.0,30.2,0.5563636363636364,0.6396321070234113,0.5950991831971995,765,610,431,8667,1196,1375
hourly_max,M4_inertia_ridge,31.0,30.25,0.5630188679245283,0.6237458193979933,0.591828639428798,746,579,450,8698,1196,1325
hourly_max,M4_inertia_ridge,31.0,30.3,0.571875,0.6120401337792643,0.591276252019386,732,548,464,8729,1196,1280
hourly_max,M4_inertia_ridge,31.0,30.35,0.5777957860615883,0.5961538461538461,0.5868312757201646,713,521,483,8756,1196,1234
hourly_max,M4_inertia_ridge,31.0,30.4,0.5893310753598645,0.5819397993311036,0.5856121161127471,696,485,500,8792,1196,1181
hourly_max,M4_inertia_ridge,31.0,30.45,0.6113105924596051,0.5693979933110368,0.5896103896103897,681,433,515,8844,1196,1114
hourly_max,M4_inertia_ridge,31.0,30.5,0.6359269932756965,0.5535117056856187,0.5918641037103264,662,379,534,8898,1196,1041
hourly_max,M4_inertia_ridge,31.0,30.55,0.6437371663244353,0.524247491638796,0.5778801843317973,627,347,569,8930,1196,974
hourly_max,M4_inertia_ridge,31.0,30.6,0.6545253863134658,0.49581939799331104,0.5642245480494766,593,313,603,8964,1196,906
hourly_max,M4_inertia_ridge,31.0,30.65,0.6686251468860165,0.47575250836120403,0.5559355153883733,569,282,627,8995,1196,851
hourly_max,M4_inertia_ridge,31.0,30.7,0.6890012642225032,0.45568561872909696,0.548565676899849,545,246,651,9031,1196,791
hourly_max,M4_inertia_ridge,31.0,30.75,0.7010869565217391,0.431438127090301,0.5341614906832298,516,220,680,9057,1196,736
hourly_max,M4_inertia_ridge,31.0,30.8,0.7121879588839941,0.40551839464882944,0.5167820990942994,485,196,711,9081,1196,681
hourly_max,M4_inertia_ridge,31.0,30.85,0.7193548387096774,0.3729096989966555,0.4911894273127753,446,174,750,9103,1196,620
